GoalId,GameId,AwayTeamId,HomeTeamId,EventNumber,PeriodNumber,EventTime,ScoringTeam,ScoringTeamId,Disposition,GoalScorerNumber,GoalScorerId,NumGoals,FirstAssistNumber,FirstAssistId,NumAssistsFirstPlayer,SecondAssistNumber,SecondAssistId,NumAssistsSecondPlayer,ShotType,Zone,ShotDistance
11980,2011020001,7,13,44,1,00:09:42,BOS,13,PP,63,8473419,1,19,8475794,1,14,8466215,1,Backhand,offensive,16
11981,2011020001,7,13,85,1,00:19:10,PHI,7,PP,28,8473512,1,68,8448208,1,20,8459424,1,Wrist,offensive,9
11982,2011020001,7,13,89,1,00:19:57,PHI,7,EV,93,8474161,1,41,8471236,1,17,8474190,1,Snap,offensive,32
11983,2011020002,2,1,103,2,00:00:33,TOR,1,SH,15,8468695,1,18,8471371,1,3,8470602,1,Wrist,offensive,26
11984,2011020002,2,1,222,3,00:04:42,TOR,1,EV,3,8470602,1,81,8473548,1,19,8470207,1,Slap,offensive,50
11985,2011020003,15,25,30,1,00:05:04,PIT,15,PP,18,8471707,1,71,8471215,1,58,8471724,1,Wrist,offensive,11
11986,2011020003,15,25,73,1,00:12:30,PIT,15,PP,24,8465951,1,9,8466393,1,NULL,NULL,NULL,Wrist,offensive,10
11987,2011020003,15,25,93,1,00:16:20,VAN,25,EV,40,8470654,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,31
11988,2011020003,15,25,136,2,00:03:09,PIT,15,SH,24,8465951,2,11,8473533,1,58,8471724,2,Wrist,offensive,44
11989,2011020003,15,25,226,2,00:17:47,VAN,25,EV,4,8470054,1,33,8467876,1,22,8467875,1,Wrist,offensive,14
11990,2011020003,15,25,271,3,00:07:51,VAN,25,EV,22,8467875,1,33,8467876,2,6,8465202,1,Wrist,offensive,24
11993,2011020004,12,29,59,1,00:08:07,CAR,29,EV,53,8475784,1,6,8469476,1,15,8469462,1,Wrist,offensive,13
11994,2011020004,12,29,146,2,00:05:19,TBL,12,EV,26,8466378,1,91,8474564,1,NULL,NULL,NULL,Wrist,offensive,6
11995,2011020004,12,29,218,2,00:17:50,TBL,12,PP,4,8467329,1,91,8474564,2,26,8466378,1,Wrist,offensive,10
11996,2011020004,12,29,285,3,00:12:22,TBL,12,PP,9,8471703,1,47,8469765,1,22,8471634,1,Tip-In,offensive,60
11997,2011020004,12,29,287,3,00:12:32,TBL,12,EV,18,8467925,1,44,8470775,1,49,8471767,1,Wrist,offensive,10
11998,2011020004,12,29,310,3,00:16:58,TBL,12,EV,12,8467988,1,16,8473962,1,2,8466142,1,Wrist,offensive,18
11999,2011020005,27,9,83,1,00:16:01,DET,9,EV,44,8459444,1,43,8471794,1,4,8471693,1,Wrist,offensive,15
12000,2011020005,27,9,129,2,00:01:39,DET,9,EV,5,8457063,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,9
12001,2011020005,27,9,174,2,00:09:40,DET,9,EV,48,8473558,1,20,8470778,1,NULL,NULL,NULL,Wrist,offensive,13
12002,2011020005,27,9,181,2,00:10:38,DET,9,EV,26,8470201,1,13,8467514,1,52,8470318,1,Backhand,offensive,17
12003,2011020005,27,9,251,3,00:03:12,DET,9,EV,18,8470273,1,20,8470778,2,48,8473558,1,Slap,offensive,63
12004,2011020005,27,9,261,3,00:05:49,OTT,27,EV,9,8470599,1,19,8469455,1,21,8474566,1,Tip-In,offensive,12
12005,2011020005,27,9,275,3,00:08:22,OTT,27,PP,9,8470599,2,19,8469455,2,65,8474578,1,Backhand,offensive,11
12006,2011020005,27,9,325,3,00:18:29,OTT,27,PP,17,8462225,1,11,8460621,1,93,8476459,1,Wrist,offensive,59
12007,2011020006,17,30,140,2,00:05:10,NSH,17,PP,20,8470600,1,74,8471859,1,11,8467330,1,Snap,offensive,26
12008,2011020006,17,30,185,2,00:14:19,CBJ,30,EV,22,8459492,1,7,8470604,1,61,8470041,1,Wrist,offensive,4
12009,2011020006,17,30,195,2,00:15:56,NSH,17,EV,15,8475225,1,6,8470642,1,20,8470600,1,Backhand,offensive,5
12010,2011020006,17,30,217,3,00:00:39,NSH,17,EV,24,8474094,1,16,8471811,1,NULL,NULL,NULL,Tip-In,offensive,10
12011,2011020006,17,30,280,3,00:10:19,CBJ,30,EV,61,8470041,1,22,8459492,1,7,8470604,2,Wrist,offensive,9
12012,2011020007,10,8,21,1,00:04:02,BUF,8,PP,26,8470598,1,72,8474609,1,29,8469506,1,Wrist,offensive,11
12013,2011020007,10,8,45,1,00:08:30,BUF,8,EV,23,8474551,1,44,8471284,1,22,8468504,1,Snap,offensive,18
12014,2011020007,10,8,118,2,00:04:32,ANA,10,EV,34,8470317,1,49,8474139,1,NULL,NULL,NULL,Snap,offensive,49
12015,2011020007,10,8,127,2,00:05:45,BUF,8,EV,29,8469506,1,26,8470598,1,72,8474609,2,Wrist,offensive,42
12016,2011020007,10,8,173,2,00:11:59,BUF,8,PP,26,8470598,2,10,8469555,1,29,8469506,2,Wrist,offensive,13
12017,2011020008,4,22,125,2,00:00:59,DAL,22,EV,33,8471274,1,63,8467371,1,NULL,NULL,NULL,Slap,offensive,50
12018,2011020008,4,22,231,2,00:16:02,DAL,22,EV,14,8473994,1,44,8460561,1,6,8470110,1,Backhand,offensive,7
12019,2011020008,4,22,348,3,00:19:46,CHI,4,EV,8,8475181,1,88,8474141,1,37,8475204,1,Slap,offensive,41
12020,2011020009,23,19,42,1,00:10:51,LAK,19,EV,11,8471685,1,14,8468508,1,NULL,NULL,NULL,Slap,offensive,24
12021,2011020009,23,19,65,1,00:15:22,NYR,23,EV,24,8471339,1,42,8473573,1,26,8468172,1,Wrist,offensive,18
12022,2011020009,23,19,227,3,00:10:28,NYR,23,EV,10,8468483,1,17,8471273,1,19,8467389,1,Wrist,offensive,11
12023,2011020009,23,19,246,3,00:15:01,LAK,19,EV,10,8470617,1,15,8470755,1,23,8470606,1,Tip-In,offensive,16
12025,2011020010,12,13,127,2,00:02:04,BOS,13,EV,49,8471514,1,63,8473419,1,55,8470187,1,Wrist,offensive,8
12026,2011020010,12,13,134,2,00:03:20,TBL,12,EV,26,8466378,2,12,8467988,1,4,8467329,1,Wrist,offensive,26
12027,2011020010,12,13,139,2,00:04:58,BOS,13,EV,20,8470230,1,54,8471717,1,19,8475794,2,Wrist,offensive,54
12028,2011020010,12,13,228,3,00:03:07,BOS,13,EV,46,8471276,1,17,8473473,1,19,8475794,3,Wrist,offensive,27
12029,2011020010,12,13,261,3,00:08:43,BOS,13,EV,49,8471514,2,37,8470638,1,63,8473419,2,Wrist,offensive,20
12030,2011020011,27,1,68,1,00:12:58,TOR,1,PP,84,8471362,1,41,8473579,1,3,8470602,2,Wrist,offensive,13
12031,2011020011,27,1,101,1,00:18:51,TOR,1,EV,81,8473548,1,19,8470207,2,36,8474125,1,Wrist,offensive,41
12032,2011020011,27,1,156,2,00:07:56,TOR,1,PP,19,8470207,1,24,8468639,1,81,8473548,2,Tip-In,offensive,14
12033,2011020011,27,1,210,2,00:18:49,TOR,1,EV,81,8473548,2,42,8475098,1,19,8470207,3,Wrist,offensive,20
12034,2011020011,27,1,220,3,00:01:42,OTT,27,EV,14,8471862,1,55,8458951,1,19,8469455,3,Wrist,offensive,17
12035,2011020011,27,1,225,3,00:02:52,TOR,1,EV,28,8468778,1,18,8471371,2,NULL,NULL,NULL,Snap,offensive,17
12036,2011020011,27,1,265,3,00:11:04,OTT,27,SH,11,8460621,1,4,8464956,1,15,8474250,1,Wrist,offensive,24
12037,2011020011,27,1,293,3,00:15:36,OTT,27,PP,19,8469455,1,9,8470599,1,65,8474578,2,Snap,offensive,15
12038,2011020011,27,1,297,3,00:15:44,OTT,27,PP,11,8460621,2,65,8474578,3,NULL,NULL,NULL,Tip-In,offensive,21
12039,2011020011,27,1,307,3,00:17:41,TOR,1,EV,81,8473548,3,15,8468695,1,2,8474568,1,Wrist,offensive,37
12040,2011020011,27,1,311,3,00:18:06,OTT,27,EV,24,8476205,1,65,8474578,4,NULL,NULL,NULL,Wrist,offensive,17
12041,2011020012,7,14,58,1,00:12:05,PHI,7,EV,28,8473512,2,21,8474037,1,25,8470640,1,Slap,offensive,23
12042,2011020012,7,14,202,3,00:02:41,PHI,7,EV,24,8476177,1,19,8468486,1,NULL,NULL,NULL,Snap,offensive,27
12043,2011020012,7,14,212,3,00:04:50,PHI,7,EV,17,8474190,1,41,8471236,2,20,8459424,2,Snap,offensive,10
12044,2011020013,29,3,191,2,00:12:16,CAR,29,PP,12,8470595,1,36,8469638,1,53,8475784,1,Slap,offensive,28
12045,2011020013,29,3,205,2,00:14:28,WSH,3,EV,28,8470120,1,74,8474590,1,NULL,NULL,NULL,Backhand,offensive,18
12046,2011020013,29,3,223,2,00:19:39,WSH,3,EV,25,8466251,1,42,8468208,1,27,8473991,1,Wrist,offensive,8
12047,2011020013,29,3,232,3,00:00:18,CAR,29,PP,12,8470595,2,53,8475784,2,25,8470137,1,Snap,offensive,22
12048,2011020013,29,3,318,3,00:16:15,WSH,3,PP,21,8469639,1,8,8471214,1,19,8473563,1,Wrist,offensive,9
12049,2011020013,29,3,330,3,00:18:41,CAR,29,EV,36,8469638,1,53,8475784,3,12,8470595,1,Snap,offensive,16
12051,2011020014,21,28,93,1,00:16:37,FLA,21,EV,9,8469457,1,51,8466285,1,14,8470039,1,Tip-In,offensive,7
12052,2011020014,21,28,112,1,00:19:45,FLA,21,PP,52,8474520,1,51,8466285,2,32,8471346,1,Slap,offensive,44
12053,2011020015,17,18,31,1,00:07:44,STL,18,EV,21,8473534,1,74,8471698,1,46,8471392,1,Wrist,offensive,10
12054,2011020015,17,18,58,1,00:11:37,NSH,17,PP,15,8475225,2,6,8470642,2,11,8467330,2,Backhand,offensive,17
12055,2011020015,17,18,205,3,00:06:01,NSH,17,PP,11,8467330,1,15,8475225,1,33,8474569,1,Wrist,offensive,7
12056,2011020015,17,18,233,3,00:12:17,STL,18,PP,44,8459429,1,42,8470655,1,20,8470257,1,Wrist,offensive,11
12057,2011020015,17,18,235,3,00:13:14,NSH,17,EV,8,8470630,1,11,8467330,3,15,8475225,2,Wrist,offensive,32
12058,2011020015,17,18,259,3,00:18:58,NSH,17,EV,11,8467330,2,74,8471859,2,13,8474096,1,Wrist,neutral,67
12059,2011020016,30,20,10,1,00:01:10,MIN,20,EV,7,8464989,1,96,8470153,1,48,8471670,1,Wrist,offensive,20
12060,2011020016,30,20,74,1,00:16:20,MIN,20,PP,6,8474618,1,46,8474716,1,32,8473404,1,Wrist,offensive,19
12061,2011020016,30,20,158,2,00:10:40,MIN,20,PP,15,8468482,1,96,8470153,2,3,8469623,1,Tip-In,offensive,11
12062,2011020016,30,20,196,2,00:17:53,CBJ,30,EV,15,8473432,1,5,8469534,1,7,8470604,3,Wrist,offensive,7
12063,2011020016,30,20,205,2,00:18:51,MIN,20,EV,10,8471682,1,15,8468482,1,9,8469459,1,Slap,offensive,41
12064,2011020016,30,20,291,3,00:16:38,CBJ,30,EV,8,8474195,1,14,8471482,1,11,8474685,1,Wrist,offensive,18
12065,2011020017,22,4,37,1,00:08:06,CHI,4,PP,15,8459596,1,10,8469544,1,88,8474141,2,Backhand,offensive,9
12066,2011020017,22,4,121,2,00:07:39,CHI,4,EV,36,8471245,1,16,8475323,1,6,8458637,1,Snap,offensive,49
12067,2011020017,22,4,140,2,00:11:22,CHI,4,EV,19,8473604,1,7,8470607,1,81,8466148,1,Wrist,offensive,11
12068,2011020017,22,4,144,2,00:12:35,DAL,22,EV,38,8469759,1,16,8470063,1,33,8471274,1,Wrist,offensive,18
12069,2011020017,22,4,210,3,00:05:10,CHI,4,EV,10,8469544,1,5,8468927,1,NULL,NULL,NULL,Slap,offensive,20
12070,2011020017,22,4,232,3,00:10:07,DAL,22,PP,29,8468505,1,44,8460561,2,14,8473994,1,Wrist,offensive,51
12071,2011020017,22,4,260,3,00:18:14,CHI,4,EV,36,8471245,2,67,8473564,1,29,8471254,1,Wrist,offensive,27
12072,2011020018,9,11,195,2,00:17:41,DET,9,EV,93,8471309,1,26,8470201,1,NULL,NULL,NULL,Snap,offensive,43
12073,2011020018,9,11,255,3,00:11:58,DET,9,EV,40,8468083,1,13,8467514,2,11,8466149,1,Slap,offensive,40
12074,2011020018,9,11,278,3,00:17:40,DET,9,EV,13,8467514,1,11,8466149,2,29,8469152,1,Wrist,offensive,36
12075,2011020019,15,16,80,1,00:15:32,CGY,16,EV,20,8471185,1,5,8470966,1,23,8466158,1,Snap,offensive,14
12076,2011020019,15,16,115,2,00:01:04,PIT,15,EV,48,8471311,1,9,8466393,2,58,8471724,3,Wrist,offensive,18
12077,2011020019,15,16,148,2,00:06:40,PIT,15,PP,2,8471702,1,11,8473533,2,NULL,NULL,NULL,Wrist,offensive,11
12078,2011020019,15,16,176,2,00:10:11,PIT,15,EV,27,8465166,1,10,8473914,1,2,8471702,1,Wrist,offensive,26
12079,2011020019,15,16,196,2,00:13:04,PIT,15,PP,71,8471215,1,18,8471707,1,58,8471724,4,Wrist,offensive,7
12080,2011020019,15,16,295,3,00:09:08,CGY,16,EV,17,8471504,1,40,8467338,1,51,8475264,1,Deflected,offensive,6
12081,2011020019,15,16,336,3,00:16:23,CGY,16,EV,13,8466140,1,10,8467943,1,NULL,NULL,NULL,Snap,offensive,16
12082,2011020019,15,16,358,3,00:19:55,PIT,15,EV,11,8473533,1,7,8468542,1,NULL,NULL,NULL,Wrist,neutral,88
12083,2011020020,23,10,36,1,00:09:26,ANA,10,EV,7,8471699,1,41,8471409,1,77,8475758,1,Wrist,offensive,15
12084,2011020020,23,10,258,3,00:17:45,NYR,23,EV,19,8467389,1,27,8474151,1,NULL,NULL,NULL,Wrist,offensive,13
12086,2011020021,24,26,33,1,00:04:01,SJS,26,PP,8,8470794,1,12,8466139,1,88,8470613,1,Wrist,offensive,9
12087,2011020021,24,26,61,1,00:08:23,SJS,26,EV,26,8462129,1,17,8471338,1,60,8474218,1,Wrap-around,offensive,5
12088,2011020021,24,26,187,2,00:07:33,SJS,26,PP,29,8469622,1,39,8474053,1,57,8474739,1,Backhand,offensive,20
12089,2011020021,24,26,192,2,00:08:33,SJS,26,EV,69,8471956,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,22
12090,2011020021,24,26,206,2,00:12:16,PHX,24,PP,19,8462038,1,17,8468085,1,3,8471735,1,Slap,offensive,36
12091,2011020021,24,26,241,2,00:16:54,SJS,26,PP,8,8470794,2,22,8467096,1,12,8466139,2,Tip-In,offensive,24
12092,2011020021,24,26,254,2,00:18:42,SJS,26,EV,69,8471956,2,10,8468515,1,NULL,NULL,NULL,Wrist,offensive,12
12093,2011020021,24,26,281,3,00:04:56,PHX,24,PP,23,8475171,1,89,8474571,1,22,8462036,1,Slap,offensive,38
12094,2011020021,24,26,313,3,00:10:25,PHX,24,PP,19,8462038,2,3,8471735,2,13,8458537,1,Slap,offensive,31
12095,2011020022,8,19,116,2,00:02:40,BUF,8,EV,72,8474609,1,29,8469506,3,26,8470598,2,Wrist,offensive,26
12096,2011020022,8,19,129,2,00:05:00,BUF,8,EV,72,8474609,2,26,8470598,3,NULL,NULL,NULL,Wrist,offensive,12
12097,2011020022,8,19,165,2,00:13:19,BUF,8,EV,28,8468700,1,42,8471804,1,17,8471752,1,Deflected,offensive,12
12098,2011020022,8,19,196,2,00:19:21,LAK,19,PP,11,8471685,2,3,8471677,1,8,8474563,1,Slap,offensive,46
12099,2011020022,8,19,225,3,00:03:58,BUF,8,PP,21,8471226,1,42,8471804,2,9,8469485,1,Wrist,offensive,24
12100,2011020022,8,19,272,3,00:15:46,LAK,19,EV,11,8471685,3,14,8468508,2,12,8467346,1,Backhand,offensive,11
12101,2011020023,2,5,15,1,00:03:05,MTL,2,EV,13,8469500,1,NULL,NULL,NULL,NULL,NULL,NULL,Snap,offensive,22
12102,2011020023,2,5,152,2,00:14:17,MTL,2,EV,14,8469521,1,32,8468635,1,68,8474134,1,Wrist,offensive,17
12103,2011020023,2,5,204,3,00:02:27,WPG,5,EV,80,8467353,1,5,8470614,1,8,8475788,1,Backhand,offensive,8
12104,2011020023,2,5,221,3,00:04:51,MTL,2,PP,68,8474134,1,14,8469521,1,51,8471976,1,Slap,offensive,35
12105,2011020023,2,5,246,3,00:10:31,MTL,2,EV,32,8468635,1,14,8469521,2,NULL,NULL,NULL,Wrist,offensive,12
12106,2011020023,2,5,258,3,00:12:32,MTL,2,EV,67,8474157,1,26,8470324,1,NULL,NULL,NULL,Wrist,offensive,24
12107,2011020024,15,6,23,1,00:03:13,PIT,15,PP,58,8471724,1,26,8460719,1,48,8471311,1,Slap,offensive,51
12108,2011020024,15,6,320,3,00:15:05,EDM,6,EV,93,8476454,1,4,8475791,1,83,8469466,1,Backhand,offensive,17
12112,2011020025,11,13,265,3,00:07:57,COL,11,EV,23,8460577,1,8,8470699,1,9,8475168,1,Wrist,offensive,29
12113,2011020026,29,14,18,1,00:03:59,NJD,14,EV,9,8470610,1,26,8460542,1,15,8460465,1,Tip-In,offensive,9
12114,2011020026,29,14,106,2,00:08:56,CAR,29,EV,23,8467412,1,6,8469476,2,5,8467332,1,Tip-In,offensive,24
12115,2011020026,29,14,111,2,00:09:36,NJD,14,EV,29,8471816,1,17,8469454,1,12,8473999,1,Wrist,offensive,45
12116,2011020026,29,14,116,2,00:12:47,CAR,29,EV,59,8469812,1,53,8475784,4,5,8467332,2,Snap,offensive,38
12117,2011020026,29,14,181,3,00:06:06,NJD,14,EV,17,8469454,1,16,8475185,1,12,8473999,2,Wrist,offensive,15
12118,2011020026,29,14,232,3,00:18:54,NJD,14,PP,9,8470610,2,17,8469454,2,6,8472382,1,Snap,offensive,37
12119,2011020027,20,28,37,1,00:09:05,NYI,28,PP,47,8473584,1,3,8474612,1,15,8469707,1,Slap,offensive,57
12120,2011020027,20,28,52,1,00:11:45,NYI,28,EV,51,8470144,1,2,8468309,1,15,8469707,2,Tip-In,offensive,9
12121,2011020027,20,28,205,3,00:01:13,MIN,20,EV,7,8464989,2,48,8471670,2,19,8475757,1,Snap,offensive,9
12122,2011020028,16,18,35,1,00:08:03,CGY,16,EV,20,8471185,2,13,8466140,1,22,8470740,1,Snap,offensive,44
12123,2011020028,16,18,93,1,00:18:51,STL,18,EV,20,8470257,1,44,8459429,1,36,8471851,1,Snap,offensive,10
12124,2011020028,16,18,110,2,00:03:39,STL,18,EV,22,8474031,1,15,8459457,1,10,8468434,1,Snap,offensive,50
12125,2011020028,16,18,172,2,00:15:30,STL,18,EV,27,8474565,1,21,8473534,1,74,8471698,2,Slap,offensive,58
12126,2011020028,16,18,184,2,00:16:55,CGY,16,PP,12,8462042,1,5,8470966,2,40,8467338,2,Snap,offensive,28
12127,2011020028,16,18,213,3,00:03:44,STL,18,EV,25,8473485,1,27,8474565,1,NULL,NULL,NULL,Backhand,offensive,17
12128,2011020028,16,18,254,3,00:14:22,STL,18,EV,44,8459429,2,10,8468434,2,NULL,NULL,NULL,Slap,offensive,26
12129,2011020029,12,3,17,1,00:02:22,TBL,12,EV,16,8473962,1,27,8470774,1,NULL,NULL,NULL,Wrist,offensive,8
12130,2011020029,12,3,27,1,00:04:49,WSH,3,EV,90,8475149,1,27,8473991,2,NULL,NULL,NULL,Wrap-around,offensive,10
12131,2011020029,12,3,40,1,00:08:35,TBL,12,EV,27,8470774,1,47,8469765,2,9,8471703,1,Wrist,offensive,8
12132,2011020029,12,3,77,1,00:16:50,WSH,3,EV,6,8469770,1,15,8467831,1,85,8473618,1,Tip-In,offensive,129
12133,2011020029,12,3,113,2,00:00:56,TBL,12,EV,19,8468575,1,22,8471634,2,14,8475792,1,Wrist,offensive,12
12134,2011020029,12,3,123,2,00:03:42,WSH,3,EV,20,8471426,1,55,8471240,1,90,8475149,1,Tip-In,offensive,12
12135,2011020029,12,3,250,3,00:04:00,WSH,3,EV,25,8466251,2,21,8469639,1,42,8468208,2,Wrist,offensive,12
12136,2011020029,12,3,268,3,00:07:42,TBL,12,EV,44,8470775,1,7,8465122,1,19,8468575,1,Tip-In,offensive,20
12137,2011020029,12,3,303,3,00:12:56,TBL,12,EV,7,8465122,1,12,8467988,2,16,8473962,2,Wrist,offensive,5
