Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,PlusMinus,PlusMinus_w
536,60,476,8475179,"Dmitry Kulikov",D,-3,5.162
18,61,-43,8471309,"Johan Franzen",R,22,5.108
65,62,3,8468483,"Marian Gaborik",R,13,5.099
112,63,49,8474161,"Jakub Voracek",R,9,5.098
76,64,12,8459053,"Adrian Aucoin",D,12,5.069
66,65,1,8470600,"Ryan Suter",D,13,5.053
36,66,-30,8471215,"Evgeni Malkin",C,18,5.029
616,67,549,8470598,"Thomas Vanek",L,-5,5.022
77,68,9,8473533,"Jordan Staal",C,12,5.006
113,69,44,8460561,"Sheldon Souray",D,9,4.956
48,70,-22,8474102,"David Perron",L,16,4.935
20,71,-51,8467890,"Barret Jackman",D,21,4.875
26,72,-46,8468498,"Brooks Orpik",D,20,4.861
33,73,-40,8457063,"Nicklas Lidstrom",D,19,4.852
96,74,22,8471743,"Vladimir Sobotka",L,11,4.845
78,75,3,8474613,"Derek Stepan",C,12,4.838
177,76,101,8465202,"Sami Salo",D,5,4.831
79,77,2,8471729,"Kris Russell",D,12,4.805
537,78,459,8474567,"Zach Bogosian",D,-3,4.798
178,79,99,8474574,"Tyler Myers",D,5,4.77
226,80,146,8475788,"Alexander Burmistrov",C,3,4.763
751,81,670,8469707,"Pierre-Alexandre Parenteau",R,-10,4.755
227,82,145,8467371,"Mike Ribeiro",C,3,4.655
53,83,-30,8470281,"Duncan Keith",D,15,4.56
179,84,95,8473534,"Patrik Berglund",C,5,4.487
725,85,640,8471214,"Alex Ovechkin",R,-9,4.484
228,86,142,8475264,"Roman Horak",C,3,4.477
49,87,-38,8474584,"Michael Del Zotto",D,16,4.417
67,88,-21,8467875,"Daniel Sedin",L,13,4.366
180,89,91,8469765,"Marc-Andre Bergeron",D,5,4.359
229,90,139,8467917,"Jordan Leopold",D,3,4.296
50,92,-42,8473604,"Jonathan Toews",C,16,4.245
68,91,-23,8471709,"Marc-Edouard Vlasic",D,13,4.245
114,93,21,8467899,"Martin Havlat",L,9,4.224
54,94,-40,8471717,"Adam McQuaid",D,15,4.199
146,95,51,8471752,"Marc-Andre Gragnani",D,7,4.158
97,96,1,8458938,"Roman Hamrlik",D,11,4.151
137,97,40,8465058,"Michal Rozsival",D,8,4.078
115,98,17,8468534,"Andreas Lilja",D,9,4.011
80,99,-19,8469992,"Sheldon Brookbank",D,12,4.005
147,100,47,8471680,"Gilbert Brule",C,7,3.988
230,101,129,8471346,"Kris Versteeg",L,3,3.819
148,102,46,8467338,"Alex Tanguay",L,7,3.803
101,103,-2,8470666,"Daniel Carcillo",L,10,3.802
200,104,96,8470678,"Alexandre Picard",D,4,3.798
57,105,-48,8470655,"David Backes",C,14,3.795
27,106,-79,8470607,"Brent Seabrook",D,20,3.788
231,107,124,8471735,"Keith Yandle",D,3,3.769
149,108,41,8469457,"Stephen Weiss",C,7,3.691
138,109,29,8473618,"Mathieu Perreault",C,8,3.685
69,110,-41,8471698,"T.J. Oshie",R,13,3.68
139,111,28,8471859,"Sergei Kostitsyn",L,8,3.668
232,112,120,8468485,"Raffi Torres",L,3,3.643
201,113,88,8474038,"Paul Byron",C,4,3.617
297,115,182,8464975,"Daniel Briere",C,1,3.616
617,114,503,8469485,"Derek Roy",C,-5,3.616
253,116,137,8475206,"Stefan Elliott",D,2,3.595
70,117,-47,8474594,"Slava Voynov",D,13,3.587
28,118,-90,8471514,"Rich Peverley",C,20,3.551
102,119,-17,8471851,"Matt D'Agostini",R,10,3.509
538,120,418,8475791,"Taylor Hall",L,-3,3.504
298,121,177,8466160,"Brenden Morrow",L,1,3.485
162,122,40,8475220,"Marcus Foligno",L,6,3.468
103,123,-20,8475185,"Jacob Josefson",C,10,3.457
140,124,16,8474146,"Spencer Machacek",R,8,3.457
58,126,-68,8469619,"Dennis Seidenberg",D,14,3.435
150,125,25,8473700,"Ryan Wilson",D,7,3.435
163,127,36,8473512,"Claude Giroux",C,6,3.415
478,128,350,8471241,"Mark Fistric",D,-2,3.396
233,129,104,8474569,"Colin Wilson",C,3,3.392
299,130,169,8466251,"Jason Chimera",L,1,3.376
703,131,572,8469639,"Brooks Laich",C,-8,3.37
21,132,-111,8467514,"Pavel Datsyuk",C,21,3.354
254,133,121,8470886,"Clayton Stoner",D,2,3.341
785,134,651,8460577,"Milan Hejduk",R,-12,3.307
5,135,-130,8473419,"Brad Marchand",L,31,3.306
300,136,164,8467463,"Mikael Samuelsson",R,1,3.284
164,137,27,8471769,"Niklas Hjalmarsson",D,6,3.269
98,138,-40,8475323,"Marcus Kruger",C,11,3.267
479,139,340,8473492,"Matt Beleskey",L,-2,3.262
202,140,62,8471242,"Mike Green",D,4,3.241
116,141,-25,8474707,"Philip Larsen",D,9,3.184
117,142,-25,8475690,"Christopher Tanev",D,9,3.18
181,143,38,8471269,"Nicklas Grossmann",D,5,3.163
118,144,-26,8459442,"Saku Koivu",C,9,3.129
141,145,-4,8474040,"Sam Gagner",C,8,3.094
142,146,-4,8470685,"Alexander Sulzer",D,8,3.08
203,147,56,8470905,"Randy Jones",D,4,3.079
165,148,17,8470063,"Adam Burish",R,6,3.072
40,149,-109,8470047,"Valtteri Filppula",C,17,2.988
104,150,-46,8470750,"John Mitchell",C,10,2.97
143,151,-8,8467439,"Jaroslav Spacek",D,8,2.913
347,152,195,8471218,"Blake Wheeler",R,0,2.874
71,153,-82,8476177,"Matt Read",R,13,2.823
81,154,-73,8468064,"Martin Erat",R,12,2.774
204,155,49,8460465,"Petr Sykora",R,4,2.762
411,156,255,8467329,"Vincent Lecavalier",C,-1,2.679
348,157,191,8467353,"Nik Antropov",C,0,2.67
166,158,8,8471670,"Guillaume Latendresse",L,6,2.652
119,159,-40,8466333,"Andrew Ference",D,9,2.63
55,160,-105,8470318,"Jonathan Ericsson",D,15,2.621
205,161,44,8471676,"Bobby Ryan",R,4,2.612
182,163,19,8471664,"Mason Raymond",L,5,2.6
234,162,72,8474090,"Brendan Smith",D,3,2.6
82,164,-82,8474892,"Eric Wellwood",L,12,2.557
72,165,-93,8468484,"Rostislav Klesla",D,13,2.497
480,166,314,8476454,"Ryan Nugent-Hopkins",C,-2,2.433
206,167,39,8469779,"Keith Aucoin",C,4,2.393
151,168,-17,8474628,"Michael Stone",D,7,2.392
4,169,-165,8465009,"Zdeno Chara",D,32,2.383
120,170,-50,8474068,"Kyle Turris",C,9,2.382
653,171,482,8473571,"Jamie McBain",D,-6,2.378
481,172,309,8471742,"Cody Franson",D,-2,2.325
121,173,-52,8475637,"Bobby Butler",R,9,2.314
482,174,308,8472379,"Tim Stapleton",C,-2,2.31
301,175,126,8462077,"Jochen Hecht",C,1,2.287
349,176,173,8474571,"Mikkel Boedker",L,0,2.262
684,177,507,8470834,"Dustin Byfuglien",R,-7,2.253
152,178,-26,8474056,"P.K. Subban",D,7,2.221
122,179,-57,8467478,"Kent Huskins",D,9,2.164
207,180,27,8474564,"Steven Stamkos",C,4,2.162
123,181,-58,8471976,"David Desharnais",C,9,2.099
208,182,26,8473422,"Nick Foligno",L,4,2.073
99,183,-84,8468208,"Joel Ward",R,11,2.069
59,184,-125,8468083,"Henrik Zetterberg",L,14,2.062
704,185,519,8469506,"Jason Pominville",R,-8,2.033
539,186,353,8473526,"Peter Mueller",C,-3,2.016
618,187,431,8469623,"Marek Zidlicky",D,-5,2.011
167,188,-21,8473673,"David Schlemko",D,6,2.006
168,189,-21,8459670,"Kimmo Timonen",D,6,2.001
581,190,391,8475149,"Marcus Johansson",C,-4,1.962
153,191,-38,8468598,"Lubomir Visnovsky",D,7,1.951
483,192,291,8476381,"Andrew Shaw",C,-2,1.943
37,193,-156,8476461,"Sean Couturier",C,18,1.927
169,194,-25,8470609,"Steve Bernier",R,6,1.924
235,195,40,8470828,"Toby Enstrom",D,3,1.908
619,196,423,8469547,"Jordin Tootoo",R,-5,1.888
350,197,153,8468478,"Mike Weaver",D,0,1.887
209,198,11,8473493,"Ben Maxwell",C,4,1.849
484,199,285,8462036,"Daymond Langkow",C,-2,1.838
83,200,-117,8475640,"Erik Gustafsson",D,12,1.829
105,201,-96,8470616,"Ryan Kesler",C,10,1.808
60,202,-142,8469476,"Tim Gleason",D,14,1.806
351,203,148,8474600,"Roman Josi",D,0,1.779
705,204,501,8462042,"Jarome Iginla",R,-8,1.775
170,205,-35,8471392,"Roman Polak",D,6,1.745
73,206,-133,8471685,"Anze Kopitar",C,13,1.729
106,207,-101,8474094,"Matt Halischuk",R,10,1.709
236,208,28,8471804,"Nathan Gerbe",L,3,1.693
74,209,-135,8459429,"Jason Arnott",C,13,1.687
237,210,27,8474673,"TJ Brodie",D,3,1.67
124,211,-87,8471873,"Anton Stralman",D,9,1.654
485,212,273,8471303,"Alexander Edler",D,-2,1.652
51,213,-162,8471498,"Jannik Hansen",R,16,1.632
582,214,368,8473563,"Nicklas Backstrom",C,-4,1.632
255,215,40,8474009,"Nick Bonino",C,2,1.585
302,216,86,8464981,"Cory Sarich",D,1,1.569
61,217,-156,8474565,"Alex Pietrangelo",D,14,1.509
183,219,-36,8469626,"Andrew Alberts",D,5,1.486
583,218,365,8471699,"Andrew Cogliano",C,-4,1.486
352,220,132,8475150,"Jordan Caron",R,0,1.484
210,221,-11,8471236,"Andrej Meszaros",D,4,1.478
171,222,-51,8474013,"Ian Cole",D,6,1.456
125,223,-98,8470274,"Chris Higgins",L,9,1.444
303,224,79,8475200,"Dmitry Orlov",D,1,1.44
184,225,-41,8475155,"Simon Despres",D,5,1.431
256,226,30,8471299,"Peter Regin",C,2,1.396
584,227,357,8473504,"Cal Clutterbuck",R,-4,1.395
353,228,125,8471274,"Alex Goligoski",D,0,1.375
795,229,566,8473449,"Kyle Okposo",R,-13,1.364
29,230,-201,8465185,"Willie Mitchell",D,20,1.319
304,231,73,8474077,"Carson McMillan",R,1,1.318
107,232,-125,8471311,"Tyler Kennedy",R,10,1.309
238,233,5,8467365,"John Erskine",D,3,1.303
185,234,-49,8475176,"Ryan Ellis",D,5,1.295
257,235,22,8467928,"Doug Janik",D,2,1.292
126,236,-110,8471714,"Michael Sauer",D,9,1.289
211,237,-26,8471279,"Sami Lepisto",D,4,1.275
186,238,-52,8470317,"Nate Guenin",D,5,1.27
84,239,-155,8469455,"Jason Spezza",C,12,1.267
706,240,466,8476457,"Adam Larsson",D,-8,1.248
859,241,618,8468309,"Mark Streit",D,-27,1.233
258,242,16,8474498,"Jesse Winchester",C,2,1.215
212,243,-31,8448208,"Jaromir Jagr",R,4,1.204
654,244,410,8471280,"Nick Johnson",R,-6,1.193
354,245,109,8470966,"Mark Giordano",D,0,1.143
786,246,540,8467988,"Ryan Malone",L,-12,1.143
355,247,108,8471216,"Cam Barker",D,0,1.139
585,248,337,8471266,"David Booth",L,-4,1.129
239,249,-10,8468213,"Jim Vandermeer",D,3,1.111
356,250,106,8473600,"Benn Ferriero",R,0,1.108
213,251,-38,8473647,"Fr̩d̩ric St-Denis",D,4,1.103
769,252,517,8475168,"Matt Duchene",C,-11,1.095
752,253,499,8464989,"Matt Cullen",C,-10,1.094
753,254,499,8469469,"R.J. Umberger",C,-10,1.088
172,255,-83,8475060,"Matt Taormina",D,6,1.085
240,256,-16,8468114,"Douglas Murray",D,3,1.064
259,257,2,8475172,"Nazem Kadri",C,2,1.027
260,258,2,8475236,"Cody Eakin",C,2,0.995
261,259,2,8473485,"Chris Stewart",R,2,0.987
787,260,527,8469466,"Ales Hemsky",R,-12,0.982
412,261,151,8474736,"Zac Rinaldo",C,-1,0.977
357,262,95,8467428,"Krys Barch",R,0,0.966
241,263,-22,8474049,"Akim Aliu",R,3,0.947
413,264,149,8476116,"Ryan Garbutt",L,-1,0.945
414,265,149,8475188,"Brayden McNabb",D,-1,0.935
127,266,-139,8468508,"Justin Williams",R,9,0.915
358,267,91,8474113,"TJ Brennan",D,0,0.91
305,268,37,8474715,"Cam Atkinson",R,1,0.909
486,269,217,8475793,"Ryan Johansen",C,-2,0.891
540,270,270,8470329,"Chris Campoli",D,-3,0.89
415,271,144,8474163,"Kevin Marshall",D,-1,0.884
262,272,-10,8475171,"Oliver Ekman-Larsson",D,2,0.88
541,273,268,8470654,"Maxim Lapierre",C,-3,0.88
242,274,-32,8473459,"Arturs Kulda",D,3,0.866
655,275,380,8470039,"Tomas Fleischmann",L,-6,0.835
416,276,140,8470780,"Mark Flood",D,-1,0.832
214,277,-63,8474250,"Zack Smith",C,4,0.826
359,278,81,8471657,"Cody McLeod",L,0,0.825
306,279,27,8474050,"Brett MacLean",L,1,0.823
263,280,-17,8468504,"Brad Boyes",R,2,0.821
243,281,-38,8471228,"Alexander Radulov",R,3,0.812
187,282,-95,8471716,"Justin Abdelkader",L,5,0.805
487,283,204,8467412,"Alexei Ponikarovsky",L,-2,0.804
144,284,-140,8473962,"Teddy Purcell",R,8,0.798
244,286,-42,8470189,"David Van Der Gulik",L,3,0.791
264,285,-21,8474679,"Gustav Nyquist",R,2,0.791
265,287,-22,8471762,"Chris VandeVelde",C,2,0.779
417,289,128,8475197,"Tyson Barrie",D,-1,0.777
586,288,298,8469622,"Ryane Clowe",L,-4,0.777
145,290,-145,8459457,"Jamie Langenbrunner",R,8,0.775
542,291,251,8474581,"Jake Gardiner",D,-3,0.762
266,292,-26,8470005,"Mark Cullen",C,2,0.755
267,293,-26,8468510,"Jeff Taffe",L,2,0.729
488,294,194,8475268,"Gabriel Bourque",L,-2,0.72
360,295,65,8471760,"Cody Bass",C,0,0.715
268,296,-28,8474137,"Drayson Bowman",L,2,0.707
489,297,192,8474666,"David Ullstrom",L,-2,0.686
75,298,-223,8464956,"Chris Phillips",D,13,0.68
154,299,-145,8471693,"Jakub Kindl",D,7,0.667
269,300,-31,8469480,"Jeff Woywitka",D,2,0.666
270,301,-31,8475104,"Evan Oberg",D,2,0.665
490,303,187,8470615,"Marc-Antoine Pouliot",C,-2,0.664
587,302,285,8474134,"Yannick Weber",D,-4,0.664
307,304,3,8457981,"Teemu Selanne",R,1,0.66
361,305,56,8475233,"David Savard",D,0,0.643
588,306,282,8473589,"Chris Summers",D,-4,0.606
245,307,-62,8470301,"Andre Deveaux",C,3,0.599
128,308,-180,8466215,"Joe Corvo",D,9,0.594
271,309,-38,8476806,"J.T. Brown",R,2,0.57
620,310,310,8469665,"Johnny Oduya",D,-5,0.566
129,311,-182,8468674,"Deryk Engelland",D,9,0.561
130,313,-183,8470159,"Boyd Gordon",C,9,0.55
272,312,-40,8467330,"David Legwand",C,2,0.55
308,314,-6,8468095,"George Parros",R,1,0.542
108,315,-207,8473991,"Karl Alzner",D,10,0.541
273,316,-43,8470265,"Anton Babchuk",D,2,0.5
309,317,-8,8470156,"Joey Crabb",R,1,0.5
418,318,100,8470153,"Pierre-Marc Bouchard",C,-1,0.496
274,319,-45,8475204,"Brandon Pirri",C,2,0.495
275,320,-45,8475325,"Jordan Nolan",C,2,0.493
310,321,-11,8474089,"Brad Malone",C,1,0.491
362,322,40,8473608,"Blake Geoffrion",C,0,0.491
491,323,168,8471767,"Blair Jones",C,-2,0.482
246,324,-78,8468636,"Greg Zanon",D,3,0.481
311,325,-14,8472410,"Stephen Gionta",C,1,0.47
247,326,-79,8473933,"Ben Lovejoy",D,3,0.467
215,327,-112,8468001,"Derek MacKenzie",C,4,0.461
363,328,35,8470798,"Dylan Reese",D,0,0.45
188,329,-141,8468927,"Steve Montador",D,5,0.446
492,330,162,8465059,"Matt Bradley",R,-2,0.443
248,331,-83,8475183,"Louis Leblanc",C,3,0.44
312,332,-20,8473539,"Carl Sneep",D,1,0.439
830,333,497,8471682,"Devin Setoguchi",R,-17,0.436
313,334,-21,8474818,"Jordie Benn",D,1,0.417
189,335,-146,8471707,"James Neal",L,5,0.416
314,336,-22,8475177,"Calvin de Haan",D,1,0.414
216,337,-121,8468434,"Andy McDonald",L,4,0.408
364,338,26,8472262,"Clay Wilson",D,0,0.407
365,339,26,8472361,"Bill Thomas",R,0,0.386
276,340,-64,8473942,"Trevor Smith",C,2,0.384
315,341,-26,8471490,"Adam Cracknell",R,1,0.382
316,342,-26,8468789,"Jason Williams",C,1,0.377
419,343,76,8474739,"Tommy Wingels",C,-1,0.369
317,344,-27,8470061,"Derek Meech",D,1,0.366
543,345,198,8474576,"Zach Boychuk",L,-3,0.363
420,346,74,8471916,"Mike Angelidis",L,-1,0.357
217,347,-130,8475151,"Kyle Palmieri",R,4,0.351
318,348,-30,8471428,"Pierre-Luc Letourneau-Leblond",R,1,0.345
319,349,-30,8474597,"Cody Goloubef",D,1,0.343
277,350,-73,8470661,"Jean-Francois Jacques",L,2,0.339
366,351,15,8474046,"Alex Plante",D,0,0.329
367,352,15,8475603,"Ben Holmstrom",C,0,0.323
155,354,-199,8467915,"Mike Commodore",D,7,0.322
320,353,-33,8471386,"Scott Parse",L,1,0.322
173,355,-182,8474641,"Adam Henrique",C,6,0.32
421,356,65,8467977,"Brian McGrattan",R,-1,0.32
422,357,65,8471663,"Mike Blunden",R,-1,0.317
493,358,135,8475650,"Brandon Bollig",L,-2,0.307
321,359,-38,8474168,"Joakim Andersson",C,1,0.297
368,360,8,8472394,"Peter Harrold",D,0,0.289
322,361,-39,8474616,"Patrice Cormier",C,1,0.282
323,362,-39,8476211,"Carter Camper",C,1,0.28
324,363,-39,8470636,"Josh Hennessy",C,1,0.28
369,364,5,8469638,"Jussi Jokinen",L,0,0.274
325,365,-40,8474062,"Riley Nash",C,1,0.267
326,366,-40,8474145,"Robert Bortuzzo",D,1,0.265
190,367,-177,8471284,"Andrej Sekera",D,5,0.263
370,368,2,8474570,"Cody Hodgson",C,0,0.251
494,369,125,8468086,"Alexandre Giroux",L,-2,0.239
589,370,219,8465210,"Pavel Kubina",D,-4,0.238
423,371,52,8473898,"Paul Szczechura",C,-1,0.233
371,372,-1,8474130,"Corey Tropp",R,0,0.227
372,373,-1,8471978,"Brett Festerling",D,0,0.214
495,374,121,8470144,"Frans Nielsen",C,-2,0.213
327,375,-48,8475757,"Brett Bulmer",R,1,0.208
590,376,214,8460496,"Ryan Smyth",L,-4,0.198
373,377,-4,8474518,"Davis Drewiske",D,0,0.194
374,378,-4,8470622,"Patrick Eaves",R,0,0.191
278,379,-101,8476466,"Sven Baertschi",L,2,0.186
328,380,-52,8471941,"Mike Duco",R,1,0.174
375,381,-6,8476224,"Chay Genoway",D,0,0.172
329,382,-53,8474606,"Colby Robak",D,1,0.165
754,383,371,8471390,"Mike Santorelli",C,-10,0.16
85,384,-299,8470324,"Josh Gorges",D,12,0.159
424,385,39,8470871,"Chris Porter",L,-1,0.157
279,386,-107,8473569,"Jan Mursak",L,2,0.15
280,388,-108,8470667,"Clarke MacArthur",L,2,0.125
425,387,38,8471187,"Brett Lebda",D,-1,0.125
621,389,232,8475153,"Dylan Olsen",D,-5,0.124
376,390,-14,8473610,"Bobby Sanguinetti",D,0,0.094
131,391,-260,8471887,"Patric Hornqvist",R,9,0.087
281,392,-111,8472368,"Chris Conner",R,2,0.086
377,393,-16,8476792,"Torey Krug",D,0,0.077
330,394,-64,8474030,"Aaron Palushaj",R,1,0.073
544,395,149,8474184,"Keaton Ellerby",D,-3,0.061
656,396,260,8471385,"Adam Pardy",D,-6,0.059
685,397,288,8468518,"Tomas Kopecky",R,-7,0.051
378,398,-20,8473574,"Shawn Matthias",C,0,0.05
379,399,-20,8474691,"Philippe Cornet",L,0,0.043
331,400,-69,8475248,"Alexander Urbom",D,1,0.037
332,401,-69,8468778,"Colton Orr",R,1,0.018
333,402,-69,8475430,"Brandon Manning",D,1,0.013
686,403,283,8471703,"Steve Downie",R,-7,0.01
496,404,92,8475722,"Jason Zucker",L,-2,0.009
426,405,21,8473953,"Derek Smith",D,-1,0.008
380,406,-26,8473712,"Frazer McLaren",L,0,0.006
381,410,-29,8471268,"Victor Oreskovich",R,0,0
382,411,-29,8475455,"Brenden Dillon",D,0,0
427,407,20,8474230,"Micheal Haley",C,-1,0
428,408,20,8469120,"Raitis Ivanans",L,-1,0
429,409,20,8470719,"Alexandre Bolduc",C,-1,0
383,412,-29,8473682,"Andrew Ebbett",C,0,-0.004
430,413,17,8475174,"Jared Cowen",D,-1,-0.008
384,414,-30,8471261,"Dane Byers",L,0,-0.014
385,415,-30,8475692,"Mats Zuccarello",L,0,-0.023
386,416,-30,8471730,"Evan Brophey",C,0,-0.03
334,417,-83,8470729,"Tyson Strachan",D,1,-0.032
282,418,-136,8474772,"Stu Bickel",D,2,-0.034
283,419,-136,8470700,"Byron Bitz",R,2,-0.036
387,420,-33,8474604,"Aaron Ness",D,0,-0.039
591,421,170,8459514,"Jamal Mayers",R,-4,-0.047
497,422,75,8475619,"Aaron Volpatti",L,-2,-0.055
592,423,169,8470713,"Paul Bissonnette",L,-4,-0.06
707,425,282,8470289,"Jim Slater",C,-8,-0.068
828,424,404,8467878,"Tim Connolly",C,-16,-0.068
284,426,-142,8474577,"Joe Colborne",C,2,-0.069
498,427,71,8473592,"Vladimir Zharkov",R,-2,-0.074
593,428,165,8474579,"Luca Sbisa",D,-4,-0.075
431,429,2,8470988,"Bryan Rodney",D,-1,-0.088
432,430,2,8471362,"Mikhail Grabovski",C,-1,-0.089
499,431,68,8466181,"Kristian Huselius",L,-2,-0.096
174,432,-258,8470599,"Milan Michalek",L,6,-0.098
388,433,-45,8470644,"Colin McDonald",R,0,-0.102
818,434,384,8468535,"Antoine Vermette",C,-15,-0.122
335,435,-100,8474774,"Dalton Prout",D,1,-0.123
500,436,64,8469462,"Tuomo Ruutu",L,-2,-0.124
389,437,-48,8475768,"Jaden Schwartz",L,0,-0.136
336,438,-102,8471450,"Brandon Yip",R,1,-0.145
390,439,-49,8475102,"Travis Turnbull",C,0,-0.149
337,440,-103,8459424,"Chris Pronger",D,1,-0.152
501,441,60,8469542,"Stephane Veilleux",L,-2,-0.155
433,442,-9,8468499,"Krys Kolanos",C,-1,-0.165
434,443,-9,8473511,"David McIntyre",C,-1,-0.172
191,444,-253,8465951,"Matt Cooke",L,5,-0.173
435,445,-10,8471710,"Taylor Chorney",D,-1,-0.179
436,446,-10,8470647,"B.J. Crombeen",R,-1,-0.184
545,447,98,8470018,"Matt Ellis",L,-3,-0.206
546,448,98,8475191,"Reilly Smith",R,-3,-0.212
192,449,-257,8474024,"Jim O'Brien",C,5,-0.217
8,450,-442,8470187,"Johnny Boychuk",D,27,-0.232
285,451,-166,8473579,"Nikolay Kulemin",L,2,-0.233
437,452,-15,8473913,"Sean Collins",D,-1,-0.237
755,453,302,8475181,"Nick Leddy",D,-10,-0.241
438,454,-16,8471451,"Aaron Gagnon",C,-1,-0.242
286,455,-169,8468224,"Sean Avery",L,2,-0.244
439,456,-17,8471821,"Matt Watkins",R,-1,-0.247
391,457,-66,8476460,"Mark Scheifele",C,0,-0.248
796,458,338,8473992,"Justin Falk",D,-13,-0.254
502,459,43,8475148,"Tim Erixon",D,-2,-0.256
503,460,43,8467408,"Matt Walker",D,-2,-0.258
218,461,-243,8474100,"Dwight King",L,4,-0.26
338,462,-124,8474566,"Nikita Filatov",L,1,-0.262
86,463,-377,8469598,"Kevin Bieksa",D,12,-0.275
504,464,40,8475266,"Tomas Vincour",C,-2,-0.291
87,465,-378,8467396,"Erik Cole",L,12,-0.297
505,466,39,8475283,"Lane MacDermid",L,-2,-0.303
594,467,127,8467881,"Taylor Pyatt",L,-4,-0.304
547,468,79,8474625,"Jimmy Hayes",R,-3,-0.315
506,469,37,8471365,"Steven Zalewski",C,-2,-0.33
440,470,-30,8470708,"Guillaume Desbiens",R,-1,-0.335
441,471,-30,8475214,"Jeremy Morin",R,-1,-0.339
287,472,-185,8471232,"Lauri Korpikoski",L,2,-0.353
442,473,-31,8471220,"Rostislav Olesz",L,-1,-0.356
507,474,33,8470662,"Colin Fraser",C,-2,-0.365
548,475,73,8473908,"Kevin Westgarth",R,-3,-0.378
339,476,-137,8475231,"Casey Cizikas",C,1,-0.389
443,477,-34,8475218,"Mattias Ekholm",D,-1,-0.394
444,478,-34,8474697,"Mark Borowiecki",D,-1,-0.402
508,479,29,8471697,"Niclas Bergfors",R,-2,-0.402
445,480,-35,8469516,"Brendan Bell",D,-1,-0.408
392,481,-89,8473456,"Rhett Rakhshani",R,0,-0.409
549,482,67,8473465,"Jamie McGinn",L,-3,-0.41
193,483,-290,8469470,"Carlo Colaiacovo",D,5,-0.436
446,484,-38,8467579,"Trevor Gillies",L,-1,-0.45
