Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Points,Points_w
33,40,-7,8470047,"Valtteri Filppula",C,51,15.569
52,41,11,8471218,"Blake Wheeler",R,46,15.32
14,42,-28,8460542,"Patrik Elias",C,57,15.295
21,43,-22,8470621,"Corey Perry",R,54,15.15
12,44,-32,8458537,"Ray Whitney",L,58,15.119
92,45,47,8475784,"Jeff Skinner",L,37,14.949
41,46,-5,8473962,"Teddy Purcell",R,49,14.876
93,47,46,8475158,"Ryan O'Reilly",C,37,14.872
71,48,23,8471976,"David Desharnais",C,42,14.793
42,49,-7,8457981,"Teemu Selanne",R,49,14.767
53,50,3,8467514,"Pavel Datsyuk",C,46,14.727
27,51,-24,8470041,"Rick Nash",L,52,14.65
49,52,-3,8468085,"Radim Vrbata",R,47,14.57
72,53,19,8473994,"Jamie Benn",L,42,14.544
37,54,-17,8470207,"Joffrey Lupul",L,50,14.253
46,55,-9,8473473,"Milan Lucic",L,48,14.015
94,56,38,8470642,"Shea Weber",D,37,13.961
16,57,-41,8470610,"Zach Parise",L,56,13.873
73,58,15,8471346,"Kris Versteeg",L,42,13.859
95,59,36,8473449,"Kyle Okposo",R,37,13.804
58,60,-2,8471309,"Johan Franzen",R,45,13.754
62,61,1,8470543,"Chris Kunitz",L,44,13.691
103,62,41,8476454,"Ryan Nugent-Hopkins",C,36,13.611
54,63,-9,8470358,"Alexandre Burrows",R,46,13.587
83,64,19,8469457,"Stephen Weiss",C,39,13.496
64,65,-1,8470120,"Alexander Semin",R,43,13.439
76,66,10,8467330,"David Legwand",C,41,13.377
43,67,-24,8471214,"Alex Ovechkin",R,49,13.292
77,68,9,8468482,"Dany Heatley",L,41,13.23
65,69,-4,8468508,"Justin Williams",R,43,13.142
59,70,-11,8460621,"Daniel Alfredsson",R,45,13
60,71,-11,8471276,"David Krejci",C,45,12.842
81,72,9,8470655,"David Backes",C,40,12.806
144,73,71,8466251,"Jason Chimera",L,29,12.796
66,74,-8,8471698,"T.J. Oshie",R,43,12.789
106,75,31,8467988,"Ryan Malone",L,35,12.778
117,76,41,8469459,"Mikko Koivu",C,33,12.776
61,77,-16,8466393,"Pascal Dupuis",R,45,12.774
113,78,35,8460465,"Petr Sykora",R,34,12.697
82,79,3,8470606,"Dustin Brown",R,40,12.69
55,80,-25,8470598,"Thomas Vanek",L,46,12.618
128,81,47,8473465,"Jamie McGinn",L,31,12.606
67,82,-15,8471362,"Mikhail Grabovski",C,43,12.586
24,83,-59,8470638,"Patrice Bergeron",C,53,12.487
96,84,12,8474613,"Derek Stepan",C,37,12.476
68,85,-17,8473533,"Jordan Staal",C,43,12.37
107,86,21,8469639,"Brooks Laich",C,35,12.255
63,87,-24,8475169,"Evander Kane",L,44,12.216
108,88,20,8468064,"Martin Erat",R,35,12.194
129,89,40,8471232,"Lauri Korpikoski",L,31,12.186
38,90,-52,8475794,"Tyler Seguin",C,50,12.114
39,91,-52,8474157,"Max Pacioretty",L,50,12.097
130,92,38,8469581,"Kyle Wellwood",C,31,12.079
44,93,-49,8467875,"Daniel Sedin",L,49,12.065
87,94,-7,8467338,"Alex Tanguay",L,38,11.894
118,95,23,8464975,"Daniel Briere",C,33,11.864
69,96,-27,8467389,"Brad Richards",C,43,11.859
104,97,7,8471859,"Sergei Kostitsyn",L,36,11.733
140,98,42,8470834,"Dustin Byfuglien",R,30,11.663
109,99,10,8467329,"Vincent Lecavalier",C,35,11.599
105,100,5,8476455,"Gabriel Landeskog",L,36,11.579
123,101,22,8469500,"Mike Cammalleri",L,32,11.538
131,102,29,8469622,"Ryane Clowe",L,31,11.344
114,103,11,8475149,"Marcus Johansson",C,34,11.291
124,104,20,8474641,"Adam Henrique",C,32,11.237
97,105,-8,8470803,"Kyle Brodziak",C,37,11.229
141,106,35,8470144,"Frans Nielsen",C,30,11.178
88,107,-19,8467370,"Mike Fisher",C,38,11.062
78,108,-30,8459492,"Vinny Prospal",L,41,11.019
110,109,1,8475098,"Tyler Bozak",C,35,10.987
89,110,-21,8473412,"Bryan Little",C,38,10.947
90,111,-21,8470201,"Jiri Hudler",C,38,10.877
159,112,47,8470600,"Ryan Suter",D,27,10.835
98,113,-15,8470920,"David Clarkson",R,37,10.758
99,114,-15,8474040,"Sam Gagner",C,37,10.391
119,115,4,8464977,"Dainius Zubrus",L,33,10.317
160,116,44,8469770,"Dennis Wideman",D,27,10.299
100,117,-17,8471185,"Curtis Glencross",L,37,10.271
161,118,43,8468535,"Antoine Vermette",C,27,10.262
132,119,13,8470667,"Clarke MacArthur",L,31,10.259
145,120,25,8460577,"Milan Hejduk",R,29,10.239
173,121,52,8469485,"Derek Roy",C,26,10.2
146,122,24,8469638,"Jussi Jokinen",L,29,10.192
84,123,-39,8471217,"Andrew Ladd",L,39,10.168
147,124,23,8473534,"Patrik Berglund",C,29,10.156
125,125,0,8470617,"Mike Richards",C,32,10.154
85,126,-41,8448208,"Jaromir Jagr",R,39,10.084
74,127,-53,8471339,"Ryan Callahan",R,42,9.98
126,128,-2,8474102,"David Perron",L,32,9.925
75,129,-54,8474190,"Wayne Simmonds",R,42,9.865
181,130,51,8474569,"Colin Wilson",C,25,9.849
148,131,17,8470274,"Chris Higgins",L,29,9.842
86,132,-46,8471669,"Paul Stastny",C,39,9.811
211,133,78,8471699,"Andrew Cogliano",C,22,9.804
149,134,15,8464989,"Matt Cullen",C,29,9.672
235,135,100,8475788,"Alexander Burmistrov",C,20,9.574
127,136,-9,8469469,"R.J. Umberger",C,32,9.559
221,137,84,8473504,"Cal Clutterbuck",R,21,9.502
155,138,17,8471514,"Rich Peverley",C,28,9.466
142,139,3,8467353,"Nik Antropov",C,30,9.433
101,140,-39,8474161,"Jakub Voracek",R,37,9.413
162,141,21,8471735,"Keith Yandle",D,27,9.398
222,142,80,8467096,"Dan Boyle",D,21,9.351
163,143,20,8475225,"Craig Smith",C,27,9.342
133,144,-11,8460496,"Ryan Smyth",L,31,9.295
246,145,101,8473571,"Jamie McBain",D,19,9.278
164,146,18,8471426,"Troy Brouwer",R,27,9.273
111,148,-37,8470612,"Ryan Getzlaf",C,35,9.202
120,147,-27,8473537,"Viktor Stalberg",L,33,9.202
102,149,-47,8470616,"Ryan Kesler",C,37,9.126
156,150,6,8474091,"Brandon Sutter",C,28,9.115
165,151,14,8473573,"Artem Anisimov",C,27,9.088
134,152,-18,8465009,"Zdeno Chara",D,31,9.077
91,153,-62,8469521,"Tomas Plekanec",C,38,9.075
174,154,20,8473485,"Chris Stewart",R,26,9.06
200,155,45,8468518,"Tomas Kopecky",R,23,9.042
135,156,-21,8467967,"Chris Kelly",C,31,9.002
150,157,-7,8471862,"Colin Greening",L,29,8.934
151,158,-7,8473544,"Derick Brassard",C,29,8.918
136,160,-24,8460719,"Steve Sullivan",L,31,8.906
182,159,23,8468505,"Steve Ott",C,25,8.906
175,161,14,8459429,"Jason Arnott",C,26,8.813
190,162,28,8470613,"Brent Burns",D,24,8.796
157,163,-6,8470604,"Jeff Carter",C,28,8.766
201,164,37,8459596,"Andrew Brunette",L,23,8.717
137,165,-28,8471245,"Dave Bolland",C,31,8.601
212,166,46,8471274,"Alex Goligoski",D,22,8.592
121,167,-46,8473422,"Nick Foligno",L,33,8.584
166,168,-2,8473546,"Michael Grabner",R,27,8.582
183,169,14,8470602,"Dion Phaneuf",D,25,8.569
115,170,-55,8474570,"Cody Hodgson",C,34,8.516
202,171,31,8467412,"Alexei Ponikarovsky",L,23,8.475
184,172,12,8469547,"Jordin Tootoo",R,25,8.473
167,173,-6,8469812,"Chad LaRose",R,27,8.331
191,174,17,8467878,"Tim Connolly",C,24,8.31
192,175,17,8467463,"Mikael Samuelsson",R,24,8.289
168,176,-8,8470596,"Nathan Horton",R,27,8.283
176,177,-1,8474589,"Tyler Ennis",C,26,8.27
247,178,69,8462036,"Daymond Langkow",C,19,8.261
248,179,69,8473588,"Erik Condra",R,19,8.257
122,180,-58,8476177,"Matt Read",R,33,8.247
177,181,-4,8470603,"Andrei Kostitsyn",L,26,8.225
143,182,-39,8470171,"Maxime Talbot",C,30,8.223
249,183,66,8468485,"Raffi Torres",L,19,8.172
178,184,-6,8473482,"Jiri Tlusty",L,26,8.11
250,185,65,8470289,"Jim Slater",C,19,8.096
213,186,27,8471266,"David Booth",L,22,8.011
203,187,16,8470257,"Alexander Steen",L,23,8.01
112,188,-76,8471887,"Patric Hornqvist",R,35,7.993
116,189,-73,8462038,"Shane Doan",R,34,7.946
152,190,-38,8473563,"Nicklas Backstrom",C,29,7.945
223,191,32,8474056,"P.K. Subban",D,21,7.744
153,192,-39,8468309,"Mark Streit",D,29,7.728
138,193,-55,8474565,"Alex Pietrangelo",D,31,7.717
139,194,-55,8471498,"Jannik Hansen",R,31,7.707
169,195,-26,8474176,"Carl Hagelin",L,27,7.669
170,196,-26,8471703,"Steve Downie",R,27,7.657
214,197,17,8459670,"Kimmo Timonen",D,22,7.651
158,198,-40,8471311,"Tyler Kennedy",R,28,7.648
193,199,-6,8471678,"Benoit Pouliot",L,24,7.626
204,200,4,8458951,"Sergei Gonchar",D,23,7.612
251,201,50,8469465,"Dan Hamhuis",D,19,7.582
252,202,50,8476381,"Andrew Shaw",C,19,7.499
171,203,-32,8471303,"Alexander Edler",D,27,7.46
79,204,-125,8473419,"Brad Marchand",L,41,7.444
224,205,19,8473574,"Shawn Matthias",C,21,7.439
298,206,92,8465202,"Sami Salo",D,15,7.427
225,207,18,8462129,"Michal Handzus",C,21,7.422
185,208,-23,8471724,"Kris Letang",D,25,7.413
194,209,-15,8471675,"Sidney Crosby",C,24,7.408
186,210,-24,8471682,"Devin Setoguchi",R,25,7.356
273,211,62,8467917,"Jordan Leopold",D,17,7.337
226,212,14,8470281,"Duncan Keith",D,21,7.23
253,213,40,8474250,"Zack Smith",C,19,7.224
215,214,1,8471280,"Nick Johnson",R,22,7.174
205,215,-10,8474068,"Kyle Turris",C,23,7.173
236,216,20,8474581,"Jake Gardiner",D,20,7.107
274,217,57,8473446,"Erik Johnson",D,17,7.017
227,218,9,8467899,"Martin Havlat",L,21,7.006
260,219,41,8471348,"Nikita Nikitin",D,18,6.894
187,220,-33,8473618,"Mathieu Perreault",C,25,6.864
188,221,-33,8474031,"Kevin Shattenkirk",D,25,6.779
195,222,-27,8474573,"Josh Bailey",L,24,6.769
216,223,-7,8469466,"Ales Hemsky",R,22,6.755
189,224,-35,8465951,"Matt Cooke",L,25,6.748
217,225,-8,8459444,"Todd Bertuzzi",R,22,6.746
218,226,-8,8467493,"Chris Neil",R,22,6.71
179,227,-48,8474189,"Lars Eller",C,26,6.691
228,228,0,8469473,"Marcel Goc",C,21,6.691
237,229,8,8470619,"Brian Boyle",C,20,6.655
238,230,8,8475168,"Matt Duchene",C,20,6.653
315,231,84,8470601,"Braydon Coburn",D,14,6.638
261,232,29,8470966,"Mark Giordano",D,18,6.605
239,233,6,8475171,"Oliver Ekman-Larsson",D,20,6.588
262,234,28,8470283,"Tim Brent",C,18,6.563
206,235,-29,8474584,"Michael Del Zotto",D,23,6.481
254,236,18,8470180,"Eric Nystrom",L,19,6.468
299,237,62,8468575,"Dominic Moore",C,15,6.449
286,238,48,8462041,"Radek Dvorak",R,16,6.421
287,239,48,8470153,"Pierre-Marc Bouchard",C,16,6.419
154,240,-86,8470877,"David Jones",R,29,6.405
263,241,22,8475323,"Marcus Kruger",C,18,6.38
240,243,-3,8474571,"Mikkel Boedker",L,20,6.291
300,242,58,8471476,"Daniel Winnik",C,15,6.291
196,244,-48,8467423,"Shawn Horcoff",C,24,6.248
264,245,19,8470151,"Jay Bouwmeester",D,18,6.244
351,246,105,8475167,"Victor Hedman",D,12,6.243
207,247,-40,8459442,"Saku Koivu",C,23,6.233
288,248,40,8460743,"Tomas Holmstrom",L,16,6.216
301,249,52,8473526,"Peter Mueller",C,15,6.177
289,250,39,8471768,"Tom Pyatt",C,16,6.165
275,251,24,8474574,"Tyler Myers",D,17,6.132
208,252,-44,8471323,"Ryan Jones",L,23,6.085
265,253,12,8468504,"Brad Boyes",R,18,6.043
209,254,-45,8474094,"Matt Halischuk",R,23,6.042
229,255,-26,8474037,"James van Riemsdyk",L,21,6.037
266,256,10,8466160,"Brenden Morrow",L,18,6.004
316,257,59,8467407,"Brian Gionta",R,14,5.97
276,258,18,8470607,"Brent Seabrook",D,17,5.969
241,259,-18,8468509,"Niklas Kronwall",D,20,5.912
277,260,17,8475179,"Dmitry Kulikov",D,17,5.893
230,261,-31,8471504,"Rene Bourque",R,21,5.884
267,262,5,8473579,"Nikolay Kulemin",L,18,5.874
197,263,-66,8471273,"Brandon Dubinsky",C,24,5.871
242,264,-22,8471716,"Justin Abdelkader",L,20,5.832
278,265,13,8470828,"Toby Enstrom",D,17,5.755
279,266,13,8471664,"Mason Raymond",L,17,5.734
372,267,105,8475753,"Justin Faulk",D,11,5.711
280,268,12,8473507,"Jeff Petry",D,17,5.653
302,269,33,8475170,"Brayden Schenn",C,15,5.651
255,270,-15,8470640,"Matthew Carle",D,19,5.643
268,271,-3,8475793,"Ryan Johansen",C,18,5.584
219,272,-53,8470778,"Drew Miller",L,22,5.559
180,273,-93,8469462,"Tuomo Ruutu",L,26,5.557
332,274,58,8465200,"Tomas Kaberle",D,13,5.555
317,275,42,8468598,"Lubomir Visnovsky",D,14,5.547
303,276,27,8469759,"Vernon Fiddler",C,15,5.529
352,277,75,8469765,"Marc-Andre Bergeron",D,12,5.493
290,278,12,8474551,"Ville Leino",L,16,5.453
231,279,-48,8471691,"Martin Hanzal",C,21,5.451
304,280,24,8470839,"Shane O'Brien",D,15,5.423
333,281,52,8466333,"Andrew Ference",D,13,5.393
291,282,9,8468639,"John-Michael Liles",D,16,5.353
256,283,-27,8471794,"Darren Helm",C,19,5.342
390,284,106,8470299,"Erik Christensen",C,10,5.318
172,285,-113,8466285,"Brian Campbell",D,27,5.314
318,286,32,8467881,"Taylor Pyatt",L,14,5.311
243,287,-44,8471804,"Nathan Gerbe",L,20,5.293
319,288,31,8460561,"Sheldon Souray",D,14,5.255
334,289,45,8474716,"Jared Spurgeon",D,13,5.248
269,290,-21,8471236,"Andrej Meszaros",D,18,5.21
305,291,14,8474096,"Nick Spaling",C,15,5.158
210,292,-82,8466149,"Daniel Cleary",R,23,5.142
335,293,42,8470110,"Trevor Daley",D,13,5.095
281,295,-14,8470273,"Ian White",D,17,5.092
336,294,42,8465166,"Craig Adams",R,13,5.092
282,296,-14,8459457,"Jamie Langenbrunner",R,17,5.06
257,297,-40,8473914,"Mark Letestu",C,19,5.024
283,298,-15,8471254,"Bryan Bickell",L,17,4.978
258,299,-41,8467943,"Niklas Hagman",L,19,4.952
292,300,-8,8474594,"Slava Voynov",D,16,4.924
353,301,52,8475150,"Jordan Caron",R,12,4.913
320,302,18,8470654,"Maxim Lapierre",C,14,4.911
284,304,-20,8466215,"Joe Corvo",D,17,4.899
306,303,3,8474567,"Zach Bogosian",D,15,4.899
373,305,68,8465192,"Samuel Pahlsson",C,11,4.897
439,306,133,8472382,"Andy Greene",D,8,4.866
244,307,-63,8474151,"Ryan McDonagh",D,20,4.822
232,308,-76,8457063,"Nicklas Lidstrom",D,21,4.812
374,309,65,8470309,"Ryan Whitney",D,11,4.803
337,310,27,8471851,"Matt D'Agostini",R,13,4.798
270,311,-41,8474590,"John Carlson",D,18,4.794
233,312,-79,8476461,"Sean Couturier",C,21,4.783
354,313,41,8474579,"Luca Sbisa",D,12,4.782
338,314,24,8471743,"Vladimir Sobotka",L,13,4.779
321,315,6,8471958,"Dan Girardi",D,14,4.774
293,316,-23,8469598,"Kevin Bieksa",D,16,4.759
234,317,-83,8470740,"Lee Stempniak",R,21,4.753
259,318,-59,8472379,"Tim Stapleton",C,19,4.736
245,319,-74,8470176,"Sean Bergenheim",L,20,4.732
322,320,2,8468526,"Jarret Stoll",C,14,4.711
307,321,-14,8467400,"Francois Beauchemin",D,15,4.708
391,322,69,8473492,"Matt Beleskey",L,10,4.677
375,324,51,8470699,"Jan Hejda",D,11,4.643
392,323,69,8476457,"Adam Larsson",D,10,4.643
285,325,-40,8475181,"Nick Leddy",D,17,4.622
339,326,13,8470063,"Adam Burish",R,13,4.617
198,327,-129,8474563,"Drew Doughty",D,24,4.612
340,328,12,8469492,"Fedor Tyutin",D,13,4.598
355,329,26,8469476,"Tim Gleason",D,12,4.585
356,330,26,8459514,"Jamal Mayers",R,12,4.57
294,331,-37,8468700,"Paul Gaustad",C,16,4.562
271,332,-61,8470156,"Joey Crabb",R,18,4.48
308,333,-25,8474192,"Matt Frattin",R,15,4.441
309,334,-25,8468172,"Ruslan Fedotenko",L,15,4.366
310,335,-25,8469623,"Marek Zidlicky",D,15,4.363
323,337,-14,8471208,"Dustin Penner",R,14,4.358
416,336,80,8465210,"Pavel Kubina",D,9,4.358
295,338,-43,8469531,"Jay Harrison",D,16,4.323
417,339,78,8468704,"Antti Miettinen",R,9,4.315
324,340,-16,8468635,"Travis Moen",L,14,4.314
199,341,-142,8474520,"Jason Garrison",D,24,4.311
376,342,34,8474001,"TJ Galiardi",L,11,4.289
311,343,-32,8468695,"Matthew Lombardi",C,15,4.239
312,344,-32,8475764,"Cam Fowler",D,15,4.238
377,345,32,8470724,"Kyle Quincey",D,11,4.152
325,346,-21,8470618,"Anthony Stewart",R,14,4.134
326,347,-21,8471338,"Torrey Mitchell",C,14,4.112
357,348,9,8465978,"Shawn Thornton",L,12,4.102
358,349,9,8470187,"Johnny Boychuk",D,12,4.083
359,350,9,8470162,"Matt Stajan",C,12,4.04
440,351,89,8460492,"Ed Jovanovski",D,8,4.034
418,352,66,8471729,"Kris Russell",D,9,4.012
393,353,40,8470137,"Joni Pitkanen",D,10,3.978
378,354,24,8473932,"Darroll Powe",C,11,3.935
341,355,-14,8462225,"Filip Kuba",D,13,3.933
296,356,-60,8469555,"Christian Ehrhoff",D,16,3.93
394,357,37,8474137,"Drayson Bowman",L,10,3.927
297,358,-61,8470159,"Boyd Gordon",C,16,3.914
342,359,-17,8474709,"Matt Martin",L,13,3.914
395,360,35,8470302,"Patrick Dwyer",R,10,3.913
379,361,18,8462196,"Stephane Robidas",D,11,3.9
360,362,-2,8467439,"Jaroslav Spacek",D,12,3.892
380,363,17,8464956,"Chris Phillips",D,11,3.872
327,364,-37,8474609,"Luke Adam",C,14,3.856
361,365,-4,8471283,"Brandon Prust",L,12,3.815
328,366,-38,8467346,"Simon Gagne",L,14,3.774
396,367,29,8471680,"Gilbert Brule",C,10,3.713
329,368,-39,8465025,"Arron Asham",R,14,3.694
343,369,-26,8470714,"Corey Potter",D,13,3.687
330,370,-40,8458525,"Brian Rolston",R,14,3.675
362,371,-9,8475268,"Gabriel Bourque",L,12,3.661
344,372,-28,8469467,"Chuck Kobasew",R,13,3.656
397,373,24,8474009,"Nick Bonino",C,10,3.629
398,374,24,8471634,"Ryan Shannon",R,10,3.59
399,375,24,8470774,"Bruno Gervais",D,10,3.588
345,376,-31,8471709,"Marc-Edouard Vlasic",D,13,3.58
363,377,-14,8471807,"Tom Wandell",C,12,3.573
364,378,-14,8471231,"Kyle Chipchura",C,12,3.548
441,379,62,8473953,"Derek Smith",D,8,3.543
381,380,1,8474166,"Alec Martinez",D,11,3.514
382,381,1,8465185,"Willie Mitchell",D,11,3.51
365,382,-17,8470280,"Ben Eager",L,12,3.494
442,383,59,8475183,"Louis Leblanc",C,8,3.44
400,384,16,8469501,"Chris Thorburn",R,10,3.391
383,385,-2,8467334,"Manny Malhotra",C,11,3.375
460,386,74,8470755,"Brad Richardson",R,7,3.371
401,387,14,8470104,"Tom Gilbert",D,10,3.348
490,388,102,8475185,"Jacob Josefson",C,6,3.322
384,389,-5,8474134,"Yannick Weber",D,11,3.317
402,390,12,8474100,"Dwight King",L,10,3.25
443,391,52,8474612,"Travis Hamonic",D,8,3.242
444,392,52,8470324,"Josh Gorges",D,8,3.24
403,393,10,8468001,"Derek MacKenzie",C,10,3.215
404,394,10,8475118,"Matt Gilroy",D,10,3.214
313,395,-82,8468434,"Andy McDonald",L,15,3.21
491,396,95,8475613,"Nate Prosser",D,6,3.19
492,397,95,8471222,"Ladislav Smid",D,6,3.174
419,398,21,8475758,"Devante Smith-Pelly",R,9,3.167
366,399,-33,8458590,"Mike Knuble",R,12,3.111
420,400,20,8469534,"Aaron Johnson",D,9,3.076
367,401,-34,8468208,"Joel Ward",R,12,3.054
461,402,59,8471234,"Wojtek Wolski",L,7,3.041
421,403,18,8473484,"Kaspars Daugavins",L,9,3.04
346,404,-58,8468542,"Paul Martin",D,13,2.985
493,405,88,8474146,"Spencer Machacek",R,6,2.96
405,406,-1,8471742,"Cody Franson",D,10,2.937
494,407,87,8475790,"Erik Gudbranson",D,6,2.93
462,408,54,8475220,"Marcus Foligno",L,7,2.922
331,409,-78,8469508,"Jay McClement",C,14,2.921
406,410,-4,8475160,"Kyle Clifford",L,10,2.916
220,411,-191,8471677,"Jack Johnson",D,22,2.915
422,412,10,8469665,"Johnny Oduya",D,9,2.899
423,413,10,8470169,"Gregory Campbell",C,9,2.899
385,414,-29,8467831,"Jeff Halpern",C,11,2.882
386,415,-29,8470854,"Tanner Glass",L,11,2.869
424,416,8,8467844,"Jason Blake",L,9,2.866
407,417,-10,8471856,"Joe Vitale",C,10,2.861
425,418,7,8469470,"Carlo Colaiacovo",D,9,2.829
515,419,96,8469992,"Sheldon Brookbank",D,5,2.827
426,420,6,8465122,"Brett Clark",D,9,2.824
495,421,74,8474739,"Tommy Wingels",C,6,2.821
516,422,94,8474582,"Mattias Tedenby",R,5,2.82
408,423,-15,8474600,"Roman Josi",D,10,2.818
427,424,3,8468498,"Brooks Orpik",D,9,2.81
347,425,-78,8471956,"Andrew Desjardins",C,13,2.807
409,426,-17,8471390,"Mike Santorelli",C,10,2.784
428,427,1,8471769,"Niklas Hjalmarsson",D,9,2.779
368,428,-60,8473564,"Michael Frolik",R,12,2.751
429,429,0,8471402,"Lennart Petrell",L,9,2.749
410,430,-20,8470750,"John Mitchell",C,10,2.748
463,431,32,8475174,"Jared Cowen",D,7,2.738
430,433,-3,8475200,"Dmitry Orlov",D,9,2.731
464,432,32,8475792,"Brett Connolly",R,7,2.731
411,434,-23,8471873,"Anton Stralman",D,10,2.726
465,435,30,8474681,"Andrei Loktionov",C,7,2.724
466,436,30,8471229,"Petteri Nokelainen",C,7,2.704
387,437,-50,8469619,"Dennis Seidenberg",D,11,2.703
467,438,29,8473584,"Andrew MacDonald",D,7,2.699
468,439,29,8475206,"Stefan Elliott",D,7,2.661
348,440,-92,8474715,"Cam Atkinson",R,13,2.641
388,441,-53,8460541,"Richard Park",R,11,2.636
445,442,3,8475266,"Tomas Vincour",C,8,2.634
431,443,-12,8468674,"Deryk Engelland",D,9,2.628
272,444,-172,8473432,"Derek Dorsett",R,18,2.594
517,445,72,8474618,"Marco Scandella",D,5,2.593
446,446,0,8466398,"Tom Kostopoulos",R,8,2.578
469,447,22,8471657,"Cody McLeod",L,7,2.557
518,448,70,8474218,"Jason Demers",D,5,2.544
369,449,-80,8467331,"Brad Stuart",D,12,2.532
470,450,20,8471312,"JT Wyman",R,7,2.531
549,451,98,8473992,"Justin Falk",D,4,2.479
412,452,-40,8467351,"Scott Gomez",C,10,2.475
447,453,-6,8471388,"Patrick Kaleta",R,8,2.475
448,454,-6,8471670,"Guillaume Latendresse",L,8,2.47
519,455,64,8474090,"Brendan Smith",D,5,2.454
449,456,-7,8471693,"Jakub Kindl",D,8,2.434
450,458,-8,8459687,"Scott Nichol",C,8,2.429
471,457,14,8475172,"Nazem Kadri",C,7,2.429
451,459,-8,8470121,"Matt Greene",D,8,2.417
520,460,60,8470780,"Mark Flood",D,5,2.416
472,461,11,8473734,"Tim Wallace",R,7,2.403
473,462,11,8474736,"Zac Rinaldo",C,7,2.388
521,463,58,8473999,"Nick Palmieri",R,5,2.375
432,464,-32,8475178,"Zack Kassian",R,9,2.373
370,465,-95,8473700,"Ryan Wilson",D,12,2.352
496,466,30,8471352,"Jake Dowell",C,6,2.344
433,467,-34,8475637,"Bobby Butler",R,9,2.328
434,468,-34,8471702,"Matt Niskanen",D,9,2.328
497,469,28,8471683,"Brian Lee",D,6,2.325
389,470,-81,8465050,"Eric Belanger",C,11,2.313
474,471,3,8473991,"Karl Alzner",D,7,2.304
435,472,-37,8468515,"Brad Winchester",L,9,2.289
413,473,-60,8469483,"David Steckel",C,10,2.287
452,474,-22,8468484,"Rostislav Klesla",D,8,2.28
498,475,23,8469684,"Milan Jurcina",D,6,2.278
453,476,-23,8474125,"Carl Gunnarsson",D,8,2.274
475,477,-2,8474625,"Jimmy Hayes",R,7,2.273
454,478,-24,8475264,"Roman Horak",C,8,2.27
436,479,-43,8471260,"Blake Comeau",L,9,2.247
414,480,-66,8471681,"Jack Skille",R,10,2.229
476,481,-5,8470614,"Mark Stuart",D,7,2.191
477,482,-5,8469779,"Keith Aucoin",C,7,2.185
437,483,-46,8459461,"Brendan Morrison",C,9,2.181
550,484,66,8470672,"Ryan O'Byrne",D,4,2.165
499,485,14,8474027,"Justin Braun",D,6,2.147
349,486,-137,8470230,"Daniel Paille",L,13,2.128
438,487,-49,8471482,"Grant Clitsome",D,9,2.115
522,488,34,8464979,"Marco Sturm",L,5,2.091
500,489,11,8476244,"Raphael Diaz",D,6,2.085
501,490,11,8470685,"Alexander Sulzer",D,6,2.085
523,491,32,8473493,"Ben Maxwell",C,5,2.064
415,492,-77,8474568,"Luke Schenn",D,10,2.025
