Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
52,64,-12,8473533,"Jordan Staal",C,25,7.206
91,65,26,8471226,"Drew Stafford",R,20,7.191
35,66,-31,8467875,"Daniel Sedin",L,28,7.164
83,67,16,8467329,"Vincent Lecavalier",C,21,7.13
46,68,-22,8473512,"Claude Giroux",C,26,7.128
26,69,-43,8470610,"Zach Parise",L,30,7.119
69,70,-1,8470655,"David Backes",C,23,7.116
73,71,2,8471346,"Kris Versteeg",L,22,7.091
53,72,-19,8460621,"Daniel Alfredsson",R,25,7.056
158,73,85,8468485,"Raffi Torres",L,15,6.984
101,74,27,8473534,"Patrik Berglund",C,19,6.966
47,75,-28,8471185,"Curtis Glencross",L,26,6.953
54,76,-22,8470207,"Joffrey Lupul",L,25,6.947
92,77,15,8469469,"R.J. Umberger",C,20,6.929
123,78,45,8469581,"Kyle Wellwood",C,17,6.925
74,79,-5,8470803,"Kyle Brodziak",C,22,6.921
207,80,127,8469459,"Mikko Koivu",C,11,6.86
36,81,-45,8474190,"Wayne Simmonds",R,28,6.858
124,82,42,8470617,"Mike Richards",C,17,6.795
55,83,-28,8470201,"Jiri Hudler",C,25,6.788
113,84,29,8471426,"Troy Brouwer",R,18,6.681
84,85,-1,8470120,"Alexander Semin",R,21,6.662
170,86,84,8464975,"Daniel Briere",C,14,6.644
70,87,-17,8470047,"Valtteri Filppula",C,23,6.613
125,88,37,8469622,"Ryane Clowe",L,17,6.607
93,89,4,8474102,"David Perron",L,20,6.601
56,90,-34,8466393,"Pascal Dupuis",R,25,6.562
75,91,-16,8471276,"David Krejci",C,22,6.559
76,92,-16,8468083,"Henrik Zetterberg",L,22,6.554
102,93,9,8468064,"Martin Erat",R,19,6.469
184,94,90,8475788,"Alexander Burmistrov",C,13,6.419
61,95,-34,8466378,"Martin St. Louis",R,24,6.354
103,96,7,8469812,"Chad LaRose",R,19,6.295
62,97,-35,8476177,"Matt Read",R,24,6.239
104,98,6,8470667,"Clarke MacArthur",L,19,6.154
126,99,27,8471859,"Sergei Kostitsyn",L,17,6.126
185,100,85,8470289,"Jim Slater",C,13,6.074
127,101,26,8467330,"David Legwand",C,17,6.072
39,102,-63,8471339,"Ryan Callahan",R,27,6.067
128,103,25,8476454,"Ryan Nugent-Hopkins",C,17,6.066
129,104,25,8471218,"Blake Wheeler",R,17,6.05
63,105,-42,8473412,"Bryan Little",C,24,5.961
94,106,-12,8469457,"Stephen Weiss",C,20,5.954
130,107,23,8469521,"Tomas Plekanec",C,17,5.925
105,108,-3,8471698,"T.J. Oshie",R,19,5.92
131,109,22,8467371,"Mike Ribeiro",C,17,5.906
159,110,49,8473504,"Cal Clutterbuck",R,15,5.9
106,111,-5,8460496,"Ryan Smyth",L,19,5.895
107,112,-5,8470171,"Maxime Talbot",C,19,5.863
145,113,32,8471266,"David Booth",L,16,5.862
85,114,-29,8473537,"Viktor Stalberg",L,21,5.854
132,115,17,8471232,"Lauri Korpikoski",L,17,5.836
160,116,44,8474641,"Adam Henrique",C,15,5.805
77,118,-41,8470606,"Dustin Brown",R,22,5.785
95,117,-22,8473546,"Michael Grabner",R,20,5.785
114,119,-5,8466138,"Joe Thornton",C,18,5.782
96,120,-24,8467967,"Chris Kelly",C,20,5.763
133,121,12,8470144,"Frans Nielsen",C,17,5.754
115,122,-7,8467514,"Pavel Datsyuk",C,18,5.74
146,123,23,8475158,"Ryan O'Reilly",C,16,5.725
134,124,10,8459429,"Jason Arnott",C,17,5.717
40,125,-85,8471887,"Patric Hornqvist",R,27,5.671
171,126,45,8475225,"Craig Smith",C,14,5.67
78,127,-49,8471362,"Mikhail Grabovski",C,22,5.642
79,128,-49,8470616,"Ryan Kesler",C,22,5.62
86,129,-43,8471669,"Paul Stastny",C,21,5.597
186,130,56,8471699,"Andrew Cogliano",C,13,5.575
147,131,16,8471976,"David Desharnais",C,16,5.57
161,132,29,8470257,"Alexander Steen",L,15,5.544
148,133,15,8470603,"Andrei Kostitsyn",L,16,5.51
108,134,-26,8470642,"Shea Weber",D,19,5.491
135,135,0,8474091,"Brandon Sutter",C,17,5.47
87,136,-49,8470604,"Jeff Carter",C,21,5.415
136,137,-1,8471862,"Colin Greening",L,17,5.407
137,138,-1,8464977,"Dainius Zubrus",L,17,5.392
116,139,-23,8470877,"David Jones",R,18,5.387
172,140,32,8474250,"Zack Smith",C,14,5.368
196,141,55,8469638,"Jussi Jokinen",L,12,5.318
149,142,7,8470180,"Eric Nystrom",L,16,5.316
150,143,7,8474613,"Derek Stepan",C,16,5.307
109,144,-35,8471245,"Dave Bolland",C,19,5.3
173,145,28,8467412,"Alexei Ponikarovsky",L,14,5.291
117,146,-29,8471682,"Devin Setoguchi",R,18,5.282
197,147,50,8459596,"Andrew Brunette",L,12,5.255
151,148,3,8473573,"Artem Anisimov",C,16,5.245
152,149,3,8473618,"Mathieu Perreault",C,16,5.184
162,150,12,8467353,"Nik Antropov",C,15,5.176
138,151,-13,8470596,"Nathan Horton",R,17,5.162
80,152,-72,8470638,"Patrice Bergeron",C,22,5.102
187,153,34,8473563,"Nicklas Backstrom",C,13,5.093
118,154,-36,8474040,"Sam Gagner",C,18,5.035
269,155,114,8473571,"Jamie McBain",D,8,5.018
110,156,-46,8474570,"Cody Hodgson",C,19,4.976
153,157,-4,8470274,"Chris Higgins",L,16,4.965
119,159,-40,8471504,"Rene Bourque",R,18,4.95
174,158,16,8467876,"Henrik Sedin",C,14,4.95
198,160,38,8470834,"Dustin Byfuglien",R,12,4.936
154,161,-7,8459492,"Vinny Prospal",L,16,4.917
163,162,1,8473485,"Chris Stewart",R,15,4.899
37,163,-126,8473419,"Brad Marchand",L,28,4.864
155,164,-9,8471678,"Benoit Pouliot",L,16,4.86
199,165,34,8471768,"Tom Pyatt",C,12,4.822
120,166,-46,8475098,"Tyler Bozak",C,18,4.819
139,167,-28,8473482,"Jiri Tlusty",L,17,4.81
175,168,7,8464989,"Matt Cullen",C,14,4.793
200,169,31,8475170,"Brayden Schenn",C,12,4.786
227,170,57,8467917,"Jordan Leopold",D,10,4.768
176,171,5,8467463,"Mikael Samuelsson",R,14,4.758
64,172,-108,8467389,"Brad Richards",C,24,4.747
164,173,-9,8474589,"Tyler Ennis",C,15,4.736
177,174,3,8470778,"Drew Miller",L,14,4.718
178,175,3,8474569,"Colin Wilson",C,14,4.714
111,176,-65,8465951,"Matt Cooke",L,19,4.684
188,177,11,8473544,"Derick Brassard",C,13,4.658
179,178,1,8475149,"Marcus Johansson",C,14,4.648
140,179,-39,8471323,"Ryan Jones",L,17,4.622
165,180,-15,8468509,"Niklas Kronwall",D,15,4.513
166,181,-15,8469639,"Brooks Laich",C,15,4.501
121,182,-61,8474161,"Jakub Voracek",R,18,4.439
189,183,6,8467493,"Chris Neil",R,13,4.415
180,184,-4,8474176,"Carl Hagelin",L,14,4.404
208,185,23,8466160,"Brenden Morrow",L,11,4.378
201,186,15,8470283,"Tim Brent",C,12,4.367
292,187,105,8470299,"Erik Christensen",C,7,4.342
141,188,-47,8460719,"Steve Sullivan",L,17,4.288
228,189,39,8462036,"Daymond Langkow",C,10,4.22
209,190,19,8471735,"Keith Yandle",D,11,4.189
229,191,38,8471273,"Brandon Dubinsky",C,10,4.186
190,192,-2,8474573,"Josh Bailey",L,13,4.149
191,193,-2,8459444,"Todd Bertuzzi",R,13,4.117
210,194,16,8470619,"Brian Boyle",C,11,4.117
122,195,-73,8448208,"Jaromir Jagr",R,18,4.085
156,196,-40,8474189,"Lars Eller",C,16,4.052
181,197,-16,8460577,"Milan Hejduk",R,14,4.04
211,198,13,8467878,"Tim Connolly",C,11,4.033
230,199,31,8468518,"Tomas Kopecky",R,10,4.025
142,200,-58,8470176,"Sean Bergenheim",L,17,4.014
231,201,30,8474096,"Nick Spaling",C,10,4.002
245,202,43,8470607,"Brent Seabrook",D,9,3.936
270,203,67,8467407,"Brian Gionta",R,8,3.921
271,204,67,8467096,"Dan Boyle",D,8,3.902
192,205,-13,8467338,"Alex Tanguay",L,13,3.897
212,206,6,8471303,"Alexander Edler",D,11,3.876
193,207,-14,8475168,"Matt Duchene",C,13,3.821
232,208,24,8469770,"Dennis Wideman",D,10,3.802
194,209,-15,8467423,"Shawn Horcoff",C,13,3.778
272,210,62,8465202,"Sami Salo",D,8,3.746
213,211,2,8460743,"Tomas Holmstrom",L,11,3.714
97,212,-115,8462038,"Shane Doan",R,20,3.7
167,213,-46,8473422,"Nick Foligno",L,15,3.698
233,214,19,8468505,"Steve Ott",C,10,3.663
214,215,-1,8474571,"Mikkel Boedker",L,11,3.621
215,216,-1,8459442,"Saku Koivu",C,11,3.601
216,217,-1,8476381,"Andrew Shaw",C,11,3.582
273,218,55,8467400,"Francois Beauchemin",D,8,3.531
246,219,27,8474001,"TJ Galiardi",L,9,3.528
168,220,-52,8474094,"Matt Halischuk",R,15,3.522
247,221,26,8470153,"Pierre-Marc Bouchard",C,9,3.501
182,222,-40,8470740,"Lee Stempniak",R,14,3.459
234,223,11,8470613,"Brent Burns",D,10,3.442
235,224,11,8470612,"Ryan Getzlaf",C,10,3.437
217,225,-8,8469473,"Marcel Goc",C,11,3.431
202,226,-24,8474068,"Kyle Turris",C,12,3.419
248,227,21,8475323,"Marcus Kruger",C,9,3.407
394,228,166,8469765,"Marc-Andre Bergeron",D,4,3.384
218,229,-11,8473914,"Mark Letestu",C,11,3.316
293,230,63,8473579,"Nikolay Kulemin",L,7,3.315
236,231,5,8471664,"Mason Raymond",L,10,3.263
169,232,-63,8471498,"Jannik Hansen",R,15,3.238
274,233,41,8469759,"Vernon Fiddler",C,8,3.21
203,234,-31,8466149,"Daniel Cleary",R,12,3.194
249,235,14,8470775,"Nate Thompson",C,9,3.188
319,236,83,8466333,"Andrew Ference",D,6,3.141
250,237,13,8468635,"Travis Moen",L,9,3.14
294,238,56,8473600,"Benn Ferriero",R,7,3.138
251,239,12,8470966,"Mark Giordano",D,9,3.135
204,240,-36,8475171,"Oliver Ekman-Larsson",D,12,3.13
252,241,11,8467881,"Taylor Pyatt",L,9,3.126
219,242,-23,8471311,"Tyler Kennedy",R,11,3.116
220,243,-23,8468535,"Antoine Vermette",C,11,3.083
183,244,-61,8471703,"Steve Downie",R,14,3.063
143,245,-102,8469462,"Tuomo Ruutu",L,17,3.054
275,246,29,8469598,"Kevin Bieksa",D,8,3.017
295,247,48,8474581,"Jake Gardiner",D,7,3.01
237,248,-11,8473574,"Shawn Matthias",C,10,2.999
276,249,27,8473588,"Erik Condra",R,8,2.954
277,250,27,8474192,"Matt Frattin",R,8,2.946
278,251,27,8471476,"Daniel Winnik",C,8,2.91
253,252,1,8467943,"Niklas Hagman",L,9,2.871
254,253,1,8471338,"Torrey Mitchell",C,9,2.854
255,254,1,8471274,"Alex Goligoski",D,9,2.853
348,255,93,8471222,"Ladislav Smid",D,5,2.847
238,256,-18,8469466,"Ales Hemsky",R,10,2.834
296,257,39,8474056,"P.K. Subban",D,7,2.827
256,258,-2,8470618,"Anthony Stewart",R,9,2.8
297,259,38,8470162,"Matt Stajan",C,7,2.785
221,260,-39,8470602,"Dion Phaneuf",D,11,2.774
205,261,-56,8465009,"Zdeno Chara",D,12,2.744
298,262,36,8475268,"Gabriel Bourque",L,7,2.743
279,264,15,8468695,"Matthew Lombardi",C,8,2.739
299,263,36,8468001,"Derek MacKenzie",C,7,2.739
222,265,-43,8471514,"Rich Peverley",C,11,2.737
195,266,-71,8476461,"Sean Couturier",C,13,2.729
257,267,-10,8471254,"Bryan Bickell",L,9,2.717
280,268,12,8474551,"Ville Leino",L,8,2.688
223,270,-47,8470156,"Joey Crabb",R,11,2.684
258,269,-11,8470654,"Maxim Lapierre",C,9,2.684
281,271,10,8468504,"Brad Boyes",R,8,2.68
320,272,48,8475220,"Marcus Foligno",L,6,2.666
300,273,27,8475753,"Justin Faulk",D,7,2.64
239,274,-35,8469508,"Jay McClement",C,10,2.631
301,275,26,8474709,"Matt Martin",L,7,2.605
302,276,26,8475150,"Jordan Caron",R,7,2.595
349,277,72,8458951,"Sergei Gonchar",D,5,2.586
259,278,-19,8475793,"Ryan Johansen",C,9,2.577
282,279,3,8470280,"Ben Eager",L,8,2.576
303,280,23,8470600,"Ryan Suter",D,7,2.575
304,281,23,8462129,"Michal Handzus",C,7,2.539
305,282,23,8473526,"Peter Mueller",C,7,2.522
260,283,-23,8471390,"Mike Santorelli",C,9,2.505
321,284,37,8470724,"Kyle Quincey",D,6,2.49
224,285,-61,8457063,"Nicklas Lidstrom",D,11,2.475
283,286,-3,8471280,"Nick Johnson",R,8,2.472
322,287,35,8470063,"Adam Burish",R,6,2.439
323,288,35,8459514,"Jamal Mayers",R,6,2.432
240,289,-49,8474609,"Luke Adam",C,10,2.402
395,290,105,8462041,"Radek Dvorak",R,4,2.397
261,291,-30,8474031,"Kevin Shattenkirk",D,9,2.392
284,292,-8,8471851,"Matt D'Agostini",R,8,2.388
262,293,-31,8468172,"Ruslan Fedotenko",L,9,2.384
306,294,12,8468639,"John-Michael Liles",D,7,2.382
324,295,29,8473932,"Darroll Powe",C,6,2.352
307,296,11,8471348,"Nikita Nikitin",D,7,2.347
285,297,-12,8471716,"Justin Abdelkader",L,8,2.336
241,298,-57,8471677,"Jack Johnson",D,10,2.309
325,299,26,8467899,"Martin Havlat",L,6,2.303
225,300,-75,8474037,"James van Riemsdyk",L,11,2.297
326,301,25,8474166,"Alec Martinez",D,6,2.278
327,302,25,8468598,"Lubomir Visnovsky",D,6,2.271
286,303,-17,8471675,"Sidney Crosby",C,8,2.267
157,304,-147,8474520,"Jason Garrison",D,16,2.265
287,305,-18,8474594,"Slava Voynov",D,8,2.264
328,306,22,8470774,"Bruno Gervais",D,6,2.241
329,307,22,8460561,"Sheldon Souray",D,6,2.236
350,308,42,8471743,"Vladimir Sobotka",L,5,2.232
330,309,21,8471729,"Kris Russell",D,6,2.217
288,310,-22,8471691,"Martin Hanzal",C,8,2.206
289,311,-22,8470169,"Gregory Campbell",C,8,2.191
242,312,-70,8468434,"Andy McDonald",L,10,2.19
331,313,18,8471657,"Cody McLeod",L,6,2.181
456,314,142,8469992,"Sheldon Brookbank",D,3,2.168
332,315,17,8474137,"Drayson Bowman",L,6,2.164
351,316,35,8470302,"Patrick Dwyer",R,5,2.161
333,317,16,8459457,"Jamie Langenbrunner",R,6,2.157
352,318,34,8468704,"Antti Miettinen",R,5,2.147
457,319,138,8460492,"Ed Jovanovski",D,3,2.145
263,320,-57,8469531,"Jay Harrison",D,9,2.114
353,321,32,8470151,"Jay Bouwmeester",D,5,2.092
308,322,-14,8471236,"Andrej Meszaros",D,7,2.086
354,323,31,8475183,"Louis Leblanc",C,5,2.07
355,324,31,8470755,"Brad Richardson",R,5,2.065
356,325,31,8465978,"Shawn Thornton",L,5,2.06
264,326,-62,8474590,"John Carlson",D,9,2.037
309,327,-18,8470273,"Ian White",D,7,2.036
310,328,-18,8468700,"Paul Gaustad",C,7,2.024
357,329,28,8467439,"Jaroslav Spacek",D,5,2.009
396,330,66,8471234,"Wojtek Wolski",L,4,2.007
358,331,27,8465166,"Craig Adams",R,5,1.963
359,332,27,8473584,"Andrew MacDonald",D,5,1.956
311,333,-22,8460541,"Richard Park",R,7,1.951
397,334,63,8468575,"Dominic Moore",C,4,1.944
360,335,25,8471283,"Brandon Prust",L,5,1.941
265,336,-71,8471724,"Kris Letang",D,9,1.935
398,337,61,8475266,"Tomas Vincour",C,4,1.93
361,338,23,8474567,"Zach Bogosian",D,5,1.929
290,339,-49,8470159,"Boyd Gordon",C,8,1.924
266,341,-75,8471794,"Darren Helm",C,9,1.923
334,340,-6,8474151,"Ryan McDonagh",D,6,1.923
362,342,20,8475172,"Nazem Kadri",C,5,1.913
243,343,-100,8472379,"Tim Stapleton",C,10,1.904
335,344,-9,8475758,"Devante Smith-Pelly",R,6,1.894
312,345,-33,8474574,"Tyler Myers",D,7,1.888
244,346,-102,8474584,"Michael Del Zotto",D,10,1.873
363,347,16,8465185,"Willie Mitchell",D,5,1.865
399,348,51,8473999,"Nick Palmieri",R,4,1.854
364,349,15,8474625,"Jimmy Hayes",R,5,1.85
313,350,-37,8471208,"Dustin Penner",R,7,1.827
400,351,49,8470601,"Braydon Coburn",D,4,1.826
401,352,49,8471634,"Ryan Shannon",R,4,1.825
365,353,12,8471680,"Gilbert Brule",C,5,1.814
366,354,12,8475167,"Victor Hedman",D,5,1.807
402,355,47,8467336,"Mike Rupp",L,4,1.789
291,356,-65,8469483,"David Steckel",C,8,1.788
226,357,-131,8474565,"Alex Pietrangelo",D,11,1.773
403,358,45,8474138,"Dustin Jeffrey",C,4,1.769
314,359,-45,8469467,"Chuck Kobasew",R,7,1.742
367,360,7,8471958,"Dan Girardi",D,5,1.742
368,361,7,8470187,"Johnny Boychuk",D,5,1.731
369,362,7,8474600,"Roman Josi",D,5,1.7
336,363,-27,8468526,"Jarret Stoll",C,6,1.694
404,364,40,8474218,"Jason Demers",D,4,1.691
337,365,-28,8470828,"Toby Enstrom",D,6,1.69
338,366,-28,8471807,"Tom Wandell",C,6,1.678
458,367,91,8474739,"Tommy Wingels",C,3,1.678
370,368,2,8469492,"Fedor Tyutin",D,5,1.677
315,369,-54,8467334,"Manny Malhotra",C,7,1.674
405,370,35,8469619,"Dennis Seidenberg",D,4,1.671
406,371,35,8473446,"Erik Johnson",D,4,1.656
512,372,140,8474498,"Jesse Winchester",C,2,1.654
316,374,-58,8474715,"Cam Atkinson",R,7,1.648
339,373,-34,8471804,"Nathan Gerbe",L,6,1.648
317,375,-58,8458525,"Brian Rolston",R,7,1.646
513,376,137,8474146,"Spencer Machacek",R,2,1.63
371,377,-6,8475637,"Bobby Butler",R,5,1.627
340,378,-38,8469547,"Jordin Tootoo",R,6,1.617
407,379,28,8471402,"Lennart Petrell",L,4,1.606
341,380,-39,8467844,"Jason Blake",L,6,1.605
372,381,-9,8470699,"Jan Hejda",D,5,1.605
373,382,-9,8470137,"Joni Pitkanen",D,5,1.594
374,383,-9,8474579,"Luca Sbisa",D,5,1.579
408,384,24,8470110,"Trevor Daley",D,4,1.574
409,385,24,8475174,"Jared Cowen",D,4,1.571
375,386,-11,8473484,"Kaspars Daugavins",L,5,1.57
376,387,-11,8462196,"Stephane Robidas",D,5,1.57
342,388,-46,8458590,"Mike Knuble",R,6,1.569
410,389,21,8470630,"Kevin Klein",D,4,1.562
411,390,21,8474631,"Marc-Andre Bourdon",D,4,1.556
459,391,68,8470839,"Shane O'Brien",D,3,1.547
377,392,-15,8471388,"Patrick Kaleta",R,5,1.523
412,393,19,8466398,"Tom Kostopoulos",R,4,1.512
413,394,19,8470871,"Chris Porter",L,4,1.493
414,395,19,8470640,"Matthew Carle",D,4,1.488
415,396,19,8474009,"Nick Bonino",C,4,1.479
416,397,19,8469501,"Chris Thorburn",R,4,1.47
206,398,-192,8473432,"Derek Dorsett",R,12,1.456
378,399,-21,8470750,"John Mitchell",C,5,1.435
417,400,17,8470310,"Aaron Rome",D,4,1.435
460,401,59,8465210,"Pavel Kubina",D,3,1.419
343,402,-59,8473558,"Cory Emmerton",C,6,1.394
418,403,15,8465192,"Samuel Pahlsson",C,4,1.379
318,404,-86,8467346,"Simon Gagne",L,7,1.376
419,405,14,8475206,"Stefan Elliott",D,4,1.369
344,406,-62,8468515,"Brad Winchester",L,6,1.367
420,407,13,8466215,"Joe Corvo",D,4,1.365
421,408,13,8471709,"Marc-Edouard Vlasic",D,4,1.349
422,409,13,8475764,"Cam Fowler",D,4,1.335
423,410,13,8470281,"Duncan Keith",D,4,1.331
424,411,13,8470121,"Matt Greene",D,4,1.309
461,412,49,8471229,"Petteri Nokelainen",C,3,1.302
425,413,12,8474291,"Jay Beagle",R,4,1.298
379,414,-35,8474892,"Eric Wellwood",L,5,1.266
345,415,-70,8468309,"Mark Streit",D,6,1.262
426,416,10,8459670,"Kimmo Timonen",D,4,1.258
427,417,10,8471702,"Matt Niskanen",D,4,1.22
380,418,-38,8470854,"Tanner Glass",L,5,1.216
428,419,9,8468674,"Deryk Engelland",D,4,1.2
429,420,9,8465914,"Francis Bouillon",D,4,1.192
462,421,41,8470309,"Ryan Whitney",D,3,1.184
381,422,-41,8474100,"Dwight King",L,5,1.183
463,423,40,8474707,"Philip Larsen",D,3,1.175
382,424,-42,8475160,"Kyle Clifford",L,5,1.171
464,425,39,8476244,"Raphael Diaz",D,3,1.159
383,426,-43,8473564,"Michael Frolik",R,5,1.157
465,427,38,8470685,"Alexander Sulzer",D,3,1.155
430,428,2,8466285,"Brian Campbell",D,4,1.148
384,429,-45,8465025,"Arron Asham",R,5,1.147
385,430,-45,8471260,"Blake Comeau",L,5,1.144
466,431,35,8473734,"Tim Wallace",R,3,1.134
467,432,35,8475792,"Brett Connolly",R,3,1.131
514,433,81,8467478,"Kent Huskins",D,2,1.13
468,434,34,8474681,"Andrei Loktionov",C,3,1.094
515,435,80,8471766,"Jared Boll",R,2,1.09
469,436,33,8465200,"Tomas Kaberle",D,3,1.082
431,437,-6,8475236,"Cody Eakin",C,4,1.081
386,438,-52,8471670,"Guillaume Latendresse",L,5,1.08
516,439,77,8473953,"Derek Smith",D,2,1.08
432,440,-8,8474125,"Carl Gunnarsson",D,4,1.064
517,441,76,8474220,"Jerome Samson",R,2,1.058
387,442,-55,8462225,"Filip Kuba",D,5,1.056
433,443,-10,8471856,"Joe Vitale",C,4,1.054
470,444,26,8474038,"Paul Byron",C,3,1.051
434,445,-11,8475179,"Dmitry Kulikov",D,4,1.05
471,446,25,8476205,"Stephane Da Costa",C,3,1.048
472,447,25,8471816,"Mark Fayne",D,3,1.04
518,448,70,8471299,"Peter Regin",C,2,1.037
346,450,-104,8468208,"Joel Ward",R,6,1.035
519,449,70,8471717,"Adam McQuaid",D,2,1.035
435,451,-16,8474150,"Mikael Backlund",C,4,1.022
473,452,21,8471284,"Andrej Sekera",D,3,1.021
474,453,21,8474059,"Linus Omark",L,3,1.014
475,454,21,8468636,"Greg Zanon",D,3,1.008
476,455,21,8474024,"Jim O'Brien",C,3,1.008
436,456,-20,8474705,"Mark Olver",C,4,1.007
477,457,20,8468484,"Rostislav Klesla",D,3,1
267,458,-191,8474563,"Drew Doughty",D,9,0.993
437,459,-22,8471331,"Kevin Porter",C,4,0.989
520,460,60,8473608,"Blake Geoffrion",C,2,0.987
438,461,-23,8469465,"Dan Hamhuis",D,4,0.976
478,462,16,8465059,"Matt Bradley",R,3,0.975
388,463,-75,8471742,"Cody Franson",D,5,0.973
439,464,-25,8462077,"Jochen Hecht",C,4,0.971
389,465,-76,8464956,"Chris Phillips",D,5,0.97
479,466,13,8476466,"Sven Baertschi",L,3,0.97
521,467,54,8470662,"Colin Fraser",C,2,0.968
440,468,-28,8474668,"Dale Weise",R,4,0.953
596,469,127,8474610,"Zac Dalpe",C,1,0.953
480,470,10,8471296,"Alexei Emelin",D,3,0.952
481,471,10,8470614,"Mark Stuart",D,3,0.952
482,472,10,8464979,"Marco Sturm",L,3,0.949
441,473,-32,8475178,"Zack Kassian",R,4,0.942
442,474,-32,8467831,"Jeff Halpern",C,4,0.941
522,475,47,8475790,"Erik Gudbranson",D,2,0.941
523,476,47,8471752,"Marc-Andre Gragnani",D,2,0.94
443,477,-34,8468611,"Matt Hendricks",L,4,0.937
483,478,5,8475118,"Matt Gilroy",D,3,0.927
484,479,5,8474130,"Corey Tropp",R,3,0.924
524,480,44,8468498,"Brooks Orpik",D,2,0.916
444,481,-37,8474666,"David Ullstrom",L,4,0.908
485,482,3,8469534,"Aaron Johnson",D,3,0.905
390,483,-93,8468463,"Mathieu Darche",L,5,0.902
525,484,41,8475185,"Jacob Josefson",C,2,0.902
486,485,1,8469684,"Milan Jurcina",D,3,0.899
487,486,1,8475264,"Roman Horak",C,3,0.888
526,487,39,8470329,"Chris Campoli",D,2,0.876
527,488,39,8475602,"Casey Wellman",C,2,0.874
488,489,-1,8459687,"Scott Nichol",C,3,0.873
528,490,38,8469623,"Marek Zidlicky",D,2,0.867
529,491,38,8470105,"Scottie Upshall",L,2,0.858
445,492,-47,8471681,"Jack Skille",R,4,0.857
489,493,-4,8470018,"Matt Ellis",L,3,0.855
