Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
530,494,36,8467428,"Krys Barch",R,2,0.855
597,495,102,8475799,"Nino Niederreiter",R,1,0.85
490,496,-6,8475200,"Dmitry Orlov",D,3,0.849
446,498,-52,8473646,"Ryan Carter",C,4,0.848
598,497,101,8474582,"Mattias Tedenby",R,1,0.848
531,499,32,8471885,"Chad Rau",C,2,0.843
491,500,-9,8466371,"John Madden",C,3,0.837
447,502,-55,8473492,"Matt Beleskey",L,4,0.826
492,501,-9,8476158,"Harry Zolnierczyk",L,3,0.826
493,503,-10,8475181,"Nick Leddy",D,3,0.818
494,504,-10,8470780,"Mark Flood",D,3,0.815
448,505,-57,8465050,"Eric Belanger",C,4,0.812
391,506,-115,8468927,"Steve Montador",D,5,0.806
392,507,-115,8469555,"Christian Ehrhoff",D,5,0.798
532,508,24,8474518,"Davis Drewiske",D,2,0.798
449,509,-60,8474134,"Yannick Weber",D,4,0.795
533,510,23,8476116,"Ryan Garbutt",L,2,0.791
495,512,-17,8468224,"Sean Avery",L,3,0.786
534,511,23,8476457,"Adam Larsson",D,2,0.786
535,513,22,8471767,"Blair Jones",C,2,0.784
536,514,22,8471663,"Mike Blunden",R,2,0.777
496,515,-19,8474716,"Jared Spurgeon",D,3,0.773
537,516,21,8471873,"Anton Stralman",D,2,0.771
538,517,21,8472355,"Rod Pelley",C,2,0.762
539,518,21,8471386,"Scott Parse",L,2,0.752
540,519,21,8471811,"Cal O'Reilly",C,2,0.743
541,520,21,8475175,"Magnus Paajarvi",L,2,0.74
497,521,-24,8473568,"Andreas Nodl",R,3,0.738
542,522,20,8471810,"Derek Joslin",D,2,0.737
543,523,20,8469760,"Zbynek Michalek",D,2,0.735
544,524,20,8471233,"Travis Zajac",C,2,0.718
545,525,20,8468501,"Anton Volchenkov",D,2,0.716
546,526,20,8471686,"Marc Staal",D,2,0.707
547,527,20,8474736,"Zac Rinaldo",C,2,0.707
498,528,-30,8471817,"Ryan Reaves",R,3,0.704
548,529,19,8474121,"Colton Gillies",C,2,0.703
549,530,19,8474153,"Michal Repik",R,2,0.692
550,531,19,8474719,"Teemu Hartikainen",C,2,0.687
551,532,19,8475692,"Mats Zuccarello",L,2,0.684
552,533,19,8471216,"Cam Barker",D,2,0.677
553,534,19,8475186,"John Moore",D,2,0.667
554,535,19,8474612,"Travis Hamonic",D,2,0.667
450,536,-86,8471482,"Grant Clitsome",D,4,0.654
499,537,-38,8471228,"Alexander Radulov",R,3,0.644
451,538,-87,8459461,"Brendan Morrison",C,4,0.635
500,539,-39,8467304,"Andy Sutton",D,3,0.634
555,540,15,8471761,"Chris Butler",D,2,0.606
556,541,15,8474000,"Steven Kampfer",D,2,0.606
557,542,15,8474027,"Justin Braun",D,2,0.606
599,543,56,8470672,"Ryan O'Byrne",D,1,0.598
268,544,-276,8470230,"Daniel Paille",L,9,0.592
558,545,13,8467925,"Adam Hall",R,2,0.589
501,546,-45,8471231,"Kyle Chipchura",C,3,0.578
600,547,53,8474077,"Carson McMillan",R,1,0.56
559,548,11,8474673,"TJ Brodie",D,2,0.558
560,549,11,8469664,"David Moss",R,2,0.554
502,551,-49,8469779,"Keith Aucoin",C,3,0.549
561,550,11,8467466,"Trent Hunter",R,2,0.549
562,553,9,8469665,"Johnny Oduya",D,2,0.548
601,552,49,8471762,"Chris VandeVelde",C,1,0.548
563,554,9,8470317,"Nate Guenin",D,2,0.543
452,555,-103,8470714,"Corey Potter",D,4,0.541
564,556,8,8471868,"Ryan Russell",L,2,0.541
347,557,-210,8467331,"Brad Stuart",D,6,0.531
602,558,44,8474642,"Lance Bouma",C,1,0.529
565,559,6,8475325,"Jordan Nolan",C,2,0.522
603,560,43,8468101,"Radek Martinek",D,1,0.52
503,561,-58,8469820,"Zenon Konopka",C,3,0.508
604,562,42,8475155,"Simon Despres",D,1,0.505
504,564,-60,8473453,"Trevor Lewis",C,3,0.503
566,563,3,8474727,"Ben Smith",R,2,0.503
567,565,2,8475165,"Anton Lander",C,2,0.503
505,566,-61,8475176,"Ryan Ellis",D,3,0.498
605,567,38,8467931,"Matt Carkner",D,1,0.487
606,568,38,8475619,"Aaron Volpatti",L,1,0.481
568,569,-1,8474519,"Jack Hillen",D,2,0.477
506,570,-64,8471436,"Matt Hunwick",D,3,0.476
569,571,-2,8459053,"Adrian Aucoin",D,2,0.476
570,572,-2,8471352,"Jake Dowell",C,2,0.475
607,573,34,8470647,"B.J. Crombeen",R,1,0.475
453,574,-121,8475151,"Kyle Palmieri",R,4,0.474
608,575,33,8472410,"Stephen Gionta",C,1,0.47
571,576,-5,8464966,"Derek Morris",D,2,0.466
572,577,-5,8469626,"Andrew Alberts",D,2,0.463
573,578,-5,8471409,"Andrew Gordon",R,2,0.463
574,579,-5,8465122,"Brett Clark",D,2,0.461
507,580,-73,8474618,"Marco Scandella",D,3,0.458
609,581,28,8469490,"Tim Jackman",R,1,0.458
610,582,28,8470580,"Jed Ortmeyer",R,1,0.456
575,583,-8,8470192,"Steve Eminger",D,2,0.455
611,584,27,8471842,"Tim Kennedy",L,1,0.45
612,585,27,8468887,"Warren Peters",C,1,0.446
613,586,27,8469460,"Mike Komisarek",D,1,0.443
614,587,27,8470729,"Tyson Strachan",D,1,0.442
615,588,27,8465005,"Colin White",D,1,0.441
576,589,-13,8471312,"JT Wyman",R,2,0.429
616,590,26,8471187,"Brett Lebda",D,1,0.429
617,591,26,8470324,"Josh Gorges",D,1,0.428
577,592,-15,8471719,"Matt Kassian",L,2,0.426
618,593,25,8473898,"Paul Szczechura",C,1,0.425
619,594,25,8470986,"Darryl Boyce",C,1,0.421
508,595,-87,8474164,"Jonathon Blum",D,3,0.42
578,596,-18,8466158,"Scott Hannan",D,2,0.417
620,597,23,8470713,"Paul Bissonnette",L,1,0.411
621,598,23,8472382,"Andy Greene",D,1,0.41
622,599,23,8469480,"Jeff Woywitka",D,1,0.407
623,600,23,8475679,"Jarod Palmer",C,1,0.407
624,601,23,8468213,"Jim Vandermeer",D,1,0.397
625,602,23,8474013,"Ian Cole",D,1,0.396
626,603,23,8470886,"Clayton Stoner",D,1,0.393
627,604,23,8469685,"Andrew Murray",C,1,0.388
628,605,23,8472361,"Bill Thomas",R,1,0.386
629,606,23,8471697,"Niclas Bergfors",R,1,0.385
630,607,23,8476460,"Mark Scheifele",C,1,0.383
631,608,23,8471490,"Adam Cracknell",R,1,0.382
632,609,23,8468086,"Alexandre Giroux",L,1,0.379
579,611,-32,8474149,"Evgenii Dadonov",L,2,0.378
633,610,23,8474030,"Aaron Palushaj",R,1,0.378
634,612,22,8468789,"Jason Williams",C,1,0.377
635,613,22,8474139,"Maxime Macenauer",C,1,0.376
580,614,-34,8470666,"Daniel Carcillo",L,2,0.375
581,615,-34,8470611,"Eric Fehr",R,2,0.373
582,616,-34,8470649,"Patrick O'Sullivan",C,2,0.372
636,617,19,8475102,"Travis Turnbull",C,1,0.37
637,618,19,8464981,"Cory Sarich",D,1,0.369
638,619,19,8470905,"Randy Jones",D,1,0.366
639,620,19,8470054,"Keith Ballard",D,1,0.363
640,621,19,8469476,"Tim Gleason",D,1,0.361
583,622,-39,8473507,"Jeff Petry",D,2,0.36
641,623,18,8475613,"Nate Prosser",D,1,0.359
642,624,18,8470700,"Byron Bitz",R,1,0.359
643,625,18,8474693,"Tomas Kubalik",R,1,0.358
644,626,18,8471916,"Mike Angelidis",L,1,0.357
584,628,-44,8475233,"David Savard",D,2,0.354
645,627,18,8473426,"Mike Weber",D,1,0.354
646,629,17,8468095,"George Parros",R,1,0.352
647,630,17,8470609,"Steve Bernier",R,1,0.346
648,631,17,8473992,"Justin Falk",D,1,0.342
509,632,-123,8471450,"Brandon Yip",R,3,0.341
585,634,-49,8474049,"Akim Aliu",R,2,0.341
649,633,16,8459454,"Jay Pandolfo",L,1,0.341
650,635,15,8468660,"Darcy Hordichuk",L,1,0.341
651,636,15,8474090,"Brendan Smith",D,1,0.339
510,637,-127,8473682,"Andrew Ebbett",C,3,0.335
652,638,14,8467452,"Rob Scuderi",D,1,0.333
653,639,14,8473525,"Theo Peckham",D,1,0.327
654,640,14,8464967,"Marty Reasoner",C,1,0.327
655,641,14,8467344,"Robyn Regehr",D,1,0.326
656,642,14,8465058,"Michal Rozsival",D,1,0.323
657,643,14,8473673,"David Schlemko",D,1,0.319
586,644,-58,8467543,"Toby Petersen",C,2,0.316
658,645,13,8473991,"Karl Alzner",D,1,0.316
659,646,13,8473933,"Ben Lovejoy",D,1,0.303
660,647,13,8473647,"Fr̩d̩ric St-Denis",D,1,0.297
661,648,13,8459424,"Chris Pronger",D,1,0.293
662,649,13,8471769,"Niklas Hjalmarsson",D,1,0.29
663,650,13,8473511,"David McIntyre",C,1,0.289
664,651,13,8471693,"Jakub Kindl",D,1,0.288
665,652,13,8466142,"Eric Brewer",D,1,0.286
666,653,13,8473700,"Ryan Wilson",D,1,0.285
667,654,13,8475248,"Alexander Urbom",D,1,0.284
668,655,13,8460504,"Ethan Moreau",L,1,0.284
669,656,13,8476211,"Carter Camper",C,1,0.28
587,657,-70,8471242,"Mike Green",D,2,0.277
670,658,12,8473908,"Kevin Westgarth",R,1,0.272
671,659,12,8469591,"Cody McCormick",C,1,0.272
672,660,12,8468513,"Nick Schultz",D,1,0.27
511,661,-150,8470104,"Tom Gilbert",D,3,0.268
673,662,11,8474628,"Michael Stone",D,1,0.265
674,663,11,8467890,"Barret Jackman",D,1,0.262
588,664,-76,8468542,"Paul Martin",D,2,0.261
675,665,10,8474113,"TJ Brennan",D,1,0.252
676,666,10,8464984,"Josh Green",C,1,0.248
677,667,10,8470318,"Jonathan Ericsson",D,1,0.246
678,668,10,8475768,"Jaden Schwartz",L,1,0.226
679,669,10,8468162,"Jerred Smithson",C,1,0.211
680,670,10,8471714,"Michael Sauer",D,1,0.204
589,671,-82,8467351,"Scott Gomez",C,2,0.191
681,672,9,8475182,"David Rundblad",D,1,0.186
682,673,9,8475640,"Erik Gustafsson",D,1,0.184
683,674,9,8469470,"Carlo Colaiacovo",D,1,0.182
684,675,9,8475060,"Matt Taormina",D,1,0.177
685,676,9,8473569,"Jan Mursak",L,1,0.172
590,677,-87,8458938,"Roman Hamrlik",D,2,0.17
591,678,-87,8470152,"Joakim Lindstrom",C,2,0.164
686,679,7,8467332,"Bryan Allen",D,1,0.163
592,680,-88,8473942,"Trevor Smith",C,2,0.158
687,681,6,8474679,"Gustav Nyquist",R,1,0.145
688,682,6,8474577,"Joe Colborne",C,1,0.119
689,683,6,8473493,"Ben Maxwell",C,1,0.066
690,684,6,8470189,"David Van Der Gulik",L,1,0.062
691,685,6,8470760,"Marc Methot",D,1,0.062
454,686,-232,8471956,"Andrew Desjardins",C,4,0.047
692,687,5,8471240,"Jeff Schultz",D,1,0.034
693,688,5,8459628,"Hal Gill",D,1,0.034
694,689,5,8471705,"Brendan Mikkelson",D,1,0.034
695,690,5,8474042,"Cody Almond",C,1,0.026
593,691,-98,8471371,"Mike Brown",R,2,0.02
696,692,4,8474195,"Maksim Mayorov",L,1,0.019
697,693,4,8468778,"Colton Orr",R,1,0.018
594,694,-100,8474568,"Luke Schenn",D,2,0.016
698,695,3,8474634,"Evgeny Grachev",C,1,0.016
699,696,3,8469474,"Colby Armstrong",R,1,0.016
700,697,3,8475180,"Peter Holland",C,1,0.011
701,698,3,8471521,"Brad Staubitz",R,1,0.004
702,699,3,8475188,"Brayden McNabb",D,1,0
703,700,3,8471279,"Sami Lepisto",D,1,0
704,701,3,8471683,"Brian Lee",D,1,0
705,702,3,8472368,"Chris Conner",R,1,0
706,703,3,8470798,"Dylan Reese",D,1,-0.059
595,704,-109,8470265,"Anton Babchuk",D,2,-0.244
393,705,-312,8470222,"James Wisniewski",D,5,-0.47
455,706,-251,8468520,"Kurtis Foster",D,4,-0.497
