Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
487,495,-8,8470018,"Matt Ellis",L,3,0.898
529,496,33,8467343,"Martin Skoula",D,2,0.889
530,497,33,8471709,"Marc-Edouard Vlasic",D,2,0.886
531,498,33,8470144,"Frans Nielsen",C,2,0.877
532,499,33,8473916,"Steve Wagner",D,2,0.87
488,500,-12,8469622,"Ryane Clowe",L,3,0.867
533,501,32,8469681,"Ryan Hollweg",L,2,0.863
534,502,32,8472382,"Andy Greene",D,2,0.856
451,503,-52,8473536,"James Sheppard",L,4,0.849
452,504,-52,8465166,"Craig Adams",R,4,0.847
423,506,-83,8470169,"Gregory Campbell",C,5,0.846
453,505,-52,8460770,"Kim Johnsson",D,4,0.846
535,507,28,8467365,"John Erskine",D,2,0.846
536,508,28,8456531,"Derian Hatcher",D,2,0.846
489,509,-20,8450900,"Gary Roberts",L,3,0.845
490,510,-20,8457921,"Geoff Sanderson",L,3,0.843
491,511,-20,8471388,"Patrick Kaleta",R,3,0.839
454,512,-58,8471263,"Enver Lisin",R,4,0.831
537,513,24,8462045,"Jay McKee",D,2,0.831
538,514,24,8473449,"Kyle Okposo",R,2,0.826
587,515,72,8471284,"Andrej Sekera",D,1,0.818
492,516,-24,8459628,"Hal Gill",D,3,0.814
424,517,-93,8459462,"Bryan McCabe",D,5,0.799
539,518,21,8450824,"Luke Richardson",D,2,0.798
540,519,21,8467519,"Karlis Skrastins",D,2,0.796
541,520,21,8469470,"Carlo Colaiacovo",D,2,0.794
542,521,21,8468090,"Garnet Exelby",D,2,0.788
588,522,66,8473635,"Denis Tolpeko",R,1,0.786
543,523,20,8470778,"Drew Miller",L,2,0.78
544,524,20,8468001,"Derek MacKenzie",C,2,0.776
493,525,-32,8458544,"Sandis Ozolinsh",D,3,0.767
545,526,19,8468534,"Andreas Lilja",D,2,0.765
546,527,19,8458543,"Jassen Cullimore",D,2,0.762
494,528,-34,8458519,"Aaron Ward",D,3,0.752
547,529,18,8465250,"Andrei Zyuzin",D,2,0.736
425,530,-105,8462114,"Sami Kapanen",R,5,0.729
495,531,-36,8468635,"Travis Moen",L,3,0.721
496,532,-36,8471362,"Mikhail Grabovski",C,3,0.714
548,533,15,8465185,"Willie Mitchell",D,2,0.712
455,534,-79,8471245,"Dave Bolland",C,4,0.711
549,535,14,8459433,"Brendan Witt",D,2,0.71
456,536,-80,8460639,"Andre Roy",R,4,0.699
550,537,13,8471729,"Kris Russell",D,2,0.693
551,538,13,8467352,"Vitaly Vishnevski",D,2,0.688
497,539,-42,8472368,"Chris Conner",R,3,0.683
457,540,-83,8465978,"Shawn Thornton",L,4,0.682
498,541,-43,8460507,"Wayne Primeau",C,3,0.674
499,542,-43,8464994,"Steve Begin",L,3,0.664
552,543,9,8469598,"Kevin Bieksa",D,2,0.659
553,544,9,8467925,"Adam Hall",R,2,0.656
500,545,-45,8468548,"Joel Lundqvist",C,3,0.655
589,546,43,8468121,"Darren Haydar",R,1,0.653
554,547,7,8471187,"Brett Lebda",D,2,0.648
555,548,7,8472394,"Peter Harrold",D,2,0.636
556,549,7,8459493,"Marek Malik",D,2,0.635
590,550,40,8467354,"Dmitri Kalinin",D,1,0.631
501,551,-50,8470578,"Freddy Meyer",D,3,0.622
557,552,5,8459571,"Andreas Karlsson",C,2,0.622
558,553,5,8471346,"Kris Versteeg",L,2,0.613
289,554,-265,8471859,"Sergei Kostitsyn",L,9,0.607
591,555,36,8457384,"Aaron Miller",D,1,0.592
502,556,-54,8460561,"Sheldon Souray",D,3,0.59
592,557,35,8456283,"Adam Foote",D,1,0.586
559,558,1,8473574,"Shawn Matthias",C,2,0.58
593,559,34,8458031,"Chris Simon",L,1,0.571
503,560,-57,8469582,"Colin Stuart",L,3,0.569
560,561,-1,8471352,"Jake Dowell",C,2,0.567
561,562,-1,8472355,"Rod Pelley",C,2,0.564
562,563,-1,8465005,"Colin White",D,2,0.554
563,564,-1,8458595,"Alexei Zhitnik",D,2,0.554
564,565,-1,8471686,"Marc Staal",D,2,0.543
594,566,28,8471282,"Casey Borer",D,1,0.542
595,567,28,8472370,"Jordan Hendry",D,1,0.536
596,568,28,8468568,"Kurt Sauer",D,1,0.531
597,569,28,8462082,"Brad Larsen",L,1,0.528
565,570,-5,8456595,"Sean Hill",D,2,0.525
598,571,27,8462176,"Brent Sopel",D,1,0.521
599,572,27,8473962,"Teddy Purcell",R,1,0.519
600,573,27,8462535,"Jody Shelley",L,1,0.519
601,574,27,8467400,"Francois Beauchemin",D,1,0.519
602,575,27,8473494,"Petteri Wirtanen",C,1,0.517
566,576,-10,8466109,"Mike Johnson",R,2,0.515
603,577,26,8466142,"Eric Brewer",D,1,0.512
604,578,26,8468498,"Brooks Orpik",D,1,0.508
605,579,26,8471778,"Jordan Lavallee-Smotherman",L,1,0.505
606,580,26,8467565,"John Pohl",C,1,0.504
607,581,26,8460626,"Bryce Salvador",D,1,0.502
608,582,26,8467304,"Andy Sutton",D,1,0.498
609,583,26,8468613,"Petteri Nummelin",D,1,0.495
610,584,26,8470674,"Stefan Ruzicka",R,1,0.489
611,585,26,8452371,"Glen Wesley",D,1,0.474
612,586,26,8468501,"Anton Volchenkov",D,1,0.47
613,587,26,8467387,"Joe Dipenta",D,1,0.467
567,588,-21,8465914,"Francis Bouillon",D,2,0.46
504,589,-85,8459122,"Stephane Yelle",C,3,0.455
614,590,24,8455805,"Keith Carney",D,1,0.445
615,591,24,8470744,"Brady Murray",L,1,0.435
568,592,-24,8467332,"Bryan Allen",D,2,0.434
616,593,23,8469472,"Shaone Morrisonn",D,1,0.432
617,594,23,8470615,"Marc-Antoine Pouliot",C,1,0.431
618,595,23,8471371,"Mike Brown",R,1,0.427
619,596,23,8471206,"Junior Lessard",R,1,0.426
620,597,23,8470854,"Tanner Glass",L,1,0.423
621,598,23,8468252,"Eric Godard",R,1,0.423
622,599,23,8466144,"Paul Mara",D,1,0.421
623,600,23,8470310,"Aaron Rome",D,1,0.418
624,601,23,8466343,"Mark Smith",C,1,0.413
625,602,23,8470672,"Ryan O'Byrne",D,1,0.413
569,603,-34,8471684,"Luc Bourdon",D,2,0.412
626,604,22,8470232,"Kris Newbury",C,1,0.405
570,606,-36,8469587,"Tomas Plihal",C,2,0.402
627,605,22,8460580,"Brad Lukowich",D,1,0.402
628,607,21,8468496,"Marcel Hossa",L,1,0.391
629,608,21,8470620,"Jeff Tambellini",L,1,0.39
505,609,-104,8466145,"Nick Boynton",D,3,0.387
630,610,20,8468660,"Darcy Hordichuk",L,1,0.384
631,611,20,8467323,"Mark Mowers",R,1,0.383
632,612,20,8468515,"Brad Winchester",L,1,0.383
633,613,20,8469442,"Duvie Westcott",D,1,0.38
506,615,-109,8470180,"Eric Nystrom",L,3,0.371
571,614,-43,8469477,"Lukas Krajicek",D,2,0.371
634,616,18,8467928,"Doug Janik",D,1,0.368
635,617,18,8467962,"Kyle Wanvig",R,1,0.366
458,618,-160,8470580,"Jed Ortmeyer",R,4,0.362
572,620,-48,8467361,"Blair Betts",C,2,0.36
636,619,17,8469044,"Wade Brookbank",D,1,0.36
637,621,16,8460517,"Rhett Warrener",D,1,0.357
573,623,-50,8466174,"Jeremy Reich",C,2,0.355
638,622,16,8470743,"Lasse Kukkonen",D,1,0.355
639,624,15,8469490,"Tim Jackman",R,1,0.353
640,625,15,8470223,"Yan Stastny",C,1,0.347
641,626,15,8468095,"George Parros",R,1,0.346
574,627,-53,8458527,"Philippe Boucher",D,2,0.345
642,628,14,8471743,"Vladimir Sobotka",L,1,0.344
575,629,-54,8470170,"Ole-Kristian Tollefsen",D,2,0.331
507,631,-124,8467096,"Dan Boyle",D,3,0.327
576,630,-54,8471188,"Andy Wozniewski",D,2,0.327
643,632,11,8459538,"Nolan Pratt",D,1,0.319
644,633,11,8471628,"Rick Rypien",C,1,0.317
645,634,11,8467355,"Andrew Peters",L,1,0.314
577,635,-58,8465041,"Craig MacDonald",C,2,0.311
646,636,10,8467422,"Rob Davison",D,1,0.307
578,637,-59,8468770,"Simon Gamache",L,2,0.306
647,638,9,8467408,"Matt Walker",D,1,0.294
508,639,-131,8457261,"Brad May",L,3,0.277
648,640,8,8458520,"Peter Forsberg",C,1,0.259
649,641,8,8468114,"Douglas Murray",D,1,0.256
509,642,-133,8469460,"Mike Komisarek",D,3,0.255
650,643,7,8467956,"Niclas Havelid",D,1,0.25
651,644,7,8467896,"Steve McCarthy",D,1,0.243
652,645,7,8468123,"Noah Clarke",L,1,0.236
653,646,7,8471680,"Gilbert Brule",C,1,0.233
654,647,7,8456850,"Ken Klee",D,1,0.232
655,648,7,8472262,"Clay Wilson",D,1,0.226
656,649,7,8469684,"Milan Jurcina",D,1,0.216
579,650,-71,8468881,"Jason Jaffray",L,2,0.19
580,651,-71,8470755,"Brad Richardson",R,2,0.179
581,652,-71,8460661,"Shane Hnidy",D,2,0.178
657,653,4,8466232,"Quintin Laing",L,1,0.174
658,654,4,8468778,"Colton Orr",R,1,0.16
659,655,4,8470821,"Joe Jensen",C,1,0.152
582,656,-74,8470877,"David Jones",R,2,0.134
660,657,3,8469555,"Christian Ehrhoff",D,1,0.133
661,658,3,8459443,"Anders Eriksson",D,1,0.098
662,659,3,8473544,"Derick Brassard",C,1,0.098
663,660,3,8471372,"Ben Walter",C,1,0.092
664,661,3,8470318,"Jonathan Ericsson",D,1,0.091
665,662,3,8470611,"Eric Fehr",R,1,0.087
666,663,3,8457403,"Jaroslav Modry",D,1,0.077
667,664,3,8470737,"Brett Sterling",L,1,0.057
668,665,3,8470065,"Ryan Craig",C,1,0.038
669,666,3,8460502,"Wade Belak",R,1,0.034
670,667,3,8467428,"Krys Barch",R,1,0.027
671,668,3,8470295,"Connor James",L,1,0.026
672,669,3,8467889,"David Tanabe",D,1,0.023
673,670,3,8458954,"Jason Smith",D,1,0.004
583,671,-88,8458637,"Sean O'Donnell",D,2,0
674,672,2,8467909,"Alexei Semenov",D,1,0
675,673,2,8468506,"Brian Sutherby",C,1,0
676,674,2,8468786,"Riley Cote",L,1,0
677,675,2,8466182,"Henrik Tallinder",D,1,0
678,676,2,8471696,"Matt Lashoff",D,1,-0.016
679,677,2,8470383,"Chris Minard",L,1,-0.019
584,678,-94,8468513,"Nick Schultz",D,2,-0.047
680,679,1,8452285,"Wes Walz",C,1,-0.379
376,680,-304,8473412,"Bryan Little",C,6,-0.613
