Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
76,40,36,8473526,"Peter Mueller",C,22,9.004
49,41,8,8464979,"Marco Sturm",L,26,8.949
64,42,22,8470599,"Milan Michalek",L,24,8.808
35,43,-8,8460465,"Petr Sykora",R,28,8.8
42,44,-2,8466148,"Marian Hossa",R,27,8.537
32,45,-13,8470621,"Corey Perry",R,29,8.53
77,46,31,8471266,"David Booth",L,22,8.528
28,47,-19,8470610,"Zach Parise",L,30,8.417
43,48,-5,8467943,"Niklas Hagman",L,27,8.372
44,49,-5,8462038,"Shane Doan",R,27,8.343
12,50,-38,8470595,"Eric Staal",C,37,8.335
57,51,6,8458530,"Markus Naslund",L,25,8.247
69,52,17,8467357,"Jonathan Cheechoo",R,23,8.183
58,53,5,8471228,"Alexander Radulov",R,25,8.153
59,54,5,8458537,"Ray Whitney",L,25,8.001
26,55,-29,8466160,"Brenden Morrow",L,31,7.93
122,56,66,8459426,"Paul Kariya",L,16,7.919
50,57,-7,8471309,"Johan Franzen",R,26,7.861
78,58,20,8469467,"Chuck Kobasew",R,22,7.86
91,59,32,8449645,"Mike Modano",C,20,7.83
19,60,-41,8459492,"Vinny Prospal",L,32,7.782
92,61,31,8460743,"Tomas Holmstrom",L,20,7.668
79,62,17,8462077,"Jochen Hecht",C,22,7.558
85,63,22,8467407,"Brian Gionta",R,21,7.478
60,64,-4,8466378,"Martin St. Louis",R,25,7.339
61,65,-4,8467353,"Nik Antropov",C,25,7.131
36,66,-30,8459429,"Jason Arnott",C,28,7.13
152,67,85,8450978,"Jeremy Roenick",C,14,7.07
171,68,103,8465050,"Eric Belanger",C,13,7.067
100,69,31,8459596,"Andrew Brunette",L,19,7.015
93,70,23,8467964,"Mike Comrie",C,20,7.013
86,71,15,8469639,"Brooks Laich",C,21,7.003
70,72,-2,8471669,"Paul Stastny",C,23,6.976
65,73,-8,8471675,"Sidney Crosby",C,24,6.953
87,74,13,8467423,"Shawn Horcoff",C,21,6.939
101,75,26,8470794,"Joe Pavelski",C,19,6.86
114,76,38,8465009,"Zdeno Chara",D,17,6.85
137,77,60,8470151,"Jay Bouwmeester",D,15,6.792
33,78,-45,8458590,"Mike Knuble",R,29,6.769
71,79,-8,8473604,"Jonathan Toews",C,23,6.748
20,80,-60,8470606,"Dustin Brown",R,32,6.747
80,81,-1,8470649,"Patrick O'Sullivan",C,22,6.745
72,82,-10,8468500,"Alex Frolov",L,23,6.728
62,83,-21,8466181,"Kristian Huselius",L,25,6.715
94,84,10,8469466,"Ales Hemsky",R,20,6.707
81,85,-4,8471208,"Dustin Penner",R,22,6.66
51,86,-35,8470603,"Andrei Kostitsyn",L,26,6.615
95,87,8,8467389,"Brad Richards",C,20,6.561
123,88,35,8459534,"Miroslav Satan",R,16,6.534
82,89,-7,8456464,"Bill Guerin",R,22,6.518
138,90,48,8447958,"Bobby Holik",C,15,6.515
83,91,-8,8468064,"Martin Erat",R,22,6.494
109,92,17,8467338,"Alex Tanguay",L,18,6.477
102,93,9,8466371,"John Madden",C,19,6.467
103,94,9,8466149,"Daniel Cleary",R,19,6.321
96,95,1,8470207,"Joffrey Lupul",L,20,6.318
52,96,-44,8468085,"Radim Vrbata",R,26,6.228
110,97,13,8467412,"Alexei Ponikarovsky",L,18,6.138
84,98,-14,8467370,"Mike Fisher",C,22,6.096
139,99,40,8459648,"Pavol Demitra",R,15,6.075
140,100,40,8468224,"Sean Avery",L,15,6.032
124,101,23,8465026,"Mark Parrish",R,16,6.024
66,102,-36,8470612,"Ryan Getzlaf",C,24,6.017
111,103,8,8468434,"Andy McDonald",L,18,5.992
172,104,68,8464977,"Dainius Zubrus",L,13,5.957
53,105,-52,8467371,"Mike Ribeiro",C,26,5.937
21,106,-85,8469485,"Derek Roy",C,32,5.936
125,107,18,8467416,"Josef Vasicek",C,16,5.871
126,108,18,8459428,"Viktor Kozlov",C,16,5.848
88,109,-21,8470543,"Chris Kunitz",L,21,5.836
89,110,-21,8451302,"Brendan Shanahan",R,21,5.816
45,111,-66,8458229,"Keith Tkachuk",L,27,5.805
97,112,-15,8470616,"Ryan Kesler",C,20,5.79
153,113,40,8471185,"Curtis Glencross",L,14,5.75
98,114,-16,8467831,"Jeff Halpern",C,20,5.65
104,115,-11,8469500,"Mike Cammalleri",L,19,5.593
105,116,-11,8473548,"Phil Kessel",R,19,5.495
141,117,24,8467844,"Jason Blake",L,15,5.481
200,118,82,8462081,"Jan Hlavac",L,12,5.462
142,119,23,8471670,"Guillaume Latendresse",L,15,5.452
143,120,23,8470257,"Alexander Steen",L,15,5.37
127,121,6,8470162,"Matt Stajan",C,16,5.335
201,122,79,8468789,"Jason Williams",C,12,5.309
154,123,31,8460105,"Radek Bonk",C,14,5.278
261,124,137,8470920,"David Clarkson",R,9,5.276
115,125,-10,8468604,"Michel Ouellet",R,17,5.241
106,126,-20,8470230,"Daniel Paille",L,19,5.219
155,127,28,8471217,"Andrew Ladd",L,14,5.217
173,128,45,8451101,"Joe Sakic",C,13,5.169
144,129,15,8471699,"Andrew Cogliano",C,15,5.157
174,130,44,8473563,"Nicklas Backstrom",C,13,5.142
156,131,25,8450725,"Mark Recchi",R,14,5.102
145,132,13,8460735,"Richard Zednik",R,15,5.101
157,133,24,8470741,"Nigel Dawes",L,14,5.1
73,134,-61,8468486,"Scott Hartnell",L,23,5.098
175,135,40,8469474,"Colby Armstrong",R,13,5.084
240,136,104,8470639,"Dan Fritsche",C,10,5.039
176,137,39,8462209,"P.J. Axelsson",L,13,5.033
177,138,39,8469457,"Stephen Weiss",C,13,4.989
146,139,7,8471242,"Mike Green",D,15,4.968
112,140,-28,8466139,"Patrick Marleau",L,18,4.963
128,141,-13,8467351,"Scott Gomez",C,16,4.957
113,142,-29,8445735,"Rod Brind'Amour",C,18,4.954
178,143,35,8470201,"Jiri Hudler",C,13,4.951
158,144,14,8471220,"Rostislav Olesz",L,14,4.94
90,145,-55,8456966,"Robert Lang",C,21,4.915
107,146,-39,8470047,"Valtteri Filppula",C,19,4.913
179,147,32,8465170,"Fernando Pisani",R,13,4.901
99,148,-49,8474141,"Patrick Kane",R,20,4.805
159,149,10,8471233,"Travis Zajac",C,14,4.804
116,150,-34,8458532,"Glen Murray",R,17,4.792
147,151,-4,8459442,"Saku Koivu",C,15,4.775
160,152,8,8470803,"Kyle Brodziak",C,14,4.76
180,153,27,8465058,"Michal Rozsival",D,13,4.746
202,154,48,8470309,"Ryan Whitney",D,12,4.73
203,155,48,8470171,"Maxime Talbot",C,12,4.719
204,156,48,8470358,"Alexandre Burrows",R,12,4.705
181,157,24,8470655,"David Backes",C,13,4.686
117,158,-41,8470602,"Dion Phaneuf",D,17,4.64
182,159,23,8464989,"Matt Cullen",C,13,4.639
183,160,23,8460496,"Ryan Smyth",L,13,4.623
184,161,23,8469469,"R.J. Umberger",C,13,4.616
185,162,23,8470104,"Tom Gilbert",D,13,4.614
205,163,42,8470281,"Duncan Keith",D,12,4.57
186,164,22,8468695,"Matthew Lombardi",C,13,4.561
129,165,-36,8468432,"Steve Reinprecht",C,16,4.56
118,166,-48,8460542,"Patrik Elias",C,17,4.537
74,167,-93,8458943,"Cory Stillman",L,23,4.524
219,168,51,8469459,"Mikko Koivu",C,11,4.519
220,169,51,8469759,"Vernon Fiddler",C,11,4.516
187,170,17,8466251,"Jason Chimera",L,13,4.513
221,171,50,8460541,"Richard Park",R,11,4.478
161,172,-11,8468526,"Jarret Stoll",C,14,4.449
130,173,-43,8469638,"Jussi Jokinen",L,16,4.44
162,174,-12,8465968,"Brett McLean",C,14,4.421
131,175,-44,8471226,"Drew Stafford",R,16,4.39
67,176,-109,8468535,"Antoine Vermette",C,24,4.29
132,177,-45,8467881,"Taylor Pyatt",L,16,4.255
119,178,-59,8459574,"Darcy Tucker",R,17,4.234
206,179,27,8455521,"Stu Barnes",C,12,4.213
188,180,8,8474040,"Sam Gagner",C,13,4.195
133,181,-48,8449895,"Owen Nolan",R,16,4.188
120,182,-62,8471234,"Wojtek Wolski",L,17,4.175
121,183,-62,8456887,"Vyacheslav Kozlov",L,17,4.156
134,184,-50,8468172,"Ruslan Fedotenko",L,16,4.103
290,185,105,8464966,"Derek Morris",D,8,4.097
262,186,76,8471236,"Andrej Meszaros",D,9,4.035
263,187,76,8468700,"Paul Gaustad",C,9,4.035
241,188,53,8459687,"Scott Nichol",C,10,4.032
148,189,-41,8462118,"Marc Savard",C,15,4.024
163,190,-27,8467876,"Henrik Sedin",C,14,4.01
189,191,-2,8469770,"Dennis Wideman",D,13,3.978
108,192,-84,8470834,"Dustin Byfuglien",R,19,3.952
149,193,-44,8467330,"David Legwand",C,15,3.95
242,194,48,8471338,"Torrey Mitchell",C,10,3.95
164,195,-31,8459444,"Todd Bertuzzi",R,14,3.944
150,196,-46,8459024,"Jere Lehtinen",R,15,3.932
190,197,-7,8451359,"Mike Sillinger",C,13,3.931
243,198,45,8470085,"Paul Ranger",D,10,3.856
207,199,8,8455919,"Craig Conroy",C,12,3.848
165,200,-35,8470613,"Brent Burns",D,14,3.834
75,201,-126,8467502,"Ales Kotalik",R,23,3.82
191,202,-11,8466035,"Sergei Samsonov",L,13,3.81
222,203,19,8458951,"Sergei Gonchar",D,11,3.791
151,204,-53,8468704,"Antti Miettinen",R,15,3.773
264,205,59,8466304,"Ladislav Nagy",L,9,3.748
208,206,2,8466393,"Pascal Dupuis",R,12,3.745
192,207,-15,8470740,"Lee Stempniak",R,13,3.743
135,208,-73,8470609,"Steve Bernier",R,16,3.724
223,209,14,8458573,"Michael Nylander",C,11,3.721
265,210,55,8460503,"Mattias Ohlund",D,9,3.718
209,211,-2,8467463,"Mikael Samuelsson",R,12,3.713
244,212,32,8459425,"Chris Gratton",C,10,3.71
266,213,53,8470607,"Brent Seabrook",D,9,3.704
224,214,10,8451224,"Mathieu Schneider",D,11,3.635
267,215,52,8470039,"Tomas Fleischmann",L,9,3.599
225,216,9,8446788,"Sergei Fedorov",C,11,3.596
226,217,9,8469547,"Jordin Tootoo",R,11,3.585
245,218,27,8458361,"Doug Weight",C,10,3.555
246,219,27,8466202,"Maxim Afinogenov",R,10,3.546
210,220,-10,8460492,"Ed Jovanovski",D,12,3.538
268,221,47,8465189,"Trevor Letowski",R,9,3.529
247,222,25,8467516,"Niko Kapanen",C,10,3.516
211,223,-12,8457981,"Teemu Selanne",R,12,3.509
166,224,-58,8470105,"Scottie Upshall",L,14,3.499
212,225,-13,8469464,"Fredrik Sjostrom",L,12,3.494
213,226,-13,8466392,"Todd White",C,12,3.47
227,227,0,8470299,"Erik Christensen",C,11,3.466
167,228,-61,8471273,"Brandon Dubinsky",C,14,3.452
214,229,-15,8473533,"Jordan Staal",C,12,3.45
193,230,-37,8470666,"Daniel Carcillo",L,13,3.448
194,231,-37,8467856,"Brian Rafalski",D,13,3.435
168,232,-64,8467545,"Michael Ryder",R,14,3.425
228,233,-5,8471682,"Devin Setoguchi",R,11,3.409
169,234,-65,8470626,"Loui Eriksson",R,14,3.404
229,235,-6,8469542,"Stephane Veilleux",L,11,3.398
230,236,-6,8471476,"Daniel Winnik",C,11,3.381
269,237,32,8459587,"Todd Marchant",C,9,3.366
291,238,53,8470631,"Kamil Kreps",C,8,3.339
231,239,-8,8467466,"Trent Hunter",R,11,3.335
248,240,8,8459053,"Adrian Aucoin",D,10,3.299
292,241,51,8468517,"Andy Hilbert",L,8,3.295
195,242,-47,8468309,"Mark Streit",D,13,3.263
232,243,-11,8467334,"Manny Malhotra",C,11,3.26
270,244,26,8467439,"Jaroslav Spacek",D,9,3.24
249,245,4,8471958,"Dan Girardi",D,10,3.224
196,246,-50,8470153,"Pierre-Marc Bouchard",C,13,3.214
250,247,3,8471311,"Tyler Kennedy",R,10,3.208
170,248,-78,8458955,"Martin Straka",C,14,3.186
293,249,44,8471303,"Alexander Edler",D,8,3.179
233,250,-17,8459424,"Chris Pronger",D,11,3.148
294,251,43,8471260,"Blake Comeau",L,8,3.147
197,252,-55,8474102,"David Perron",L,13,3.119
251,253,-2,8473482,"Jiri Tlusty",L,10,3.115
271,254,17,8459461,"Brendan Morrison",C,9,3.109
320,255,65,8468520,"Kurtis Foster",D,7,3.106
252,256,-4,8471504,"Rene Bourque",R,10,3.079
295,257,38,8471339,"Ryan Callahan",R,8,3.079
234,258,-24,8464967,"Marty Reasoner",C,11,3.053
347,259,88,8467493,"Chris Neil",R,6,3.019
235,260,-25,8466300,"Ben Guite",R,11,3.018
136,261,-125,8467496,"Andrei Markov",D,16,3.006
272,262,10,8462196,"Stephane Robidas",D,9,3.003
273,263,10,8465210,"Pavel Kubina",D,9,2.996
215,264,-49,8459547,"Scott Walker",R,12,2.988
296,265,31,8469575,"Christoph Schubert",D,8,2.937
274,266,8,8468508,"Justin Williams",R,9,2.929
348,267,81,8462033,"Wade Redden",D,6,2.921
253,268,-15,8470608,"Robert Nilsson",C,10,2.919
254,269,-15,8466110,"Randy Robitaille",C,10,2.91
275,270,5,8465951,"Matt Cooke",L,9,2.896
276,271,5,8471664,"Mason Raymond",L,9,2.895
236,272,-36,8467967,"Chris Kelly",C,11,2.887
321,273,48,8471310,"Dustin Boyd",C,7,2.886
255,274,-19,8457063,"Nicklas Lidstrom",D,10,2.877
297,275,22,8468113,"Jeff Finger",D,8,2.867
298,276,22,8473473,"Milan Lucic",L,8,2.836
299,277,22,8469581,"Kyle Wellwood",C,8,2.821
256,278,-22,8467483,"Tyler Arnason",C,10,2.816
300,279,21,8462041,"Radek Dvorak",R,8,2.804
349,280,69,8468484,"Rostislav Klesla",D,6,2.752
322,281,41,8466260,"Kyle Calder",L,7,2.751
216,282,-66,8466399,"Eric Perrin",C,12,2.744
377,283,94,8469623,"Marek Zidlicky",D,5,2.737
257,284,-27,8462035,"Chad Kilger",L,10,2.734
258,285,-27,8470176,"Sean Bergenheim",L,10,2.683
301,286,15,8458976,"Michael Peca",C,8,2.676
277,287,-10,8470601,"Braydon Coburn",D,9,2.658
217,288,-71,8459514,"Jamal Mayers",R,12,2.649
302,289,13,8470289,"Jim Slater",C,8,2.633
278,290,-12,8469508,"Jay McClement",C,9,2.631
303,291,12,8469475,"Jiri Novotny",C,8,2.603
304,292,12,8468927,"Steve Montador",D,8,2.602
218,293,-75,8459454,"Jay Pandolfo",L,12,2.597
237,294,-57,8469812,"Chad LaRose",R,11,2.58
323,295,28,8462129,"Michal Handzus",C,7,2.549
378,296,82,8462032,"Bryan Berard",D,5,2.548
350,297,53,8471703,"Steve Downie",R,6,2.518
379,298,81,8470852,"Matt Moulson",L,5,2.5
324,299,25,8469672,"Aaron Voros",L,7,2.496
351,300,51,8470054,"Keith Ballard",D,6,2.495
380,301,79,8459004,"Craig Rivet",D,5,2.489
352,302,50,8469685,"Andrew Murray",C,6,2.477
325,303,22,8458554,"Jozef Stumpel",L,7,2.46
305,304,1,8470137,"Joni Pitkanen",D,8,2.455
306,305,1,8468493,"Ron Hainsey",D,8,2.449
326,306,20,8459455,"David Vyborny",R,7,2.437
327,307,20,8470222,"James Wisniewski",D,7,2.432
328,308,20,8471691,"Martin Hanzal",C,7,2.427
329,309,20,8470600,"Ryan Suter",D,7,2.417
307,310,-3,8458517,"Scott Niedermayer",D,8,2.406
381,311,70,8468427,"Brian Pothier",D,5,2.405
353,312,41,8471753,"T.J. Hensick",C,6,2.395
354,313,41,8471724,"Kris Letang",D,6,2.387
355,314,41,8466266,"Mike York",L,6,2.387
308,315,-7,8465202,"Sami Salo",D,8,2.374
279,316,-37,8469765,"Marc-Andre Bergeron",D,9,2.366
259,317,-58,8467899,"Martin Havlat",L,10,2.363
238,318,-80,8462823,"Glen Metropolit",C,11,2.344
356,319,37,8468639,"John-Michael Liles",D,6,2.308
382,320,62,8456100,"Jim Dowd",C,5,2.306
383,321,62,8469501,"Chris Thorburn",R,5,2.304
384,322,62,8469492,"Fedor Tyutin",D,5,2.294
309,323,-14,8458069,"Bryan Smolinski",C,8,2.277
310,324,-14,8466147,"Jason Ward",R,8,2.274
198,325,-127,8459457,"Jamie Langenbrunner",R,13,2.266
357,326,31,8467331,"Brad Stuart",D,6,2.244
330,327,3,8471702,"Matt Niskanen",D,7,2.214
331,328,3,8468509,"Niklas Kronwall",D,7,2.209
332,329,3,8469584,"Joel Perrault",C,7,2.209
385,330,55,8470273,"Ian White",D,5,2.188
239,331,-92,8468505,"Steve Ott",C,11,2.163
333,332,1,8468162,"Jerred Smithson",C,7,2.153
199,333,-134,8466215,"Joe Corvo",D,13,2.146
280,334,-54,8446485,"Kris Draper",C,9,2.144
281,335,-54,8458536,"Dean McAmmond",C,9,2.137
334,336,-2,8458541,"Steve Staios",D,7,2.111
426,337,89,8471657,"Cody McLeod",L,4,2.098
386,338,48,8471676,"Bobby Ryan",R,5,2.088
358,339,19,8467393,"Jarkko Ruutu",L,6,2.078
387,340,47,8467344,"Robyn Regehr",D,5,2.077
282,341,-59,8459640,"Michael Grier",R,9,2.069
427,342,85,8467905,"Michael Ryan",C,4,2.058
260,343,-83,8469462,"Tuomo Ruutu",L,10,2.03
311,344,-33,8473979,"Jaroslav Hlinka",C,8,2.015
335,345,-10,8465200,"Tomas Kaberle",D,7,2.009
336,346,-10,8470072,"Petr Prucha",R,7,2.005
312,347,-35,8459427,"Rob Niedermayer",C,8,1.99
337,348,-11,8465059,"Matt Bradley",R,7,1.981
283,349,-66,8462093,"Peter Schaefer",L,9,1.969
359,350,9,8469120,"Raitis Ivanans",L,6,1.965
428,351,77,8466309,"Mike Mottau",D,4,1.96
338,352,-14,8464960,"Boyd Devereaux",C,7,1.958
459,353,106,8469760,"Zbynek Michalek",D,3,1.952
388,354,34,8471634,"Ryan Shannon",R,5,1.943
339,355,-16,8467966,"Branko Radivojevic",R,7,1.942
389,356,33,8469473,"Marcel Goc",C,5,1.926
313,357,-44,8459670,"Kimmo Timonen",D,8,1.925
360,358,2,8465025,"Arron Asham",R,6,1.901
390,359,31,8465192,"Samuel Pahlsson",C,5,1.897
361,360,1,8458524,"Martin Lapointe",R,6,1.89
362,361,1,8473422,"Nick Foligno",L,6,1.885
460,362,98,8460757,"Dick Tarnstrom",D,3,1.876
340,363,-23,8467878,"Tim Connolly",C,7,1.873
429,364,65,8458494,"Sergei Zubov",D,4,1.87
391,365,26,8468542,"Paul Martin",D,5,1.869
314,366,-52,8470321,"Patrick Rissmiller",L,8,1.827
392,367,25,8464956,"Chris Phillips",D,5,1.82
393,368,25,8471240,"Jeff Schultz",D,5,1.815
341,369,-28,8471229,"Petteri Nokelainen",C,7,1.811
430,370,60,8460720,"Eric Boulton",L,4,1.804
431,371,60,8459094,"Ian Laperriere",R,4,1.784
284,373,-89,8470373,"Jeff Hamilton",C,9,1.776
363,372,-9,8469665,"Johnny Oduya",D,6,1.776
432,374,58,8465113,"Brian Willsie",R,4,1.763
342,375,-33,8470667,"Clarke MacArthur",L,7,1.762
433,376,57,8471514,"Rich Peverley",C,4,1.76
315,377,-62,8470575,"Tom Preissing",D,8,1.732
285,378,-93,8460540,"Mathieu Dandenault",R,9,1.706
364,379,-15,8464962,"Ruslan Salei",D,6,1.7
316,380,-64,8448825,"Trevor Linden",C,8,1.693
343,381,-38,8470654,"Maxim Lapierre",C,7,1.69
510,382,128,8467937,"Michael Zigomanis",C,2,1.67
317,383,-66,8468598,"Lubomir Visnovsky",D,8,1.66
394,384,10,8467917,"Jordan Leopold",D,5,1.645
511,385,126,8466158,"Scott Hannan",D,2,1.645
395,386,9,8459479,"Ville Peltonen",L,5,1.641
396,387,9,8473446,"Erik Johnson",D,5,1.638
318,388,-70,8459064,"Derek Armstrong",C,8,1.633
397,389,8,8460567,"Chris Clark",R,5,1.628
434,390,44,8460254,"Greg De Vries",D,4,1.621
512,391,121,8470809,"Jeremy Williams",R,2,1.609
398,392,6,8458938,"Roman Hamrlik",D,5,1.604
344,393,-49,8470159,"Boyd Gordon",C,7,1.596
435,394,41,8470063,"Adam Burish",R,4,1.596
399,395,4,8451972,"Scott Thornton",L,5,1.575
400,396,4,8460504,"Ethan Moreau",L,5,1.572
365,397,-32,8459001,"Kirk Maltby",L,6,1.571
401,398,3,8470110,"Trevor Daley",D,5,1.571
402,399,3,8471766,"Jared Boll",R,5,1.566
403,400,3,8468485,"Raffi Torres",L,5,1.564
404,401,3,8469779,"Keith Aucoin",C,5,1.554
405,402,3,8460534,"Curtis Brown",C,5,1.553
436,403,33,8467969,"Mathias Tjarnqvist",L,4,1.549
406,404,2,8468510,"Jeff Taffe",L,5,1.535
407,405,2,8470622,"Patrick Eaves",R,5,1.52
366,406,-40,8468523,"Matt Pettinger",L,6,1.516
367,407,-40,8467880,"Kris Beech",C,6,1.5
461,408,53,8470294,"DJ King",L,3,1.499
368,409,-41,8467346,"Simon Gagne",L,6,1.495
437,410,27,8473646,"Ryan Carter",C,4,1.493
513,411,102,8468577,"Niclas Wallin",D,2,1.486
408,412,-4,8460527,"Ryan Johnson",C,5,1.477
286,413,-127,8447091,"Martin Gelinas",L,9,1.458
438,414,24,8470329,"Chris Campoli",D,4,1.457
287,415,-128,8458561,"Yanic Perreault",C,9,1.454
409,416,-7,8469483,"David Steckel",C,5,1.452
410,417,-7,8470905,"Randy Jones",D,5,1.452
369,418,-49,8471216,"Cam Barker",D,6,1.45
370,419,-49,8462225,"Filip Kuba",D,6,1.442
371,421,-50,8460556,"Freddy Modin",L,6,1.442
411,420,-9,8470828,"Toby Enstrom",D,5,1.442
585,422,163,8466333,"Andrew Ference",D,1,1.393
412,423,-11,8471276,"David Krejci",C,5,1.392
439,424,15,8467335,"Mark Bell",C,4,1.38
413,425,-12,8471735,"Keith Yandle",D,5,1.375
414,426,-12,8470642,"Shea Weber",D,5,1.374
372,427,-55,8462094,"Brad Isbister",L,6,1.369
462,428,34,8467348,"Christian Backman",D,3,1.368
373,429,-56,8458978,"Sergei Brylin",L,6,1.364
319,430,-111,8466285,"Brian Campbell",D,8,1.356
514,431,83,8469509,"Nathan Paetsch",D,2,1.354
415,432,-17,8459450,"Shean Donovan",R,5,1.345
345,433,-88,8466398,"Tom Kostopoulos",R,7,1.342
440,434,6,8470165,"Matt Foy",R,4,1.342
586,435,151,8458172,"Darryl Sydor",D,1,1.341
441,436,5,8469465,"Dan Hamhuis",D,4,1.34
463,437,26,8469476,"Tim Gleason",D,3,1.324
464,438,26,8471873,"Anton Stralman",D,3,1.324
442,439,3,8470614,"Mark Stuart",D,4,1.281
443,440,3,8470839,"Shane O'Brien",D,4,1.279
416,441,-25,8465175,"Dan Hinote",R,5,1.255
417,442,-25,8458534,"Martin Rucinsky",L,5,1.251
418,443,-25,8468575,"Dominic Moore",C,5,1.246
444,444,0,8466353,"Karel Rachunek",D,4,1.246
465,445,20,8470638,"Patrice Bergeron",C,3,1.233
466,446,20,8471681,"Jack Skille",R,3,1.228
374,447,-73,8466292,"Todd Fedoruk",L,6,1.221
467,448,19,8470152,"Joakim Lindstrom",C,3,1.22
468,449,19,8468647,"Craig Weller",R,3,1.219
445,450,-5,8469664,"David Moss",R,4,1.202
446,451,-5,8471231,"Kyle Chipchura",C,4,1.201
469,452,17,8446053,"Chris Chelios",D,3,1.195
375,453,-78,8470876,"Nick Tarnasky",L,6,1.19
470,454,16,8467336,"Mike Rupp",L,3,1.185
471,455,16,8470268,"Denis Grebeshkov",D,3,1.184
346,456,-110,8468463,"Mathieu Darche",L,7,1.181
288,457,-169,8445550,"Rob Blake",D,9,1.173
447,458,-11,8467478,"Kent Huskins",D,4,1.165
472,459,13,8470687,"Zack Stortini",R,3,1.161
473,460,13,8465042,"Toni Lydman",D,3,1.147
448,461,-13,8470619,"Brian Boyle",C,4,1.138
515,462,53,8458984,"Mattias Norstrom",D,2,1.092
474,463,11,8469795,"Kevin Dallman",D,3,1.088
475,464,11,8470678,"Alexandre Picard",D,3,1.086
419,465,-46,8466216,"Adam Mair",C,5,1.069
516,466,50,8464981,"Cory Sarich",D,2,1.063
420,467,-47,8459246,"Donald Brashear",L,5,1.059
449,468,-19,8473385,"Ville Koistinen",D,4,1.054
476,469,7,8471677,"Jack Johnson",D,3,1.052
517,470,47,8473924,"Cory Murphy",D,2,1.05
421,471,-50,8468518,"Tomas Kopecky",R,5,1.048
477,472,5,8467915,"Mike Commodore",D,3,1.036
518,473,45,8469480,"Jeff Woywitka",D,2,1.023
519,474,45,8467883,"Branislav Mezei",D,2,1.022
478,475,3,8462197,"Byron Ritchie",C,3,1.002
479,476,3,8469666,"Brandon Bochenski",R,3,0.993
480,477,3,8445739,"Patrice Brisebois",D,3,0.991
520,478,42,8471678,"Benoit Pouliot",L,2,0.974
481,479,2,8465253,"Marcus Nilson",L,3,0.973
482,480,2,8468560,"Ryan Bayda",L,3,0.968
450,481,-31,8462060,"Georges Laraque",R,4,0.95
483,482,1,8468213,"Jim Vandermeer",D,3,0.946
484,483,1,8469997,"Mark Hartigan",C,3,0.934
485,484,1,8462040,"Kyle McLaren",D,3,0.932
521,485,36,8456547,"Bret Hedican",D,2,0.932
522,486,36,8471760,"Cody Bass",C,2,0.926
523,487,36,8470564,"Joseph Motzko",R,2,0.923
486,488,-2,8456106,"Dallas Drake",R,3,0.918
524,489,35,8470375,"Patrick Thoresen",L,2,0.916
525,490,35,8465012,"Tom Poti",D,2,0.912
422,491,-69,8465122,"Brett Clark",D,5,0.91
526,492,34,8467890,"Barret Jackman",D,2,0.903
527,493,34,8470640,"Matthew Carle",D,2,0.902
528,494,34,8469591,"Cody McCormick",C,2,0.9
