Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Points,Points_w
494,493,1,8471678,"Benoit Pouliot",L,7,2.01
475,494,-19,8470063,"Adam Burish",R,8,1.995
495,495,0,8467580,"Mark Eaton",D,7,1.987
496,496,0,8467350,"Mike Van Ryn",D,7,1.984
452,497,-45,8470614,"Mark Stuart",D,9,1.972
453,498,-45,8469547,"Jordin Tootoo",R,9,1.969
537,499,38,8470778,"Drew Miller",L,5,1.938
559,500,59,8467400,"Francois Beauchemin",D,4,1.921
398,501,-103,8446485,"Kris Draper",C,12,1.871
416,502,-86,8459574,"Darcy Tucker",R,11,1.852
538,503,35,8460555,"Jason Strudwick",D,5,1.83
516,504,12,8467428,"Krys Barch",R,6,1.804
560,505,55,8468881,"Jason Jaffray",L,4,1.803
539,506,33,8474121,"Colton Gillies",C,5,1.798
497,508,-11,8459064,"Derek Armstrong",C,7,1.787
561,507,54,8471235,"Lukas Kaspar",L,4,1.787
476,509,-33,8462033,"Wade Redden",D,8,1.784
540,510,30,8471887,"Patric Hornqvist",R,5,1.764
477,511,-34,8459687,"Scott Nichol",C,8,1.752
498,512,-14,8474551,"Ville Leino",L,7,1.747
417,513,-96,8470662,"Colin Fraser",C,11,1.746
499,514,-15,8471220,"Rostislav Olesz",L,7,1.722
454,516,-62,8474568,"Luke Schenn",D,9,1.719
478,515,-37,8473932,"Darroll Powe",C,8,1.719
582,517,65,8468427,"Brian Pothier",D,3,1.716
562,518,44,8467478,"Kent Huskins",D,4,1.71
479,519,-40,8472394,"Peter Harrold",D,8,1.691
517,520,-3,8470085,"Paul Ranger",D,6,1.686
541,521,20,8447958,"Bobby Holik",C,5,1.653
518,522,-4,8471388,"Patrick Kaleta",R,6,1.652
542,523,19,8473465,"Jamie McGinn",L,5,1.643
500,524,-24,8468560,"Ryan Bayda",L,7,1.639
519,525,-6,8451101,"Joe Sakic",C,6,1.637
520,526,-6,8465914,"Francis Bouillon",D,6,1.621
480,527,-47,8470018,"Matt Ellis",L,8,1.619
521,528,-7,8458543,"Jassen Cullimore",D,6,1.607
455,529,-74,8469587,"Tomas Plihal",C,9,1.606
543,530,13,8471683,"Brian Lee",D,5,1.599
501,531,-30,8470699,"Jan Hejda",D,7,1.595
502,532,-30,8459441,"Landon Wilson",R,7,1.573
503,533,-30,8460720,"Eric Boulton",L,7,1.542
522,534,-12,8460626,"Bryce Salvador",D,6,1.496
563,535,28,8471811,"Cal O'Reilly",C,4,1.464
544,536,8,8469575,"Christoph Schubert",D,5,1.448
545,537,8,8450900,"Gary Roberts",L,5,1.426
504,538,-34,8467331,"Brad Stuart",D,7,1.417
564,539,25,8474091,"Brandon Sutter",C,4,1.41
523,540,-17,8460527,"Ryan Johnson",C,6,1.39
505,541,-36,8467408,"Matt Walker",D,7,1.386
546,542,4,8469626,"Andrew Alberts",D,5,1.383
524,543,-19,8469460,"Mike Komisarek",D,6,1.365
583,544,39,8459246,"Donald Brashear",L,3,1.36
547,545,2,8467304,"Andy Sutton",D,5,1.335
565,546,19,8468499,"Krys Kolanos",C,4,1.331
566,547,19,8466142,"Eric Brewer",D,4,1.327
567,548,19,8467452,"Rob Scuderi",D,4,1.318
548,549,-1,8469509,"Nathan Paetsch",D,5,1.314
525,550,-25,8471331,"Kevin Porter",C,6,1.307
568,551,17,8471873,"Anton Stralman",D,4,1.295
526,552,-26,8465166,"Craig Adams",R,6,1.273
527,553,-26,8473646,"Ryan Carter",C,6,1.271
584,554,30,8472361,"Bill Thomas",R,3,1.252
585,555,30,8468568,"Kurt Sauer",D,3,1.247
506,556,-50,8468101,"Radek Martinek",D,7,1.246
549,557,-8,8468498,"Brooks Orpik",D,5,1.235
586,558,28,8471476,"Daniel Winnik",C,3,1.235
550,559,-9,8473973,"Antti Pihlstrom",L,5,1.218
551,560,-9,8465005,"Colin White",D,5,1.217
552,561,-9,8458519,"Aaron Ward",D,5,1.184
528,562,-34,8471269,"Nicklas Grossmann",D,6,1.167
569,563,6,8470876,"Nick Tarnasky",L,4,1.157
507,564,-57,8473898,"Paul Szczechura",C,7,1.144
529,565,-36,8470700,"Byron Bitz",R,6,1.139
530,566,-36,8467354,"Dmitri Kalinin",D,6,1.125
553,567,-14,8473432,"Derek Dorsett",R,5,1.117
587,568,19,8470775,"Nate Thompson",C,3,1.09
588,569,19,8468548,"Joel Lundqvist",C,3,1.067
570,570,0,8474519,"Jack Hillen",D,4,1.062
589,571,18,8470123,"Cam Janssen",R,3,1.061
571,572,-1,8457261,"Brad May",L,4,1.048
572,573,-1,8469534,"Aaron Johnson",D,4,1.035
610,574,36,8473514,"Jesse Joensuu",L,2,1.027
590,575,15,8471290,"Peter Olvecky",L,3,1.022
591,576,15,8467348,"Christian Backman",D,3,1.005
573,577,-4,8473568,"Andreas Nodl",R,4,0.997
574,578,-4,8471385,"Adam Pardy",D,4,0.987
592,579,13,8470065,"Ryan Craig",C,3,0.985
593,580,13,8473991,"Karl Alzner",D,3,0.963
554,581,-27,8458527,"Philippe Boucher",D,5,0.948
555,582,-27,8467336,"Mike Rupp",L,5,0.948
594,583,11,8469844,"Josh Gratton",L,3,0.933
531,584,-53,8469582,"Colin Stuart",L,6,0.915
556,585,-29,8468085,"Radim Vrbata",R,5,0.911
575,586,-11,8470366,"Martin St Pierre",C,4,0.911
532,588,-56,8469472,"Shaone Morrisonn",D,6,0.898
576,587,-11,8471641,"Mike Iggulden",C,4,0.898
508,589,-81,8474498,"Jesse Winchester",C,7,0.88
595,590,5,8470383,"Chris Minard",L,3,0.878
596,591,5,8468213,"Jim Vandermeer",D,3,0.872
577,592,-15,8467927,"Andrew Hutchinson",D,4,0.868
597,593,4,8471392,"Roman Polak",D,3,0.859
598,594,4,8456850,"Ken Klee",D,3,0.85
599,595,4,8460567,"Chris Clark",R,3,0.849
611,596,15,8465175,"Dan Hinote",R,2,0.842
612,597,15,8470318,"Jonathan Ericsson",D,2,0.828
613,598,15,8469629,"Tom Cavanagh",R,2,0.82
578,599,-21,8471761,"Chris Butler",D,4,0.797
600,600,0,8467909,"Alexei Semenov",D,3,0.789
614,601,13,8470131,"Dwight Helminen",C,2,0.781
615,602,13,8468846,"Tyler Sloan",D,2,0.78
601,603,-2,8467937,"Michael Zigomanis",C,3,0.779
602,604,-2,8460254,"Greg De Vries",D,3,0.777
603,605,-2,8462045,"Jay McKee",D,3,0.765
616,606,10,8468520,"Kurtis Foster",D,2,0.765
617,607,10,8468086,"Alexandre Giroux",L,2,0.761
618,608,10,8471807,"Tom Wandell",C,2,0.751
604,609,-5,8462050,"Denis Gauthier",D,3,0.727
619,610,9,8456547,"Bret Hedican",D,2,0.724
620,611,9,8471283,"Brandon Prust",L,2,0.687
605,612,-7,8471521,"Brad Staubitz",R,3,0.683
579,613,-34,8471743,"Vladimir Sobotka",L,4,0.674
621,614,7,8456283,"Adam Foote",D,2,0.669
622,615,7,8470714,"Corey Potter",D,2,0.669
606,616,-10,8472382,"Andy Greene",D,3,0.641
607,617,-10,8467369,"Ossi Vaananen",D,3,0.6
623,618,5,8462176,"Brent Sopel",D,2,0.583
608,619,-11,8473916,"Steve Wagner",D,3,0.574
624,620,4,8468778,"Colton Orr",R,2,0.569
580,621,-41,8470618,"Anthony Stewart",R,4,0.553
609,622,-13,8465113,"Brian Willsie",R,3,0.53
625,623,2,8468647,"Craig Weller",R,2,0.501
626,624,2,8474557,"Anssi Salmela",D,2,0.464
557,625,-68,8471240,"Jeff Schultz",D,5,0.426
581,626,-45,8467949,"Frantisek Kaberle",D,4,0.413
627,627,0,8469919,"Thomas Pock",D,2,0.115
