Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Points,Points_w
71,56,15,8464957,"J-P Dumont",R,42,15.212
40,57,-17,8467844,"Jason Blake",L,52,15.182
33,58,-25,8471685,"Anze Kopitar",C,55,15.102
45,59,-14,8467876,"Henrik Sedin",C,51,15.069
26,60,-34,8467346,"Simon Gagne",L,57,15.047
76,61,15,8470201,"Jiri Hudler",C,41,14.938
72,62,10,8470655,"David Backes",C,42,14.824
27,63,-36,8468083,"Henrik Zetterberg",L,57,14.678
120,64,56,8468505,"Steve Ott",C,34,14.535
61,65,-4,8468500,"Alex Frolov",L,45,14.414
91,66,25,8459442,"Saku Koivu",C,38,14.348
52,67,-15,8473548,"Phil Kessel",R,48,14.345
80,68,12,8466181,"Kristian Huselius",L,40,14.293
109,69,40,8470603,"Andrei Kostitsyn",L,35,14.128
54,70,-16,8468486,"Scott Hartnell",L,47,14.053
67,71,-4,8470794,"Joe Pavelski",C,44,13.969
87,72,15,8460561,"Sheldon Souray",D,39,13.826
88,73,15,8467496,"Andrei Markov",D,39,13.765
81,74,7,8458590,"Mike Knuble",R,40,13.445
68,75,-7,8470599,"Milan Michalek",L,44,13.44
77,76,1,8470207,"Joffrey Lupul",L,41,13.412
82,77,5,8458229,"Keith Tkachuk",L,40,13.232
83,78,5,8467545,"Michael Ryder",R,40,13.18
55,79,-24,8469466,"Ales Hemsky",R,47,13.11
78,80,-2,8469639,"Brooks Laich",C,41,13.11
110,81,29,8458943,"Cory Stillman",L,35,13.026
84,82,2,8469469,"R.J. Umberger",C,40,12.938
69,83,-14,8467412,"Alexei Ponikarovsky",L,44,12.853
70,84,-14,8471676,"Bobby Ryan",R,44,12.719
73,85,-12,8470606,"Dustin Brown",R,42,12.707
85,86,-1,8469506,"Jason Pominville",R,40,12.697
74,87,-13,8467407,"Brian Gionta",R,42,12.622
98,88,10,8467988,"Ryan Malone",L,37,12.617
99,89,10,8473534,"Patrik Berglund",C,37,12.552
92,90,2,8470543,"Chris Kunitz",L,38,12.474
89,91,-2,8471233,"Travis Zajac",C,39,12.346
62,92,-30,8470597,"Nikolay Zherdev",R,45,12.313
79,93,-14,8469622,"Ryane Clowe",L,41,12.248
100,94,6,8468789,"Jason Williams",C,36,12.245
133,95,38,8467096,"Dan Boyle",D,32,12.092
93,96,-3,8468309,"Mark Streit",D,38,12.041
156,97,59,8458530,"Markus Naslund",L,30,12.004
94,98,-4,8473533,"Jordan Staal",C,38,11.943
121,99,22,8459492,"Vinny Prospal",L,34,11.902
63,100,-37,8459596,"Andrew Brunette",L,45,11.734
122,101,21,8471245,"Dave Bolland",C,34,11.698
95,102,-7,8470358,"Alexandre Burrows",R,38,11.645
64,103,-39,8469459,"Mikko Koivu",C,45,11.519
75,104,-29,8460496,"Ryan Smyth",L,42,11.477
90,105,-15,8457063,"Nicklas Lidstrom",D,39,11.38
216,106,110,8474552,"Fabian Brunnstrom",L,24,11.332
111,107,4,8474102,"David Perron",L,35,11.304
134,108,26,8467389,"Brad Richards",C,32,11.188
135,109,26,8471339,"Ryan Callahan",R,32,11.159
166,110,56,8471273,"Brandon Dubinsky",C,29,11.124
112,111,1,8466035,"Sergei Samsonov",L,35,11.107
101,112,-11,8470642,"Shea Weber",D,36,11.043
125,113,12,8468704,"Antti Miettinen",R,33,11.042
126,114,12,8467423,"Shawn Horcoff",C,33,11.04
136,115,21,8474564,"Steven Stamkos",C,32,11.029
113,116,-3,8471362,"Mikhail Grabovski",C,35,10.987
143,117,26,8468208,"Joel Ward",R,31,10.981
102,118,-16,8471218,"Blake Wheeler",R,36,10.901
137,119,18,8471707,"James Neal",L,32,10.851
114,120,-6,8459648,"Pavol Demitra",R,35,10.801
96,121,-25,8469462,"Tuomo Ruutu",L,38,10.702
157,122,35,8473449,"Kyle Okposo",R,30,10.585
138,123,15,8468695,"Matthew Lombardi",C,32,10.516
115,124,-9,8456464,"Bill Guerin",R,35,10.472
184,125,59,8469598,"Kevin Bieksa",D,27,10.46
144,126,18,8449645,"Mike Modano",C,31,10.401
127,127,0,8468535,"Antoine Vermette",C,33,10.4
116,128,-12,8449895,"Owen Nolan",R,35,10.369
117,129,-12,8462036,"Daymond Langkow",C,35,10.348
158,130,28,8468064,"Martin Erat",R,30,10.14
194,131,63,8466149,"Daniel Cleary",R,26,10.113
118,132,-14,8455919,"Craig Conroy",C,35,10.07
103,133,-30,8471217,"Andrew Ladd",L,36,10.038
119,134,-15,8467878,"Tim Connolly",C,35,9.984
97,135,-38,8457981,"Teemu Selanne",R,38,9.978
104,136,-32,8471346,"Kris Versteeg",L,36,9.919
105,137,-32,8464989,"Matt Cullen",C,36,9.895
106,138,-32,8469467,"Chuck Kobasew",R,36,9.808
139,139,0,8471226,"Drew Stafford",R,32,9.795
175,140,35,8470105,"Scottie Upshall",L,28,9.774
176,141,35,8469555,"Christian Ehrhoff",D,28,9.748
145,142,3,8469521,"Tomas Plekanec",C,31,9.741
167,143,24,8460735,"Richard Zednik",R,29,9.724
140,144,-4,8465009,"Zdeno Chara",D,32,9.718
86,145,-59,8460562,"Chris Drury",C,40,9.716
206,146,60,8459461,"Brendan Morrison",C,25,9.7
239,147,92,8468493,"Ron Hainsey",D,22,9.7
123,148,-25,8458517,"Scott Niedermayer",D,34,9.647
146,149,-3,8471208,"Dustin Penner",R,31,9.62
168,150,18,8471669,"Paul Stastny",C,29,9.611
147,151,-4,8445735,"Rod Brind'Amour",C,31,9.605
141,152,-11,8470039,"Tomas Fleischmann",L,32,9.584
128,154,-26,8467396,"Erik Cole",L,33,9.56
148,153,-5,8469664,"David Moss",R,31,9.56
177,155,22,8468434,"Andy McDonald",L,28,9.538
149,156,-7,8470596,"Nathan Horton",R,31,9.534
129,157,-28,8459444,"Todd Bertuzzi",R,33,9.412
107,158,-51,8460465,"Petr Sykora",R,36,9.409
217,159,58,8462041,"Radek Dvorak",R,24,9.391
185,160,25,8470740,"Lee Stempniak",R,27,9.387
159,161,-2,8470153,"Pierre-Marc Bouchard",C,30,9.354
270,162,108,8460492,"Ed Jovanovski",D,19,9.31
186,163,23,8468509,"Niklas Kronwall",D,27,9.275
150,164,-14,8467330,"David Legwand",C,31,9.255
124,165,-41,8469544,"Patrick Sharp",L,34,9.253
169,166,3,8471234,"Wojtek Wolski",L,29,9.25
207,167,40,8469670,"Marek Svatos",R,25,9.235
151,168,-17,8467856,"Brian Rafalski",D,31,9.204
195,169,26,8467463,"Mikael Samuelsson",R,26,9.163
152,170,-18,8468575,"Dominic Moore",C,31,9.123
187,171,16,8470602,"Dion Phaneuf",D,27,9.108
196,172,24,8470724,"Kyle Quincey",D,26,9.021
188,173,15,8468172,"Ruslan Fedotenko",L,27,8.972
197,174,23,8460743,"Tomas Holmstrom",L,26,8.948
153,175,-22,8471514,"Rich Peverley",C,31,8.929
160,176,-16,8470920,"David Clarkson",R,30,8.921
198,177,21,8459428,"Viktor Kozlov",C,26,8.909
161,178,-17,8470649,"Patrick O'Sullivan",C,30,8.889
154,179,-25,8474040,"Sam Gagner",C,31,8.881
226,180,46,8470137,"Joni Pitkanen",D,23,8.783
199,181,18,8474161,"Jakub Voracek",R,26,8.771
218,182,36,8465210,"Pavel Kubina",D,24,8.743
189,183,6,8468526,"Jarret Stoll",C,27,8.65
170,184,-14,8471698,"T.J. Oshie",R,29,8.634
178,185,-7,8471699,"Andrew Cogliano",C,28,8.556
130,186,-56,8473564,"Michael Frolik",R,33,8.544
155,187,-32,8466285,"Brian Campbell",D,31,8.528
179,188,-9,8459534,"Miroslav Satan",R,28,8.512
162,189,-27,8471185,"Curtis Glencross",L,30,8.483
227,190,37,8460719,"Steve Sullivan",L,23,8.468
200,191,9,8470667,"Clarke MacArthur",L,26,8.45
240,192,48,8468639,"John-Michael Liles",D,22,8.412
171,193,-22,8473422,"Nick Foligno",L,29,8.383
219,194,25,8458573,"Michael Nylander",C,24,8.338
180,195,-15,8470169,"Gregory Campbell",C,28,8.257
181,196,-15,8470638,"Patrice Bergeron",C,28,8.249
201,197,4,8470609,"Steve Bernier",R,26,8.207
182,198,-16,8456966,"Robert Lang",C,28,8.148
220,199,21,8473526,"Peter Mueller",C,24,8.072
208,200,8,8470047,"Valtteri Filppula",C,25,7.989
131,201,-70,8462129,"Michal Handzus",C,33,7.979
163,202,-39,8469474,"Colby Armstrong",R,30,7.973
271,203,68,8474190,"Wayne Simmonds",R,19,7.94
228,204,24,8467334,"Manny Malhotra",C,23,7.889
245,205,40,8465058,"Michal Rozsival",D,21,7.857
221,206,15,8469581,"Kyle Wellwood",C,24,7.849
272,207,65,8464975,"Daniel Briere",C,19,7.832
229,208,21,8459424,"Chris Pronger",D,23,7.821
183,209,-26,8458361,"Doug Weight",C,28,7.81
164,210,-46,8471504,"Rene Bourque",R,30,7.769
142,211,-69,8467338,"Alex Tanguay",L,32,7.752
190,212,-22,8473473,"Milan Lucic",L,27,7.751
222,213,9,8468517,"Andy Hilbert",L,24,7.647
230,214,16,8471311,"Tyler Kennedy",R,23,7.63
209,215,-6,8465050,"Eric Belanger",C,25,7.628
210,216,-6,8451774,"Mats Sundin",C,25,7.61
211,217,-6,8467357,"Jonathan Cheechoo",R,25,7.592
191,218,-27,8468432,"Steve Reinprecht",C,27,7.586
223,219,4,8459462,"Bryan McCabe",D,24,7.585
132,220,-88,8470162,"Matt Stajan",C,33,7.559
192,221,-29,8469812,"Chad LaRose",R,27,7.556
256,222,34,8469638,"Jussi Jokinen",L,20,7.546
246,223,23,8469492,"Fedor Tyutin",D,21,7.538
257,224,33,8467370,"Mike Fisher",C,20,7.427
273,225,48,8470600,"Ryan Suter",D,19,7.41
274,226,48,8460105,"Radek Bonk",C,19,7.374
231,227,4,8470268,"Denis Grebeshkov",D,23,7.348
172,228,-56,8470151,"Jay Bouwmeester",D,29,7.254
232,229,3,8470054,"Keith Ballard",D,23,7.212
212,230,-18,8473579,"Nikolay Kulemin",L,25,7.184
285,231,54,8470171,"Maxime Talbot",C,18,7.169
213,232,-19,8469623,"Marek Zidlicky",D,25,7.166
233,233,0,8473682,"Andrew Ebbett",C,23,7.125
214,234,-20,8466393,"Pascal Dupuis",R,25,7.068
258,235,23,8460504,"Ethan Moreau",L,20,7.013
275,236,39,8471702,"Matt Niskanen",D,19,7.006
173,237,-64,8464977,"Dainius Zubrus",L,29,7.002
259,238,21,8466260,"Kyle Calder",L,20,6.9
202,239,-37,8470750,"John Mitchell",C,26,6.874
260,240,20,8467967,"Chris Kelly",C,20,6.867
234,241,-7,8459670,"Kimmo Timonen",D,23,6.769
292,242,50,8471859,"Sergei Kostitsyn",L,17,6.731
247,243,4,8471216,"Cam Barker",D,21,6.691
235,244,-9,8460541,"Richard Park",R,23,6.673
286,245,41,8451224,"Mathieu Schneider",D,18,6.666
311,246,65,8466398,"Tom Kostopoulos",R,16,6.636
236,247,-11,8467466,"Trent Hunter",R,23,6.605
241,248,-7,8470654,"Maxim Lapierre",C,22,6.555
276,249,27,8470144,"Frans Nielsen",C,19,6.529
237,250,-13,8459479,"Ville Peltonen",L,23,6.5
224,251,-27,8458525,"Brian Rolston",R,24,6.468
261,252,9,8470274,"Chris Higgins",L,20,6.46
203,253,-50,8470608,"Robert Nilsson",C,26,6.384
242,254,-12,8458938,"Roman Hamrlik",D,22,6.382
293,255,38,8458976,"Michael Peca",C,17,6.34
262,256,6,8470803,"Kyle Brodziak",C,20,6.337
238,257,-19,8470230,"Daniel Paille",L,23,6.333
204,258,-54,8465951,"Matt Cooke",L,26,6.249
248,259,-11,8469765,"Marc-Andre Bergeron",D,21,6.245
249,260,-11,8471691,"Martin Hanzal",C,21,6.243
378,261,117,8450978,"Jeremy Roenick",C,12,6.234
344,262,82,8469619,"Dennis Seidenberg",D,14,6.233
263,263,0,8468483,"Marian Gaborik",R,20,6.21
250,264,-14,8471670,"Guillaume Latendresse",L,21,6.185
251,266,-15,8464967,"Marty Reasoner",C,21,6.177
345,265,80,8471274,"Alex Goligoski",D,14,6.177
312,267,45,8469470,"Carlo Colaiacovo",D,16,6.165
252,268,-16,8471735,"Keith Yandle",D,21,6.118
313,269,44,8470110,"Trevor Daley",D,16,6.095
314,270,44,8467831,"Jeff Halpern",C,16,6.051
277,271,6,8469508,"Jay McClement",C,19,6.042
379,272,107,8473924,"Cory Murphy",D,12,6.028
205,273,-68,8468700,"Paul Gaustad",C,26,6.021
253,274,-21,8470834,"Dustin Byfuglien",R,21,5.992
264,275,-11,8445550,"Rob Blake",D,20,5.977
265,276,-11,8468515,"Brad Winchester",L,20,5.975
346,277,69,8468485,"Raffi Torres",L,14,5.974
278,278,0,8466215,"Joe Corvo",D,19,5.958
380,279,101,8465185,"Willie Mitchell",D,12,5.889
193,280,-87,8469770,"Dennis Wideman",D,27,5.88
315,281,34,8470640,"Matthew Carle",D,16,5.844
381,282,99,8471323,"Ryan Jones",L,12,5.806
225,283,-58,8470265,"Anton Babchuk",D,24,5.724
316,284,32,8468224,"Sean Avery",L,16,5.656
279,285,-6,8470647,"B.J. Crombeen",R,19,5.646
280,286,-6,8446788,"Sergei Fedorov",C,19,5.643
165,287,-122,8467943,"Niklas Hagman",L,30,5.631
347,288,59,8469483,"David Steckel",C,14,5.624
254,289,-35,8462077,"Jochen Hecht",C,21,5.553
360,290,70,8465024,"Jon Sim",L,13,5.541
255,291,-36,8470257,"Alexander Steen",L,21,5.535
317,292,25,8471310,"Dustin Boyd",C,16,5.524
215,293,-78,8470281,"Duncan Keith",D,25,5.523
281,294,-13,8471303,"Alexander Edler",D,19,5.498
294,295,-1,8474571,"Mikkel Boedker",L,17,5.45
399,296,103,8466160,"Brenden Morrow",L,11,5.45
287,297,-10,8470329,"Chris Campoli",D,18,5.4
295,298,-3,8459094,"Ian Laperriere",R,17,5.343
318,300,18,8474068,"Kyle Turris",C,16,5.332
333,299,34,8471664,"Mason Raymond",L,15,5.332
319,301,18,8466371,"John Madden",C,16,5.213
296,302,-6,8467964,"Mike Comrie",C,17,5.198
334,303,31,8467915,"Mike Commodore",D,15,5.194
297,304,-7,8469542,"Stephane Veilleux",L,17,5.185
320,305,15,8460556,"Freddy Modin",L,16,5.183
321,306,15,8473485,"Chris Stewart",R,16,5.165
266,307,-41,8462225,"Filip Kuba",D,20,5.162
348,308,40,8470152,"Joakim Lindstrom",C,14,5.098
298,309,-11,8470741,"Nigel Dawes",L,17,5.093
288,310,-22,8471657,"Cody McLeod",L,18,5.091
282,311,-29,8473536,"James Sheppard",L,19,5.076
174,312,-138,8467502,"Ales Kotalik",R,29,5.047
322,313,9,8470273,"Ian White",D,16,5.04
289,314,-25,8473544,"Derick Brassard",C,18,5.038
335,315,20,8462196,"Stephane Robidas",D,15,5.014
267,316,-49,8470299,"Erik Christensen",C,20,5.006
268,317,-49,8470176,"Sean Bergenheim",L,20,4.973
269,318,-49,8474573,"Josh Bailey",L,20,4.962
299,319,-20,8459004,"Craig Rivet",D,17,4.923
323,320,3,8473504,"Cal Clutterbuck",R,16,4.855
300,321,-21,8471260,"Blake Comeau",L,17,4.847
361,322,39,8469465,"Dan Hamhuis",D,13,4.844
301,323,-22,8467917,"Jordan Leopold",D,17,4.832
362,324,38,8465200,"Tomas Kaberle",D,13,4.829
302,325,-23,8467483,"Tyler Arnason",C,17,4.822
363,326,37,8470309,"Ryan Whitney",D,13,4.816
303,327,-24,8471263,"Enver Lisin",R,17,4.798
283,328,-45,8470104,"Tom Gilbert",D,19,4.786
336,329,7,8471724,"Kris Letang",D,15,4.748
364,330,34,8465170,"Fernando Pisani",R,13,4.743
365,331,34,8466145,"Nick Boynton",D,13,4.739
349,332,17,8471851,"Matt D'Agostini",R,14,4.732
382,333,49,8468523,"Matt Pettinger",L,12,4.72
366,334,32,8470631,"Kamil Kreps",C,13,4.704
350,335,15,8469672,"Aaron Voros",L,14,4.661
383,336,47,8470192,"Steve Eminger",D,12,4.64
304,337,-33,8468542,"Paul Martin",D,17,4.638
351,338,13,8471284,"Andrej Sekera",D,14,4.622
418,339,79,8469477,"Lukas Krajicek",D,10,4.618
352,340,12,8470607,"Brent Seabrook",D,14,4.597
367,341,26,8468162,"Jerred Smithson",C,13,4.535
305,342,-37,8470828,"Toby Enstrom",D,17,4.533
324,343,-19,8471436,"Matt Hunwick",D,16,4.488
384,344,40,8467890,"Barret Jackman",D,12,4.48
243,345,-102,8467439,"Jaroslav Spacek",D,22,4.463
419,346,73,8473962,"Teddy Purcell",R,10,4.434
420,347,73,8465202,"Sami Salo",D,10,4.423
325,348,-23,8466251,"Jason Chimera",L,16,4.419
244,349,-105,8471426,"Troy Brouwer",R,22,4.407
368,350,18,8471232,"Lauri Korpikoski",L,13,4.4
385,351,34,8464966,"Derek Morris",D,12,4.394
326,352,-26,8471709,"Marc-Edouard Vlasic",D,16,4.36
337,353,-16,8469760,"Zbynek Michalek",D,15,4.357
327,354,-27,8459024,"Jere Lehtinen",R,16,4.328
306,355,-49,8470611,"Eric Fehr",R,17,4.321
290,356,-66,8459640,"Michael Grier",R,18,4.311
369,357,12,8469516,"Brendan Bell",D,13,4.283
328,358,-30,8467881,"Taylor Pyatt",L,16,4.278
370,359,11,8469665,"Johnny Oduya",D,13,4.248
353,360,-7,8458951,"Sergei Gonchar",D,14,4.24
371,361,10,8471729,"Kris Russell",D,13,4.17
354,362,-8,8466216,"Adam Mair",C,14,4.149
400,363,37,8467543,"Toby Petersen",C,11,4.119
338,364,-26,8469759,"Vernon Fiddler",C,15,4.067
421,365,56,8470639,"Dan Fritsche",C,10,4.038
355,366,-11,8471498,"Jannik Hansen",R,14,4.027
356,367,-11,8470615,"Marc-Antoine Pouliot",C,14,4.023
372,368,4,8465968,"Brett McLean",C,13,4.014
401,369,32,8464956,"Chris Phillips",D,11,3.968
357,370,-13,8471634,"Ryan Shannon",R,14,3.95
329,371,-42,8470601,"Braydon Coburn",D,16,3.946
339,372,-33,8466399,"Eric Perrin",C,15,3.946
402,373,29,8474563,"Drew Doughty",D,11,3.899
386,374,12,8459587,"Todd Marchant",C,12,3.889
330,375,-45,8470613,"Brent Burns",D,16,3.856
403,376,27,8459547,"Scott Walker",R,11,3.854
358,377,-19,8466144,"Paul Mara",D,14,3.795
387,378,9,8468635,"Travis Moen",L,12,3.762
456,379,77,8466300,"Ben Guite",R,8,3.735
373,380,-7,8474567,"Zach Bogosian",D,13,3.708
340,381,-41,8467393,"Jarkko Ruutu",L,15,3.704
341,382,-41,8474588,"Viktor Tikhonov",R,15,3.692
422,383,39,8474157,"Max Pacioretty",L,10,3.691
404,384,20,8469501,"Chris Thorburn",R,11,3.689
342,385,-43,8465025,"Arron Asham",R,15,3.686
405,386,19,8469543,"Evgeny Artyukhin",R,11,3.677
307,387,-80,8459053,"Adrian Aucoin",D,17,3.675
406,388,18,8468927,"Steve Montador",D,11,3.642
388,389,-1,8471187,"Brett Lebda",D,12,3.632
374,390,-16,8462823,"Glen Metropolit",C,13,3.6
331,391,-60,8460503,"Mattias Ohlund",D,16,3.598
308,392,-84,8468518,"Tomas Kopecky",R,17,3.597
343,393,-50,8460770,"Kim Johnsson",D,15,3.593
407,394,13,8458536,"Dean McAmmond",C,11,3.582
332,395,-63,8468598,"Lubomir Visnovsky",D,16,3.568
389,396,-7,8465192,"Samuel Pahlsson",C,12,3.56
457,397,60,8469480,"Jeff Woywitka",D,8,3.546
284,398,-114,8462209,"P.J. Axelsson",L,19,3.533
375,399,-24,8459514,"Jamal Mayers",R,13,3.515
423,400,23,8474114,"Oscar Moller",R,10,3.512
359,401,-42,8470280,"Ben Eager",L,14,3.491
408,402,6,8471324,"Liam Reddox",L,11,3.477
433,403,30,8465978,"Shawn Thornton",L,9,3.449
481,404,77,8470760,"Marc Methot",D,7,3.417
434,405,29,8445739,"Patrice Brisebois",D,9,3.415
435,406,29,8471677,"Jack Johnson",D,9,3.411
424,407,17,8469685,"Andrew Murray",C,10,3.41
458,408,50,8467493,"Chris Neil",R,8,3.394
436,409,27,8465012,"Tom Poti",D,9,3.389
390,410,-20,8470877,"David Jones",R,12,3.361
437,411,26,8470180,"Eric Nystrom",L,9,3.339
459,412,47,8470678,"Alexandre Picard",D,8,3.337
376,413,-37,8471753,"T.J. Hensick",C,13,3.223
409,414,-5,8470289,"Jim Slater",C,11,3.201
309,415,-106,8470222,"James Wisniewski",D,17,3.194
460,416,44,8470136,"Nathan Oystrick",D,8,3.188
461,417,44,8460661,"Shane Hnidy",D,8,3.139
425,418,7,8469591,"Cody McCormick",C,10,3.122
438,419,19,8470072,"Petr Prucha",R,9,3.099
426,420,6,8470620,"Jeff Tambellini",L,10,3.087
533,421,112,8471703,"Steve Downie",R,5,3.084
482,422,60,8470630,"Kevin Klein",D,7,3.073
483,423,60,8471236,"Andrej Meszaros",D,7,3.069
427,424,3,8469490,"Tim Jackman",R,10,3.05
410,425,-15,8465059,"Matt Bradley",R,11,3.026
391,426,-35,8470324,"Josh Gorges",D,12,3.024
310,427,-117,8459427,"Rob Niedermayer",C,17,2.989
411,428,-17,8468506,"Brian Sutherby",C,11,2.984
439,429,10,8467361,"Blair Betts",C,9,2.977
392,430,-38,8467956,"Niclas Havelid",D,12,2.962
412,431,-19,8465026,"Mark Parrish",R,11,2.959
291,432,-141,8473512,"Claude Giroux",C,18,2.934
393,433,-40,8466202,"Maxim Afinogenov",R,12,2.928
440,434,6,8470578,"Freddy Meyer",D,9,2.908
441,435,6,8471958,"Dan Girardi",D,9,2.866
484,436,48,8466292,"Todd Fedoruk",L,7,2.84
534,437,97,8468513,"Nick Schultz",D,5,2.827
394,438,-44,8468113,"Jeff Finger",D,12,2.815
377,439,-62,8459122,"Stephane Yelle",C,13,2.814
462,440,22,8470666,"Daniel Carcillo",L,8,2.814
463,441,22,8470966,"Mark Giordano",D,8,2.805
442,442,0,8470159,"Boyd Gordon",C,9,2.761
443,443,0,8465042,"Toni Lydman",D,9,2.736
413,444,-31,8460540,"Mathieu Dandenault",R,11,2.73
444,445,-1,8472368,"Chris Conner",R,9,2.714
445,446,-1,8468501,"Anton Volchenkov",D,9,2.709
428,447,-19,8469464,"Fredrik Sjostrom",L,10,2.663
429,448,-19,8470687,"Zack Stortini",R,10,2.654
446,449,-3,8468508,"Justin Williams",R,9,2.651
464,450,14,8471766,"Jared Boll",R,8,2.645
465,451,14,8459454,"Jay Pandolfo",L,8,2.639
414,452,-38,8458541,"Steve Staios",D,11,2.637
466,453,13,8467519,"Karlis Skrastins",D,8,2.614
395,454,-59,8464979,"Marco Sturm",L,12,2.595
430,455,-25,8464994,"Steve Begin",L,10,2.587
396,456,-60,8467882,"Jamie Lundmark",C,12,2.571
431,457,-26,8464981,"Cory Sarich",D,10,2.566
485,458,27,8470061,"Derek Meech",D,7,2.557
467,459,8,8468502,"David Hale",D,8,2.522
468,460,8,8471686,"Marc Staal",D,8,2.52
447,461,-14,8459001,"Kirk Maltby",L,9,2.497
509,462,47,8458172,"Darryl Sydor",D,6,2.475
486,463,23,8466333,"Andrew Ference",D,7,2.442
487,464,23,8469475,"Jiri Novotny",C,7,2.432
397,465,-68,8459426,"Paul Kariya",L,12,2.431
510,466,44,8471277,"Martins Karsums",R,6,2.416
535,467,68,8468577,"Niclas Wallin",D,5,2.412
511,468,43,8470809,"Jeremy Williams",R,6,2.396
512,469,43,8470223,"Yan Stastny",C,6,2.395
469,470,-1,8467925,"Adam Hall",R,8,2.382
470,471,-1,8468534,"Andreas Lilja",D,8,2.367
513,472,41,8466182,"Henrik Tallinder",D,6,2.366
558,473,85,8470373,"Jeff Hamilton",C,4,2.334
448,474,-26,8469684,"Milan Jurcina",D,9,2.332
488,475,13,8470121,"Matt Greene",D,7,2.329
536,476,60,8466158,"Scott Hannan",D,5,2.315
432,477,-45,8470622,"Patrick Eaves",R,10,2.289
489,478,11,8467343,"Martin Skoula",D,7,2.286
449,479,-30,8464962,"Ruslan Salei",D,9,2.283
450,480,-30,8459450,"Shean Donovan",R,9,2.254
451,481,-30,8464960,"Boyd Devereaux",C,9,2.246
514,482,32,8465122,"Brett Clark",D,6,2.231
490,483,7,8449924,"Teppo Numminen",D,7,2.211
415,484,-69,8451302,"Brendan Shanahan",R,11,2.192
491,485,6,8473385,"Ville Koistinen",D,7,2.152
471,486,-15,8468095,"George Parros",R,8,2.134
515,487,28,8466309,"Mike Mottau",D,6,2.126
492,488,4,8470156,"Joey Crabb",R,7,2.099
472,489,-17,8470774,"Bruno Gervais",D,8,2.086
473,490,-17,8468636,"Greg Zanon",D,8,2.08
474,491,-17,8471229,"Petteri Nokelainen",C,8,2.033
493,492,1,8469473,"Marcel Goc",C,7,2.018
