Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,PlusMinus,PlusMinus_w
129,34,95,8470201,"Jiri Hudler",C,7,6.586
270,35,235,8458943,"Cory Stillman",L,1,6.467
80,36,44,8470041,"Rick Nash",L,11,6.459
90,37,53,8471266,"David Booth",L,10,6.314
81,38,43,8467878,"Tim Connolly",C,11,6.233
59,39,20,8474102,"David Perron",L,14,6.231
19,40,-21,8466309,"Mike Mottau",D,23,6.215
6,41,-35,8457063,"Nicklas Lidstrom",D,30,6.202
49,42,7,8471698,"T.J. Oshie",R,16,6.157
20,43,-23,8467876,"Henrik Sedin",C,23,6.127
29,44,-15,8455919,"Craig Conroy",C,20,6.109
13,45,-32,8462118,"Marc Savard",C,25,6.087
14,46,-32,8467899,"Martin Havlat",L,25,6.036
60,47,13,8470324,"Josh Gorges",D,14,5.939
82,48,34,8474161,"Jakub Voracek",R,11,5.936
571,49,522,8467371,"Mike Ribeiro",C,-4,5.896
48,50,-2,8468172,"Ruslan Fedotenko",L,17,5.827
30,51,-21,8466139,"Patrick Marleau",L,20,5.741
91,52,39,8464989,"Matt Cullen",C,10,5.691
130,53,77,8466145,"Nick Boynton",D,7,5.667
61,54,7,8467338,"Alex Tanguay",L,14,5.574
205,55,150,8468309,"Mark Streit",D,3,5.493
66,56,10,8464981,"Cory Sarich",D,13,5.394
42,57,-15,8445550,"Rob Blake",D,18,5.348
271,58,213,8469492,"Fedor Tyutin",D,1,5.332
328,59,269,8458537,"Ray Whitney",L,0,5.281
643,60,583,8470724,"Kyle Quincey",D,-6,5.248
7,61,-54,8467545,"Michael Ryder",R,29,5.196
459,62,397,8467351,"Scott Gomez",C,-2,5.178
102,63,39,8456850,"Ken Klee",D,9,5.105
43,64,-21,8469665,"Johnny Oduya",D,18,5.089
184,65,119,8470640,"Matthew Carle",D,4,5.07
15,66,-51,8471217,"Andrew Ladd",L,25,5.015
25,67,-42,8467346,"Simon Gagne",L,21,5
460,68,392,8467370,"Mike Fisher",C,-2,4.995
44,69,-25,8471245,"Dave Bolland",C,18,4.984
185,70,115,8471274,"Alex Goligoski",D,4,4.965
572,71,501,8466215,"Joe Corvo",D,-4,4.851
74,72,2,8473544,"Derick Brassard",C,12,4.825
50,73,-23,8471709,"Marc-Edouard Vlasic",D,16,4.82
329,74,255,8459429,"Jason Arnott",C,0,4.7
206,75,131,8460719,"Steve Sullivan",L,3,4.692
35,76,-41,8468927,"Steve Montador",D,19,4.677
62,77,-15,8471185,"Curtis Glencross",L,14,4.658
207,78,129,8467439,"Jaroslav Spacek",D,3,4.584
21,79,-58,8473548,"Phil Kessel",R,23,4.478
385,80,305,8467496,"Andrei Markov",D,-1,4.429
330,81,249,8466181,"Kristian Huselius",L,0,4.302
103,82,21,8471514,"Rich Peverley",C,9,4.224
92,83,9,8470654,"Maxim Lapierre",C,10,4.209
67,84,-17,8470828,"Toby Enstrom",D,13,4.187
115,85,30,8469622,"Ryane Clowe",L,8,4.186
68,86,-18,8471676,"Bobby Ryan",R,13,4.157
131,87,44,8469765,"Marc-Andre Bergeron",D,7,4.137
272,88,184,8460561,"Sheldon Souray",D,1,4.116
16,89,-73,8470699,"Jan Hejda",D,24,4.085
132,90,42,8470760,"Marc Methot",D,7,4.025
31,91,-60,8468542,"Paul Martin",D,20,3.974
133,92,41,8467412,"Alexei Ponikarovsky",L,7,3.934
134,93,41,8467478,"Kent Huskins",D,7,3.93
273,94,179,8469470,"Carlo Colaiacovo",D,1,3.867
573,95,478,8473412,"Bryan Little",C,-4,3.863
135,96,39,8460621,"Daniel Alfredsson",R,7,3.86
26,97,-71,8470358,"Alexandre Burrows",R,21,3.852
461,98,363,8468789,"Jason Williams",C,-2,3.772
93,99,-6,8467407,"Brian Gionta",R,10,3.696
36,100,-64,8469534,"Aaron Johnson",D,19,3.683
32,101,-69,8465009,"Zdeno Chara",D,20,3.65
153,102,51,8458590,"Mike Knuble",R,6,3.633
37,103,-66,8471504,"Rene Bourque",R,19,3.626
136,104,32,8458536,"Dean McAmmond",C,7,3.61
116,105,11,8473682,"Andrew Ebbett",C,8,3.604
75,106,-31,8470543,"Chris Kunitz",L,12,3.482
386,107,279,8470642,"Shea Weber",D,-1,3.467
208,108,100,8468505,"Steve Ott",C,3,3.412
168,109,59,8469564,"Richard Petiot",D,5,3.347
209,110,99,8469581,"Kyle Wellwood",C,3,3.339
137,111,26,8470622,"Patrick Eaves",R,7,3.332
274,112,162,8459426,"Paul Kariya",L,1,3.323
169,113,56,8471978,"Brett Festerling",D,5,3.318
83,114,-31,8462196,"Stephane Robidas",D,11,3.293
210,116,94,8467350,"Mike Van Ryn",D,3,3.288
275,115,160,8470608,"Robert Nilsson",C,1,3.288
239,117,122,8460556,"Freddy Modin",L,2,3.273
104,118,-14,8470222,"James Wisniewski",D,9,3.257
515,119,396,8467357,"Jonathan Cheechoo",R,-3,3.235
170,120,50,8467988,"Ryan Malone",L,5,3.229
76,121,-45,8468486,"Scott Hartnell",L,12,3.215
117,122,-5,8468095,"George Parros",R,8,3.202
118,123,-5,8469480,"Jeff Woywitka",D,8,3.175
462,124,338,8471735,"Keith Yandle",D,-2,3.168
171,125,46,8470609,"Steve Bernier",R,5,3.16
154,126,28,8470794,"Joe Pavelski",C,6,3.095
53,127,-74,8471215,"Evgeni Malkin",C,15,3.077
644,128,516,8470603,"Andrei Kostitsyn",L,-6,3.067
69,129,-60,8471346,"Kris Versteeg",L,13,3.055
737,130,607,8466392,"Todd White",C,-10,3.033
186,131,55,8470966,"Mark Giordano",D,4,3.011
211,132,79,8446788,"Sergei Fedorov",C,3,2.996
187,133,54,8462225,"Filip Kuba",D,4,2.968
94,134,-40,8471761,"Chris Butler",D,10,2.952
95,135,-40,8471187,"Brett Lebda",D,10,2.907
70,136,-66,8471240,"Jeff Schultz",D,13,2.905
45,137,-92,8471309,"Johan Franzen",R,18,2.903
463,138,325,8470039,"Tomas Fleischmann",L,-2,2.864
105,139,-34,8471339,"Ryan Callahan",R,9,2.863
96,140,-44,8474567,"Zach Bogosian",D,10,2.834
212,141,71,8471226,"Drew Stafford",R,3,2.815
240,142,98,8470631,"Kamil Kreps",C,2,2.766
77,143,-66,8470621,"Corey Perry",R,12,2.712
795,144,651,8474564,"Steven Stamkos",C,-14,2.706
97,145,-48,8464979,"Marco Sturm",L,10,2.698
331,146,185,8470598,"Thomas Vanek",L,0,2.634
276,147,129,8468626,"David Koci",L,1,2.62
17,148,-131,8467452,"Rob Scuderi",D,24,2.617
277,149,128,8468213,"Jim Vandermeer",D,1,2.604
71,150,-79,8468695,"Matthew Lombardi",C,13,2.583
98,151,-53,8473512,"Claude Giroux",C,10,2.548
99,152,-53,8466333,"Andrew Ference",D,10,2.542
119,153,-34,8470729,"Tyson Strachan",D,8,2.537
84,154,-70,8470599,"Milan Michalek",L,11,2.533
155,155,0,8464977,"Dainius Zubrus",L,6,2.528
213,156,57,8459004,"Craig Rivet",D,3,2.519
138,157,-19,8460540,"Mathieu Dandenault",R,7,2.494
139,158,-19,8468520,"Kurtis Foster",D,7,2.492
750,159,591,8471702,"Matt Niskanen",D,-11,2.476
673,160,513,8467329,"Vincent Lecavalier",C,-7,2.471
188,161,27,8468483,"Marian Gaborik",R,4,2.467
574,162,412,8462033,"Wade Redden",D,-4,2.466
332,163,169,8450978,"Jeremy Roenick",C,0,2.412
54,164,-110,8473473,"Milan Lucic",L,15,2.387
172,165,7,8458527,"Philippe Boucher",D,5,2.381
333,166,167,8460504,"Ethan Moreau",L,0,2.381
387,167,220,8468515,"Brad Winchester",L,-1,2.349
140,168,-28,8471208,"Dustin Penner",R,7,2.324
63,169,-106,8470268,"Denis Grebeshkov",D,14,2.313
516,170,346,8471859,"Sergei Kostitsyn",L,-3,2.283
645,171,474,8467389,"Brad Richards",C,-6,2.28
106,172,-66,8471303,"Alexander Edler",D,9,2.271
388,173,215,8474040,"Sam Gagner",C,-1,2.253
575,174,401,8473962,"Teddy Purcell",R,-4,2.247
278,175,103,8466144,"Paul Mara",D,1,2.221
279,176,103,8469543,"Evgeny Artyukhin",R,1,2.146
464,177,287,8471703,"Steve Downie",R,-2,2.141
214,178,36,8469476,"Tim Gleason",D,3,2.08
517,179,338,8469500,"Mike Cammalleri",L,-3,2.069
120,180,-60,8456966,"Robert Lang",C,8,2.065
27,181,-154,8470614,"Mark Stuart",D,21,2.064
107,182,-75,8470616,"Ryan Kesler",C,9,2.06
156,183,-27,8468114,"Douglas Murray",D,6,2.037
157,184,-27,8470612,"Ryan Getzlaf",C,6,2.028
189,185,4,8469992,"Sheldon Brookbank",D,4,2.022
215,186,29,8469647,"Derek Boogaard",L,3,2.014
72,187,-115,8460503,"Mattias Ohlund",D,13,2.011
576,188,388,8457981,"Teemu Selanne",R,-4,1.99
121,189,-68,8470839,"Shane O'Brien",D,8,1.977
613,190,423,8469485,"Derek Roy",C,-5,1.96
190,191,-1,8459461,"Brendan Morrison",C,4,1.952
158,192,-34,8459648,"Pavol Demitra",R,6,1.926
159,193,-34,8468224,"Sean Avery",L,6,1.919
216,194,22,8471664,"Mason Raymond",L,3,1.884
100,195,-95,8470047,"Valtteri Filppula",C,10,1.829
738,196,542,8468482,"Dany Heatley",L,-10,1.821
173,197,-24,8471670,"Guillaume Latendresse",L,5,1.809
8,198,-190,8470281,"Duncan Keith",D,29,1.718
160,199,-39,8469812,"Chad LaRose",R,6,1.716
28,200,-172,8470604,"Jeff Carter",C,21,1.71
217,202,15,8459534,"Miroslav Satan",R,3,1.698
465,201,264,8466160,"Brenden Morrow",L,-2,1.698
518,203,315,8468090,"Garnet Exelby",D,-3,1.697
141,204,-63,8470834,"Dustin Byfuglien",R,7,1.696
241,205,36,8469483,"David Steckel",C,2,1.692
191,206,-15,8470803,"Kyle Brodziak",C,4,1.691
674,207,467,8469477,"Lukas Krajicek",D,-7,1.672
161,208,-47,8469467,"Chuck Kobasew",R,6,1.66
334,209,125,8471786,"Ray Macias",D,0,1.638
242,210,32,8467882,"Jamie Lundmark",C,2,1.626
192,211,-19,8474138,"Dustin Jeffrey",C,4,1.623
646,212,434,8468064,"Martin Erat",R,-6,1.616
193,213,-20,8460465,"Petr Sykora",R,4,1.576
174,214,-40,8469779,"Keith Aucoin",C,5,1.555
335,215,120,8467396,"Erik Cole",L,0,1.549
218,216,2,8468499,"Krys Kolanos",C,3,1.513
614,217,397,8471699,"Andrew Cogliano",C,-5,1.507
175,218,-43,8459441,"Landon Wilson",R,5,1.505
78,219,-141,8470265,"Anton Babchuk",D,12,1.5
243,220,23,8471678,"Benoit Pouliot",L,2,1.499
108,221,-113,8467344,"Robyn Regehr",D,9,1.472
244,222,22,8471811,"Cal O'Reilly",C,2,1.47
176,223,-47,8474551,"Ville Leino",L,5,1.442
142,224,-82,8469626,"Andrew Alberts",D,7,1.44
177,225,-48,8470086,"Joe Callahan",D,5,1.423
194,226,-32,8471769,"Niklas Hjalmarsson",D,4,1.414
64,227,-163,8465005,"Colin White",D,14,1.405
280,228,52,8467365,"John Erskine",D,1,1.383
143,229,-86,8466251,"Jason Chimera",L,7,1.351
691,230,461,8469521,"Tomas Plekanec",C,-8,1.342
245,231,14,8470373,"Jeff Hamilton",C,2,1.325
219,233,-14,8468484,"Rostislav Klesla",D,3,1.315
281,232,49,8471323,"Ryan Jones",L,1,1.315
751,234,517,8459428,"Viktor Kozlov",C,-11,1.285
647,235,412,8470596,"Nathan Horton",R,-6,1.256
389,236,153,8466260,"Kyle Calder",L,-1,1.237
246,237,9,8470809,"Jeremy Williams",R,2,1.23
648,238,410,8473449,"Kyle Okposo",R,-6,1.223
466,239,227,8467937,"Michael Zigomanis",C,-2,1.189
649,240,409,8471273,"Brandon Dubinsky",C,-6,1.184
122,241,-119,8459640,"Michael Grier",R,8,1.176
144,242,-98,8458951,"Sergei Gonchar",D,7,1.164
220,243,-23,8468560,"Ryan Bayda",L,3,1.127
247,244,3,8469584,"Joel Perrault",C,2,1.124
221,245,-24,8471804,"Nathan Gerbe",L,3,1.112
222,246,-24,8467348,"Christian Backman",D,3,1.108
390,247,143,8473385,"Ville Koistinen",D,-1,1.107
282,248,34,8471736,"Radek Smolenak",L,1,1.104
195,249,-54,8459442,"Saku Koivu",C,4,1.08
178,250,-72,8466285,"Brian Campbell",D,5,1.072
248,251,-3,8458172,"Darryl Sydor",D,2,1.057
519,252,267,8445739,"Patrice Brisebois",D,-3,1.051
391,253,138,8469462,"Tuomo Ruutu",L,-1,1.035
392,254,138,8473525,"Theo Peckham",D,-1,1.033
520,255,265,8468485,"Raffi Torres",L,-3,1.02
249,256,-7,8466300,"Ben Guite",R,2,1.018
250,257,-7,8471675,"Sidney Crosby",C,2,1.017
577,258,319,8471236,"Andrej Meszaros",D,-4,1.005
283,259,24,8467428,"Krys Barch",R,1,1.004
615,260,355,8469506,"Jason Pominville",R,-5,1.003
521,261,260,8470678,"Alexandre Picard",D,-3,0.984
796,262,534,8469454,"Ilya Kovalchuk",R,-14,0.983
145,264,-119,8470905,"Randy Jones",D,7,0.972
284,263,21,8471700,"Matt Pelech",R,1,0.972
285,265,20,8462036,"Daymond Langkow",C,1,0.959
286,266,20,8471290,"Peter Olvecky",L,1,0.941
196,267,-71,8468086,"Alexandre Giroux",L,4,0.937
223,268,-45,8469509,"Nathan Paetsch",D,3,0.933
287,269,18,8464975,"Daniel Briere",C,1,0.93
692,270,422,8465200,"Tomas Kaberle",D,-8,0.916
224,271,-47,8471428,"Pierre-Luc Letourneau-Leblond",R,3,0.906
197,272,-75,8468846,"Tyler Sloan",D,4,0.895
225,273,-48,8474566,"Nikita Filatov",L,3,0.87
336,274,62,8471299,"Peter Regin",C,0,0.861
393,275,118,8471634,"Ryan Shannon",R,-1,0.852
337,276,61,8474091,"Brandon Sutter",C,0,0.847
251,277,-26,8467332,"Bryan Allen",D,2,0.846
198,278,-80,8465202,"Sami Salo",D,4,0.836
288,279,9,8471359,"Janne Niskala",D,1,0.825
467,280,187,8471331,"Kevin Porter",C,-2,0.818
468,281,187,8471683,"Brian Lee",D,-2,0.795
252,282,-30,8473734,"Tim Wallace",R,2,0.787
338,283,55,8470661,"Jean-Francois Jacques",L,0,0.773
780,284,496,8456887,"Vyacheslav Kozlov",L,-13,0.755
289,285,4,8471352,"Jake Dowell",C,1,0.743
578,286,292,8474001,"TJ Galiardi",L,-4,0.741
226,287,-61,8470119,"Brett Skinner",D,3,0.738
179,288,-109,8471498,"Jannik Hansen",R,5,0.678
199,289,-90,8469475,"Jiri Novotny",C,4,0.676
200,290,-90,8462038,"Shane Doan",R,4,0.663
46,291,-245,8459670,"Kimmo Timonen",D,18,0.651
469,292,177,8451302,"Brendan Shanahan",R,-2,0.65
833,293,540,8460577,"Milan Hejduk",R,-18,0.641
162,294,-132,8468598,"Lubomir Visnovsky",D,6,0.628
201,295,-94,8468700,"Paul Gaustad",C,4,0.621
253,296,-43,8473584,"Andrew MacDonald",D,2,0.621
339,297,42,8473433,"Kevin Quick",D,0,0.613
290,298,-8,8474518,"Davis Drewiske",D,1,0.608
73,299,-226,8468534,"Andreas Lilja",D,13,0.589
291,300,-9,8470280,"Ben Eager",L,1,0.585
292,301,-9,8467543,"Toby Petersen",C,1,0.582
254,302,-48,8470680,"Ryan Potulny",C,2,0.579
180,303,-123,8460580,"Brad Lukowich",D,5,0.576
255,304,-49,8471752,"Marc-Andre Gragnani",D,2,0.569
293,305,-12,8470564,"Joseph Motzko",R,1,0.561
123,306,-183,8468498,"Brooks Orpik",D,8,0.554
256,307,-51,8468432,"Steve Reinprecht",C,2,0.552
522,308,214,8473924,"Cory Murphy",D,-3,0.538
523,309,214,8470136,"Nathan Oystrick",D,-3,0.517
257,310,-53,8465056,"Trent Whitfield",C,2,0.503
294,311,-17,8473582,"Ivan Vishnevskiy",D,1,0.499
579,312,267,8468513,"Nick Schultz",D,-4,0.491
739,313,426,8471669,"Paul Stastny",C,-10,0.483
227,314,-87,8470110,"Trevor Daley",D,3,0.474
394,315,79,8473514,"Jesse Joensuu",L,-1,0.474
470,316,154,8447958,"Bobby Holik",C,-2,0.444
340,317,23,8473492,"Matt Beleskey",L,0,0.439
258,318,-60,8471803,"Brian Salcido",D,2,0.429
295,319,-24,8472008,"Kurtis McLean",R,1,0.428
296,320,-24,8474153,"Michal Repik",R,1,0.422
228,321,-93,8467909,"Alexei Semenov",D,3,0.407
341,322,19,8470778,"Drew Miller",L,0,0.406
342,323,19,8470383,"Chris Minard",L,0,0.402
202,324,-122,8466216,"Adam Mair",C,4,0.394
297,325,-28,8446053,"Chris Chelios",D,1,0.392
524,326,198,8460507,"Wayne Primeau",C,-3,0.39
298,327,-29,8468184,"Lawrence Nycholat",D,1,0.38
109,328,-219,8467519,"Karlis Skrastins",D,9,0.369
395,329,66,8470714,"Corey Potter",D,-1,0.363
343,330,13,8458573,"Michael Nylander",C,0,0.362
299,331,-32,8462115,"Daniel Tjarnqvist",D,1,0.361
259,332,-73,8470843,"Nathan McIver",D,2,0.36
203,333,-130,8469474,"Colby Armstrong",R,4,0.347
300,334,-34,8473908,"Kevin Westgarth",R,1,0.342
396,335,61,8471807,"Tom Wandell",C,-1,0.34
344,336,8,8467939,"Dan Jancevski",D,0,0.338
110,337,-227,8464967,"Marty Reasoner",C,9,0.326
301,338,-37,8468611,"Matt Hendricks",L,1,0.316
302,339,-37,8471477,"Jakub Petruzalek",C,1,0.312
345,340,5,8471246,"Chris Bourque",L,0,0.309
229,342,-113,8473646,"Ryan Carter",C,3,0.301
346,341,5,8471705,"Brendan Mikkelson",D,0,0.301
303,343,-40,8459024,"Jere Lehtinen",R,1,0.299
347,344,3,8473453,"Trevor Lewis",C,0,0.291
230,345,-115,8469459,"Mikko Koivu",C,3,0.269
304,346,-42,8470625,"Ryan Stone",C,1,0.268
163,348,-185,8449895,"Owen Nolan",R,6,0.267
580,347,233,8470170,"Ole-Kristian Tollefsen",D,-4,0.267
260,349,-89,8471238,"Rob Schremp",C,2,0.262
397,350,47,8470996,"Danny Syvret",D,-1,0.26
348,351,-3,8473933,"Ben Lovejoy",D,0,0.245
581,352,229,8469664,"David Moss",R,-4,0.23
164,353,-189,8459479,"Ville Peltonen",L,6,0.222
305,354,-49,8470719,"Alexandre Bolduc",C,1,0.215
204,355,-151,8470018,"Matt Ellis",L,4,0.212
306,356,-50,8468660,"Darcy Hordichuk",L,1,0.211
398,357,41,8475087,"Christian Hanson",C,-1,0.194
349,358,-9,8469044,"Wade Brookbank",D,0,0.19
307,359,-52,8474557,"Anssi Salmela",D,1,0.183
308,360,-52,8470310,"Aaron Rome",D,1,0.183
350,362,-12,8471011,"Garrett Stafford",D,0,0.182
582,361,221,8470151,"Jay Bouwmeester",D,-4,0.182
399,363,36,8473997,"Luca Caputi",L,-1,0.179
351,364,-13,8471235,"Lukas Kaspar",L,0,0.175
400,365,35,8466149,"Daniel Cleary",R,-1,0.17
309,366,-57,8475115,"Jamie Fritsch",D,1,0.167
310,367,-57,8465041,"Craig MacDonald",C,1,0.157
401,368,33,8468085,"Radim Vrbata",R,-1,0.115
231,369,-138,8471692,"Ryan Parent",D,3,0.112
352,370,-18,8462041,"Radek Dvorak",R,0,0.092
353,371,-18,8473482,"Jiri Tlusty",L,0,0.09
402,372,30,8471697,"Niclas Bergfors",R,-1,0.082
232,373,-141,8467580,"Mark Eaton",D,3,0.067
712,374,338,8466035,"Sergei Samsonov",L,-9,0.056
525,375,150,8459587,"Todd Marchant",C,-3,0.043
526,376,150,8474571,"Mikkel Boedker",L,-3,0.041
311,377,-66,8466232,"Quintin Laing",L,1,0.034
713,378,335,8469505,"Noah Welch",D,-9,0.019
527,379,148,8459547,"Scott Walker",R,-3,0.007
354,380,-26,8473913,"Sean Collins",D,0,0.004
355,381,-26,8457261,"Brad May",L,0,0.002
312,382,-70,8471004,"Aaron MacKenzie",D,1,0
313,385,-72,8468604,"Michel Ouellet",R,1,0
356,383,-27,8473510,"Jonas Junland",D,0,0
357,384,-27,8467857,"Jason Krog",C,0,0
403,386,17,8471516,"Riley Armstrong",C,-1,0
314,387,-73,8471388,"Patrick Kaleta",R,1,-0.004
404,388,16,8469820,"Zenon Konopka",C,-1,-0.006
405,389,16,8470199,"Barry Tallackson",R,-1,-0.009
406,390,16,8465978,"Shawn Thornton",L,-1,-0.013
407,391,16,8471694,"Kenndal McArdle",L,-1,-0.02
358,392,-34,8471282,"Casey Borer",D,0,-0.028
408,393,15,8470058,"Staffan Kronwall",D,-1,-0.031
359,394,-35,8470700,"Byron Bitz",R,0,-0.032
528,395,133,8467905,"Michael Ryan",C,-3,-0.04
409,396,13,8465170,"Fernando Pisani",R,-1,-0.042
529,397,132,8474157,"Max Pacioretty",L,-3,-0.047
360,398,-38,8473501,"Ty Wishart",D,0,-0.052
693,399,294,8470602,"Dion Phaneuf",D,-8,-0.068
410,400,10,8459406,"Bryan Helmer",D,-1,-0.07
675,401,274,8470180,"Eric Nystrom",L,-7,-0.075
361,402,-41,8459094,"Ian Laperriere",R,0,-0.082
411,403,8,8473722,"John Scott",L,-1,-0.086
412,404,8,8460639,"Andre Roy",R,-1,-0.093
413,405,8,8470189,"David Van Der Gulik",L,-1,-0.099
111,406,-295,8473564,"Michael Frolik",R,9,-0.109
414,407,7,8470876,"Nick Tarnasky",L,-1,-0.118
112,408,-296,8467915,"Mike Commodore",D,9,-0.12
233,409,-176,8470638,"Patrice Bergeron",C,3,-0.122
362,410,-48,8474576,"Zach Boychuk",L,0,-0.123
471,411,60,8470655,"David Backes",C,-2,-0.135
472,412,60,8471840,"Brett Sutter",L,-2,-0.137
530,413,117,8468647,"Craig Weller",R,-3,-0.146
363,414,-51,8471253,"Grant Lewis",D,0,-0.155
261,415,-154,8467304,"Andy Sutton",D,2,-0.156
113,416,-303,8467369,"Ossi Vaananen",D,9,-0.164
415,417,-2,8475073,"Geoff Kinrade",D,-1,-0.168
714,418,296,8474552,"Fabian Brunnstrom",L,-9,-0.181
181,419,-238,8460661,"Shane Hnidy",D,5,-0.191
364,420,-56,8470294,"DJ King",L,0,-0.193
473,421,52,8470630,"Kevin Klein",D,-2,-0.198
416,422,-6,8471763,"Ilya Zubov",C,-1,-0.205
146,423,-277,8459122,"Stephane Yelle",C,7,-0.222
531,424,107,8449924,"Teppo Numminen",D,-3,-0.226
532,425,107,8468517,"Andy Hilbert",L,-3,-0.244
365,426,-61,8467531,"Jonas Frogren",D,0,-0.252
315,427,-112,8458637,"Sean O'Donnell",D,1,-0.253
417,428,-11,8470289,"Jim Slater",C,-1,-0.259
676,429,247,8473526,"Peter Mueller",C,-7,-0.268
418,430,-12,8460502,"Wade Belak",R,-1,-0.271
419,431,-12,8470871,"Chris Porter",L,-1,-0.275
420,432,-12,8471778,"Jordan Lavallee-Smotherman",L,-1,-0.289
421,433,-12,8474383,"Joel Rechlicz",R,-1,-0.297
474,434,40,8471327,"Wes O'Neill",D,-2,-0.297
316,435,-119,8470615,"Marc-Antoine Pouliot",C,1,-0.299
422,436,-14,8473407,"Per Ledin",L,-1,-0.304
124,437,-313,8468636,"Greg Zanon",D,8,-0.314
317,438,-121,8465012,"Tom Poti",D,1,-0.315
366,439,-73,8474565,"Alex Pietrangelo",D,0,-0.316
475,440,35,8470113,"John Zeiler",R,-2,-0.328
423,441,-18,8469689,"Tomas Mojzis",D,-1,-0.337
424,442,-18,8474134,"Yannick Weber",D,-1,-0.344
842,443,399,8459492,"Vinny Prospal",L,-20,-0.347
425,444,-19,8470713,"Paul Bissonnette",L,-1,-0.349
476,445,31,8473673,"David Schlemko",D,-2,-0.349
426,446,-20,8472370,"Jordan Hendry",D,-1,-0.362
616,447,169,8473504,"Cal Clutterbuck",R,-5,-0.364
427,448,-21,8470004,"Jeff Hoggan",R,-1,-0.367
533,449,84,8459493,"Marek Malik",D,-3,-0.368
781,450,331,8469469,"R.J. Umberger",C,-13,-0.373
766,451,315,8471729,"Kris Russell",D,-12,-0.376
262,452,-190,8469466,"Ales Hemsky",R,2,-0.38
583,453,130,8472338,"Jaime Sifers",D,-4,-0.387
182,455,-273,8473533,"Jordan Staal",C,5,-0.392
428,454,-26,8467330,"David Legwand",C,-1,-0.392
429,456,-27,8473904,"Kyle Greentree",L,-1,-0.393
367,457,-90,8471476,"Daniel Winnik",C,0,-0.394
677,458,219,8458976,"Michael Peca",C,-7,-0.403
430,459,-29,8471714,"Michael Sauer",D,-1,-0.404
678,460,218,8474190,"Wayne Simmonds",R,-7,-0.406
534,461,73,8469666,"Brandon Bochenski",R,-3,-0.414
431,462,-31,8473493,"Ben Maxwell",C,-1,-0.415
368,463,-95,8474498,"Jesse Winchester",C,0,-0.426
752,464,288,8467831,"Jeff Halpern",C,-11,-0.429
369,465,-96,8471521,"Brad Staubitz",R,0,-0.433
477,466,11,8459450,"Shean Donovan",R,-2,-0.438
535,467,68,8470737,"Brett Sterling",L,-3,-0.446
318,468,-150,8470121,"Matt Greene",D,1,-0.451
370,469,-99,8467881,"Taylor Pyatt",L,0,-0.456
478,470,8,8468887,"Warren Peters",C,-2,-0.47
536,471,65,8474291,"Jay Beagle",R,-3,-0.474
537,472,65,8465026,"Mark Parrish",R,-3,-0.475
319,473,-154,8468427,"Brian Pothier",D,1,-0.487
320,474,-154,8460735,"Richard Zednik",R,1,-0.5
432,475,-43,8471360,"Steve Regier",L,-1,-0.512
433,476,-43,8471265,"Raymond Sawada",R,-1,-0.516
479,477,2,8469629,"Tom Cavanagh",R,-2,-0.523
480,478,2,8470302,"Patrick Dwyer",R,-2,-0.523
538,479,59,8471887,"Patric Hornqvist",R,-3,-0.534
617,480,137,8467943,"Niklas Hagman",L,-5,-0.544
434,481,-47,8471334,"Alexander Nikulin",C,-1,-0.548
435,482,-47,8473496,"Oskar Osala",L,-1,-0.55
321,483,-162,8458525,"Brian Rolston",R,1,-0.556
