"Rank_trad","Rank_w","Rank_diff","PlayerId","PlayerName","Position","Assists","Assists_w"
208,133,75,8457981,"Teemu Selanne","R",12,4.83025461967721
179,134,45,8470600,"Ryan Suter","D",13,4.81322055238618
142,135,7,8471216,"Cam Barker","D",15,4.77856114173198
94,136,-42,8458361,"Doug Weight","C",18,4.77363892774729
180,137,43,8458976,"Michael Peca","C",13,4.75822891902403
181,138,43,8473548,"Phil Kessel","R",13,4.75657165438782
182,139,43,8459428,"Viktor Kozlov","C",13,4.74745226546975
209,140,69,8466149,"Daniel Cleary","R",12,4.74225558119196
272,141,131,8465185,"Willie Mitchell","D",9,4.74039294927067
306,142,164,8450978,"Jeremy Roenick","C",8,4.73882077409879
183,143,40,8471676,"Bobby Ryan","R",13,4.73729541816536
105,144,-39,8467878,"Tim Connolly","C",17,4.7362142179351
125,145,-20,8470598,"Thomas Vanek","L",16,4.73172853632292
126,146,-20,8466139,"Patrick Marleau","L",16,4.73036721531882
184,147,37,8470105,"Scottie Upshall","L",13,4.71560717812738
127,148,-21,8470268,"Denis Grebeshkov","D",16,4.6754784499594
143,149,-6,8458573,"Michael Nylander","C",15,4.65874024810175
227,150,77,8460492,"Ed Jovanovski","D",11,4.65663744290447
106,151,-45,8462129,"Michal Handzus","C",17,4.63010158021335
156,152,4,8465058,"Michal Rozsival","D",14,4.59800534993168
144,153,-9,8474040,"Sam Gagner","C",15,4.59425363601982
247,154,93,8474190,"Wayne Simmonds","R",10,4.59053401662798
185,155,30,8459429,"Jason Arnott","C",13,4.58957212383413
210,156,54,8467334,"Manny Malhotra","C",12,4.58335936679221
186,157,29,8458590,"Mike Knuble","R",13,4.57559047936421
157,158,-1,8467545,"Michael Ryder","R",14,4.55471020361532
211,159,52,8473564,"Michael Frolik","R",12,4.53486188868309
128,160,-32,8460496,"Ryan Smyth","L",16,4.52269700931181
336,161,175,8474552,"Fabian Brunnstrom","L",7,4.52243513660348
129,162,-33,8471309,"Johan Franzen","R",16,4.47407952284286
130,163,-33,8473533,"Jordan Staal","C",16,4.45597243349277
187,164,23,8468064,"Martin Erat","R",13,4.44802631544147
248,165,83,8470626,"Loui Eriksson","R",10,4.44592614320065
131,166,-35,8470207,"Joffrey Lupul","L",16,4.44567567829054
95,167,-72,8458943,"Cory Stillman","L",18,4.40694916288563
158,168,-10,8470047,"Valtteri Filppula","C",14,4.34813348168027
145,169,-24,8459004,"Craig Rivet","D",15,4.33903869595577
159,170,-11,8471208,"Dustin Penner","R",14,4.30356688565004
273,171,102,8469619,"Dennis Seidenberg","D",9,4.29585699671766
212,172,40,8465050,"Eric Belanger","C",12,4.28892174171474
160,173,-13,8470153,"Pierre-Marc Bouchard","C",14,4.28734375347335
82,174,-92,8460562,"Chris Drury","C",19,4.28662791715963
213,175,38,8462196,"Stephane Robidas","D",12,4.28429298821281
188,176,12,8460735,"Richard Zednik","R",13,4.27560132675549
189,177,12,8460719,"Steve Sullivan","L",13,4.26628347723042
146,178,-32,8469467,"Chuck Kobasew","R",15,4.26307805979744
214,179,35,8466260,"Kyle Calder","L",12,4.25678841208515
215,180,35,8469664,"David Moss","R",12,4.24900472150039
147,181,-34,8459492,"Vinny Prospal","L",15,4.21584926247741
190,182,8,8459424,"Chris Pronger","D",13,4.19265305307953
161,183,-22,8470649,"Patrick O'Sullivan","C",14,4.19201488464953
228,184,44,8473526,"Peter Mueller","C",11,4.16555276651337
132,185,-53,8458938,"Roman Hamrlik","D",16,4.14858294068834
148,186,-38,8471346,"Kris Versteeg","L",15,4.14857474338751
162,187,-25,8466393,"Pascal Dupuis","R",14,4.14590892791102
107,188,-81,8462225,"Filip Kuba","D",17,4.14244480514461
163,189,-26,8464977,"Dainius Zubrus","L",14,4.13971864218096
191,190,1,8470257,"Alexander Steen","L",13,4.11202543470479
249,191,58,8471339,"Ryan Callahan","R",10,4.10382197297032
216,192,24,8473422,"Nick Foligno","L",12,4.09403770848199
149,193,-44,8471698,"T.J. Oshie","R",15,4.08950628233592
217,194,23,8468172,"Ruslan Fedotenko","L",12,4.08496253932242
192,195,-3,8469638,"Jussi Jokinen","L",13,4.07325558411479
229,196,33,8470110,"Trevor Daley","D",11,4.03975686295393
164,197,-33,8468208,"Joel Ward","R",14,4.01556216019646
193,198,-5,8468517,"Andy Hilbert","L",13,4.01534012316957
230,199,31,8469465,"Dan Hamhuis","D",11,3.94149199963394
274,200,74,8462041,"Radek Dvorak","R",9,3.9399450521334
231,201,30,8471729,"Kris Russell","D",11,3.92916897574135
165,202,-37,8470151,"Jay Bouwmeester","D",14,3.90320716376914
194,203,-9,8470039,"Tomas Fleischmann","L",13,3.8923954289821
166,204,-38,8468700,"Paul Gaustad","C",14,3.87746636773304
218,205,13,8465210,"Pavel Kubina","D",12,3.87432411301651
195,206,-11,8468500,"Alex Frolov","L",13,3.83243388764377
196,207,-11,8469623,"Marek Zidlicky","D",13,3.80241472036137
197,208,-11,8474573,"Josh Bailey","L",13,3.76041850497595
108,209,-101,8470608,"Robert Nilsson","C",17,3.7520872948249
167,210,-43,8471682,"Devin Setoguchi","R",14,3.7422110413371
219,211,8,8469492,"Fedor Tyutin","D",12,3.71785592154875
232,212,20,8470640,"Matthew Carle","D",11,3.71542118727106
250,213,37,8471699,"Andrew Cogliano","C",10,3.69945132833749
150,214,-64,8467396,"Erik Cole","L",15,3.68938703859309
220,215,5,8468542,"Paul Martin","D",12,3.68890225478556
168,216,-48,8470104,"Tom Gilbert","D",14,3.68732877503998
251,217,34,8456966,"Robert Lang","C",10,3.67470840872647
169,218,-49,8473536,"James Sheppard","L",14,3.67410662743048
233,219,14,8470309,"Ryan Whitney","D",11,3.66874348584142
252,220,32,8451224,"Mathieu Schneider","D",10,3.66736374861986
133,221,-88,8467338,"Alex Tanguay","L",16,3.66621122064013
151,222,-71,8462036,"Daymond Langkow","C",15,3.63266228530654
362,223,139,8465202,"Sami Salo","D",6,3.62699854022017
134,224,-90,8451774,"Mats Sundin","C",16,3.61872122503613
275,225,50,8467370,"Mike Fisher","C",9,3.57482223449934
109,226,-117,8449645,"Mike Modano","C",17,3.55817883052248
234,227,7,8471284,"Andrej Sekera","D",11,3.50556434172504
307,228,79,8471707,"James Neal","L",8,3.48233665862965
235,229,6,8468639,"John-Michael Liles","D",11,3.4797980481059
170,230,-60,8470750,"John Mitchell","C",14,3.47747384486747
236,231,5,8459479,"Ville Peltonen","L",11,3.42291485150166
237,232,5,8469521,"Tomas Plekanec","C",11,3.41230831784357
238,233,5,8460465,"Petr Sykora","R",11,3.39451035781661
253,234,19,8445550,"Rob Blake","D",10,3.38982354722955
239,235,4,8470609,"Steve Bernier","R",11,3.37908239815135
221,236,-15,8467483,"Tyler Arnason","C",12,3.37481372704161
337,237,100,8473924,"Cory Murphy","D",7,3.36363636247511
308,238,70,8469665,"Johnny Oduya","D",8,3.3625370437337
276,239,37,8464967,"Marty Reasoner","C",9,3.36076204437065
198,240,-42,8467357,"Jonathan Cheechoo","R",13,3.33809223550102
199,241,-42,8470920,"David Clarkson","R",13,3.33748693300313
254,242,12,8470144,"Frans Nielsen","C",10,3.32422867093081
171,243,-72,8468434,"Andy McDonald","L",14,3.32186163531002
277,244,33,8470631,"Kamil Kreps","C",9,3.31815909765261
240,245,-5,8470655,"David Backes","C",11,3.31756856774359
172,246,-74,8469462,"Tuomo Ruutu","L",14,3.31276883086956
278,247,31,8465200,"Tomas Kaberle","D",9,3.30402792438419
338,248,90,8467463,"Mikael Samuelsson","R",7,3.30247047986787
255,249,6,8471709,"Marc-Edouard Vlasic","D",10,3.29867122296948
339,250,89,8470654,"Maxim Lapierre","C",7,3.29136260470186
241,251,-10,8467988,"Ryan Malone","L",11,3.28657617701229
256,252,4,8460105,"Radek Bonk","C",10,3.28067442858173
200,253,-53,8468432,"Steve Reinprecht","C",13,3.28036824631403
173,254,-81,8464989,"Matt Cullen","C",14,3.26104529590698
201,255,-54,8460770,"Kim Johnsson","D",13,3.24558957805343
309,256,53,8469477,"Lukas Krajicek","D",8,3.23893780167202
340,257,83,8474157,"Max Pacioretty","L",7,3.2220529078963
310,258,52,8466398,"Tom Kostopoulos","R",8,3.22111384378934
279,259,20,8467831,"Jeff Halpern","C",9,3.19636539339062
152,260,-108,8469770,"Dennis Wideman","D",15,3.18383126004972
280,261,19,8459461,"Brendan Morrison","C",9,3.13804539771181
222,262,-40,8470828,"Toby Enstrom","D",12,3.12914435252998
363,263,100,8473962,"Teddy Purcell","R",6,3.11978930952949
223,264,-41,8471226,"Drew Stafford","R",12,3.10698388404484
257,265,-8,8471691,"Martin Hanzal","C",10,3.09837063861825
202,266,-64,8465009,"Zdeno Chara","D",13,3.08536452244348
242,267,-25,8459534,"Miroslav Satan","R",11,3.05795838231075
203,268,-65,8470299,"Erik Christensen","C",13,3.01494180462279
243,269,-26,8469670,"Marek Svatos","R",11,2.99555699568042
281,270,11,8471303,"Alexander Edler","D",9,2.99498269365548
364,271,93,8470171,"Maxime Talbot","C",6,2.97203069071801
282,272,10,8466399,"Eric Perrin","C",9,2.96730453463544
365,273,92,8458530,"Markus Naslund","L",6,2.95888850921351
258,274,-16,8473473,"Milan Lucic","L",10,2.93907007068525
204,275,-71,8465951,"Matt Cooke","L",13,2.93220401966479
283,276,7,8468526,"Jarret Stoll","C",9,2.91138857148829
284,277,7,8469591,"Cody McCormick","C",9,2.87542237587298
399,278,121,8460580,"Brad Lukowich","D",5,2.86397449316115
224,279,-55,8470358,"Alexandre Burrows","R",12,2.85007058475779
285,280,5,8468162,"Jerred Smithson","C",9,2.84048827541028
311,281,30,8471274,"Alex Goligoski","D",8,2.83605007519919
286,282,4,8466371,"John Madden","C",9,2.83298307336736
287,283,4,8470667,"Clarke MacArthur","L",9,2.83235781084296
259,284,-25,8467915,"Mike Commodore","D",10,2.82155554830623
260,285,-25,8459462,"Bryan McCabe","D",10,2.80953304639843
261,286,-25,8473579,"Nikolay Kulemin","L",10,2.80633245861747
366,287,79,8466215,"Joe Corvo","D",6,2.79149093887446
262,288,-26,8459094,"Ian Laperriere","R",10,2.7759696498901
312,289,23,8469765,"Marc-Andre Bergeron","D",8,2.74032559663684
367,290,77,8465170,"Fernando Pisani","R",6,2.72918157707004
288,291,-3,8471311,"Tyler Kennedy","R",9,2.72530655270196
263,292,-29,8467466,"Trent Hunter","R",10,2.711543015214
289,293,-4,8469760,"Zbynek Michalek","D",9,2.70869943524944
264,294,-30,8458525,"Brian Rolston","R",10,2.70629993787767
400,295,105,8471323,"Ryan Jones","L",5,2.70415798974419
225,296,-71,8471426,"Troy Brouwer","R",12,2.69016979461363
401,297,104,8467493,"Chris Neil","R",5,2.6750281572926
290,298,-8,8446788,"Sergei Fedorov","C",9,2.66538395813903
402,299,103,8471222,"Ladislav Smid","D",5,2.66260820758955
265,300,-35,8467956,"Niclas Havelid","D",10,2.6573069217968
368,301,67,8466160,"Brenden Morrow","L",6,2.62540570873066
291,302,-11,8474564,"Steven Stamkos","C",9,2.57360330241543
403,303,100,8471310,"Dustin Boyd","C",5,2.56938244941727
404,304,100,8469480,"Jeff Woywitka","D",5,2.56676249390246
341,305,36,8467543,"Toby Petersen","C",7,2.56621540366587
292,306,-14,8470596,"Nathan Horton","R",9,2.56286190167749
244,307,-63,8471436,"Matt Hunwick","D",11,2.52692967429398
174,308,-134,8470222,"James Wisniewski","D",14,2.5250279465272
313,309,4,8466145,"Nick Boynton","D",8,2.52192711348414
314,310,4,8468224,"Sean Avery","L",8,2.51798282367097
293,311,-18,8471859,"Sergei Kostitsyn","L",9,2.51570571146264
266,312,-46,8449895,"Owen Nolan","R",10,2.50140184469178
342,313,29,8464966,"Derek Morris","D",7,2.48133485308088
405,314,91,8471236,"Andrej Meszaros","D",5,2.45540512411877
315,315,0,8467890,"Barret Jackman","D",8,2.43627813036924
316,316,0,8473544,"Derick Brassard","C",8,2.43142448132405
294,317,-23,8471504,"Rene Bourque","R",9,2.4109064690873
267,318,-51,8470803,"Kyle Brodziak","C",10,2.40289799538882
317,319,-2,8471498,"Jannik Hansen","R",8,2.3834357492935
369,320,49,8465012,"Tom Poti","D",6,2.37662839109457
318,321,-3,8459640,"Michael Grier","R",8,2.36197834744139
205,322,-117,8462209,"P.J. Axelsson","L",13,2.34511363391471
343,323,20,8468501,"Anton Volchenkov","D",7,2.34161395832198
295,324,-29,8471753,"T.J. Hensick","C",9,2.33984949251917
319,325,-6,8469812,"Chad LaRose","R",8,2.3350680323276
406,326,80,8469543,"Evgeny Artyukhin","R",5,2.32666226994763
245,327,-82,8470230,"Daniel Paille","L",11,2.31880432243044
268,328,-60,8460503,"Mattias Ohlund","D",10,2.30902456452764
344,329,15,8471232,"Lauri Korpikoski","L",7,2.30523414831142
407,330,77,8470639,"Dan Fritsche","C",5,2.30471989968222
345,331,14,8469508,"Jay McClement","C",7,2.28568714923717
346,332,14,8469516,"Brendan Bell","D",7,2.27835983778382
370,333,37,8469483,"David Steckel","C",6,2.27706888742415
371,334,37,8469581,"Kyle Wellwood","C",6,2.27484796795268
320,335,-15,8469474,"Colby Armstrong","R",8,2.26909813031995
347,336,11,8471670,"Guillaume Latendresse","L",7,2.26107011067182
348,337,11,8470647,"B.J. Crombeen","R",7,2.25169889803937
296,338,-42,8462077,"Jochen Hecht","C",9,2.24733003356295
297,339,-42,8467502,"Ales Kotalik","R",9,2.2285125415821
298,340,-42,8466144,"Paul Mara","D",9,2.22833327951792
321,341,-20,8464975,"Daniel Briere","C",8,2.20310742029031
372,342,30,8470615,"Marc-Antoine Pouliot","C",6,2.19990424886476
322,343,-21,8464981,"Cory Sarich","D",8,2.19150985968093
408,344,64,8460661,"Shane Hnidy","D",5,2.18331203658308
373,345,28,8458536,"Dean McAmmond","C",6,2.17964897008285
409,346,63,8466182,"Henrik Tallinder","D",5,2.17640865376882
448,347,101,8468523,"Matt Pettinger","L",4,2.16781422008033
374,348,26,8465059,"Matt Bradley","R",6,2.15146023488492
375,349,26,8469672,"Aaron Voros","L",6,2.14039155836799
376,350,26,8459547,"Scott Walker","R",6,2.12580764011817
269,351,-82,8471260,"Blake Comeau","L",10,2.11889786527317
323,352,-29,8467967,"Chris Kelly","C",8,2.11482177351013
410,353,57,8470152,"Joakim Lindstrom","C",5,2.11340053043432
299,354,-55,8460541,"Richard Park","R",9,2.0952607299217
377,355,22,8472368,"Chris Conner","R",6,2.06761147374017
349,356,-7,8459587,"Todd Marchant","C",7,2.06071723985542
350,357,-7,8467964,"Mike Comrie","C",7,2.05683822827108
324,358,-34,8466251,"Jason Chimera","L",8,2.05603664161294
411,359,52,8470839,"Shane O'Brien","D",5,2.04203805428491
175,360,-185,8467439,"Jaroslav Spacek","D",14,2.04165249219706
378,361,17,8471187,"Brett Lebda","D",6,2.03702877814352
379,362,17,8460504,"Ethan Moreau","L",6,2.03561427202241
496,363,133,8470760,"Marc Methot","D",3,2.03502947924395
351,364,-13,8465025,"Arron Asham","R",7,2.0252064531699
325,365,-40,8470274,"Chris Higgins","L",8,2.0114778696018
352,366,-14,8462823,"Glen Metropolit","C",7,2.0084528060351
412,367,45,8473485,"Chris Stewart","R",5,2.00493990261669
326,368,-42,8470329,"Chris Campoli","D",8,1.98785496971909
380,369,11,8474571,"Mikkel Boedker","L",6,1.9661798846216
327,370,-43,8470324,"Josh Gorges","D",8,1.96586873809499
353,371,-18,8470192,"Steve Eminger","D",7,1.96087994891377
246,372,-126,8468518,"Tomas Kopecky","R",11,1.95764919484272
354,373,-19,8470607,"Brent Seabrook","D",7,1.94484260732385
328,374,-46,8458951,"Sergei Gonchar","D",8,1.93807057155552
381,375,6,8465042,"Toni Lydman","D",6,1.93693198352248
329,376,-47,8474068,"Kyle Turris","C",8,1.93367228591648
330,377,-47,8469544,"Patrick Sharp","L",8,1.93356567323745
382,378,4,8466333,"Andrew Ference","D",6,1.928809219696
413,379,34,8473504,"Cal Clutterbuck","R",5,1.91760423519511
355,380,-25,8468927,"Steve Montador","D",7,1.91751918378945
300,381,-81,8470613,"Brent Burns","D",9,1.91495798827341
414,382,32,8470666,"Daniel Carcillo","L",5,1.89112971867543
356,383,-27,8470741,"Nigel Dawes","L",7,1.87604782608898
357,384,-27,8460556,"Freddy Modin","L",7,1.86938633766712
415,385,30,8465122,"Brett Clark","D",5,1.86875878800965
497,386,111,8458494,"Sergei Zubov","D",3,1.8479121740537
416,387,29,8466309,"Mike Mottau","D",5,1.84553551085395
331,388,-57,8467393,"Jarkko Ruutu","L",8,1.84126436178672
383,389,-6,8468534,"Andreas Lilja","D",6,1.79583338976457
449,390,59,8470136,"Nathan Oystrick","D",4,1.79509611301918
450,391,59,8466158,"Scott Hannan","D",4,1.79093067448937
417,392,25,8470578,"Freddy Meyer","D",5,1.78235729014363
301,393,-92,8458541,"Steve Staios","D",9,1.77523840279619
418,394,24,8449924,"Teppo Numminen","D",5,1.77230628067405
332,395,-63,8468598,"Lubomir Visnovsky","D",8,1.76217377525208
333,396,-63,8459053,"Adrian Aucoin","D",8,1.75985589664783
384,397,-13,8466216,"Adam Mair","C",6,1.75822922153277
419,398,21,8471686,"Marc Staal","D",5,1.75401905792511
420,399,21,8465192,"Samuel Pahlsson","C",5,1.75177203608387
385,400,-15,8470273,"Ian White","D",6,1.75165061517021
421,401,20,8468508,"Justin Williams","R",5,1.7266605303586
386,402,-16,8471324,"Liam Reddox","L",6,1.70899258015736
334,403,-69,8459024,"Jere Lehtinen","R",8,1.70817247749174
387,404,-17,8469476,"Tim Gleason","D",6,1.70391967172268
335,405,-70,8474588,"Viktor Tikhonov","R",8,1.69876360997948
451,406,45,8471766,"Jared Boll","R",4,1.69646590020235
388,407,-19,8470966,"Mark Giordano","D",6,1.68897251046375
358,408,-50,8460540,"Mathieu Dandenault","R",7,1.65659981529222
422,409,13,8468635,"Travis Moen","L",5,1.64537084754866
270,410,-140,8467917,"Jordan Leopold","D",10,1.64327712946383
498,411,87,8470630,"Kevin Klein","D",3,1.62972023283271
423,412,11,8470061,"Derek Meech","D",5,1.61488451945265
424,413,11,8469473,"Marcel Goc","C",5,1.60698903234749
425,414,11,8471724,"Kris Letang","D",5,1.60511429520601
452,415,37,8468577,"Niclas Wallin","D",4,1.57999986556616
453,416,37,8445739,"Patrice Brisebois","D",4,1.57853934140869
426,417,9,8470611,"Eric Fehr","R",5,1.56709949360098
302,418,-116,8470265,"Anton Babchuk","D",9,1.56336072028916
359,419,-60,8468515,"Brad Winchester","L",7,1.55596028936676
499,420,79,8464960,"Boyd Devereaux","C",3,1.52520737418615
553,421,132,8467365,"John Erskine","D",2,1.52475575548219
389,422,-33,8470834,"Dustin Byfuglien","R",6,1.52036706360358
427,423,4,8470121,"Matt Greene","D",5,1.51384652885563
428,424,4,8451302,"Brendan Shanahan","R",5,1.51147451669709
429,425,4,8471958,"Dan Girardi","D",5,1.49958357999434
430,426,4,8466203,"Josef Melichar","D",5,1.49157522491093
500,427,73,8466300,"Ben Guite","R",3,1.46206541553154
390,428,-38,8465968,"Brett McLean","C",6,1.45400231276654
391,429,-38,8468113,"Jeff Finger","D",6,1.43385438744012
303,430,-127,8473512,"Claude Giroux","C",9,1.42438750710548
360,431,-71,8474568,"Luke Schenn","D",7,1.42333326296667
