GoalId,GameId,AwayTeamId,HomeTeamId,EventNumber,PeriodNumber,EventTime,ScoringTeam,ScoringTeamId,Disposition,GoalScorerNumber,GoalScorerId,NumGoals,FirstAssistNumber,FirstAssistId,NumAssistsFirstPlayer,SecondAssistNumber,SecondAssistId,NumAssistsSecondPlayer,ShotType,Zone,ShotDistance
19343,2010020003,29,20,161,2,00:05:58,CAR,29,EV,33,8470265,1,26,8467396,1,22,8474610,1,Backhand,offensive,10
19344,2010020003,29,20,185,2,00:09:52,MIN,20,PP,7,8464989,1,24,8467899,1,NULL,NULL,NULL,Wrist,offensive,16
19345,2010020003,29,20,195,2,00:11:16,CAR,29,PP,36,8469638,1,77,8466215,1,25,8470137,1,Wrist,offensive,36
19346,2010020003,29,20,229,2,00:18:03,CAR,29,EV,16,8474091,2,39,8470302,1,6,8469476,1,Deflected,offensive,11
19347,2010020003,29,20,330,3,00:16:39,MIN,20,PP,8,8470613,1,20,8468704,1,7,8464989,1,Wrist,offensive,12
19348,2010020004,4,11,22,1,00:04:37,CHI,4,PP,29,8471254,1,81,8466148,1,22,8471426,1,Wrist,offensive,36
19349,2010020004,4,11,83,1,00:16:30,COL,11,EV,25,8473485,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,10
19350,2010020004,4,11,135,2,00:06:13,COL,11,EV,9,8475168,1,52,8456283,1,10,8471879,1,Tip-In,offensive,32
19351,2010020004,4,11,180,2,00:13:51,COL,11,PP,26,8471669,1,4,8468639,1,25,8473485,1,Snap,offensive,19
19352,2010020004,4,11,200,2,00:18:24,CHI,4,EV,81,8466148,1,10,8469544,1,82,8468518,1,Wrist,offensive,7
19353,2010020004,4,11,262,3,00:10:25,CHI,4,PP,10,8469544,1,82,8468518,2,19,8473604,1,Wrist,offensive,14
19355,2010020005,16,6,57,1,00:09:04,EDM,6,PP,67,8471680,1,6,8470309,1,NULL,NULL,NULL,Wrist,offensive,27
19356,2010020005,16,6,256,3,00:01:24,EDM,6,SH,14,8474586,1,2,8468213,1,NULL,NULL,NULL,Backhand,offensive,8
19357,2010020005,16,6,261,3,00:02:43,EDM,6,EV,83,8469466,1,89,8474040,1,5,8471222,1,Slap,offensive,36
19358,2010020005,16,6,285,3,00:05:04,EDM,6,PP,10,8467423,1,14,8474586,1,6,8470309,2,Snap,offensive,27
19359,2010020006,26,30,13,1,00:02:11,SJS,26,EV,17,8471338,1,29,8469622,1,8,8470794,1,Backhand,offensive,6
19360,2010020006,26,30,63,1,00:10:57,SJS,26,PP,19,8466138,1,8,8470794,2,31,8474550,1,Slap,offensive,54
19361,2010020006,26,30,90,1,00:16:55,CBJ,30,PP,20,8466181,1,28,8474566,1,6,8471873,1,Wrist,offensive,22
19362,2010020006,26,30,93,1,00:17:10,CBJ,30,EV,18,8469469,1,19,8460504,1,26,8465192,1,Deflected,offensive,11
19363,2010020006,26,30,263,3,00:10:15,SJS,26,PP,39,8474053,1,29,8469622,2,22,8467096,1,Wrist,offensive,33
19364,2010020007,22,14,16,1,00:02:45,NJD,14,EV,19,8471233,1,17,8469454,1,6,8472382,1,Wrist,offensive,7
19365,2010020007,22,14,33,1,00:07:13,NJD,14,EV,9,8470610,1,17,8469454,2,19,8471233,1,Snap,offensive,40
19366,2010020007,22,14,49,1,00:11:16,DAL,22,EV,10,8466160,1,63,8467371,1,28,8471241,1,Snap,offensive,12
19367,2010020007,22,14,104,2,00:03:02,DAL,22,EV,21,8470626,1,18,8471707,1,91,8467389,1,Wrist,offensive,7
19368,2010020007,22,14,127,2,00:10:22,NJD,14,PP,25,8459429,1,26,8460542,1,15,8459457,1,Slap,offensive,53
19369,2010020007,22,14,133,2,00:11:38,DAL,22,EV,91,8467389,1,18,8471707,2,NULL,NULL,NULL,Wrist,offensive,13
19371,2010020008,20,29,100,1,00:17:23,MIN,20,PP,15,8459596,1,9,8469459,2,25,8471216,1,Backhand,offensive,9
19372,2010020008,20,29,131,2,00:02:00,CAR,29,EV,15,8469462,1,36,8469638,2,53,8475784,1,Wrist,offensive,13
19374,2010020009,10,9,30,1,00:05:11,DET,9,EV,93,8471309,1,51,8470047,1,44,8459444,1,Snap,offensive,28
19375,2010020009,10,9,35,1,00:05:35,DET,9,EV,90,8449645,1,11,8466149,1,23,8467331,1,Snap,offensive,42
19376,2010020009,10,9,130,2,00:05:29,DET,9,EV,13,8467514,1,40,8468083,1,28,8467856,1,Tip-In,offensive,15
19377,2010020009,10,9,187,2,00:16:55,DET,9,EV,11,8466149,1,13,8467514,1,NULL,NULL,NULL,Tip-In,offensive,5
19378,2010020010,8,27,37,1,00:08:04,BUF,8,EV,9,8469485,1,63,8474589,1,27,8469472,1,Backhand,offensive,11
19379,2010020010,8,27,199,2,00:19:11,OTT,27,EV,22,8467967,1,73,8467393,1,25,8467493,1,Snap,offensive,8
19380,2010020010,8,27,253,3,00:10:12,BUF,8,PP,9,8469485,2,63,8474589,2,57,8474574,1,Tip-In,offensive,7
19381,2010020011,3,31,29,1,00:03:18,WSH,3,EV,21,8469639,1,14,8470039,1,28,8470120,1,Snap,offensive,10
19382,2010020011,3,31,62,1,00:07:57,ATL,31,EV,9,8475169,1,NULL,NULL,NULL,NULL,NULL,NULL,Snap,offensive,39
19383,2010020011,3,31,195,2,00:15:43,ATL,31,EV,16,8471217,1,29,8469665,1,18,8471697,1,Tip-In,offensive,14
19384,2010020011,3,31,212,2,00:18:54,ATL,31,EV,9,8475169,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,12
19385,2010020011,3,31,258,3,00:08:16,WSH,3,EV,22,8458590,1,8,8471214,1,52,8471242,1,Snap,offensive,17
19386,2010020011,3,31,296,3,00:15:00,ATL,31,EV,19,8460556,1,80,8467353,1,NULL,NULL,NULL,Wrist,offensive,15
19387,2010020012,24,13,50,1,00:07:59,PHX,24,EV,17,8468085,1,33,8459053,1,55,8460492,1,Wrist,offensive,7
19388,2010020012,24,13,132,2,00:01:58,PHX,24,EV,14,8467881,1,38,8469759,1,22,8470740,1,Wrist,offensive,19
19389,2010020012,24,13,191,2,00:15:02,PHX,24,EV,8,8470105,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,19
19390,2010020012,24,13,216,2,00:19:43,PHX,24,PP,20,8465050,1,3,8471735,1,13,8458537,1,Wrist,offensive,13
19391,2010020012,24,13,245,3,00:03:33,BOS,13,EV,18,8470596,1,17,8473473,1,46,8471276,1,Wrist,offensive,23
19392,2010020012,24,13,274,3,00:09:03,BOS,13,PP,18,8470596,2,33,8465009,1,73,8467545,1,Wrist,offensive,18
19393,2010020012,24,13,324,3,00:18:13,PHX,24,EV,17,8468085,2,55,8460492,2,NULL,NULL,NULL,Wrist,neutral,65
19394,2010020013,23,8,56,1,00:10:53,NYR,23,EV,21,8474613,1,5,8471958,1,16,8468224,1,Deflected,offensive,26
19395,2010020013,23,8,79,1,00:15:42,NYR,23,EV,17,8471273,1,42,8473573,1,NULL,NULL,NULL,Tip-In,offensive,9
19396,2010020013,23,8,152,2,00:11:07,BUF,8,EV,3,8467917,1,36,8471388,1,28,8468700,1,Slap,offensive,55
19397,2010020013,23,8,174,2,00:15:08,NYR,23,EV,21,8474613,2,18,8471686,1,NULL,NULL,NULL,Wrist,offensive,10
19398,2010020013,23,8,205,2,00:18:20,NYR,23,EV,21,8474613,3,16,8468224,2,5,8471958,2,Snap,offensive,20
19399,2010020013,23,8,220,3,00:01:08,NYR,23,EV,26,8470299,1,10,8468483,1,31,8468500,1,Wrist,offensive,22
19400,2010020013,23,8,239,3,00:05:40,BUF,8,PP,3,8467917,2,19,8467878,1,21,8471226,1,Slap,offensive,55
19401,2010020013,23,8,286,3,00:14:23,BUF,8,EV,9,8469485,3,63,8474589,3,3,8467917,1,Wrist,offensive,10
19402,2010020013,23,8,303,3,00:18:35,NYR,23,SH,17,8471273,2,24,8471339,1,NULL,NULL,NULL,Wrist,offensive,13
19403,2010020014,27,1,12,1,00:01:38,TOR,1,EV,41,8473579,1,16,8470667,1,NULL,NULL,NULL,Snap,offensive,27
19404,2010020014,27,1,53,1,00:07:51,TOR,1,EV,81,8473548,2,32,8471346,1,NULL,NULL,NULL,Wrist,offensive,26
19405,2010020014,27,1,167,2,00:08:18,TOR,1,EV,16,8470667,2,84,8471362,2,8,8469460,2,Wrist,offensive,33
19406,2010020014,27,1,231,3,00:02:44,TOR,1,PP,32,8471346,1,15,8465200,1,81,8473548,1,Slap,offensive,16
19407,2010020014,27,1,245,3,00:05:39,TOR,1,EV,37,8470283,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,20
19408,2010020014,27,1,255,3,00:07:11,OTT,27,EV,19,8469455,1,11,8460621,1,55,8458951,1,Snap,offensive,19
19409,2010020015,22,28,61,1,00:09:52,DAL,22,PP,14,8473994,1,91,8467389,2,29,8468505,1,Wrist,offensive,6
19410,2010020015,22,28,75,1,00:11:59,DAL,22,EV,3,8462196,1,91,8467389,3,6,8470110,1,Slap,offensive,54
19411,2010020015,22,28,157,2,00:06:21,NYI,28,PP,20,8470222,1,93,8458361,1,15,8469707,1,Slap,offensive,57
19412,2010020015,22,28,190,2,00:13:45,DAL,22,EV,10,8466160,2,63,8467371,2,2,8471269,1,Snap,offensive,20
19413,2010020015,22,28,203,2,00:15:24,NYI,28,PP,93,8458361,1,15,8469707,2,20,8470222,1,Wrist,offensive,25
19414,2010020015,22,28,261,3,00:07:12,DAL,22,EV,10,8466160,3,63,8467371,3,NULL,NULL,NULL,Tip-In,offensive,12
19415,2010020015,22,28,267,3,00:08:45,NYI,28,EV,57,8471260,1,24,8468101,1,12,8474573,1,Slap,offensive,59
19416,2010020015,22,28,318,3,00:17:21,NYI,28,PP,26,8470852,1,51,8470144,1,93,8458361,2,Backhand,offensive,9
19418,2010020016,2,15,83,1,00:15:24,MTL,2,EV,13,8469500,1,14,8469521,1,46,8470603,1,Snap,offensive,16
19419,2010020016,2,15,119,2,00:00:40,PIT,15,PP,71,8471215,1,87,8471675,1,3,8471274,1,Snap,offensive,31
19420,2010020016,2,15,260,3,00:08:42,PIT,15,EV,10,8473914,1,24,8465951,1,7,8468542,2,Wrist,offensive,25
19421,2010020016,2,15,297,3,00:17:48,MTL,2,EV,13,8469500,2,15,8467831,1,26,8470324,1,Tip-In,offensive,11
19422,2010020016,2,15,299,3,00:18:12,MTL,2,EV,11,8467351,1,57,8471678,2,21,8467407,1,Wrist,offensive,23
19423,2010020017,14,3,15,1,00:01:49,NJD,14,EV,25,8459429,2,15,8459457,2,26,8460542,2,Wrist,offensive,13
19424,2010020017,14,3,25,1,00:02:24,WSH,3,EV,74,8474590,1,NULL,NULL,NULL,NULL,NULL,NULL,Snap,offensive,55
19425,2010020017,14,3,82,1,00:13:44,NJD,14,SH,7,8466182,1,8,8464977,1,19,8471233,2,Snap,offensive,20
19426,2010020017,14,3,124,2,00:01:59,WSH,3,EV,14,8470039,1,28,8470120,2,74,8474590,1,Wrist,offensive,22
19427,2010020017,14,3,181,2,00:14:31,WSH,3,EV,8,8471214,1,22,8458590,1,74,8474590,2,Wrist,offensive,35
19428,2010020017,14,3,195,2,00:18:25,WSH,3,EV,25,8466251,1,14,8470039,2,NULL,NULL,NULL,Snap,offensive,25
19429,2010020017,14,3,207,2,00:19:12,WSH,3,EV,8,8471214,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,15
19430,2010020017,14,3,227,3,00:03:07,WSH,3,SH,21,8469639,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,21
19431,2010020017,14,3,262,3,00:10:27,WSH,3,PP,16,8470611,1,28,8470120,3,8,8471214,2,Wrist,offensive,7
19432,2010020018,31,12,41,1,00:05:23,TBL,12,PP,9,8471703,1,6,8467988,1,7,8465122,1,Wrist,offensive,14
19433,2010020018,31,12,62,1,00:08:21,TBL,12,EV,19,8468575,1,16,8473962,1,10,8470176,1,Wrist,offensive,25
19434,2010020018,31,12,134,2,00:02:20,TBL,12,PP,4,8467329,1,26,8466378,1,91,8474564,1,Slap,offensive,59
19435,2010020018,31,12,147,2,00:05:21,TBL,12,EV,91,8474564,1,77,8475167,1,9,8471703,1,Tip-In,offensive,18
19436,2010020018,31,12,206,2,00:16:31,ATL,31,PP,39,8470828,1,18,8471697,2,16,8471217,1,Slap,offensive,58
19437,2010020018,31,12,215,2,00:18:12,ATL,31,EV,21,8470280,1,NULL,NULL,NULL,NULL,NULL,NULL,Snap,offensive,36
19438,2010020018,31,12,250,3,00:07:41,ATL,31,EV,27,8469501,1,3,8462176,1,21,8470280,1,Wrist,offensive,16
19439,2010020018,31,12,267,3,00:10:59,TBL,12,EV,91,8474564,2,8,8470905,1,NULL,NULL,NULL,Tip-In,offensive,15
19440,2010020019,7,18,80,1,00:15:48,STL,18,PP,22,8468504,1,6,8473446,1,20,8470257,1,Deflected,offensive,14
19441,2010020019,7,18,200,3,00:02:15,PHI,7,EV,48,8464975,2,25,8470640,1,22,8474551,2,Wrist,offensive,15
19443,2010020020,10,17,133,2,00:04:10,NSH,17,EV,9,8469473,1,22,8469547,1,4,8471742,1,Wrist,offensive,22
19444,2010020020,10,17,140,2,00:05:25,ANA,10,EV,11,8459442,1,8,8457981,1,54,8475764,1,Wrist,offensive,34
19445,2010020020,10,17,157,2,00:08:33,NSH,17,PP,26,8460719,1,20,8470600,1,6,8470642,1,Slap,offensive,30
19446,2010020020,10,17,206,2,00:16:12,NSH,17,EV,27,8471887,1,6,8470642,2,26,8460719,1,Tip-In,offensive,8
19447,2010020020,10,17,287,3,00:12:39,NSH,17,EV,11,8467330,1,71,8464957,1,29,8468208,1,Wrist,offensive,10
19448,2010020021,9,4,71,1,00:12:59,DET,9,EV,51,8470047,1,93,8471309,1,44,8459444,2,Tip-In,offensive,8
19449,2010020021,9,4,105,1,00:19:57,CHI,4,PP,7,8470607,1,81,8466148,2,22,8471426,2,Wrist,offensive,22
19450,2010020021,9,4,112,2,00:01:12,DET,9,EV,44,8459444,1,23,8467331,2,28,8467856,2,Wrist,offensive,6
19451,2010020021,9,4,116,2,00:01:49,CHI,4,EV,29,8471254,2,36,8471245,1,88,8474141,1,Wrist,offensive,31
19452,2010020021,9,4,254,3,00:06:01,DET,9,PP,51,8470047,2,26,8470201,1,5,8457063,1,Wrist,offensive,13
19453,2010020022,30,26,12,1,00:02:02,SJS,26,PP,16,8471682,1,60,8474218,1,29,8469622,3,Slap,offensive,36
19454,2010020022,30,26,19,1,00:03:13,CBJ,30,EV,61,8470041,1,50,8468535,1,20,8466181,1,Wrist,offensive,22
19455,2010020022,30,26,212,3,00:05:07,CBJ,30,PP,20,8466181,2,28,8474566,2,6,8471873,2,Wrist,offensive,39
19456,2010020022,30,26,223,3,00:07:05,SJS,26,PP,19,8466138,2,15,8468482,1,12,8466139,1,Snap,offensive,34
19458,2010020023,19,25,163,2,00:11:58,VAN,25,PP,5,8469555,1,22,8467875,1,33,8467876,1,Wrist,offensive,11
19459,2010020023,19,25,269,3,00:15:55,LAK,19,PP,14,8468508,1,26,8462129,1,23,8470606,1,Tip-In,offensive,12
19462,2010020024,13,24,181,2,00:12:11,BOS,13,EV,17,8473473,1,18,8470596,1,46,8471276,2,Slap,offensive,46
19463,2010020024,13,24,213,2,00:19:27,BOS,13,EV,18,8470596,3,28,8450725,1,46,8471276,3,Wrist,offensive,25
19464,2010020024,13,24,271,3,00:09:14,BOS,13,EV,19,8475794,1,73,8467545,2,30,8460703,1,Backhand,offensive,11
19465,2010020025,19,16,137,2,00:11:31,CGY,16,SH,20,8471185,1,42,8471840,1,NULL,NULL,NULL,Backhand,offensive,10
19466,2010020025,19,16,181,3,00:01:20,CGY,16,EV,24,8455919,1,8,8459461,1,NULL,NULL,NULL,Snap,offensive,49
19467,2010020025,19,16,238,3,00:14:06,LAK,19,EV,23,8470606,1,11,8471685,1,8,8474563,1,Tip-In,offensive,20
19468,2010020025,19,16,257,3,00:19:37,CGY,16,PP,10,8467943,1,8,8459461,2,NULL,NULL,NULL,Wrist,offensive,36
19469,2010020026,21,6,97,2,00:01:33,EDM,6,EV,27,8471208,1,77,8470104,1,89,8474040,2,Tip-In,offensive,12
19470,2010020026,21,6,119,2,00:05:34,EDM,6,EV,28,8471323,1,2,8468213,2,NULL,NULL,NULL,Tip-In,offensive,31
19471,2010020026,21,6,125,2,00:06:11,FLA,21,EV,19,8464967,1,26,8470609,1,NULL,NULL,NULL,Snap,offensive,52
19472,2010020026,21,6,135,2,00:07:20,EDM,6,EV,10,8467423,2,4,8475791,1,49,8473525,1,Deflected,offensive,9
19473,2010020026,21,6,190,2,00:17:51,FLA,21,EV,19,8464967,2,10,8471266,1,26,8470609,2,Wrist,offensive,9
19474,2010020027,15,14,85,1,00:18:56,PIT,15,EV,3,8471274,2,26,8474025,1,NULL,NULL,NULL,Slap,offensive,60
19475,2010020027,15,14,101,2,00:02:32,PIT,15,PP,10,8473914,2,58,8471724,2,7,8468542,3,Backhand,offensive,14
19476,2010020027,15,14,220,3,00:08:20,NJD,14,EV,26,8460542,1,25,8459429,1,NULL,NULL,NULL,Snap,offensive,9
19477,2010020027,15,14,267,3,00:19:49,PIT,15,EV,7,8468542,1,14,8470543,2,NULL,NULL,NULL,Wrist,offensive,9
19478,2010020028,23,28,72,1,00:12:47,NYI,28,EV,57,8471260,2,NULL,NULL,NULL,NULL,NULL,NULL,Snap,offensive,10
19479,2010020028,23,28,84,1,00:13:57,NYR,23,PP,17,8471273,3,4,8474584,1,33,8465058,1,Wrist,offensive,21
19480,2010020028,23,28,99,1,00:16:47,NYI,28,EV,12,8474573,1,57,8471260,1,10,8466309,1,Wrist,offensive,12
19481,2010020028,23,28,162,2,00:08:28,NYR,23,PP,4,8474584,1,17,8471273,1,42,8473573,2,Slap,offensive,60
19482,2010020028,23,28,182,2,00:13:01,NYR,23,EV,5,8471958,1,31,8468500,2,18,8471686,2,Wrist,offensive,56
19483,2010020028,23,28,222,2,00:19:39,NYI,28,EV,26,8470852,2,7,8467466,1,51,8470144,2,Snap,offensive,6
19484,2010020028,23,28,293,3,00:12:46,NYR,23,EV,42,8473573,1,10,8468483,2,24,8471339,2,Snap,offensive,40
19485,2010020028,23,28,314,3,00:15:36,NYI,28,PP,15,8469707,1,20,8470222,2,26,8470852,1,Wrist,offensive,12
19486,2010020028,23,28,318,3,00:16:34,NYI,28,PP,57,8471260,3,12,8474573,3,10,8466309,2,Snap,offensive,11
19487,2010020028,23,28,332,3,00:19:41,NYI,28,EV,51,8470144,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,50
19488,2010020029,10,18,20,1,00:03:53,STL,18,EV,42,8470655,1,57,8474102,1,22,8468504,1,Wrist,offensive,10
19489,2010020029,10,18,22,1,00:03:59,STL,18,EV,10,8468434,1,74,8471698,1,21,8473534,1,Wrist,offensive,12
19490,2010020029,10,18,101,2,00:05:10,STL,18,SH,26,8470647,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,18
19491,2010020029,10,18,105,2,00:06:08,ANA,10,PP,11,8459442,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,15
19492,2010020029,10,18,156,2,00:15:51,STL,18,EV,36,8471851,1,27,8474565,1,NULL,NULL,NULL,Slap,offensive,52
19493,2010020029,10,18,268,3,00:17:18,STL,18,PP,36,8471851,2,74,8471698,2,28,8469470,1,Wrist,offensive,19
19494,2010020030,4,8,3,1,00:00:14,BUF,8,EV,21,8471226,1,9,8469485,1,3,8467917,2,Snap,offensive,28
19495,2010020030,4,8,11,1,00:02:43,BUF,8,EV,9,8469485,4,55,8462077,1,21,8471226,2,Wrist,offensive,13
19496,2010020030,4,8,40,1,00:07:44,CHI,4,PP,88,8474141,1,2,8470281,1,NULL,NULL,NULL,Wrist,offensive,48
19497,2010020030,4,8,111,2,00:04:08,CHI,4,EV,8,8475181,1,24,8466145,1,82,8468518,3,Wrist,offensive,49
19498,2010020030,4,8,188,2,00:18:47,CHI,4,EV,81,8466148,2,29,8471254,1,NULL,NULL,NULL,Slap,offensive,20
19499,2010020030,4,8,210,3,00:03:36,CHI,4,EV,81,8466148,3,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,33
19500,2010020030,4,8,219,3,00:05:24,BUF,8,EV,19,8467878,1,4,8468927,1,63,8474589,4,Wrist,offensive,11
19501,2010020031,11,7,68,1,00:12:13,PHI,7,SH,28,8473512,2,18,8470617,2,NULL,NULL,NULL,Backhand,offensive,6
19502,2010020031,11,7,88,1,00:17:33,PHI,7,EV,17,8470604,1,NULL,NULL,NULL,NULL,NULL,NULL,Backhand,offensive,7
19503,2010020031,11,7,148,2,00:09:03,COL,11,EV,18,8471450,1,4,8468639,3,NULL,NULL,NULL,Slap,offensive,24
19504,2010020031,11,7,203,3,00:00:32,COL,11,EV,23,8460577,1,9,8475168,2,4,8468639,4,Wrist,defensive,176
19505,2010020031,11,7,270,3,00:17:22,PHI,7,EV,17,8470604,2,18,8470617,3,21,8474037,2,Backhand,offensive,18
19506,2010020031,11,7,279,3,00:18:49,PHI,7,EV,36,8473932,1,11,8467361,1,NULL,NULL,NULL,Backhand,offensive,34
19507,2010020032,27,3,101,1,00:18:38,WSH,3,EV,28,8470120,1,21,8469639,1,16,8470611,1,Wrist,offensive,11
19508,2010020032,27,3,149,2,00:09:57,OTT,27,EV,73,8467393,1,39,8467931,1,25,8467493,2,Tip-In,offensive,12
19509,2010020032,27,3,155,2,00:11:18,WSH,3,EV,16,8470611,2,26,8468611,1,15,8470159,1,Wrist,offensive,12
19510,2010020032,27,3,227,3,00:07:20,OTT,27,EV,26,8471634,1,13,8471299,1,NULL,NULL,NULL,Snap,offensive,15
19512,2010020033,21,25,64,1,00:12:39,VAN,25,EV,22,8467875,1,26,8467463,1,33,8467876,2,Wrist,offensive,13
19513,2010020033,21,25,198,2,00:19:22,FLA,21,EV,85,8471220,1,13,8471390,1,61,8458943,1,Deflected,offensive,38
19514,2010020033,21,25,294,3,00:14:52,VAN,25,EV,22,8467875,2,33,8467876,3,26,8467463,2,Wrist,offensive,9
19515,2010020034,11,9,15,1,00:02:34,DET,9,EV,93,8471309,2,44,8459444,3,NULL,NULL,NULL,Snap,offensive,22
19516,2010020034,11,9,95,1,00:16:56,COL,11,EV,54,8470877,1,4,8468639,5,40,8474705,1,Wrist,offensive,14
19517,2010020034,11,9,127,2,00:02:50,DET,9,PP,13,8467514,2,40,8468083,2,5,8457063,2,Tip-In,offensive,15
19518,2010020034,11,9,180,2,00:13:02,DET,9,EV,93,8471309,3,51,8470047,2,44,8459444,4,Snap,offensive,22
19519,2010020034,11,9,201,2,00:19:11,COL,11,EV,37,8475158,1,54,8470877,1,NULL,NULL,NULL,Slap,offensive,48
19520,2010020034,11,9,234,3,00:04:43,COL,11,EV,34,8471476,1,52,8456283,2,NULL,NULL,NULL,Snap,offensive,22
19521,2010020034,11,9,255,3,00:07:52,DET,9,SH,17,8470622,1,43,8471794,1,5,8457063,3,Snap,offensive,15
19522,2010020034,11,9,273,3,00:11:24,COL,11,EV,54,8470877,2,18,8471450,1,9,8475168,3,Backhand,offensive,18
19524,2010020035,31,19,129,2,00:02:26,ATL,31,EV,27,8469501,2,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,12
19525,2010020035,31,19,240,3,00:03:53,LAK,19,EV,94,8460496,1,14,8468508,1,11,8471685,2,Backhand,offensive,11
19526,2010020035,31,19,255,3,00:06:10,LAK,19,EV,28,8468526,1,94,8460496,1,33,8465185,1,Wrist,offensive,36
19527,2010020035,31,19,326,3,00:19:30,LAK,19,EV,94,8460496,2,14,8468508,2,28,8468526,1,Wrist,neutral,90
19529,2010020037,28,3,19,1,00:03:14,NYI,28,EV,25,8475799,1,93,8458361,3,40,8473546,1,Wrist,offensive,23
19530,2010020037,28,3,183,2,00:18:19,WSH,3,EV,8,8471214,4,19,8473563,1,NULL,NULL,NULL,Wrist,offensive,51
19531,2010020037,28,3,279,3,00:16:21,WSH,3,PP,19,8473563,1,8,8471214,3,74,8474590,4,Tip-In,offensive,17
19532,2010020038,12,2,27,1,00:05:22,MTL,2,EV,40,8470654,1,NULL,NULL,NULL,NULL,NULL,NULL,Wrist,offensive,34
19533,2010020038,12,2,109,1,00:18:07,MTL,2,EV,14,8469521,1,13,8469500,1,6,8467439,1,Slap,offensive,40
19534,2010020038,12,2,132,2,00:01:44,TBL,12,PP,7,8465122,1,16,8473962,2,6,8467988,2,Slap,offensive,56
19535,2010020038,12,2,260,3,00:10:54,TBL,12,EV,26,8466378,1,91,8474564,2,8,8470905,2,Wrist,offensive,9
19536,2010020038,12,2,264,3,00:11:25,MTL,2,EV,46,8470603,1,14,8469521,2,26,8470324,2,Backhand,offensive,12
19537,2010020038,12,2,306,3,00:18:41,TBL,12,PP,91,8474564,3,4,8467329,1,6,8467988,3,Wrist,offensive,13
19539,2010020039,1,15,20,1,00:05:18,TOR,1,EV,28,8468778,1,2,8474568,1,18,8471371,1,Tip-In,offensive,13
19540,2010020039,1,15,49,1,00:11:27,PIT,15,PP,14,8470543,1,71,8471215,1,3,8471274,2,Tip-In,offensive,10
19541,2010020039,1,15,71,1,00:17:33,PIT,15,EV,25,8470171,1,24,8465951,2,48,8471311,1,Wrist,offensive,9
19542,2010020039,1,15,104,2,00:03:01,TOR,1,PP,16,8470667,3,15,8465200,2,3,8470602,2,Snap,offensive,16
19543,2010020039,1,15,115,2,00:05:31,TOR,1,EV,22,8467400,1,2,8474568,2,26,8467937,1,Slap,offensive,45
19544,2010020039,1,15,141,2,00:10:30,TOR,1,EV,16,8470667,4,84,8471362,3,41,8473579,2,Snap,offensive,14
19545,2010020039,1,15,175,2,00:19:16,PIT,15,EV,87,8471675,1,6,8473933,1,24,8465951,3,Backhand,offensive,9
