"Rank_trad","Rank_w","Rank_diff","PlayerId","PlayerName","Position","Assists","Assists_w"
211,101,110,8471390,"Mike Santorelli","C",11,5.43541083957139
71,102,-31,8471675,"Sidney Crosby","C",19,5.41337378387976
117,103,14,8459461,"Brendan Morrison","C",16,5.37452513397334
98,104,-6,8470606,"Dustin Brown","R",17,5.37178089820378
189,105,84,8471208,"Dustin Penner","R",12,5.35449832834356
99,106,-7,8474578,"Erik Karlsson","D",17,5.35091851653057
100,107,-7,8471273,"Brandon Dubinsky","C",17,5.34672497540479
101,108,-7,8474040,"Sam Gagner","C",17,5.33763707256931
102,109,-7,8470600,"Ryan Suter","D",17,5.33741622589864
133,110,23,8474053,"Logan Couture","C",15,5.3078494507408
212,111,101,8470137,"Joni Pitkanen","D",11,5.27224771323643
72,112,-40,8464975,"Daniel Briere","C",19,5.2647797817839
171,113,58,8474565,"Alex Pietrangelo","D",13,5.26360786351435
134,114,20,8471743,"Vladimir Sobotka","L",15,5.26355704642573
135,115,20,8467545,"Michael Ryder","R",15,5.2567237370985
73,116,-43,8473485,"Chris Stewart","R",19,5.25492981789287
172,117,55,8466160,"Brenden Morrow","L",13,5.22643404529542
103,118,-15,8468508,"Justin Williams","R",17,5.2158311529881
30,119,-89,8468482,"Dany Heatley","L",24,5.17796749336892
173,120,53,8467878,"Tim Connolly","C",13,5.17619455359264
136,121,15,8470803,"Kyle Brodziak","C",15,5.16937795064456
137,122,15,8474569,"Colin Wilson","C",15,5.16793159727271
155,123,32,8475784,"Jeff Skinner","L",14,5.16456428037938
138,124,14,8466149,"Daniel Cleary","R",15,5.15067394916225
74,125,-51,8470655,"David Backes","C",19,5.09577467733881
118,126,-8,8470257,"Alexander Steen","L",16,5.09051534360534
156,127,29,8471504,"Rene Bourque","R",14,4.99133303497603
258,128,130,8470602,"Dion Phaneuf","D",9,4.96894532208857
213,129,84,8473533,"Jordan Staal","C",11,4.96621354934807
119,130,-11,8467856,"Brian Rafalski","D",16,4.96040540023344
234,131,103,8459429,"Jason Arnott","C",10,4.94728571209862
157,132,25,8468486,"Scott Hartnell","L",14,4.92106888330474
174,133,41,8474574,"Tyler Myers","D",13,4.91401140444156
120,134,-14,8471707,"James Neal","L",16,4.91389417244917
121,135,-14,8470966,"Mark Giordano","D",16,4.8583463006627
139,136,3,8474563,"Drew Doughty","D",15,4.85446480784121
122,137,-15,8471851,"Matt D'Agostini","R",16,4.82607053274942
140,138,2,8468483,"Marian Gaborik","R",15,4.81965561077713
141,139,2,8471339,"Ryan Callahan","R",15,4.80727007311939
214,140,74,8471794,"Darren Helm","C",11,4.78771696233427
104,141,-37,8471498,"Jannik Hansen","R",17,4.7678669357776
75,142,-67,8467329,"Vincent Lecavalier","C",19,4.71221195859295
142,143,-1,8473473,"Milan Lucic","L",15,4.70628843118683
105,144,-39,8469506,"Jason Pominville","R",17,4.70618214054177
190,145,45,8471958,"Dan Girardi","D",12,4.70197594025401
158,146,12,8475764,"Cam Fowler","D",14,4.69859919704735
175,147,28,8459457,"Jamie Langenbrunner","R",13,4.64867643186113
76,148,-72,8471724,"Kris Letang","D",19,4.60362391689912
176,149,27,8458938,"Roman Hamrlik","D",13,4.60346053534518
106,150,-44,8466140,"Olli Jokinen","C",17,4.57877805111285
235,151,84,8467917,"Jordan Leopold","D",10,4.56029929755368
236,152,84,8462129,"Michal Handzus","C",10,4.54783790032137
191,153,38,8467943,"Niklas Hagman","L",12,4.54738449979237
107,154,-47,8470642,"Shea Weber","D",17,4.54250636497929
123,155,-32,8471217,"Andrew Ladd","L",16,4.53165924912264
124,156,-32,8474613,"Derek Stepan","C",16,4.51214840947105
125,157,-32,8450725,"Mark Recchi","R",16,4.50760532434365
52,158,-106,8471699,"Andrew Cogliano","C",20,4.48499934886476
108,159,-51,8471245,"Dave Bolland","C",17,4.48428499134652
143,160,-17,8468526,"Jarret Stoll","C",15,4.47444358956952
259,161,98,8475179,"Dmitry Kulikov","D",9,4.461192887853
126,162,-36,8471309,"Johan Franzen","R",16,4.45832006912404
127,163,-36,8467096,"Dan Boyle","D",16,4.45820694729032
192,164,28,8473546,"Michael Grabner","R",12,4.42458792580647
193,165,28,8465009,"Zdeno Chara","D",12,4.33244382869814
215,166,49,8470171,"Maxime Talbot","C",11,4.30892258735922
260,167,93,8468513,"Nick Schultz","D",9,4.29837098713564
237,168,69,8471266,"David Booth","L",10,4.26434603378686
53,169,-116,8466035,"Sergei Samsonov","L",20,4.24784957817888
87,170,-83,8468598,"Lubomir Visnovsky","D",18,4.22245688153054
238,171,67,8467831,"Jeff Halpern","C",10,4.21854631460952
144,172,-28,8467353,"Nik Antropov","C",15,4.20712794517567
177,173,4,8468927,"Steve Montador","D",13,4.16819852284754
128,174,-46,8471698,"T.J. Oshie","R",16,4.14028214500043
159,175,-16,8471236,"Andrej Meszaros","D",14,4.11334786735598
145,176,-31,8471260,"Blake Comeau","L",15,4.10019461043666
178,177,1,8469500,"Mike Cammalleri","L",13,4.09980654322559
129,178,-49,8466139,"Patrick Marleau","L",16,4.09755918743345
216,179,37,8464967,"Marty Reasoner","C",11,4.0972713766099
109,180,-71,8470607,"Brent Seabrook","D",17,4.09434254569141
77,181,-104,8460542,"Patrik Elias","C",19,4.09240870216222
217,182,35,8467330,"David Legwand","C",11,4.08766723593264
239,183,56,8471476,"Daniel Winnik","C",10,4.05829014711395
194,184,10,8471234,"Wojtek Wolski","L",12,4.03402630263137
240,185,55,8471215,"Evgeni Malkin","C",10,4.0323610900488
286,186,100,8470599,"Milan Michalek","L",8,4.02043619973366
160,187,-27,8459444,"Todd Bertuzzi","R",14,3.9869261640721
161,188,-27,8470596,"Nathan Horton","R",14,3.97701072020398
110,189,-79,8471311,"Tyler Kennedy","R",17,3.97673930238632
195,190,5,8471678,"Benoit Pouliot","L",12,3.94363838046699
287,191,96,8458590,"Mike Knuble","R",8,3.920862322126
146,192,-46,8466148,"Marian Hossa","R",15,3.90970002470278
147,193,-46,8459670,"Kimmo Timonen","D",15,3.90383010535881
148,194,-46,8471233,"Travis Zajac","C",15,3.88601839764029
111,195,-84,8471887,"Patric Hornqvist","R",17,3.86601987667192
162,196,-34,8470543,"Chris Kunitz","L",14,3.84976897323132
196,197,-1,8470047,"Valtteri Filppula","C",12,3.84702251346149
149,198,-49,8468434,"Andy McDonald","L",15,3.81625949460235
197,199,-2,8465042,"Toni Lydman","D",12,3.75311976017543
198,200,-2,8468224,"Sean Avery","L",12,3.72806593705809
261,201,60,8470207,"Joffrey Lupul","L",9,3.68795986439347
288,202,86,8474068,"Kyle Turris","C",8,3.67294696351606
218,203,15,8473422,"Nick Foligno","L",11,3.6669496234023
289,204,85,8467452,"Rob Scuderi","D",8,3.65154640983021
219,205,14,8474590,"John Carlson","D",11,3.64211206602615
179,206,-27,8471232,"Lauri Korpikoski","L",13,3.62333102686114
241,207,34,8467334,"Manny Malhotra","C",10,3.62111897932257
290,208,82,8472382,"Andy Greene","D",8,3.61943973072001
180,209,-29,8467370,"Mike Fisher","C",13,3.5566532828968
181,210,-29,8471274,"Alex Goligoski","D",13,3.52782190026534
262,211,51,8471729,"Kris Russell","D",9,3.5266285305806
163,212,-49,8471703,"Steve Downie","R",14,3.52352673830849
182,213,-31,8462077,"Jochen Hecht","C",13,3.50981416648014
263,214,49,8474582,"Mattias Tedenby","R",9,3.50950688366323
354,215,139,8471482,"Grant Clitsome","D",6,3.5040472186509
220,216,4,8474037,"James van Riemsdyk","L",11,3.49755777984011
291,217,74,8473432,"Derek Dorsett","R",8,3.48646763956022
292,218,74,8468611,"Matt Hendricks","L",8,3.47679288056565
221,219,2,8474519,"Jack Hillen","D",11,3.47538978505275
222,220,2,8468463,"Mathieu Darche","L",11,3.47054858183671
264,221,43,8469492,"Fedor Tyutin","D",9,3.43308113511605
265,222,43,8475794,"Tyler Seguin","C",9,3.42560179366793
183,223,-40,8471514,"Rich Peverley","C",13,3.408349173166
399,224,175,8474151,"Ryan McDonagh","D",5,3.40136852696879
164,225,-61,8473573,"Artem Anisimov","C",14,3.3855485926813
266,226,40,8469770,"Dennis Wideman","D",9,3.38523323667389
242,227,15,8469508,"Jay McClement","C",10,3.35883601813774
267,228,39,8460621,"Daniel Alfredsson","R",9,3.35757349476861
268,229,39,8469474,"Colby Armstrong","R",9,3.35488079214341
269,230,39,8471859,"Sergei Kostitsyn","L",9,3.35276431615052
199,231,-32,8471697,"Niclas Bergfors","R",12,3.34805278568202
223,232,-9,8474568,"Luke Schenn","D",11,3.34209389167493
243,233,10,8466285,"Brian Campbell","D",10,3.33951199235216
244,234,10,8475149,"Marcus Johansson","C",10,3.32489112895244
200,235,-35,8468700,"Paul Gaustad","C",12,3.32019146162572
293,236,57,8467331,"Brad Stuart","D",8,3.31657917915497
184,237,-53,8469619,"Dennis Seidenberg","D",13,3.31339224561134
201,238,-37,8471686,"Marc Staal","D",12,3.30381163569711
165,239,-74,8473564,"Michael Frolik","R",14,3.29487479972245
245,240,5,8470877,"David Jones","R",10,3.29425403681144
319,241,78,8471873,"Anton Stralman","D",7,3.28367763022475
320,242,78,8470755,"Brad Richardson","R",7,3.28259078807963
185,243,-58,8471426,"Troy Brouwer","R",13,3.27811123351187
224,244,-20,8474573,"Josh Bailey","L",11,3.23975728696455
150,245,-95,8471346,"Kris Versteeg","L",15,3.2338661145678
202,246,-44,8473419,"Brad Marchand","L",12,3.21945221407633
166,247,-81,8470299,"Erik Christensen","C",14,3.19622774626851
203,248,-45,8471664,"Mason Raymond","L",12,3.18714501604417
270,249,21,8473446,"Erik Johnson","D",9,3.18021471134106
167,250,-83,8465050,"Eric Belanger","C",14,3.17967920113068
321,251,70,8468001,"Derek MacKenzie","C",7,3.16934679043111
246,252,-6,8470309,"Ryan Whitney","D",10,3.12506305250851
355,253,102,8474190,"Wayne Simmonds","R",6,3.11690567102676
294,254,40,8465951,"Matt Cooke","L",8,3.10435348409858
295,255,40,8467967,"Chris Kelly","C",8,3.0984081651577
271,256,15,8470601,"Braydon Coburn","D",9,3.08885028554213
225,257,-32,8466393,"Pascal Dupuis","R",11,3.05596132077781
247,258,-11,8469490,"Tim Jackman","R",10,3.04412946044745
356,259,97,8470329,"Chris Campoli","D",6,3.03948490313441
272,260,12,8460496,"Ryan Smyth","L",9,3.03373904152888
204,261,-57,8459462,"Bryan McCabe","D",12,3.02667959423789
400,262,138,8474716,"Jared Spurgeon","D",5,3.02501629598168
357,263,94,8467844,"Jason Blake","L",6,3.0057973383492
273,264,9,8468575,"Dominic Moore","C",9,3.00405531226009
358,265,93,8465914,"Francis Bouillon","D",6,2.99514320232748
248,266,-18,8462196,"Stephane Robidas","D",10,2.98976241329417
249,267,-18,8470274,"Chris Higgins","L",10,2.98767089299652
274,268,6,8475158,"Ryan O'Reilly","C",9,2.98187439269235
205,269,-64,8467346,"Simon Gagne","L",12,2.96816670138935
275,270,5,8473579,"Nikolay Kulemin","L",9,2.94981606646481
206,271,-65,8471185,"Curtis Glencross","L",12,2.9357619552145
207,272,-65,8458529,"Alex Kovalev","R",12,2.91779781054986
401,273,128,8474567,"Zach Bogosian","D",5,2.91617349120552
186,274,-88,8468535,"Antoine Vermette","C",13,2.91497558575904
322,275,47,8470619,"Brian Boyle","C",7,2.90421775651945
296,276,20,8473584,"Andrew MacDonald","D",8,2.89681650565121
297,277,20,8469760,"Zbynek Michalek","D",8,2.89669975936438
250,278,-28,8468172,"Ruslan Fedotenko","L",10,2.86697154290839
276,279,-3,8466251,"Jason Chimera","L",9,2.86672219147909
323,280,43,8469547,"Jordin Tootoo","R",7,2.8630391571934
298,281,17,8474056,"P.K. Subban","D",8,2.86042211973698
277,282,-5,8471284,"Andrej Sekera","D",9,2.84849553589366
187,283,-96,8474091,"Brandon Sutter","C",13,2.83755301463412
208,284,-76,8474612,"Travis Hamonic","D",12,2.76839022544498
324,285,39,8468485,"Raffi Torres","L",7,2.76759142134944
251,286,-35,8471226,"Drew Stafford","R",10,2.7663357607618
226,287,-61,8460743,"Tomas Holmstrom","L",11,2.75503701448122
299,288,11,8475692,"Mats Zuccarello","L",8,2.74650150650716
278,289,-11,8473537,"Viktor Stalberg","L",9,2.74629016660309
252,290,-38,8475175,"Magnus Paajarvi","L",10,2.74562650095166
168,291,-123,8467407,"Brian Gionta","R",14,2.73637344737224
209,292,-83,8470613,"Brent Burns","D",12,2.73401048405363
359,293,66,8474157,"Max Pacioretty","L",6,2.6959313266344
300,294,6,8465210,"Pavel Kubina","D",8,2.67311668755683
279,295,-16,8470153,"Pierre-Marc Bouchard","C",9,2.67011134076822
253,296,-43,8471254,"Bryan Bickell","L",10,2.66961554298059
301,297,4,8459427,"Rob Niedermayer","C",8,2.66716788986758
325,298,27,8468704,"Antti Miettinen","R",7,2.66274875242257
151,299,-148,8467423,"Shawn Horcoff","C",15,2.65416906078412
227,300,-73,8459053,"Adrian Aucoin","D",11,2.65154595662254
302,301,1,8471716,"Justin Abdelkader","L",8,2.6283576907013
228,302,-74,8469759,"Vernon Fiddler","C",11,2.62507283789753
254,303,-49,8471352,"Jake Dowell","C",10,2.62032549802812
360,304,56,8473449,"Kyle Okposo","R",6,2.61105692973396
326,305,21,8468478,"Mike Weaver","D",7,2.6110449905182
303,306,-3,8475098,"Tyler Bozak","C",8,2.60128390686749
361,307,54,8470110,"Trevor Daley","D",6,2.5994357123224
327,308,19,8470283,"Tim Brent","C",7,2.59799636465933
328,309,19,8470760,"Marc Methot","D",7,2.59743084719594
210,310,-100,8471303,"Alexander Edler","D",12,2.59590845810632
362,311,51,8467393,"Jarkko Ruutu","L",6,2.57977651778008
229,312,-83,8473504,"Cal Clutterbuck","R",11,2.55564407196663
363,313,50,8468101,"Radek Martinek","D",6,2.54993319282021
230,314,-84,8458525,"Brian Rolston","R",11,2.53545444818804
329,315,14,8471338,"Torrey Mitchell","C",7,2.53006267839908
304,316,-12,8474520,"Jason Garrison","D",8,2.50792702668466
305,317,-12,8469591,"Cody McCormick","C",8,2.49239259341245
255,318,-63,8470775,"Nate Thompson","C",10,2.48523802446637
306,319,-13,8462041,"Radek Dvorak","R",8,2.47604646576891
330,320,10,8471299,"Peter Regin","C",7,2.45994127320885
402,321,81,8471331,"Kevin Porter","C",5,2.45592730471607
364,322,42,8468432,"Steve Reinprecht","C",6,2.44597776220341
442,323,119,8474166,"Alec Martinez","D",4,2.43998588185725
331,324,7,8465058,"Michal Rozsival","D",7,2.42540706214834
280,325,-45,8470156,"Joey Crabb","R",9,2.38883949148149
443,326,117,8471436,"Matt Hunwick","D",4,2.38679317463079
307,327,-20,8473932,"Darroll Powe","C",8,2.37191710431396
281,328,-47,8475791,"Taylor Hall","L",9,2.34818543313975
308,329,-21,8468208,"Joel Ward","R",8,2.33088553012093
231,330,-99,8468509,"Niklas Kronwall","D",11,2.31882550778089
403,331,72,8474584,"Michael Del Zotto","D",5,2.30591706904491
365,332,33,8470622,"Patrick Eaves","R",6,2.280322760653
282,333,-51,8458951,"Sergei Gonchar","D",9,2.27949361143466
366,334,32,8471714,"Michael Sauer","D",6,2.25497845909466
367,335,32,8460567,"Chris Clark","R",6,2.25330185623829
309,336,-27,8467881,"Taylor Pyatt","L",8,2.2519156035562
404,337,67,8462225,"Filip Kuba","D",5,2.23104644728433
405,338,67,8473588,"Erik Condra","R",5,2.22055445040305
256,339,-83,8464977,"Dainius Zubrus","L",10,2.21260450748036
283,340,-57,8467988,"Ryan Malone","L",9,2.20252001327598
232,341,-109,8471242,"Mike Green","D",11,2.19906611365363
332,342,-10,8470852,"Matt Moulson","L",7,2.19873810903111
406,343,63,8473999,"Nick Palmieri","R",5,2.19787266704767
333,344,-11,8468542,"Paul Martin","D",7,2.17797722422562
444,345,99,8471279,"Sami Lepisto","D",4,2.1680411169106
334,346,-12,8473568,"Andreas Nodl","R",7,2.1652766756441
368,347,21,8470611,"Eric Fehr","R",6,2.16078785744651
335,348,-13,8473700,"Ryan Wilson","D",7,2.14637630958715
257,349,-92,8459424,"Chris Pronger","D",10,2.1410317313509
445,350,95,8458541,"Steve Staios","D",4,2.12760794874256
336,351,-15,8470697,"Philippe Dupuis","C",7,2.116602776326
337,352,-15,8474498,"Jesse Winchester","C",7,2.1131302493936
446,353,93,8469581,"Kyle Wellwood","C",4,2.10901244351138
369,354,15,8475105,"Dan Sexton","R",6,2.09649792259492
498,355,143,8470289,"Jim Slater","C",3,2.092396290129
370,356,14,8469531,"Jay Harrison","D",6,2.08451476673988
188,357,-169,8469457,"Stephen Weiss","C",13,2.07352562951093
447,358,89,8474125,"Carl Gunnarsson","D",4,2.06742517102245
371,359,12,8471238,"Rob Schremp","C",6,2.0417692605291
372,360,12,8465170,"Fernando Pisani","R",6,2.03062789287994
407,361,46,8471324,"Liam Reddox","L",5,2.0286520917101
338,362,-24,8473914,"Mark Letestu","C",7,2.02357552121019
373,363,10,8471717,"Adam McQuaid","D",6,2.00172449675055
408,364,44,8474685,"Matt Calvert","L",5,1.98163603377713
409,365,44,8470302,"Patrick Dwyer","R",5,1.98162717043625
410,366,44,8470169,"Gregory Campbell","C",5,1.97583416191218
411,367,44,8475160,"Kyle Clifford","L",5,1.9529851121759
284,368,-84,8475167,"Victor Hedman","D",9,1.94923865891363
374,369,5,8470121,"Matt Greene","D",6,1.9481053118452
375,370,5,8473574,"Shawn Matthias","C",6,1.94002629308855
339,371,-32,8471709,"Marc-Edouard Vlasic","D",7,1.93083296963194
340,372,-32,8470104,"Tom Gilbert","D",7,1.9112361216524
310,373,-63,8469684,"Milan Jurcina","D",8,1.90165271276432
376,374,2,8471450,"Brandon Yip","R",6,1.89712703183368
377,375,2,8467344,"Robyn Regehr","D",6,1.8968756890676
412,376,36,8475185,"Jacob Josefson","C",5,1.87563229582031
413,377,36,8475788,"Alexander Burmistrov","C",5,1.87545162837718
448,378,70,8473525,"Theo Peckham","D",4,1.87246860855414
414,379,35,8470280,"Ben Eager","L",5,1.8582122755591
378,380,-2,8471682,"Devin Setoguchi","R",6,1.8549554193715
449,381,68,8460719,"Steve Sullivan","L",4,1.85244963000411
415,382,33,8471816,"Mark Fayne","D",5,1.85157291631767
311,383,-72,8465122,"Brett Clark","D",8,1.84762621208388
450,384,66,8460720,"Eric Boulton","L",4,1.84440138026302
379,385,-6,8469476,"Tim Gleason","D",6,1.83535529262953
312,386,-74,8473571,"Jamie McBain","D",8,1.82719924589322
341,387,-46,8471283,"Brandon Prust","L",7,1.82529617762503
342,388,-46,8470854,"Tanner Glass","L",7,1.81758911868122
416,389,27,8470699,"Jan Hejda","D",5,1.81265443622798
451,390,61,8470597,"Nikolay Zherdev","R",4,1.80955381739543
417,391,26,8449645,"Mike Modano","C",5,1.80697677299483
313,392,-79,8470265,"Anton Babchuk","D",8,1.80515739138876
380,393,-13,8470105,"Scottie Upshall","L",6,1.80408917368865
418,394,24,8475637,"Bobby Butler","R",5,1.78339250519622
343,395,-52,8470176,"Sean Bergenheim","L",7,1.78194831931526
344,396,-52,8471811,"Cal O'Reilly","C",7,1.77235800305792
345,397,-52,8470318,"Jonathan Ericsson","D",7,1.76857335238222
381,398,-17,8471976,"David Desharnais","C",6,1.76700537160029
555,399,156,8474250,"Zack Smith","C",2,1.7356045053108
419,400,19,8470273,"Ian White","D",5,1.73171737202353
382,401,-19,8470905,"Randy Jones","D",6,1.70585388058558
452,402,50,8473618,"Mathieu Perreault","C",4,1.70433456797976
453,403,50,8465025,"Arron Asham","R",4,1.70409253687333
346,404,-58,8471681,"Jack Skille","R",7,1.67794752749571
347,405,-58,8465978,"Shawn Thornton","L",7,1.67631271322718
314,406,-92,8471634,"Ryan Shannon","R",8,1.6709380936526
420,407,13,8467332,"Bryan Allen","D",5,1.66884530131242
556,408,148,8460562,"Chris Drury","C",2,1.66247892418735
383,409,-26,8470630,"Kevin Klein","D",6,1.66116996773537
384,410,-26,8469501,"Chris Thorburn","R",6,1.6555949676567
285,411,-126,8474150,"Mikael Backlund","C",9,1.65168996960387
454,412,42,8470778,"Drew Miller","L",4,1.65127132046304
421,413,8,8474579,"Luca Sbisa","D",5,1.64394008806546
385,414,-29,8467412,"Alexei Ponikarovsky","L",6,1.62320609030064
348,415,-67,8464966,"Derek Morris","D",7,1.6210528609292
422,416,6,8469483,"David Steckel","C",5,1.59566851032817
349,417,-68,8473933,"Ben Lovejoy","D",7,1.59358527859141
423,418,5,8471804,"Nathan Gerbe","L",5,1.58504462693742
386,419,-33,8471220,"Rostislav Olesz","L",6,1.57891769117031
387,420,-33,8459492,"Vinny Prospal","L",6,1.57615580845479
350,421,-71,8467925,"Adam Hall","R",7,1.57033263379572
388,422,-34,8474646,"Brandon McMillan","L",6,1.55194421637561
389,423,-34,8470358,"Alexandre Burrows","R",6,1.55190393615072
455,424,31,8466182,"Henrik Tallinder","D",4,1.5499287494736
315,425,-110,8469812,"Chad LaRose","R",8,1.53937307747556
390,426,-36,8469465,"Dan Hamhuis","D",6,1.52543955413133
424,427,-3,8471691,"Martin Hanzal","C",5,1.50112973071968
316,428,-112,8468635,"Travis Moen","L",8,1.49937935631327
317,429,-112,8465192,"Samuel Pahlsson","C",8,1.4748320172326
456,430,26,8474164,"Jonathon Blum","D",4,1.46623695353483
425,431,-6,8467493,"Chris Neil","R",5,1.46529599273564
