Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
46,59,-13,8470612,"Ryan Getzlaf",C,15,4.253
57,60,-3,8476456,"Jonathan Huberdeau",L,14,4.233
58,61,-3,8470621,"Corey Perry",R,14,4.22
67,62,5,8467371,"Mike Ribeiro",C,13,4.216
77,63,14,8467875,"Daniel Sedin",L,12,4.185
68,64,4,8475784,"Jeff Skinner",L,13,4.123
47,65,-18,8474157,"Max Pacioretty",L,15,4.027
159,66,93,8467899,"Martin Havlat",L,8,4.007
78,67,11,8459492,"Vinny Prospal",L,12,3.992
59,68,-9,8471309,"Johan Franzen",R,14,3.991
48,69,-21,8468518,"Tomas Kopecky",R,15,3.972
93,70,23,8470207,"Joffrey Lupul",L,11,3.964
190,71,119,8460719,"Steve Sullivan",L,7,3.961
94,72,22,8474573,"Josh Bailey",L,11,3.938
60,73,-13,8469521,"Tomas Plekanec",C,14,3.896
79,74,5,8473914,"Mark Letestu",C,12,3.889
136,75,61,8473537,"Viktor Stalberg",L,9,3.88
137,76,61,8476455,"Gabriel Landeskog",L,9,3.861
110,77,33,8473533,"Jordan Staal",C,10,3.789
95,78,17,8468083,"Henrik Zetterberg",L,11,3.775
69,79,-10,8469500,"Mike Cammalleri",L,13,3.717
80,80,0,8473994,"Jamie Benn",L,12,3.68
37,81,-44,8475168,"Matt Duchene",C,16,3.655
138,82,56,8470740,"Lee Stempniak",R,9,3.638
49,83,-34,8471339,"Ryan Callahan",R,15,3.623
81,84,-3,8475098,"Tyler Bozak",C,12,3.612
160,85,75,8468505,"Steve Ott",C,8,3.576
50,86,-36,8471185,"Curtis Glencross",L,15,3.574
139,88,51,8471215,"Evgeni Malkin",C,9,3.549
161,87,74,8466285,"Brian Campbell",D,8,3.549
70,89,-19,8468535,"Antoine Vermette",C,13,3.527
111,90,21,8474589,"Tyler Ennis",C,10,3.522
162,91,71,8474150,"Mikael Backlund",C,8,3.522
112,92,20,8470201,"Jiri Hudler",C,10,3.52
96,93,3,8476195,"Cory Conacher",C,11,3.482
82,94,-12,8462038,"Shane Doan",R,12,3.474
113,95,18,8473573,"Artem Anisimov",C,10,3.445
83,96,-13,8467330,"David Legwand",C,12,3.367
140,97,43,8469466,"Ales Hemsky",R,9,3.356
114,98,16,8470230,"Daniel Paille",L,10,3.326
115,99,16,8470750,"John Mitchell",C,10,3.324
97,100,-3,8467389,"Brad Richards",C,11,3.306
191,101,90,8473986,"Alex Killorn",C,7,3.289
225,102,123,8469598,"Kevin Bieksa",D,6,3.286
116,103,13,8474176,"Carl Hagelin",L,10,3.264
98,104,-6,8468482,"Dany Heatley",L,11,3.261
163,105,58,8475745,"Charlie Coyle",C,8,3.261
99,106,-7,8474056,"P.K. Subban",D,11,3.254
192,107,85,8474571,"Mikkel Boedker",L,7,3.247
164,108,56,8471657,"Cody McLeod",L,8,3.234
117,109,8,8467338,"Alex Tanguay",L,10,3.227
25,110,-85,8471426,"Troy Brouwer",R,18,3.22
29,111,-82,8466378,"Martin St. Louis",R,17,3.202
118,112,6,8467370,"Mike Fisher",C,10,3.197
193,113,80,8470151,"Jay Bouwmeester",D,7,3.173
165,114,51,8474520,"Jason Garrison",D,8,3.151
226,115,111,8474594,"Slava Voynov",D,6,3.138
100,116,-16,8467876,"Henrik Sedin",C,11,3.118
101,117,-16,8468508,"Justin Williams",R,11,3.114
166,118,48,8474681,"Andrei Loktionov",C,8,3.097
141,119,22,8476381,"Andrew Shaw",C,9,3.092
102,120,-18,8474641,"Adam Henrique",C,11,3.074
142,121,21,8467496,"Andrei Markov",D,9,3.065
167,122,45,8474685,"Matt Calvert",L,8,3.041
168,123,45,8474602,"Justin Schultz",D,8,3.041
71,124,-53,8474040,"Sam Gagner",C,13,3.039
194,125,69,8476459,"Mika Zibanejad",C,7,3.035
51,126,-75,8470920,"David Clarkson",R,15,3.034
119,127,-8,8476438,"Brandon Saad",L,10,3.018
143,128,15,8476834,"Roman Cervenka",C,9,2.993
262,129,133,8474605,"Patrick Wiercioch",D,5,2.989
169,130,39,8470602,"Dion Phaneuf",D,8,2.982
227,131,96,8473412,"Bryan Little",C,6,2.97
144,132,12,8475175,"Magnus Paajarvi",L,9,2.963
120,133,-13,8469459,"Mikko Koivu",C,10,2.959
121,134,-13,8471498,"Jannik Hansen",R,10,2.957
15,135,-120,8466393,"Pascal Dupuis",R,20,2.956
228,136,92,8471476,"Daniel Winnik",C,6,2.938
195,137,58,8474849,"Antoine Roussel",L,7,2.923
229,138,91,8474590,"John Carlson",D,6,2.888
196,139,57,8471233,"Travis Zajac",C,7,2.886
170,140,30,8471862,"Colin Greening",L,8,2.879
145,141,4,8467396,"Erik Cole",L,9,2.877
61,142,-81,8467407,"Brian Gionta",R,14,2.862
263,143,120,8459670,"Kimmo Timonen",D,5,2.84
38,144,-106,8474586,"Jordan Eberle",R,16,2.823
122,145,-23,8471664,"Mason Raymond",L,10,2.822
146,146,0,8470638,"Patrice Bergeron",C,9,2.817
103,147,-44,8458537,"Ray Whitney",L,11,2.808
123,148,-25,8471276,"David Krejci",C,10,2.799
124,149,-25,8460621,"Daniel Alfredsson",R,10,2.776
171,150,21,8475765,"Vladimir Tarasenko",R,8,2.757
84,151,-67,8470617,"Mike Richards",C,12,2.736
125,152,-27,8471685,"Anze Kopitar",C,10,2.732
197,153,44,8471743,"Vladimir Sobotka",L,7,2.729
198,154,44,8469485,"Derek Roy",C,7,2.724
172,155,17,8470667,"Clarke MacArthur",L,8,2.696
147,156,-9,8474096,"Nick Spaling",C,9,2.686
39,157,-118,8473534,"Patrik Berglund",C,16,2.68
85,158,-73,8466160,"Brenden Morrow",L,12,2.673
86,159,-73,8473544,"Derick Brassard",C,12,2.663
173,160,13,8474189,"Lars Eller",C,8,2.647
199,161,38,8470644,"Colin McDonald",R,7,2.632
174,162,12,8473492,"Matt Beleskey",L,8,2.625
72,163,-91,8470358,"Alexandre Burrows",R,13,2.617
126,164,-38,8474102,"David Perron",L,10,2.582
200,165,35,8475160,"Kyle Clifford",L,7,2.575
127,166,-39,8469454,"Ilya Kovalchuk",R,10,2.57
148,167,-19,8471362,"Mikhail Grabovski",C,9,2.564
149,168,-19,8471254,"Bryan Bickell",L,9,2.556
175,169,6,8475170,"Brayden Schenn",C,8,2.556
230,170,60,8474192,"Matt Frattin",R,6,2.548
176,171,5,8470609,"Steve Bernier",R,8,2.536
231,172,59,8466215,"Joe Corvo",D,6,2.529
150,173,-23,8471669,"Paul Stastny",C,9,2.519
104,174,-70,8473465,"Jamie McGinn",L,11,2.516
232,175,57,8469581,"Kyle Wellwood",C,6,2.493
151,176,-25,8474715,"Cam Atkinson",R,9,2.479
201,177,24,8474162,"Jake Muzzin",D,7,2.472
202,178,24,8470180,"Eric Nystrom",L,7,2.468
128,179,-51,8468483,"Marian Gaborik",R,10,2.44
105,180,-75,8476177,"Matt Read",R,11,2.435
129,181,-52,8475164,"Jakob Silfverberg",R,10,2.435
177,182,-5,8473526,"Peter Mueller",C,8,2.425
304,183,121,8474705,"Mark Olver",C,4,2.423
87,184,-97,8457981,"Teemu Selanne",R,12,2.416
305,185,120,8473449,"Kyle Okposo",R,4,2.412
264,186,78,8468509,"Niklas Kronwall",D,5,2.409
203,187,16,8473473,"Milan Lucic",L,7,2.408
106,188,-82,8471691,"Martin Hanzal",C,11,2.392
265,189,76,8474628,"Michael Stone",D,5,2.391
178,190,-12,8468486,"Scott Hartnell",L,8,2.377
204,191,13,8466140,"Olli Jokinen",C,7,2.376
205,192,13,8464989,"Matt Cullen",C,7,2.375
152,193,-41,8476851,"Alex Galchenyuk",C,9,2.372
130,194,-64,8475151,"Kyle Palmieri",R,10,2.368
153,195,-42,8468504,"Brad Boyes",R,9,2.368
107,196,-89,8474068,"Kyle Turris",C,11,2.341
108,197,-89,8475268,"Gabriel Bourque",L,11,2.312
131,198,-67,8471735,"Keith Yandle",D,10,2.3
132,199,-67,8471976,"David Desharnais",C,10,2.292
233,200,33,8469770,"Dennis Wideman",D,6,2.284
234,201,33,8471226,"Drew Stafford",R,6,2.281
179,202,-23,8470642,"Shea Weber",D,8,2.266
235,203,32,8471514,"Rich Peverley",C,6,2.214
154,204,-50,8469473,"Marcel Goc",C,9,2.206
306,205,101,8471280,"Nick Johnson",R,4,2.191
266,206,60,8462077,"Jochen Hecht",C,5,2.189
206,207,-1,8470607,"Brent Seabrook",D,7,2.16
180,208,-28,8471303,"Alexander Edler",D,8,2.147
236,209,27,8467881,"Taylor Pyatt",L,6,2.144
267,210,57,8475793,"Ryan Johansen",C,5,2.135
181,211,-30,8470803,"Kyle Brodziak",C,8,2.119
237,212,25,8469779,"Keith Aucoin",C,6,2.108
207,213,-6,8460561,"Sheldon Souray",D,7,2.091
307,214,93,8475722,"Jason Zucker",L,4,2.089
238,215,23,8467353,"Nik Antropov",C,6,2.079
182,216,-34,8468208,"Joel Ward",R,8,2.056
183,217,-34,8471768,"Tom Pyatt",C,8,2.054
208,218,-10,8475236,"Cody Eakin",C,7,2.043
209,219,-10,8471245,"Dave Bolland",C,7,2.041
308,220,88,8475788,"Alexander Burmistrov",C,4,2.038
184,222,-38,8465951,"Matt Cooke",L,8,2.027
268,221,47,8471283,"Brandon Prust",L,5,2.027
239,223,16,8467400,"Francois Beauchemin",D,6,2.014
240,224,16,8475158,"Ryan O'Reilly",C,6,2.002
269,225,44,8469664,"David Moss",R,5,2.001
270,226,44,8475220,"Marcus Foligno",L,5,1.995
210,227,-17,8466138,"Joe Thornton",C,7,1.977
271,228,43,8469555,"Christian Ehrhoff",D,5,1.966
185,229,-44,8470153,"Pierre-Marc Bouchard",C,8,1.96
241,230,11,8471232,"Lauri Korpikoski",L,6,1.956
242,231,11,8470144,"Frans Nielsen",C,6,1.949
243,232,11,8474578,"Erik Karlsson",D,6,1.946
211,233,-22,8470257,"Alexander Steen",L,7,1.926
244,234,10,8467988,"Ryan Malone",L,6,1.924
212,235,-23,8471698,"T.J. Oshie",R,7,1.921
272,236,36,8471677,"Jack Johnson",D,5,1.915
186,237,-51,8459442,"Saku Koivu",C,8,1.899
133,238,-105,8470274,"Chris Higgins",L,10,1.894
273,239,34,8474716,"Jared Spurgeon",D,5,1.894
134,240,-106,8467329,"Vincent Lecavalier",C,10,1.886
309,241,68,8474250,"Zack Smith",C,4,1.879
310,242,68,8470600,"Ryan Suter",D,4,1.87
155,243,-88,8466149,"Daniel Cleary",R,9,1.847
135,244,-109,8471716,"Justin Abdelkader",L,10,1.846
311,245,66,8476461,"Sean Couturier",C,4,1.836
245,247,-2,8469544,"Patrick Sharp",L,6,1.827
274,246,28,8474567,"Zach Bogosian",D,5,1.827
275,248,27,8471804,"Nathan Gerbe",L,5,1.82
213,249,-36,8471678,"Benoit Pouliot",L,7,1.819
214,250,-36,8473579,"Nikolay Kulemin",L,7,1.807
364,251,113,8469547,"Jordin Tootoo",R,3,1.792
246,252,-6,8473646,"Ryan Carter",C,6,1.782
276,253,23,8468611,"Matt Hendricks",L,5,1.782
247,254,-7,8470655,"David Backes",C,6,1.779
277,255,22,8474094,"Matt Halischuk",R,5,1.774
215,257,-42,8470611,"Eric Fehr",R,7,1.76
278,256,22,8473453,"Trevor Lewis",C,5,1.76
312,258,54,8472382,"Andy Greene",D,4,1.759
248,259,-11,8471260,"Blake Comeau",L,6,1.75
216,260,-44,8475768,"Jaden Schwartz",L,7,1.748
249,261,-12,8475231,"Casey Cizikas",C,6,1.732
279,262,17,8475753,"Justin Faulk",D,5,1.731
313,263,50,8471693,"Jakub Kindl",D,4,1.729
280,264,16,8474565,"Alex Pietrangelo",D,5,1.71
73,265,-192,8473512,"Claude Giroux",C,13,1.703
314,266,48,8475637,"Bobby Butler",R,4,1.696
250,267,-17,8471670,"Guillaume Latendresse",L,6,1.694
156,268,-112,8470047,"Valtteri Filppula",C,9,1.692
281,269,12,8473970,"Rob Klinkhammer",L,5,1.684
187,270,-83,8469508,"Jay McClement",C,8,1.682
217,271,-54,8470775,"Nate Thompson",C,7,1.674
218,272,-54,8468434,"Andy McDonald",L,7,1.66
282,273,9,8470640,"Matthew Carle",D,5,1.655
283,274,9,8474031,"Kevin Shattenkirk",D,5,1.644
315,275,40,8469462,"Tuomo Ruutu",L,4,1.643
316,276,40,8474709,"Matt Martin",L,4,1.642
317,277,40,8467412,"Alexei Ponikarovsky",L,4,1.639
219,278,-59,8467423,"Shawn Horcoff",C,7,1.637
318,279,39,8473588,"Erik Condra",R,4,1.616
284,280,4,8474024,"Jim O'Brien",C,5,1.594
285,281,4,8471231,"Kyle Chipchura",C,5,1.587
319,282,37,8471482,"Grant Clitsome",D,4,1.585
251,283,-32,8468309,"Mark Streit",D,6,1.57
365,284,81,8473542,"Tom Sestito",L,3,1.559
252,286,-34,8471504,"Rene Bourque",R,6,1.556
286,285,1,8471311,"Tyler Kennedy",R,5,1.556
320,287,33,8462041,"Radek Dvorak",R,4,1.553
287,288,-1,8476462,"Dougie Hamilton",D,5,1.541
288,289,-1,8470222,"James Wisniewski",D,5,1.537
321,290,31,8471234,"Wojtek Wolski",L,4,1.533
322,291,31,8470599,"Milan Michalek",L,4,1.521
366,292,74,8471296,"Alexei Emelin",D,3,1.508
323,293,30,8469623,"Marek Zidlicky",D,4,1.507
289,294,-5,8464956,"Chris Phillips",D,5,1.503
290,295,-5,8470171,"Maxime Talbot",C,5,1.491
324,296,28,8464994,"Steve Begin",L,4,1.486
220,297,-77,8468526,"Jarret Stoll",C,7,1.483
221,298,-77,8465009,"Zdeno Chara",D,7,1.475
367,299,68,8473432,"Derek Dorsett",R,3,1.467
325,300,25,8471742,"Cody Franson",D,4,1.46
433,301,132,8469474,"Colby Armstrong",R,2,1.454
253,302,-49,8468542,"Paul Martin",D,6,1.428
326,303,23,8470309,"Ryan Whitney",D,4,1.424
368,304,64,8474574,"Tyler Myers",D,3,1.423
327,305,22,8469465,"Dan Hamhuis",D,4,1.414
328,306,22,8470654,"Maxim Lapierre",C,4,1.406
329,307,22,8471702,"Matt Niskanen",D,4,1.402
330,308,22,8473504,"Cal Clutterbuck",R,4,1.397
222,309,-87,8467096,"Dan Boyle",D,7,1.394
331,310,21,8475193,"Tomas Tatar",L,4,1.394
514,311,203,8474166,"Alec Martinez",D,1,1.378
291,312,-21,8475181,"Nick Leddy",D,5,1.375
332,313,19,8469619,"Dennis Seidenberg",D,4,1.37
223,314,-91,8468485,"Raffi Torres",L,7,1.363
254,315,-61,8476808,"Brian Flynn",C,6,1.363
434,316,118,8465202,"Sami Salo",D,2,1.36
292,317,-25,8474009,"Nick Bonino",C,5,1.358
293,319,-26,8471724,"Kris Letang",D,5,1.349
333,318,15,8473463,"Leo Komarov",C,4,1.349
294,321,-27,8469467,"Chuck Kobasew",R,5,1.347
334,320,14,8470169,"Gregory Campbell",C,4,1.347
335,322,13,8470159,"Boyd Gordon",C,4,1.324
255,323,-68,8475163,"Alex Chiasson",R,6,1.323
369,324,45,8471709,"Marc-Edouard Vlasic",D,3,1.319
295,325,-30,8473558,"Cory Emmerton",C,5,1.318
296,326,-30,8467346,"Simon Gagne",L,5,1.313
297,327,-30,8474001,"TJ Galiardi",L,5,1.31
370,328,42,8468704,"Antti Miettinen",R,3,1.307
336,329,7,8472410,"Stephen Gionta",C,4,1.306
88,330,-242,8477059,"Damien Brunner",R,12,1.296
337,331,6,8470828,"Toby Enstrom",D,4,1.292
371,332,39,8474679,"Gustav Nyquist",R,3,1.29
372,333,39,8470714,"Corey Potter",D,3,1.29
298,334,-36,8468064,"Martin Erat",R,5,1.284
224,336,-112,8475178,"Zack Kassian",R,7,1.282
373,335,38,8471402,"Lennart Petrell",L,3,1.282
157,337,-180,8470613,"Brent Burns",D,9,1.275
374,338,36,8475192,"Taylor Beck",L,3,1.264
375,339,36,8474612,"Travis Hamonic",D,3,1.258
338,340,-2,8470105,"Scottie Upshall",L,4,1.255
299,341,-42,8464975,"Daniel Briere",C,5,1.241
376,342,34,8470685,"Alexander Sulzer",D,3,1.237
256,343,-87,8474563,"Drew Doughty",D,6,1.232
377,344,33,8475191,"Reilly Smith",R,3,1.226
339,345,-6,8475323,"Marcus Kruger",C,4,1.225
340,346,-6,8471338,"Torrey Mitchell",C,4,1.221
378,347,31,8470378,"Andre Benoit",D,3,1.212
379,348,31,8475171,"Oliver Ekman-Larsson",D,3,1.212
380,349,31,8471274,"Alex Goligoski",D,3,1.211
435,350,85,8471686,"Marc Staal",D,2,1.194
381,351,30,8475761,"Beau Bennett",R,3,1.186
188,352,-164,8473563,"Nicklas Backstrom",C,8,1.181
341,353,-12,8470110,"Trevor Daley",D,4,1.157
382,354,28,8470318,"Jonathan Ericsson",D,3,1.156
383,355,28,8473564,"Michael Frolik",R,3,1.156
300,356,-56,8473422,"Nick Foligno",L,5,1.153
384,357,27,8469492,"Fedor Tyutin",D,3,1.144
257,358,-101,8473618,"Mathieu Perreault",C,6,1.141
342,359,-17,8474074,"Paul Postma",D,4,1.14
301,361,-60,8475209,"Richard Panik",R,5,1.131
343,360,-17,8468695,"Matthew Lombardi",C,4,1.131
385,362,23,8475770,"Emerson Etem",L,3,1.128
386,363,23,8468001,"Derek MacKenzie",C,3,1.123
258,364,-106,8474569,"Colin Wilson",C,6,1.119
189,365,-176,8470302,"Patrick Dwyer",R,8,1.116
387,366,21,8470966,"Mark Giordano",D,3,1.115
344,367,-23,8469759,"Vernon Fiddler",C,4,1.111
388,368,20,8462033,"Wade Redden",D,3,1.105
345,369,-24,8471817,"Ryan Reaves",R,4,1.103
436,370,66,8470622,"Patrick Eaves",R,2,1.099
259,371,-112,8470834,"Dustin Byfuglien",R,6,1.095
302,372,-70,8474739,"Tommy Wingels",C,5,1.094
260,373,-113,8475149,"Marcus Johansson",C,6,1.09
389,374,15,8471451,"Aaron Gagnon",C,3,1.08
390,375,15,8473507,"Jeff Petry",D,3,1.074
346,376,-30,8474151,"Ryan McDonagh",D,4,1.054
437,377,60,8470877,"David Jones",R,2,1.039
438,378,60,8471326,"Patrick Bordeleau",L,2,1.035
347,379,-32,8466142,"Eric Brewer",D,4,1.031
391,380,11,8475180,"Peter Holland",C,3,1.031
439,381,58,8471490,"Adam Cracknell",R,2,1.028
440,382,58,8471842,"Tim Kennedy",L,2,1.017
261,383,-122,8475625,"Matt Irwin",D,6,1.014
392,384,8,8475455,"Brenden Dillon",D,3,1.006
393,385,8,8474137,"Drayson Bowman",L,3,1.005
348,386,-38,8458590,"Mike Knuble",R,4,1.001
394,387,7,8467365,"John Erskine",D,3,0.998
441,388,53,8458951,"Sergei Gonchar",D,2,0.993
442,389,53,8474034,"Patrick Maroon",L,2,0.993
443,390,53,8475264,"Roman Horak",C,2,0.99
444,391,53,8475726,"Tyler Toffoli",C,2,0.986
303,392,-89,8470162,"Matt Stajan",C,5,0.969
445,393,52,8474707,"Philip Larsen",D,2,0.962
349,394,-45,8474062,"Riley Nash",C,4,0.954
350,395,-45,8475225,"Craig Smith",C,4,0.952
446,396,50,8464977,"Dainius Zubrus",L,2,0.94
447,397,50,8474201,"Pierre-Cedric Labrie",L,2,0.93
448,398,50,8471346,"Kris Versteeg",L,2,0.927
395,399,-4,8468598,"Lubomir Visnovsky",D,3,0.922
449,400,49,8473610,"Bobby Sanguinetti",D,2,0.917
450,401,49,8471284,"Andrej Sekera",D,2,0.906
396,402,-6,8474668,"Dale Weise",R,3,0.899
451,403,48,8473908,"Kevin Westgarth",R,2,0.898
452,404,48,8471273,"Brandon Dubinsky",C,2,0.897
397,405,-8,8470630,"Kevin Klein",D,3,0.887
453,406,47,8476419,"Jean-Gabriel Pageau",C,2,0.877
398,407,-9,8476116,"Ryan Garbutt",L,3,0.872
454,408,46,8475179,"Dmitry Kulikov",D,2,0.87
455,409,46,8474673,"TJ Brodie",D,2,0.866
351,410,-59,8460577,"Milan Hejduk",R,4,0.865
456,411,45,8470760,"Marc Methot",D,2,0.86
457,412,45,8471956,"Andrew Desjardins",C,2,0.854
352,413,-61,8474600,"Roman Josi",D,4,0.852
399,414,-15,8473712,"Frazer McLaren",L,3,0.831
458,415,43,8462129,"Michal Handzus",C,2,0.818
400,416,-16,8465978,"Shawn Thornton",L,3,0.811
353,417,-64,8470616,"Ryan Kesler",C,4,0.81
401,418,-17,8471450,"Brandon Yip",R,3,0.805
354,419,-65,8471331,"Kevin Porter",C,4,0.803
459,420,39,8471208,"Dustin Penner",R,2,0.801
460,421,39,8471856,"Joe Vitale",C,2,0.799
402,422,-20,8475147,"Jordan Schroeder",C,3,0.792
403,423,-20,8467890,"Barret Jackman",D,3,0.784
404,424,-20,8474113,"TJ Brennan",D,3,0.784
355,425,-70,8471873,"Anton Stralman",D,4,0.778
405,427,-22,8474519,"Jack Hillen",D,3,0.777
461,426,35,8474030,"Aaron Palushaj",R,2,0.777
356,428,-72,8475167,"Victor Hedman",D,4,0.775
357,429,-72,8466333,"Andrew Ference",D,4,0.771
462,430,32,8471766,"Jared Boll",R,2,0.77
463,431,32,8475176,"Ryan Ellis",D,2,0.764
464,432,32,8467351,"Scott Gomez",C,2,0.761
406,434,-28,8471681,"Jack Skille",R,3,0.759
465,433,32,8474674,"James Wright",C,2,0.759
466,435,31,8476463,"Jonas Brodin",D,2,0.743
515,436,79,8476888,"Mikhail Grigorenko",C,1,0.741
467,437,30,8476292,"Ondrej Palat",L,2,0.738
358,438,-80,8467493,"Chris Neil",R,4,0.735
468,439,29,8475342,"Oliver Lauridsen",D,2,0.727
407,440,-33,8468101,"Radek Martinek",D,3,0.723
408,441,-33,8474138,"Dustin Jeffrey",C,3,0.717
469,442,27,8471390,"Mike Santorelli",C,2,0.707
516,443,73,8475792,"Brett Connolly",R,1,0.707
409,444,-35,8475213,"Drew Shore",C,3,0.706
410,446,-36,8467977,"Brian McGrattan",R,3,0.696
470,445,25,8476468,"J.T. Miller",C,2,0.696
517,447,70,8474719,"Teemu Hartikainen",C,1,0.694
471,448,23,8470871,"Chris Porter",L,2,0.686
411,449,-38,8474584,"Michael Del Zotto",D,3,0.685
412,450,-38,8471348,"Nikita Nikitin",D,3,0.68
413,451,-38,8476466,"Sven Baertschi",L,3,0.679
472,452,20,8475798,"Mikael Granlund",C,2,0.678
518,453,65,8475764,"Cam Fowler",D,1,0.674
519,454,65,8470063,"Adam Burish",R,1,0.667
359,455,-96,8474100,"Dwight King",L,4,0.662
473,456,17,8469455,"Jason Spezza",C,2,0.661
414,457,-43,8467967,"Chris Kelly",C,3,0.65
474,458,16,8470273,"Ian White",D,2,0.648
415,459,-44,8475692,"Mats Zuccarello",L,3,0.641
475,460,15,8474518,"Davis Drewiske",D,2,0.621
416,461,-45,8471851,"Matt D'Agostini",R,3,0.615
476,462,14,8469531,"Jay Harrison",D,2,0.61
477,463,14,8468484,"Rostislav Klesla",D,2,0.609
478,464,14,8460496,"Ryan Smyth",L,2,0.605
417,465,-48,8469665,"Johnny Oduya",D,3,0.597
479,466,13,8470666,"Daniel Carcillo",L,2,0.594
520,467,53,8471816,"Mark Fayne",D,1,0.591
418,468,-50,8475775,"Tye McGinn",L,3,0.59
419,469,-50,8473584,"Andrew MacDonald",D,3,0.589
480,470,10,8471323,"Ryan Jones",L,2,0.587
420,471,-51,8475640,"Erik Gustafsson",D,3,0.584
481,472,9,8475325,"Jordan Nolan",C,2,0.561
482,473,9,8468635,"Travis Moen",L,2,0.558
421,474,-53,8465166,"Craig Adams",R,3,0.543
483,475,8,8473468,"Eric Gryba",D,2,0.541
484,476,8,8470156,"Joey Crabb",R,2,0.521
485,478,7,8475462,"Radko Gudas",D,2,0.52
521,477,44,8470755,"Brad Richardson",R,1,0.52
422,479,-57,8470104,"Tom Gilbert",D,3,0.497
423,480,-57,8466251,"Jason Chimera",L,3,0.494
522,481,41,8471222,"Ladislav Smid",D,1,0.49
523,482,41,8470699,"Jan Hejda",D,1,0.489
524,483,41,8468513,"Nick Schultz",D,1,0.484
486,484,2,8475266,"Tomas Vincour",C,2,0.48
525,485,40,8467336,"Mike Rupp",L,1,0.477
526,486,40,8469483,"David Steckel",C,1,0.475
527,487,40,8475766,"Austin Watson",L,1,0.473
528,488,40,8468501,"Anton Volchenkov",D,1,0.473
529,489,40,8470137,"Joni Pitkanen",D,1,0.472
530,490,40,8474579,"Luca Sbisa",D,1,0.472
360,491,-131,8476454,"Ryan Nugent-Hopkins",C,4,0.467
487,492,-5,8474048,"Keith Aulie",D,2,0.461
361,493,-132,8470778,"Drew Miller",L,4,0.458
