"Rank_trad","Rank_w","Rank_diff","PlayerId","PlayerName","Position","Assists","Assists_w"
172,119,53,8469473,"Marcel Goc","C",7,3.02190639479442
127,120,7,8468509,"Niklas Kronwall","D",9,2.99484014124426
105,121,-16,8470602,"Dion Phaneuf","D",10,2.98716884476921
81,122,-41,8473579,"Nikolay Kulemin","L",11,2.96652902222892
106,123,-17,8473485,"Chris Stewart","R",10,2.95962351499522
107,124,-17,8457981,"Teemu Selanne","R",10,2.9521061068389
173,125,48,8473526,"Peter Mueller","C",7,2.91918343045203
201,126,75,8474001,"TJ Galiardi","L",6,2.90959747615899
128,127,1,8469622,"Ryane Clowe","L",9,2.90796987935084
147,128,19,8470640,"Matthew Carle","D",8,2.90693332807082
129,129,0,8458951,"Sergei Gonchar","D",9,2.889485555571
148,130,18,8469544,"Patrick Sharp","L",8,2.88618615822527
130,131,-1,8476195,"Cory Conacher","C",9,2.88357542173549
108,132,-24,8475166,"John Tavares","C",10,2.88202128432853
82,133,-51,8474189,"Lars Eller","C",11,2.88065092814084
202,134,68,8471226,"Drew Stafford","R",6,2.84481060573582
149,135,14,8470159,"Boyd Gordon","C",8,2.82202698689969
83,136,-53,8469454,"Ilya Kovalchuk","R",11,2.81549987100422
84,137,-53,8471676,"Bobby Ryan","R",11,2.79419844427716
131,138,-7,8468483,"Marian Gaborik","R",9,2.78633018966718
109,139,-30,8471309,"Johan Franzen","R",10,2.77079780415761
203,140,63,8471859,"Sergei Kostitsyn","L",6,2.71168969219142
132,141,-9,8475149,"Marcus Johansson","C",9,2.71167637723356
133,142,-9,8474176,"Carl Hagelin","L",9,2.71021967494732
150,143,7,8475098,"Tyler Bozak","C",8,2.70236165250101
151,144,7,8473914,"Mark Letestu","C",8,2.6768682876659
152,145,7,8473465,"Jamie McGinn","L",8,2.67386473666292
204,146,58,8471862,"Colin Greening","L",6,2.63175494385852
241,147,94,8475793,"Ryan Johansen","C",5,2.61466844285203
134,148,-14,8458537,"Ray Whitney","L",9,2.60708025467051
153,149,4,8467353,"Nik Antropov","C",8,2.59707483405443
154,150,4,8469465,"Dan Hamhuis","D",8,2.58828402154275
64,151,-87,8473419,"Brad Marchand","L",12,2.56529330366236
155,152,3,8468434,"Andy McDonald","L",8,2.55087483881424
205,153,52,8474102,"David Perron","L",6,2.54569777081082
156,154,2,8471231,"Kyle Chipchura","C",8,2.53847532219303
157,155,2,8467407,"Brian Gionta","R",8,2.52670794235654
65,156,-91,8469485,"Derek Roy","C",12,2.52555764429909
66,157,-91,8473604,"Jonathan Toews","C",12,2.5168137542445
110,158,-48,8468085,"Radim Vrbata","R",10,2.51358365387156
158,159,-1,8466160,"Brenden Morrow","L",8,2.50006245108999
135,160,-25,8476456,"Jonathan Huberdeau","L",9,2.48901942846827
159,161,-2,8474600,"Roman Josi","D",8,2.45374942744297
111,162,-51,8476454,"Ryan Nugent-Hopkins","C",10,2.43711908954293
136,163,-27,8470606,"Dustin Brown","R",9,2.42710396504865
206,164,42,8470169,"Gregory Campbell","C",6,2.41042181451214
160,165,-5,8475794,"Tyler Seguin","C",8,2.40437501228957
207,166,41,8471699,"Andrew Cogliano","C",6,2.39075572642145
174,167,7,8470358,"Alexandre Burrows","R",7,2.38823084001259
242,168,74,8467400,"Francois Beauchemin","D",5,2.38681635257561
161,169,-8,8474151,"Ryan McDonagh","D",8,2.37796584377129
208,170,38,8462077,"Jochen Hecht","C",6,2.37069140703267
162,171,-9,8468309,"Mark Streit","D",8,2.36170045297073
53,172,-119,8474056,"P.K. Subban","D",13,2.32390314439198
112,173,-61,8468508,"Justin Williams","R",10,2.32079744451665
85,174,-89,8476438,"Brandon Saad","L",11,2.31896567042328
175,175,0,8474009,"Nick Bonino","C",7,2.30347683352811
209,176,33,8470966,"Mark Giordano","D",6,2.29477167116959
176,177,-1,8471233,"Travis Zajac","C",7,2.28805556818236
243,178,65,8470222,"James Wisniewski","D",5,2.27294460784517
244,179,65,8474641,"Adam Henrique","C",5,2.26895799699706
210,180,30,8474094,"Matt Halischuk","R",6,2.23375373792967
177,181,-4,8474162,"Jake Muzzin","D",7,2.22421210417553
178,182,-4,8471691,"Martin Hanzal","C",7,2.18673826253221
211,183,28,8474716,"Jared Spurgeon","D",6,2.1844761639461
163,184,-21,8468064,"Martin Erat","R",8,2.14377267542408
212,185,27,8473453,"Trevor Lewis","C",6,2.13959794323426
164,186,-22,8471254,"Bryan Bickell","L",8,2.13870547982259
245,187,58,8469623,"Marek Zidlicky","D",5,2.13033084495305
137,188,-51,8474594,"Slava Voynov","D",9,2.12990002564828
213,189,24,8468208,"Joel Ward","R",6,2.10703260218452
214,190,24,8471681,"Jack Skille","R",6,2.1041764846872
215,191,24,8471482,"Grant Clitsome","D",6,2.09674592593971
298,192,106,8465058,"Michal Rozsival","D",4,2.07228645289834
216,193,23,8471208,"Dustin Penner","R",6,2.06254317682869
246,194,52,8470877,"David Jones","R",5,2.05383632252829
86,195,-109,8470041,"Rick Nash","L",11,2.05382612631427
247,196,51,8470644,"Colin McDonald","R",5,2.05182343645906
299,197,102,8476455,"Gabriel Landeskog","L",4,2.04464233840442
248,198,50,8469466,"Ales Hemsky","R",5,2.04052540811862
165,199,-34,8460621,"Daniel Alfredsson","R",8,2.0331224242371
179,200,-21,8468518,"Tomas Kopecky","R",7,2.02214600564266
249,201,48,8474573,"Josh Bailey","L",5,1.99797056453041
250,202,48,8470775,"Nate Thompson","C",5,1.99291502955466
300,203,97,8470622,"Patrick Eaves","R",4,1.98075826420906
251,204,47,8466333,"Andrew Ference","D",5,1.97907845475116
217,205,12,8470302,"Patrick Dwyer","R",6,1.95506141427493
301,206,95,8470104,"Tom Gilbert","D",4,1.94811774727831
166,207,-41,8471283,"Brandon Prust","L",8,1.9391498970527
167,208,-41,8465951,"Matt Cooke","L",8,1.93556173739572
113,209,-96,8473618,"Mathieu Perreault","C",10,1.93187336492524
252,210,42,8468172,"Ruslan Fedotenko","L",5,1.93090196350045
253,211,42,8469469,"R.J. Umberger","C",5,1.91798403344414
180,212,-32,8475213,"Drew Shore","C",7,1.90931410641006
254,213,41,8467346,"Simon Gagne","L",5,1.88565501551285
87,214,-127,8470151,"Jay Bouwmeester","D",11,1.88012931151323
255,215,40,8466285,"Brian Campbell","D",5,1.85714208589465
256,216,40,8470616,"Ryan Kesler","C",5,1.85125005097156
302,217,85,8473970,"Rob Klinkhammer","L",4,1.8498426669938
303,218,85,8466215,"Joe Corvo","D",4,1.83854738234444
362,219,143,8470611,"Eric Fehr","R",3,1.83145849411621
304,220,84,8471296,"Alexei Emelin","D",4,1.8268389852161
257,221,36,8469581,"Kyle Wellwood","C",5,1.8230432920332
258,222,36,8470207,"Joffrey Lupul","L",5,1.81431643820759
218,223,-5,8474037,"James van Riemsdyk","L",6,1.80967948260859
181,224,-43,8474031,"Kevin Shattenkirk","D",7,1.80607522931656
182,225,-43,8468482,"Dany Heatley","L",7,1.80040292799208
219,226,-7,8475151,"Kyle Palmieri","R",6,1.79956955630266
305,227,78,8469531,"Jay Harrison","D",4,1.79658046815969
183,228,-45,8473646,"Ryan Carter","C",7,1.79042307471257
168,229,-61,8475220,"Marcus Foligno","L",8,1.788619453822
184,230,-46,8475784,"Jeff Skinner","L",7,1.77881967030175
185,231,-46,8470630,"Kevin Klein","D",7,1.77513696196185
259,232,27,8474673,"TJ Brodie","D",5,1.76695478840776
306,233,73,8476244,"Raphael Diaz","D",4,1.76345746799439
220,234,-14,8470667,"Clarke MacArthur","L",6,1.750956876979
363,235,128,8471232,"Lauri Korpikoski","L",3,1.74919363263745
260,236,24,8474578,"Erik Karlsson","D",5,1.72393596734967
221,237,-16,8471678,"Benoit Pouliot","L",6,1.72308513826328
438,238,200,8467331,"Brad Stuart","D",2,1.71870764894021
222,239,-17,8471245,"Dave Bolland","C",6,1.71310691065624
223,240,-17,8476461,"Sean Couturier","C",6,1.70985859043674
261,241,20,8469638,"Jussi Jokinen","L",5,1.70985064020223
262,242,20,8470609,"Steve Bernier","R",5,1.70150028648073
307,243,64,8475798,"Mikael Granlund","C",4,1.69898520645191
308,244,64,8474113,"TJ Brennan","D",4,1.69801210348892
224,245,-21,8470613,"Brent Burns","D",6,1.69732964114791
186,246,-60,8474709,"Matt Martin","L",7,1.68219030358309
364,247,117,8467917,"Jordan Leopold","D",3,1.66905226688507
263,248,15,8471702,"Matt Niskanen","D",5,1.66861949123698
309,249,60,8473507,"Jeff Petry","D",4,1.66376103008784
187,250,-63,8474715,"Cam Atkinson","R",7,1.64166599766826
365,251,114,8465166,"Craig Adams","R",3,1.62825500805379
169,252,-83,8471242,"Mike Green","D",8,1.61452891941034
310,253,57,8475186,"John Moore","D",4,1.6083108370041
40,254,-214,8467389,"Brad Richards","C",14,1.60374975056267
225,255,-30,8466251,"Jason Chimera","L",6,1.58754080632686
226,256,-30,8476459,"Mika Zibanejad","C",6,1.58350765668991
188,257,-69,8474569,"Colin Wilson","C",7,1.58143334273099
311,258,53,8475191,"Reilly Smith","R",4,1.58028268018292
264,259,5,8459492,"Vinny Prospal","L",5,1.57144201042847
227,260,-33,8471743,"Vladimir Sobotka","L",6,1.55811693381487
312,261,51,8474497,"Michael Kostka","D",4,1.5578185397284
189,262,-73,8474571,"Mikkel Boedker","L",7,1.55293294695921
265,263,2,8475745,"Charlie Coyle","C",5,1.54968640834174
313,264,49,8474520,"Jason Garrison","D",4,1.54431391749433
266,265,1,8470760,"Marc Methot","D",5,1.53479608819984
228,266,-38,8467096,"Dan Boyle","D",6,1.53421657917106
314,267,47,8471686,"Marc Staal","D",4,1.53370212621733
267,268,-1,8470153,"Pierre-Marc Bouchard","C",5,1.52229999330183
190,269,-79,8473986,"Alex Killorn","C",7,1.52019844939933
268,270,-2,8474062,"Riley Nash","C",5,1.51985718357081
229,271,-42,8470230,"Daniel Paille","L",6,1.51784296668945
230,272,-42,8471339,"Ryan Callahan","R",6,1.51423216251555
269,273,-4,8471514,"Rich Peverley","C",5,1.50306491246667
231,274,-43,8474590,"John Carlson","D",6,1.48731299878517
232,275,-43,8468526,"Jarret Stoll","C",6,1.48327869126198
170,276,-106,8470642,"Shea Weber","D",8,1.48035311832496
270,277,-7,8464977,"Dainius Zubrus","L",5,1.47619926803433
233,278,-45,8471185,"Curtis Glencross","L",6,1.46540526080511
315,279,36,8474519,"Jack Hillen","D",4,1.46492154385457
234,280,-46,8468485,"Raffi Torres","L",6,1.46478744541767
191,281,-90,8462038,"Shane Doan","R",7,1.46354470472
271,282,-11,8473534,"Patrik Berglund","C",5,1.45789422188869
316,283,33,8469483,"David Steckel","C",4,1.44848371573534
317,284,33,8473658,"Victor Bartley","D",4,1.43965734105932
272,285,-13,8467330,"David Legwand","C",5,1.42528877487102
273,286,-13,8468493,"Ron Hainsey","D",5,1.42291502800817
366,287,79,8471887,"Patric Hornqvist","R",3,1.42209785766491
367,288,79,8470187,"Johnny Boychuk","D",3,1.41916201973792
274,289,-15,8471768,"Tom Pyatt","C",5,1.4153088879654
368,290,78,8470699,"Jan Hejda","D",3,1.40878435138177
540,291,249,8470105,"Scottie Upshall","L",1,1.39963228051743
235,292,-57,8466393,"Pascal Dupuis","R",6,1.3930400306732
369,293,76,8470324,"Josh Gorges","D",3,1.37687954788624
275,294,-19,8471476,"Daniel Winnik","C",5,1.37454347064849
318,295,23,8474849,"Antoine Roussel","L",4,1.37127406906819
319,296,23,8470871,"Chris Porter","L",4,1.364095421206
370,297,73,8470310,"Aaron Rome","D",3,1.35540002279474
138,298,-160,8471976,"David Desharnais","C",9,1.35521919982114
236,299,-63,8475770,"Emerson Etem","L",6,1.35280861478752
276,300,-24,8466139,"Patrick Marleau","L",5,1.34917193683748
192,301,-109,8470750,"John Mitchell","C",7,1.3426589000429
371,302,69,8475206,"Stefan Elliott","D",3,1.33611644957451
372,303,69,8476834,"Roman Cervenka","C",3,1.33008358389272
373,304,69,8476888,"Mikhail Grigorenko","C",3,1.32636953364709
237,305,-68,8475158,"Ryan O'Reilly","C",6,1.32410891845537
320,306,14,8475181,"Nick Leddy","D",4,1.3174058240031
277,307,-30,8475231,"Casey Cizikas","C",5,1.31705658094548
374,308,66,8470828,"Toby Enstrom","D",3,1.31656637731392
375,309,66,8469765,"Marc-Andre Bergeron","D",3,1.31252484689314
321,310,11,8464975,"Daniel Briere","C",4,1.29547159785822
193,311,-118,8476177,"Matt Read","R",7,1.29279960422189
376,312,64,8468162,"Jerred Smithson","C",3,1.28971694982507
278,313,-35,8460577,"Milan Hejduk","R",5,1.28804768988048
322,314,8,8473588,"Erik Condra","R",4,1.28601862927329
194,315,-121,8471698,"T.J. Oshie","R",7,1.28216345250424
323,316,7,8469779,"Keith Aucoin","C",4,1.27940974426875
324,317,7,8473492,"Matt Beleskey","L",4,1.26589508059106
377,318,59,8468535,"Antoine Vermette","C",3,1.26517907660699
378,319,59,8471729,"Kris Russell","D",3,1.25720555223024
325,320,5,8475768,"Jaden Schwartz","L",4,1.2547168567257
379,321,58,8471766,"Jared Boll","R",3,1.25384894554088
195,322,-127,8466148,"Marian Hossa","R",7,1.25325642093883
326,323,3,8465202,"Sami Salo","D",4,1.24858540874993
279,324,-45,8475147,"Jordan Schroeder","C",5,1.24815271799307
439,325,114,8476870,"Stefan Matteau","L",2,1.23845156547082
327,326,1,8467493,"Chris Neil","R",4,1.22604570004116
380,327,53,8476457,"Adam Larsson","D",3,1.22035963446844
381,328,53,8469462,"Tuomo Ruutu","L",3,1.21980407129357
382,329,53,8471761,"Chris Butler","D",3,1.19774919112969
280,330,-50,8472410,"Stephen Gionta","C",5,1.19438846650564
196,331,-135,8467899,"Martin Havlat","L",7,1.1814338102815
281,332,-51,8471669,"Paul Stastny","C",5,1.17999138866773
440,333,107,8474567,"Zach Bogosian","D",2,1.17719061137362
441,334,107,8471657,"Cody McLeod","L",2,1.17161483597079
328,335,-7,8470662,"Colin Fraser","C",4,1.15958494643353
329,336,-7,8475637,"Bobby Butler","R",4,1.15694023822412
383,337,46,8467967,"Chris Kelly","C",3,1.15397284681248
384,338,46,8474579,"Luca Sbisa","D",3,1.15029069132526
330,339,-9,8468639,"John-Michael Liles","D",4,1.1489869162726
331,340,-9,8470599,"Milan Michalek","L",4,1.14500355756448
442,341,101,8474705,"Mark Olver","C",2,1.13896075926443
443,342,101,8475209,"Richard Panik","R",2,1.13867149758454
282,343,-61,8474685,"Matt Calvert","L",5,1.13850878155933
385,344,41,8458590,"Mike Knuble","R",3,1.13580952421526
332,345,-13,8474168,"Joakim Andersson","C",4,1.13506683278555
386,346,40,8475160,"Kyle Clifford","L",3,1.13039579492371
283,347,-64,8470607,"Brent Seabrook","D",5,1.12540268799966
333,348,-15,8467890,"Barret Jackman","D",4,1.12464272750909
387,349,38,8468498,"Brooks Orpik","D",3,1.11797825941785
388,350,38,8465042,"Toni Lydman","D",3,1.11211172143946
334,351,-17,8464966,"Derek Morris","D",4,1.11209254253764
389,352,37,8473571,"Jamie McBain","D",3,1.10879700218732
335,353,-18,8470596,"Nathan Horton","R",4,1.10472000470844
444,354,90,8476381,"Andrew Shaw","C",2,1.1034371066286
445,355,90,8471851,"Matt D'Agostini","R",2,1.09996605528478
336,356,-20,8471284,"Andrej Sekera","D",4,1.08946480239389
446,357,89,8471236,"Andrej Meszaros","D",2,1.07606507174698
447,358,89,8468636,"Greg Zanon","D",2,1.07555505727294
448,359,89,8475178,"Zack Kassian","R",2,1.06900678413506
390,360,30,8475268,"Gabriel Bourque","L",3,1.06323078778816
391,361,30,8471693,"Jakub Kindl","D",3,1.06156750411891
449,362,87,8475796,"Mark Pysyk","D",2,1.05628841002206
450,363,87,8475192,"Taylor Beck","L",2,1.05156430496727
392,364,28,8474027,"Justin Braun","D",3,1.05107784797611
337,365,-28,8475761,"Beau Bennett","R",4,1.04440696979804
541,366,175,8470774,"Bruno Gervais","D",1,1.04166666666667
393,367,26,8474030,"Aaron Palushaj","R",3,1.03798320175991
394,368,26,8473584,"Andrew MacDonald","D",3,1.0342078323457
395,369,26,8469467,"Chuck Kobasew","R",3,1.02517921359929
338,370,-32,8475640,"Erik Gustafsson","D",4,1.02156540887303
451,371,80,8473546,"Michael Grabner","R",2,1.02138180117045
197,372,-175,8467370,"Mike Fisher","C",7,1.01681922942863
396,373,23,8471338,"Torrey Mitchell","C",3,1.01537102091208
452,374,78,8476468,"J.T. Miller","C",2,1.01232324928239
339,375,-36,8471331,"Kevin Porter","C",4,1.01040252332102
238,376,-138,8470047,"Valtteri Filppula","C",6,1.00917884376167
397,377,20,8475179,"Dmitry Kulikov","D",3,1.00575601933648
453,378,75,8471348,"Nikita Nikitin","D",2,1.00053909171371
542,379,163,8466149,"Daniel Cleary","R",1,1.00018184022306
340,380,-40,8476466,"Sven Baertschi","L",4,0.996748957858086
54,381,-327,8471214,"Alex Ovechkin","R",13,0.99479454562565
454,382,72,8464967,"Marty Reasoner","C",2,0.992720156760561
284,383,-99,8474091,"Brandon Sutter","C",5,0.991463762173651
455,384,71,8475148,"Tim Erixon","D",2,0.99043245311902
341,385,-44,8465914,"Francis Bouillon","D",4,0.986626199206255
285,386,-101,8466142,"Eric Brewer","D",5,0.983218602760141
398,387,11,8474048,"Keith Aulie","D",3,0.975219393300353
399,388,11,8473933,"Ben Lovejoy","D",3,0.970347800306996
400,389,11,8474628,"Michael Stone","D",3,0.968135128937193
286,390,-104,8470318,"Jonathan Ericsson","D",5,0.96343709308229
401,391,10,8475264,"Roman Horak","C",3,0.961597065205634
342,392,-50,8476116,"Ryan Garbutt","L",4,0.958050146070575
402,393,9,8474100,"Dwight King","L",3,0.957149064690459
287,394,-107,8474250,"Zack Smith","C",5,0.951328938509769
456,395,61,8470724,"Kyle Quincey","D",2,0.94554688650681
457,396,61,8471873,"Anton Stralman","D",2,0.941262145915678
458,397,61,8475753,"Justin Faulk","D",2,0.94026569769922
403,398,5,8464956,"Chris Phillips","D",3,0.936039896734817
404,399,5,8471670,"Guillaume Latendresse","L",3,0.931574540698054
459,400,59,8473468,"Eric Gryba","D",2,0.930076445772443
405,401,4,8468598,"Lubomir Visnovsky","D",3,0.924051626445782
406,402,4,8474291,"Jay Beagle","R",3,0.921755882501659
407,403,4,8475788,"Alexander Burmistrov","C",3,0.921122919903687
408,404,4,8470110,"Trevor Daley","D",3,0.919839577494667
460,405,55,8469639,"Brooks Laich","C",2,0.918685266779334
461,406,55,8471490,"Adam Cracknell","R",2,0.911587766869861
462,407,55,8469474,"Colby Armstrong","R",2,0.911163127207627
343,408,-65,8473682,"Andrew Ebbett","C",4,0.910678298094068
288,409,-121,8471677,"Jack Johnson","D",5,0.908397310673265
344,410,-66,8460719,"Steve Sullivan","L",4,0.908209430344242
409,411,-2,8475325,"Jordan Nolan","C",3,0.8945619897092
410,412,-2,8468513,"Nick Schultz","D",3,0.890619803977167
411,413,-2,8471804,"Nathan Gerbe","L",3,0.886449676006628
345,414,-69,8471241,"Mark Fistric","D",4,0.884557034875282
412,415,-3,8467452,"Rob Scuderi","D",3,0.882402482816786
289,416,-127,8473574,"Shawn Matthias","C",5,0.881994135446821
463,417,46,8459053,"Adrian Aucoin","D",2,0.87125984702186
413,418,-5,8470713,"Paul Bissonnette","L",3,0.868722314476072
464,419,45,8470886,"Clayton Stoner","D",2,0.866776350593563
465,420,45,8462033,"Wade Redden","D",2,0.865707671957672
290,421,-131,8462196,"Stephane Robidas","D",5,0.863497346006787
346,422,-76,8471260,"Blake Comeau","L",4,0.863243496011697
466,423,43,8471436,"Matt Hunwick","D",2,0.862957600022401
467,424,43,8471958,"Dan Girardi","D",2,0.857771095175675
414,425,-11,8468486,"Scott Hartnell","L",3,0.853084859671401
415,426,-11,8474818,"Jordie Benn","D",3,0.849534006077056
468,427,41,8475430,"Brandon Manning","D",2,0.847825369506748
469,428,41,8471856,"Joe Vitale","C",2,0.846904228387264
416,429,-13,8474681,"Andrei Loktionov","C",3,0.842968519064932
470,430,40,8474518,"Davis Drewiske","D",2,0.838534480355709
471,431,40,8467931,"Matt Carkner","D",2,0.828695593742431
347,432,-85,8475692,"Mats Zuccarello","L",4,0.827021229001754
