Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,PlusMinus,PlusMinus_w
160,74,86,8460542,"Patrik Elias",C,4,3.366
66,75,-9,8471217,"Andrew Ladd",L,9,3.343
51,76,-25,8467365,"John Erskine",D,11,3.312
44,77,-33,8471476,"Daniel Winnik",C,13,3.304
126,78,48,8471274,"Alex Goligoski",D,5,3.286
47,79,-32,8471309,"Johan Franzen",R,12,3.271
78,80,-2,8473473,"Milan Lucic",L,8,3.26
92,81,11,8468208,"Joel Ward",R,7,3.218
583,82,501,8475179,"Dmitry Kulikov",D,-4,3.181
93,83,10,8475761,"Beau Bennett",R,7,3.173
475,84,391,8473584,"Andrew MacDonald",D,-2,3.173
94,85,9,8462077,"Jochen Hecht",C,7,3.172
127,86,41,8474594,"Slava Voynov",D,5,3.168
128,87,41,8470655,"David Backes",C,5,3.166
67,88,-21,8464989,"Matt Cullen",C,9,3.12
161,89,72,8458951,"Sergei Gonchar",D,4,3.075
129,90,39,8465202,"Sami Salo",D,5,3.063
231,91,140,8471273,"Brandon Dubinsky",C,2,3.054
391,92,299,8475166,"John Tavares",C,-1,3.053
130,93,37,8475791,"Taylor Hall",L,5,3.021
333,94,239,8470613,"Brent Burns",D,0,3.015
111,95,16,8470606,"Dustin Brown",R,6,3.007
131,96,35,8467096,"Dan Boyle",D,5,2.937
193,97,96,8470794,"Joe Pavelski",C,3,2.892
194,98,96,8475745,"Charlie Coyle",C,3,2.891
95,99,-4,8473970,"Rob Klinkhammer",L,7,2.776
68,100,-32,8474519,"Jack Hillen",D,9,2.74
275,101,174,8475236,"Cody Eakin",C,1,2.737
61,102,-41,8474066,"Thomas Hickey",D,10,2.731
112,103,9,8476381,"Andrew Shaw",C,6,2.73
113,104,9,8469467,"Chuck Kobasew",R,6,2.664
96,105,-9,8467899,"Martin Havlat",L,7,2.643
132,106,26,8467353,"Nik Antropov",C,5,2.641
232,107,125,8470169,"Gregory Campbell",C,2,2.631
114,108,6,8471816,"Mark Fayne",D,6,2.615
529,109,420,8470852,"Matt Moulson",L,-3,2.607
69,110,-41,8470714,"Corey Potter",D,9,2.575
70,111,-41,8466333,"Andrew Ference",D,9,2.499
97,112,-15,8475770,"Emerson Etem",L,7,2.493
71,113,-42,8471482,"Grant Clitsome",D,9,2.482
79,114,-35,8470207,"Joffrey Lupul",L,8,2.434
133,115,18,8474584,"Michael Del Zotto",D,5,2.425
134,116,18,8474192,"Matt Frattin",R,5,2.424
98,117,-19,8471339,"Ryan Callahan",R,7,2.376
99,118,-19,8471678,"Benoit Pouliot",L,7,2.361
72,119,-47,8469465,"Dan Hamhuis",D,9,2.346
195,120,75,8471436,"Matt Hunwick",D,3,2.334
80,121,-41,8470599,"Milan Michalek",L,8,2.324
115,122,-7,8475268,"Gabriel Bourque",L,6,2.305
73,123,-50,8474157,"Max Pacioretty",L,9,2.296
162,124,38,8471657,"Cody McLeod",L,4,2.28
630,125,505,8470920,"David Clarkson",R,-5,2.275
163,126,37,8471385,"Adam Pardy",D,4,2.265
164,127,37,8471735,"Keith Yandle",D,4,2.265
631,128,503,8470309,"Ryan Whitney",D,-5,2.264
62,129,-67,8470621,"Corey Perry",R,10,2.245
48,130,-82,8471498,"Jannik Hansen",R,12,2.197
530,131,399,8470283,"Tim Brent",C,-3,2.196
233,132,101,8467545,"Michael Ryder",R,2,2.191
165,133,32,8475722,"Jason Zucker",L,4,2.15
196,134,62,8475462,"Radko Gudas",D,3,2.137
100,135,-35,8469492,"Fedor Tyutin",D,7,2.114
63,136,-73,8475692,"Mats Zuccarello",L,10,2.109
334,137,197,8469779,"Keith Aucoin",C,0,2.096
197,138,59,8476195,"Cory Conacher",C,3,2.082
166,139,27,8465914,"Francis Bouillon",D,4,2.078
276,140,136,8458537,"Ray Whitney",L,1,2.075
234,141,93,8476463,"Jonas Brodin",D,2,2.028
135,143,-8,8471682,"Devin Setoguchi",R,5,2.027
392,142,250,8467412,"Alexei Ponikarovsky",L,-1,2.027
74,144,-70,8470192,"Steve Eminger",D,9,2.003
335,145,190,8475167,"Victor Hedman",D,0,1.988
198,146,52,8470153,"Pierre-Marc Bouchard",C,3,1.938
199,147,52,8471676,"Bobby Ryan",R,3,1.909
632,148,484,8468483,"Marian Gaborik",R,-5,1.893
136,149,-13,8476470,"Nathan Beaulieu",D,5,1.891
18,150,-132,8476438,"Brandon Saad",L,17,1.89
81,151,-70,8473673,"David Schlemko",D,8,1.868
52,152,-100,8470607,"Brent Seabrook",D,11,1.863
167,153,14,8475180,"Peter Holland",C,4,1.815
235,154,81,8471702,"Matt Niskanen",D,2,1.809
277,155,122,8469459,"Mikko Koivu",C,1,1.795
53,156,-103,8472382,"Andy Greene",D,11,1.791
200,157,43,8473546,"Michael Grabner",R,3,1.785
168,158,10,8470257,"Alexander Steen",L,4,1.677
278,159,119,8474001,"TJ Galiardi",L,1,1.671
201,160,41,8468505,"Steve Ott",C,3,1.663
54,161,-107,8469665,"Johnny Oduya",D,11,1.654
336,162,174,8475753,"Justin Faulk",D,0,1.654
116,163,-47,8473933,"Ben Lovejoy",D,6,1.629
137,164,-27,8475797,"Jarred Tinordi",D,5,1.624
169,165,4,8471686,"Marc Staal",D,4,1.615
584,166,418,8474040,"Sam Gagner",C,-4,1.582
138,167,-29,8476462,"Dougie Hamilton",D,5,1.575
101,168,-67,8459442,"Saku Koivu",C,7,1.572
236,169,67,8467332,"Bryan Allen",D,2,1.569
117,170,-53,8475171,"Oliver Ekman-Larsson",D,6,1.561
531,171,360,8474641,"Adam Henrique",C,-3,1.548
585,172,413,8474564,"Steven Stamkos",C,-4,1.547
139,173,-34,8462038,"Shane Doan",R,5,1.518
532,174,358,8473446,"Erik Johnson",D,-3,1.512
82,175,-93,8467423,"Shawn Horcoff",C,8,1.503
476,176,300,8474166,"Alec Martinez",D,-2,1.498
661,177,484,8471677,"Jack Johnson",D,-6,1.48
170,178,-8,8471729,"Kris Russell",D,4,1.473
633,179,454,8473573,"Artem Anisimov",C,-5,1.458
171,180,-9,8475613,"Nate Prosser",D,4,1.439
202,181,21,8474145,"Robert Bortuzzo",D,3,1.39
172,182,-10,8470750,"John Mitchell",C,4,1.369
102,184,-82,8469544,"Patrick Sharp",L,7,1.367
173,183,-10,8467331,"Brad Stuart",D,4,1.367
634,185,449,8470699,"Jan Hejda",D,-5,1.362
174,186,-12,8465200,"Tomas Kaberle",D,4,1.352
26,187,-161,8470281,"Duncan Keith",D,15,1.348
140,188,-48,8473565,"Brian Strait",D,5,1.323
83,189,-106,8474189,"Lars Eller",C,8,1.314
393,190,203,8467346,"Simon Gagne",L,-1,1.308
337,191,146,8475175,"Magnus Paajarvi",L,0,1.299
237,193,44,8475151,"Kyle Palmieri",R,2,1.288
394,192,202,8470222,"James Wisniewski",D,-1,1.288
175,195,-20,8471768,"Tom Pyatt",C,4,1.287
279,194,85,8470596,"Nathan Horton",R,1,1.287
84,196,-112,8474578,"Erik Karlsson",D,8,1.286
85,197,-112,8470318,"Jonathan Ericsson",D,8,1.285
176,198,-22,8475430,"Brandon Manning",D,4,1.282
141,199,-58,8469760,"Zbynek Michalek",D,5,1.269
103,200,-97,8468172,"Ruslan Fedotenko",L,7,1.259
203,201,2,8475726,"Tyler Toffoli",C,3,1.254
238,202,36,8474031,"Kevin Shattenkirk",D,2,1.232
204,203,1,8469664,"David Moss",R,3,1.229
75,204,-129,8467580,"Mark Eaton",D,9,1.201
177,205,-28,8477215,"Danny DeKeyser",D,4,1.18
142,206,-64,8471215,"Evgeni Malkin",C,5,1.179
280,207,73,8476177,"Matt Read",R,1,1.176
143,208,-65,8476292,"Ondrej Palat",L,5,1.174
178,209,-31,8473700,"Ryan Wilson",D,4,1.171
205,210,-5,8466142,"Eric Brewer",D,3,1.167
281,211,70,8467428,"Krys Barch",R,1,1.163
282,212,70,8469622,"Ryane Clowe",L,1,1.134
144,213,-69,8470871,"Chris Porter",L,5,1.129
179,214,-35,8471707,"James Neal",L,4,1.122
635,215,420,8469462,"Tuomo Ruutu",L,-5,1.102
283,216,67,8475160,"Kyle Clifford",L,1,1.09
284,217,67,8468001,"Derek MacKenzie",C,1,1.082
533,218,315,8467371,"Mike Ribeiro",C,-3,1.069
338,219,119,8470061,"Derek Meech",D,0,1.058
239,220,19,8476807,"Matt Tennyson",D,2,1.049
339,221,118,8475192,"Taylor Beck",L,0,1.038
395,222,173,8474102,"David Perron",L,-1,1.035
285,223,62,8470640,"Matthew Carle",D,1,1.021
104,224,-120,8470162,"Matt Stajan",C,7,1.014
206,225,-19,8472368,"Chris Conner",R,3,1.014
662,226,436,8468504,"Brad Boyes",R,-6,1.014
240,227,13,8470667,"Clarke MacArthur",L,2,1.013
534,228,306,8471804,"Nathan Gerbe",L,-3,1.003
286,229,57,8471766,"Jared Boll",R,1,1.001
19,230,-211,8468498,"Brooks Orpik",D,17,0.989
118,231,-113,8469598,"Kevin Bieksa",D,6,0.987
207,232,-25,8475222,"Sami Vatanen",D,3,0.983
340,233,107,8466182,"Henrik Tallinder",D,0,0.972
208,234,-26,8469455,"Jason Spezza",C,3,0.97
241,235,6,8470189,"David Van Der Gulik",L,2,0.967
209,236,-27,8471280,"Nick Johnson",R,3,0.96
242,237,5,8469460,"Mike Komisarek",D,2,0.95
243,238,5,8470713,"Paul Bissonnette",L,2,0.93
287,239,48,8474094,"Matt Halischuk",R,1,0.929
210,240,-30,8470230,"Daniel Paille",L,3,0.924
119,241,-122,8468085,"Radim Vrbata",R,6,0.92
211,242,-31,8470685,"Alexander Sulzer",D,3,0.892
244,243,1,8474554,"Eric Selleck",L,2,0.882
245,244,1,8471691,"Martin Hanzal",C,2,0.871
535,245,290,8468434,"Andy McDonald",L,-3,0.871
246,246,0,8475917,"Jason Akeson",R,2,0.861
180,247,-67,8476244,"Raphael Diaz",D,4,0.859
288,248,40,8474207,"Nick Holden",D,1,0.853
247,249,-2,8475193,"Tomas Tatar",L,2,0.845
248,250,-2,8470755,"Brad Richardson",R,2,0.84
145,251,-106,8475200,"Dmitry Orlov",D,5,0.839
636,252,384,8469466,"Ales Hemsky",R,-5,0.838
181,253,-72,8473507,"Jeff Petry",D,4,0.835
120,254,-134,8471241,"Mark Fistric",D,6,0.818
249,255,-6,8471664,"Mason Raymond",L,2,0.807
250,256,-6,8462041,"Radek Dvorak",R,2,0.801
86,259,-173,8473412,"Bryan Little",C,8,0.793
289,257,32,8471705,"Brendan Mikkelson",D,1,0.793
341,258,83,8466398,"Tom Kostopoulos",R,0,0.793
182,260,-78,8468778,"Colton Orr",R,4,0.781
290,261,29,8471234,"Wojtek Wolski",L,1,0.78
146,262,-116,8473914,"Mark Letestu",C,5,0.761
586,263,323,8471242,"Mike Green",D,-4,0.756
212,264,-52,8474518,"Davis Drewiske",D,3,0.755
722,265,457,8474600,"Roman Josi",D,-8,0.753
183,266,-83,8475186,"John Moore",D,4,0.708
477,267,210,8470775,"Nate Thompson",C,-2,0.702
147,268,-121,8473453,"Trevor Lewis",C,5,0.7
213,269,-56,8475163,"Alex Chiasson",R,3,0.699
55,270,-215,8474141,"Patrick Kane",R,11,0.668
291,271,20,8471636,"Tim Sestito",L,1,0.663
723,272,451,8470039,"Tomas Fleischmann",L,-8,0.654
214,273,-59,8474870,"Tyler Johnson",C,3,0.639
536,274,262,8468509,"Niklas Kronwall",D,-3,0.636
342,275,67,8475191,"Reilly Smith",R,0,0.634
292,276,16,8473908,"Kevin Westgarth",R,1,0.631
343,277,66,8473571,"Jamie McBain",D,0,0.631
396,278,118,8470598,"Thomas Vanek",L,-1,0.625
215,279,-64,8473588,"Erik Condra",R,3,0.622
216,280,-64,8476419,"Jean-Gabriel Pageau",C,3,0.582
344,281,63,8475671,"Matt Fraser",R,0,0.58
121,282,-161,8476808,"Brian Flynn",C,6,0.561
76,283,-207,8476162,"Steve Oleksy",D,9,0.556
148,284,-136,8473564,"Michael Frolik",R,5,0.555
251,285,-34,8471276,"David Krejci",C,2,0.552
252,286,-34,8471451,"Aaron Gagnon",C,2,0.549
478,287,191,8470310,"Aaron Rome",D,-2,0.535
587,288,299,8470834,"Dustin Byfuglien",R,-4,0.533
537,289,248,8471842,"Tim Kennedy",L,-3,0.518
184,290,-106,8475690,"Christopher Tanev",D,4,0.514
217,291,-74,8471490,"Adam Cracknell",R,3,0.511
293,292,1,8475150,"Jordan Caron",R,1,0.499
345,293,52,8469534,"Aaron Johnson",D,0,0.495
253,294,-41,8473658,"Victor Bartley",D,2,0.484
663,295,368,8468518,"Tomas Kopecky",R,-6,0.462
770,296,474,8473526,"Peter Mueller",C,-11,0.459
346,297,49,8475625,"Matt Irwin",D,0,0.454
397,298,99,8474565,"Alex Pietrangelo",D,-1,0.452
294,299,-5,8476819,"Jeremy Welsh",C,1,0.44
295,300,-5,8477205,"Andrej Sustr",D,1,0.432
149,301,-152,8470614,"Mark Stuart",D,5,0.43
254,302,-48,8473514,"Jesse Joensuu",L,2,0.425
255,303,-48,8462196,"Stephane Robidas",D,2,0.42
398,304,94,8465050,"Eric Belanger",C,-1,0.402
150,305,-155,8467370,"Mike Fisher",C,5,0.394
687,306,381,8474610,"Zac Dalpe",C,-7,0.392
256,307,-51,8470137,"Joni Pitkanen",D,2,0.391
637,308,329,8471698,"T.J. Oshie",R,-5,0.39
538,309,229,8473548,"Phil Kessel",R,-3,0.381
399,310,89,8474606,"Colby Robak",D,-1,0.377
185,311,-126,8471214,"Alex Ovechkin",R,4,0.374
296,312,-16,8473944,"Matt Anderson",R,1,0.373
297,313,-16,8471703,"Steve Downie",R,1,0.373
151,314,-163,8468674,"Deryk Engelland",D,5,0.369
664,315,349,8471426,"Troy Brouwer",R,-6,0.368
298,316,-18,8476206,"Andy Miele",C,1,0.363
400,317,83,8476870,"Stefan Matteau",L,-1,0.359
401,318,83,8474618,"Marco Scandella",D,-1,0.343
724,319,405,8470105,"Scottie Upshall",L,-8,0.342
299,320,-21,8459457,"Jamie Langenbrunner",R,1,0.334
402,321,81,8473932,"Darroll Powe",C,-1,0.329
403,322,81,8476043,"Ben Street",C,-1,0.323
347,323,24,8471807,"Tom Wandell",C,0,0.322
300,324,-24,8475765,"Vladimir Tarasenko",R,1,0.321
257,325,-68,8465025,"Arron Asham",R,2,0.315
348,326,22,8474688,"Greg Pateryn",D,0,0.314
301,327,-26,8474697,"Mark Borowiecki",D,1,0.312
302,328,-26,8470232,"Kris Newbury",C,1,0.293
303,329,-26,8474061,"Anthony Peluso",R,1,0.288
258,330,-72,8469639,"Brooks Laich",C,2,0.286
304,331,-27,8475174,"Jared Cowen",D,1,0.279
349,332,17,8475788,"Alexander Burmistrov",C,0,0.276
479,333,146,8466139,"Patrick Marleau",L,-2,0.272
305,334,-29,8469474,"Colby Armstrong",R,1,0.258
588,335,253,8474013,"Ian Cole",D,-4,0.255
404,336,68,8476888,"Mikhail Grigorenko",C,-1,0.253
152,338,-186,8471862,"Colin Greening",L,5,0.245
306,337,-31,8475283,"Lane MacDermid",L,1,0.245
350,339,11,8475231,"Casey Cizikas",C,0,0.24
688,340,348,8473574,"Shawn Matthias",C,-7,0.234
480,341,139,8475209,"Richard Panik",R,-2,0.233
539,342,197,8448208,"Jaromir Jagr",R,-3,0.214
589,343,246,8471218,"Blake Wheeler",R,-4,0.204
540,344,196,8470642,"Shea Weber",D,-3,0.19
405,345,60,8471912,"Kevin Henderson",L,-1,0.185
689,346,343,8469454,"Ilya Kovalchuk",R,-7,0.18
259,347,-88,8474201,"Pierre-Cedric Labrie",L,2,0.177
481,348,133,8471810,"Derek Joslin",D,-2,0.166
122,349,-227,8471716,"Justin Abdelkader",L,6,0.152
307,350,-43,8473466,"Ryan White",C,1,0.14
351,351,0,8474749,"Matt Bartkowski",D,0,0.13
218,352,-134,8474563,"Drew Doughty",D,3,0.128
186,353,-167,8470647,"B.J. Crombeen",R,4,0.127
406,354,52,8470265,"Anton Babchuk",D,-1,0.122
482,355,127,8474030,"Aaron Palushaj",R,-2,0.119
407,356,51,8474034,"Patrick Maroon",L,-1,0.115
808,357,451,8473533,"Jordan Staal",C,-19,0.112
590,358,232,8468162,"Jerred Smithson",C,-4,0.111
308,359,-51,8474609,"Luke Adam",C,1,0.109
309,360,-51,8474090,"Brendan Smith",D,1,0.104
638,361,277,8474705,"Mark Olver",C,-5,0.089
310,362,-52,8475254,"Gabriel Dumont",C,1,0.085
352,363,-11,8474582,"Mattias Tedenby",R,0,0.083
311,364,-53,8475214,"Jeremy Morin",R,1,0.063
408,365,43,8473682,"Andrew Ebbett",C,-1,0.062
105,366,-261,8473618,"Mathieu Perreault",C,7,0.055
260,367,-107,8474628,"Michael Stone",D,2,0.052
483,368,115,8474681,"Andrei Loktionov",C,-2,0.047
591,369,222,8476455,"Gabriel Landeskog",L,-4,0.044
484,370,114,8459687,"Scott Nichol",C,-2,0.041
312,371,-59,8474727,"Ben Smith",R,1,0.038
313,372,-59,8474629,"Shawn Lalonde",D,1,0.038
314,373,-59,8475598,"Ryan Stanton",D,1,0.038
315,374,-59,8474716,"Jared Spurgeon",D,1,0.036
353,375,-22,8476460,"Mark Scheifele",C,0,0.025
219,376,-157,8474184,"Keaton Ellerby",D,3,0.018
220,377,-157,8459444,"Todd Bertuzzi",R,3,0.002
354,378,-24,8476872,"Scott Laughton",C,0,0
355,379,-24,8470798,"Dylan Reese",D,0,0
356,382,-26,8471916,"Mike Angelidis",L,0,0
409,380,29,8476302,"Frank Corrado",D,-1,0
410,381,29,8476539,"Jonathan Marchessault",C,-1,0
261,383,-122,8471348,"Nikita Nikitin",D,2,-0.006
411,384,27,8473568,"Andreas Nodl",R,-1,-0.009
592,385,207,8474027,"Justin Braun",D,-4,-0.013
357,386,-29,8473600,"Benn Ferriero",R,0,-0.014
262,387,-125,8459514,"Jamal Mayers",R,2,-0.03
412,388,24,8470604,"Jeff Carter",C,-1,-0.031
485,389,96,8466215,"Joe Corvo",D,-2,-0.033
358,391,-33,8473544,"Derick Brassard",C,0,-0.042
413,390,23,8467910,"Nolan Yonkman",D,-1,-0.042
359,392,-33,8475147,"Jordan Schroeder",C,0,-0.054
414,393,21,8473416,"Michael Caruso",D,-1,-0.059
415,394,21,8470622,"Patrick Eaves",R,-1,-0.059
690,395,295,8474612,"Travis Hamonic",D,-7,-0.089
486,396,90,8476855,"Nail Yakupov",R,-2,-0.092
416,397,19,8470644,"Colin McDonald",R,-1,-0.093
187,398,-211,8468083,"Henrik Zetterberg",L,4,-0.104
316,399,-83,8465978,"Shawn Thornton",L,1,-0.108
317,400,-83,8469506,"Jason Pominville",R,1,-0.125
487,401,86,8473542,"Tom Sestito",L,-2,-0.126
639,402,237,8473953,"Derek Smith",D,-5,-0.134
360,403,-43,8471719,"Matt Kassian",L,0,-0.144
417,404,13,8474098,"Colton Sceviour",C,-1,-0.144
418,405,13,8473722,"John Scott",L,-1,-0.145
361,406,-45,8474679,"Gustav Nyquist",R,0,-0.15
419,407,12,8471887,"Patric Hornqvist",R,-1,-0.168
420,408,12,8475650,"Brandon Bollig",L,-1,-0.171
362,409,-47,8473616,"Jonathan Rheault",R,0,-0.174
421,410,11,8475913,"Mark Stone",R,-1,-0.183
318,411,-93,8470159,"Boyd Gordon",C,1,-0.184
422,412,10,8468660,"Darcy Hordichuk",L,-1,-0.185
263,414,-151,8473492,"Matt Beleskey",L,2,-0.194
488,413,75,8464994,"Steve Begin",L,-2,-0.194
363,415,-52,8465042,"Toni Lydman",D,0,-0.2
364,416,-52,8473712,"Frazer McLaren",L,0,-0.201
423,417,6,8471663,"Mike Blunden",R,-1,-0.202
221,418,-197,8471817,"Ryan Reaves",R,3,-0.216
541,419,122,8470144,"Frans Nielsen",C,-3,-0.221
424,420,4,8473525,"Theo Peckham",D,-1,-0.239
264,421,-157,8472410,"Stephen Gionta",C,2,-0.249
425,422,3,8475098,"Tyler Bozak",C,-1,-0.249
542,423,119,8475158,"Ryan O'Reilly",C,-3,-0.251
365,424,-59,8475196,"Ben Hanowski",R,0,-0.265
489,425,64,8471314,"Mike Lundin",D,-2,-0.267
319,426,-107,8476116,"Ryan Garbutt",L,1,-0.268
490,427,63,8474615,"Jared Staal",R,-2,-0.272
366,428,-62,8471521,"Brad Staubitz",R,0,-0.273
426,429,-3,8471312,"JT Wyman",R,-1,-0.275
491,430,61,8465012,"Tom Poti",D,-2,-0.292
543,431,112,8464977,"Dainius Zubrus",L,-3,-0.294
427,432,-5,8474576,"Zach Boychuk",L,-1,-0.305
367,433,-66,8473485,"Chris Stewart",R,0,-0.307
428,434,-6,8474035,"Bill Sweatt",L,-1,-0.31
429,435,-6,8476482,"Nicklas Jensen",R,-1,-0.31
320,436,-116,8472424,"Ryan Hamilton",L,1,-0.313
37,437,-400,8468542,"Paul Martin",D,14,-0.319
492,438,54,8474038,"Paul Byron",C,-2,-0.323
430,439,-9,8468534,"Andreas Lilja",D,-1,-0.328
431,440,-9,8475218,"Mattias Ekholm",D,-1,-0.329
432,441,-9,8475060,"Matt Taormina",D,-1,-0.334
321,442,-121,8471222,"Ladislav Smid",D,1,-0.335
368,443,-75,8469547,"Jordin Tootoo",R,0,-0.339
222,444,-222,8471733,"Rich Clune",L,3,-0.344
369,445,-76,8476158,"Harry Zolnierczyk",L,0,-0.344
322,446,-124,8474138,"Dustin Jeffrey",C,1,-0.349
370,447,-77,8477244,"Chad Ruhwedel",D,0,-0.354
188,448,-260,8469759,"Vernon Fiddler",C,4,-0.358
433,449,-16,8476849,"Harri Pesonen",C,-1,-0.359
434,450,-16,8476799,"Cameron Schilling",D,-1,-0.36
371,451,-80,8475775,"Tye McGinn",L,0,-0.364
640,452,188,8468486,"Scott Hartnell",L,-5,-0.364
435,453,-18,8470121,"Matt Greene",D,-1,-0.367
323,454,-131,8474571,"Mikkel Boedker",L,1,-0.374
436,455,-19,8475199,"Eric Gelinas",D,-1,-0.377
544,456,88,8475176,"Ryan Ellis",D,-3,-0.391
437,457,-20,8476436,"Dmitrij Jaskin",R,-1,-0.396
153,458,-305,8467881,"Taylor Pyatt",L,5,-0.4
493,459,34,8474717,"Mark Barberio",D,-2,-0.405
223,460,-237,8469485,"Derek Roy",C,3,-0.406
438,461,-23,8470123,"Cam Janssen",R,-1,-0.408
372,462,-90,8474052,"Chris Terry",L,0,-0.41
265,463,-198,8460621,"Daniel Alfredsson",R,2,-0.411
439,464,-25,8476792,"Torey Krug",D,-1,-0.416
440,465,-25,8474884,"Mike Hoffman",L,-1,-0.427
441,466,-25,8474683,"Derek Grant",C,-1,-0.429
442,467,-25,8471976,"David Desharnais",C,-1,-0.434
494,468,26,8469591,"Cody McCormick",C,-2,-0.435
495,469,26,8469992,"Sheldon Brookbank",D,-2,-0.438
593,470,123,8458590,"Mike Knuble",R,-4,-0.443
373,472,-99,8471323,"Ryan Jones",L,0,-0.448
496,471,25,8467931,"Matt Carkner",D,-2,-0.448
443,473,-30,8475893,"Joonas Rask",C,-1,-0.449
374,474,-100,8475342,"Oliver Lauridsen",D,0,-0.45
594,475,119,8471233,"Travis Zajac",C,-4,-0.45
595,476,119,8474570,"Cody Hodgson",C,-4,-0.457
444,477,-33,8474646,"Brandon McMillan",L,-1,-0.458
691,478,213,8467330,"David Legwand",C,-7,-0.466
445,479,-34,8471840,"Brett Sutter",L,-1,-0.469
446,480,-34,8474230,"Micheal Haley",C,-1,-0.473
497,481,16,8474772,"Stu Bickel",D,-2,-0.473
224,482,-258,8474849,"Antoine Roussel",L,3,-0.484
447,483,-36,8474134,"Yannick Weber",D,-1,-0.488
