Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Points,Points_w
87,140,-53,8457981,"Teemu Selanne",R,22,5.368
172,141,31,8473526,"Peter Mueller",C,15,5.344
157,142,15,8474641,"Adam Henrique",C,16,5.343
96,143,-47,8476438,"Brandon Saad",L,21,5.337
173,144,29,8474565,"Alex Pietrangelo",D,15,5.301
185,145,40,8471274,"Alex Goligoski",D,14,5.277
174,146,28,8474594,"Slava Voynov",D,15,5.268
124,147,-23,8469485,"Derek Roy",C,19,5.249
158,148,10,8469473,"Marcel Goc",C,16,5.228
125,149,-24,8468483,"Marian Gaborik",R,19,5.226
126,150,-24,8473465,"Jamie McGinn",L,19,5.19
175,151,24,8467899,"Martin Havlat",L,15,5.189
186,152,34,8471233,"Travis Zajac",C,14,5.174
110,153,-43,8466160,"Brenden Morrow",L,20,5.173
97,154,-57,8471339,"Ryan Callahan",R,21,5.137
159,155,4,8474102,"David Perron",L,16,5.127
232,156,76,8471226,"Drew Stafford",R,12,5.126
134,157,-23,8468482,"Dany Heatley",L,18,5.062
135,158,-23,8470151,"Jay Bouwmeester",D,18,5.053
98,159,-61,8471185,"Curtis Glencross",L,21,5.039
136,160,-24,8459442,"Saku Koivu",C,18,5.026
147,161,-14,8465009,"Zdeno Chara",D,17,5.011
111,162,-51,8470358,"Alexandre Burrows",R,20,5.005
148,163,-15,8469555,"Christian Ehrhoff",D,17,4.997
69,164,-95,8477059,"Damien Brunner",R,24,4.947
127,165,-38,8462038,"Shane Doan",R,19,4.938
61,166,-105,8467389,"Brad Richards",C,25,4.91
208,167,41,8476462,"Dougie Hamilton",D,13,4.906
256,168,88,8460719,"Steve Sullivan",L,11,4.869
160,169,-9,8470230,"Daniel Paille",L,16,4.844
233,170,63,8471273,"Brandon Dubinsky",C,12,4.841
234,171,63,8471742,"Cody Franson",D,12,4.836
209,172,37,8475745,"Charlie Coyle",C,13,4.81
137,174,-37,8460621,"Daniel Alfredsson",R,18,4.809
187,173,14,8473986,"Alex Killorn",C,14,4.809
188,175,13,8474571,"Mikkel Boedker",L,14,4.8
149,176,-27,8467330,"David Legwand",C,17,4.792
161,177,-16,8468535,"Antoine Vermette",C,16,4.792
138,178,-40,8473579,"Nikolay Kulemin",L,18,4.773
279,179,100,8475793,"Ryan Johansen",C,10,4.75
349,180,169,8467351,"Scott Gomez",C,7,4.731
189,181,8,8469544,"Patrick Sharp",L,14,4.713
190,182,8,8474162,"Jake Muzzin",D,14,4.696
150,184,-34,8471254,"Bryan Bickell",L,17,4.695
235,183,52,8474520,"Jason Garrison",D,12,4.695
236,185,51,8470644,"Colin McDonald",R,12,4.684
191,186,5,8467353,"Nik Antropov",C,14,4.676
151,187,-36,8470750,"John Mitchell",C,17,4.667
192,188,4,8469492,"Fedor Tyutin",D,14,4.619
210,189,21,8476459,"Mika Zibanejad",C,13,4.618
193,190,3,8474563,"Drew Doughty",D,14,4.598
211,191,20,8470281,"Duncan Keith",D,13,4.593
176,192,-16,8468542,"Paul Martin",D,15,4.588
139,193,-54,8471691,"Martin Hanzal",C,18,4.579
212,194,18,8470640,"Matthew Carle",D,13,4.562
257,195,62,8462077,"Jochen Hecht",C,11,4.56
162,196,-34,8470834,"Dustin Byfuglien",R,16,4.479
194,197,-3,8470667,"Clarke MacArthur",L,14,4.447
258,198,60,8473422,"Nick Foligno",L,11,4.432
280,199,81,8471657,"Cody McLeod",L,10,4.405
259,200,59,8467400,"Francois Beauchemin",D,11,4.401
237,201,36,8474590,"John Carlson",D,12,4.375
281,202,79,8466215,"Joe Corvo",D,10,4.367
55,203,-148,8466393,"Pascal Dupuis",R,26,4.349
238,204,34,8476834,"Roman Cervenka",C,12,4.323
260,205,55,8469581,"Kyle Wellwood",C,11,4.316
261,206,55,8471476,"Daniel Winnik",C,11,4.313
262,207,55,8474849,"Antoine Roussel",L,11,4.294
213,208,5,8471743,"Vladimir Sobotka",L,13,4.287
195,209,-14,8469759,"Vernon Fiddler",C,14,4.277
163,210,-47,8470162,"Matt Stajan",C,16,4.255
214,211,3,8470609,"Steve Bernier",R,13,4.238
263,212,51,8474001,"TJ Galiardi",L,11,4.22
152,213,-61,8467370,"Mike Fisher",C,17,4.214
177,214,-37,8468434,"Andy McDonald",L,15,4.211
264,215,49,8476381,"Andrew Shaw",C,11,4.196
215,216,-1,8474685,"Matt Calvert",L,13,4.179
164,217,-53,8475151,"Kyle Palmieri",R,16,4.167
196,218,-22,8468208,"Joel Ward",R,14,4.163
239,219,20,8470159,"Boyd Gordon",C,12,4.146
99,220,-121,8473534,"Patrik Berglund",C,21,4.138
240,221,19,8475167,"Victor Hedman",D,12,4.133
216,222,-6,8471231,"Kyle Chipchura",C,13,4.125
165,223,-58,8474715,"Cam Atkinson",R,16,4.12
265,224,41,8474150,"Mikael Backlund",C,11,4.097
266,225,41,8474716,"Jared Spurgeon",D,11,4.079
217,226,-9,8474584,"Michael Del Zotto",D,13,4.078
267,227,40,8474094,"Matt Halischuk",R,11,4.008
241,228,13,8469465,"Dan Hamhuis",D,12,4.002
218,229,-11,8471283,"Brandon Prust",L,13,3.966
166,230,-64,8465951,"Matt Cooke",L,16,3.963
268,231,37,8474681,"Andrei Loktionov",C,11,3.94
197,232,-35,8468309,"Mark Streit",D,14,3.932
350,233,117,8469598,"Kevin Bieksa",D,7,3.915
269,234,35,8473453,"Trevor Lewis",C,11,3.9
198,236,-38,8473573,"Artem Anisimov",C,14,3.891
242,235,7,8473492,"Matt Beleskey",L,12,3.891
270,237,33,8458951,"Sergei Gonchar",D,11,3.883
384,238,146,8469665,"Johnny Oduya",D,6,3.846
243,239,4,8474602,"Justin Schultz",D,12,3.833
282,240,42,8470222,"James Wisniewski",D,10,3.809
178,241,-63,8475149,"Marcus Johansson",C,15,3.802
219,242,-23,8475220,"Marcus Foligno",L,13,3.783
283,243,40,8470169,"Gregory Campbell",C,10,3.757
220,244,-24,8471245,"Dave Bolland",C,13,3.754
271,245,26,8460496,"Ryan Smyth",L,11,3.751
167,246,-79,8470642,"Shea Weber",D,16,3.746
140,247,-107,8476177,"Matt Read",R,18,3.728
272,248,24,8471514,"Rich Peverley",C,11,3.717
284,249,35,8475160,"Kyle Clifford",L,10,3.705
300,250,50,8471232,"Lauri Korpikoski",L,9,3.705
199,251,-52,8471669,"Paul Stastny",C,14,3.699
285,252,33,8471482,"Grant Clitsome",D,10,3.681
273,253,20,8474578,"Erik Karlsson",D,11,3.67
244,254,-10,8470775,"Nate Thompson",C,12,3.667
245,255,-10,8474009,"Nick Bonino",C,12,3.661
128,256,-128,8471976,"David Desharnais",C,19,3.648
301,257,44,8469623,"Marek Zidlicky",D,9,3.637
221,258,-37,8475175,"Magnus Paajarvi",L,13,3.633
286,259,27,8470611,"Eric Fehr",R,10,3.591
222,260,-38,8473646,"Ryan Carter",C,13,3.573
385,261,124,8474705,"Mark Olver",C,6,3.562
287,262,25,8476461,"Sean Couturier",C,10,3.546
223,263,-40,8471678,"Benoit Pouliot",L,13,3.542
302,264,38,8473970,"Rob Klinkhammer",L,9,3.533
224,265,-41,8470153,"Pierre-Marc Bouchard",C,13,3.482
225,266,-41,8471768,"Tom Pyatt",C,13,3.469
246,267,-21,8474031,"Kevin Shattenkirk",D,12,3.45
247,268,-21,8474151,"Ryan McDonagh",D,12,3.432
226,269,-43,8468064,"Martin Erat",R,13,3.428
303,270,33,8470966,"Mark Giordano",D,9,3.41
288,271,17,8469779,"Keith Aucoin",C,10,3.388
200,272,-72,8475268,"Gabriel Bourque",L,14,3.375
327,273,54,8474628,"Michael Stone",D,8,3.359
351,274,77,8471296,"Alexei Emelin",D,7,3.335
248,275,-27,8475158,"Ryan O'Reilly",C,12,3.326
274,276,-2,8474709,"Matt Martin",L,11,3.324
249,277,-28,8469622,"Ryane Clowe",L,12,3.317
275,278,-3,8471362,"Mikhail Grabovski",C,11,3.31
250,279,-29,8474600,"Roman Josi",D,12,3.306
251,280,-29,8470607,"Brent Seabrook",D,12,3.285
276,281,-5,8468486,"Scott Hartnell",L,11,3.23
201,282,-81,8471698,"T.J. Oshie",R,14,3.203
289,283,6,8467346,"Simon Gagne",L,10,3.199
252,284,-32,8474096,"Nick Spaling",C,12,3.15
304,285,19,8471859,"Sergei Kostitsyn",L,9,3.123
352,286,66,8470877,"David Jones",R,7,3.093
386,287,99,8470622,"Patrick Eaves",R,6,3.079
168,288,-120,8473618,"Mathieu Perreault",C,16,3.073
202,289,-87,8470302,"Patrick Dwyer",R,14,3.071
305,290,15,8471702,"Matt Niskanen",D,9,3.071
277,291,-14,8475231,"Casey Cizikas",C,11,3.049
353,292,61,8474567,"Zach Bogosian",D,7,3.004
278,293,-15,8475768,"Jaden Schwartz",L,11,3.003
328,294,34,8474192,"Matt Frattin",R,8,2.998
306,295,11,8466140,"Olli Jokinen",C,9,2.995
290,296,-6,8467396,"Erik Cole",L,10,2.98
179,297,-118,8470613,"Brent Burns",D,15,2.973
227,298,-71,8468526,"Jarret Stoll",C,13,2.967
354,299,55,8475788,"Alexander Burmistrov",C,7,2.96
387,300,87,8471280,"Nick Johnson",R,6,2.945
253,301,-48,8471303,"Alexander Edler",D,12,2.935
228,302,-74,8467096,"Dan Boyle",D,13,2.928
203,303,-100,8476454,"Ryan Nugent-Hopkins",C,14,2.904
329,304,25,8473588,"Erik Condra",R,8,2.902
291,305,-14,8470180,"Eric Nystrom",L,10,2.887
330,306,24,8471208,"Dustin Penner",R,8,2.864
307,307,0,8471681,"Jack Skille",R,9,2.863
355,308,47,8469462,"Tuomo Ruutu",L,7,2.863
331,309,22,8475637,"Bobby Butler",R,8,2.853
292,310,-18,8466149,"Daniel Cleary",R,10,2.847
308,311,-3,8474250,"Zack Smith",C,9,2.83
229,312,-83,8468485,"Raffi Torres",L,13,2.828
293,313,-20,8471677,"Jack Johnson",D,10,2.823
309,314,-5,8460561,"Sheldon Souray",D,9,2.811
356,315,41,8475191,"Reilly Smith",R,7,2.806
357,316,41,8471693,"Jakub Kindl",D,7,2.791
310,317,-7,8466333,"Andrew Ference",D,9,2.75
358,318,40,8473507,"Jeff Petry",D,7,2.738
388,319,69,8471686,"Marc Staal",D,6,2.727
332,320,12,8471804,"Nathan Gerbe",L,8,2.707
180,321,-141,8470047,"Valtteri Filppula",C,15,2.701
230,322,-92,8474569,"Colin Wilson",C,13,2.701
311,323,-12,8475181,"Nick Leddy",D,9,2.693
294,324,-30,8467881,"Taylor Pyatt",L,10,2.683
359,325,34,8475753,"Justin Faulk",D,7,2.672
333,326,7,8470599,"Milan Michalek",L,8,2.666
295,327,-32,8470630,"Kevin Klein",D,10,2.662
312,328,-16,8470616,"Ryan Kesler",C,9,2.661
418,329,89,8470105,"Scottie Upshall",L,5,2.655
360,330,30,8474673,"TJ Brodie",D,7,2.633
313,331,-18,8470803,"Kyle Brodziak",C,9,2.627
314,332,-18,8471670,"Guillaume Latendresse",L,9,2.626
296,333,-37,8475213,"Drew Shore",C,10,2.615
297,334,-37,8471260,"Blake Comeau",L,10,2.614
361,335,26,8470828,"Toby Enstrom",D,7,2.609
389,336,53,8465202,"Sami Salo",D,6,2.608
362,337,25,8469547,"Jordin Tootoo",R,7,2.573
315,338,-23,8464975,"Daniel Briere",C,9,2.537
254,339,-85,8470274,"Chris Higgins",L,12,2.526
316,340,-24,8472410,"Stephen Gionta",C,9,2.501
363,341,22,8474113,"TJ Brennan",D,7,2.482
317,342,-25,8475770,"Emerson Etem",L,9,2.481
318,343,-25,8474062,"Riley Nash",C,9,2.474
364,344,20,8470104,"Tom Gilbert",D,7,2.446
334,345,-11,8464956,"Chris Phillips",D,8,2.439
365,346,19,8464977,"Dainius Zubrus",L,7,2.417
390,347,43,8469531,"Jay Harrison",D,6,2.406
366,348,18,8470760,"Marc Methot",D,7,2.395
335,349,-14,8472382,"Andy Greene",D,8,2.381
391,350,41,8475798,"Mikael Granlund",C,6,2.377
336,351,-15,8469467,"Chuck Kobasew",R,8,2.372
459,352,107,8469474,"Colby Armstrong",R,4,2.365
319,353,-34,8475178,"Zack Kassian",R,9,2.351
419,354,65,8475192,"Taylor Beck",L,5,2.316
337,355,-18,8468172,"Ruslan Fedotenko",L,8,2.306
338,356,-18,8470171,"Maxime Talbot",C,8,2.306
367,357,10,8475209,"Richard Panik",R,7,2.269
255,358,-103,8471716,"Justin Abdelkader",L,12,2.251
368,359,9,8474519,"Jack Hillen",D,7,2.242
298,360,-62,8469508,"Jay McClement",C,10,2.237
369,361,8,8471338,"Torrey Mitchell",C,7,2.236
370,362,8,8475761,"Beau Bennett",R,7,2.23
320,363,-43,8470654,"Maxim Lapierre",C,9,2.205
339,364,-25,8471234,"Wojtek Wolski",L,8,2.192
321,365,-44,8471504,"Rene Bourque",R,9,2.186
392,366,26,8467412,"Alexei Ponikarovsky",L,6,2.181
393,367,26,8465166,"Craig Adams",R,6,2.171
394,368,26,8468611,"Matt Hendricks",L,6,2.166
322,369,-47,8460577,"Milan Hejduk",R,9,2.153
371,370,1,8458590,"Mike Knuble",R,7,2.137
340,371,-31,8470318,"Jonathan Ericsson",D,8,2.119
420,372,48,8467917,"Jordan Leopold",D,5,2.118
421,373,48,8471709,"Marc-Edouard Vlasic",D,5,2.1
323,374,-51,8466251,"Jason Chimera",L,9,2.081
372,375,-3,8470110,"Trevor Daley",D,7,2.077
460,376,84,8476888,"Mikhail Grigorenko",C,4,2.067
395,377,18,8470871,"Chris Porter",L,6,2.05
341,378,-37,8475147,"Jordan Schroeder",C,8,2.04
396,379,17,8474024,"Jim O'Brien",C,6,2.035
342,380,-38,8467423,"Shawn Horcoff",C,8,2.034
422,381,41,8471766,"Jared Boll",R,5,2.023
324,382,-58,8466142,"Eric Brewer",D,9,2.014
397,383,14,8471284,"Andrej Sekera",D,6,1.995
343,384,-41,8473504,"Cal Clutterbuck",R,8,1.975
423,385,38,8462033,"Wade Redden",D,5,1.971
344,386,-42,8474074,"Paul Postma",D,8,1.963
345,387,-42,8467493,"Chris Neil",R,8,1.961
424,388,36,8475264,"Roman Horak",C,5,1.951
398,389,9,8473564,"Michael Frolik",R,6,1.944
461,390,71,8473432,"Derek Dorsett",R,4,1.94
462,391,71,8471490,"Adam Cracknell",R,4,1.94
399,392,7,8468695,"Matthew Lombardi",C,6,1.929
425,393,32,8469483,"David Steckel",C,5,1.924
373,394,-21,8467890,"Barret Jackman",D,7,1.909
463,395,68,8470699,"Jan Hejda",D,4,1.897
426,396,30,8475179,"Dmitry Kulikov",D,5,1.875
427,397,30,8471402,"Lennart Petrell",L,5,1.875
400,398,2,8468598,"Lubomir Visnovsky",D,6,1.846
401,399,2,8474574,"Tyler Myers",D,6,1.839
428,400,28,8473463,"Leo Komarov",C,5,1.831
374,401,-27,8476116,"Ryan Garbutt",L,7,1.83
464,402,62,8470714,"Corey Potter",D,4,1.829
429,403,26,8476244,"Raphael Diaz",D,5,1.82
430,404,26,8474030,"Aaron Palushaj",R,5,1.815
346,405,-59,8471331,"Kevin Porter",C,8,1.813
402,406,-4,8467967,"Chris Kelly",C,6,1.803
375,407,-32,8469619,"Dennis Seidenberg",D,7,1.781
376,408,-32,8471887,"Patric Hornqvist",R,7,1.78
325,409,-84,8475323,"Marcus Kruger",C,9,1.764
403,410,-7,8471311,"Tyler Kennedy",R,6,1.746
404,411,-7,8475193,"Tomas Tatar",L,6,1.731
377,412,-35,8475163,"Alex Chiasson",R,7,1.73
405,413,-8,8471873,"Anton Stralman",D,6,1.719
431,414,17,8471851,"Matt D'Agostini",R,5,1.715
406,415,-9,8468162,"Jerred Smithson",C,6,1.713
465,416,49,8476468,"J.T. Miller",C,4,1.709
432,417,15,8470378,"Andre Benoit",D,5,1.705
466,418,48,8471729,"Kris Russell",D,4,1.704
499,419,80,8476870,"Stefan Matteau",L,3,1.695
433,420,13,8471348,"Nikita Nikitin",D,5,1.68
378,421,-43,8476466,"Sven Baertschi",L,7,1.676
347,422,-75,8476808,"Brian Flynn",C,8,1.648
467,423,44,8475206,"Stefan Elliott",D,4,1.646
468,424,44,8471856,"Joe Vitale",C,4,1.646
348,425,-77,8475625,"Matt Irwin",D,8,1.645
469,426,43,8470187,"Johnny Boychuk",D,4,1.635
407,427,-20,8473584,"Andrew MacDonald",D,6,1.623
470,428,42,8474579,"Luca Sbisa",D,4,1.623
471,429,42,8469765,"Marc-Andre Bergeron",D,4,1.622
379,430,-51,8474100,"Dwight King",L,7,1.619
434,431,3,8468001,"Derek MacKenzie",C,5,1.612
435,432,3,8475186,"John Moore",D,5,1.608
380,433,-53,8475640,"Erik Gustafsson",D,7,1.606
472,434,38,8471761,"Chris Butler",D,4,1.603
408,435,-27,8473558,"Cory Emmerton",C,6,1.594
409,436,-27,8468639,"John-Michael Liles",D,6,1.589
410,437,-27,8470662,"Colin Fraser",C,6,1.576
436,438,-2,8475180,"Peter Holland",C,5,1.559
437,439,-2,8473610,"Bobby Sanguinetti",D,5,1.553
438,440,-2,8476463,"Jonas Brodin",D,5,1.546
439,441,-2,8474668,"Dale Weise",R,5,1.528
381,442,-61,8474168,"Joakim Andersson",C,7,1.518
440,443,-3,8470324,"Josh Gorges",D,5,1.492
473,444,29,8473468,"Eric Gryba",D,4,1.471
382,445,-63,8475692,"Mats Zuccarello",L,7,1.468
500,446,54,8471326,"Patrick Bordeleau",L,3,1.463
474,447,27,8474518,"Davis Drewiske",D,4,1.459
441,448,-7,8475325,"Jordan Nolan",C,5,1.455
442,449,-7,8474679,"Gustav Nyquist",R,5,1.444
411,450,-39,8462129,"Michal Handzus",C,6,1.443
540,451,89,8470774,"Bruno Gervais",D,2,1.439
443,452,-9,8471817,"Ryan Reaves",R,5,1.437
444,453,-9,8474048,"Keith Aulie",D,5,1.437
445,454,-9,8470309,"Ryan Whitney",D,5,1.424
326,455,-129,8475225,"Craig Smith",C,9,1.421
475,456,19,8474137,"Drayson Bowman",L,4,1.42
476,457,19,8475455,"Brenden Dillon",D,4,1.397
477,458,19,8468513,"Nick Schultz",D,4,1.375
501,459,42,8474707,"Philip Larsen",D,3,1.369
478,460,18,8473571,"Jamie McBain",D,4,1.351
502,461,41,8474034,"Patrick Maroon",L,3,1.341
412,462,-50,8471450,"Brandon Yip",R,6,1.33
503,463,40,8470724,"Kyle Quincey",D,3,1.328
479,464,15,8476419,"Jean-Gabriel Pageau",C,4,1.323
413,465,-52,8462196,"Stephane Robidas",D,6,1.305
504,466,38,8473908,"Kevin Westgarth",R,3,1.304
414,467,-53,8470137,"Joni Pitkanen",D,6,1.272
505,468,37,8469639,"Brooks Laich",C,3,1.263
480,469,11,8474649,"Tomas Kundratek",D,4,1.258
481,470,11,8473712,"Frazer McLaren",L,4,1.254
506,471,35,8471956,"Andrew Desjardins",C,3,1.249
507,472,35,8471958,"Dan Girardi",D,3,1.247
446,473,-27,8473682,"Andrew Ebbett",C,5,1.24
508,474,34,8467336,"Mike Rupp",L,3,1.23
509,475,34,8474674,"James Wright",C,3,1.22
447,476,-29,8474612,"Travis Hamonic",D,5,1.207
510,477,33,8470755,"Brad Richardson",R,3,1.198
541,478,63,8475671,"Matt Fraser",R,2,1.188
511,479,32,8469457,"Stephen Weiss",C,3,1.174
482,480,2,8469455,"Jason Spezza",C,4,1.165
483,481,2,8467365,"John Erskine",D,4,1.138
484,482,2,8469501,"Chris Thorburn",R,4,1.131
542,483,59,8473426,"Mike Weber",D,2,1.118
543,484,59,8474719,"Teemu Hartikainen",C,2,1.117
141,485,-344,8459670,"Kimmo Timonen",D,18,1.116
448,486,-38,8469490,"Tim Jackman",R,5,1.114
544,487,57,8475764,"Cam Fowler",D,2,1.111
449,488,-39,8474291,"Jay Beagle",R,5,1.11
485,489,-4,8465978,"Shawn Thornton",L,4,1.109
512,490,22,8475342,"Oliver Lauridsen",D,3,1.099
383,491,-108,8471733,"Rich Clune",L,7,1.095
450,492,-42,8474138,"Dustin Jeffrey",C,5,1.091
