PlayerId,Playername,Position,Assists,weighted_assist
8474567,"Zach Bogosian",D,3,0.7672937722176302
8462033,"Wade Redden",D,5,0.7624092840382517
8471263,"Enver Lisin",R,3,0.7602392523840003
8471321,"Brett Carson",D,3,0.751697860550291
8468463,"Mathieu Darche",L,3,0.750425138092759
8473700,"Ryan Wilson",D,3,0.7461633230244574
8474551,"Ville Leino",L,3,0.7426413694080811
8474150,"Mikael Backlund",C,4,0.7376333781077791
8473546,"Michael Grabner",R,3,0.7345508875478094
8470615,"Marc-Antoine Pouliot",C,3,0.7320383674566374
8474707,"Philip Larsen",D,1,0.7296747967479675
8474114,"Oscar Moller",R,2,0.7274016268092097
8467964,"Mike Comrie",C,5,0.7206210362269696
8468427,"Brian Pothier",D,3,0.7172476510330315
8470180,"Eric Nystrom",L,2,0.7129641431780755
8471323,"Ryan Jones",L,3,0.7054852773528753
8470580,"Jed Ortmeyer",R,6,0.7031149120143032
8468846,"Tyler Sloan",D,2,0.6989516008839376
8469707,"Pierre-Alexandre Parenteau",R,3,0.6971166154633898
8470672,"Ryan O'Byrne",D,2,0.6968696562974236
8468001,"Derek MacKenzie",C,2,0.6902138285207775
8473571,"Jamie McBain",D,3,0.6813501287554584
8465042,"Toni Lydman",D,3,0.6805629354919642
8466215,"Joe Corvo",D,3,0.6709618026625856
8473574,"Shawn Matthias",C,2,0.66586348086798
8471895,"Shaun Heshka",D,2,0.6612658945175823
8462045,"Jay McKee",D,4,0.6597980527268199
8469684,"Milan Jurcina",D,4,0.6590108142466686
8470614,"Mark Stuart",D,2,0.6569879886280467
8471710,"Taylor Chorney",D,2,0.6548914890691262
8470302,"Patrick Dwyer",R,3,0.6488131820404675
8469460,"Mike Komisarek",D,2,0.6378977701193812
8470058,"Staffan Kronwall",D,1,0.6325640303968476
8468113,"Jeff Finger",D,4,0.6316120890695287
8470661,"Jean-Francois Jacques",L,2,0.630178900254473
8467343,"Martin Skoula",D,2,0.6293840503296995
8474220,"Jerome Samson",R,2,0.6282896599673693
8470798,"Dylan Reese",D,1,0.6246493688639552
8471768,"Tom Pyatt",C,1,0.6197823796401362
8467408,"Matt Walker",D,2,0.6106791152628613
8470171,"Maxime Talbot",C,4,0.6074284058778672
8471748,"Mark Fraser",D,2,0.5846453659661934
8474094,"Matt Halischuk",R,1,0.5833584261768544
8474589,"Tyler Ennis",C,3,0.5808543096872618
8464994,"Steve Begin",L,6,0.5733871431993893
8470207,"Joffrey Lupul",L,4,0.5676081004568037
8475602,"Casey Wellman",C,3,0.5546732910339932
8469467,"Chuck Kobasew",R,3,0.552088793774733
8467336,"Mike Rupp",L,3,0.5460282204090434
8470778,"Drew Miller",L,2,0.541183536792337
8459534,"Miroslav Satan",R,2,0.5346781083836903
8474177,"Jon Kalinski",L,2,0.5205730107138558
8472368,"Chris Conner",R,1,0.49470899470899476
8470804,"Mathieu Roy",D,1,0.4916511692319867
8464962,"Ruslan Salei",D,1,0.4916511692319867
8467365,"John Erskine",D,3,0.491024970174163
8471254,"Bryan Bickell",L,1,0.4879067749333665
8471428,"Pierre-Luc Letourneau-Leblond",R,1,0.48487016516366627
8468213,"Jim Vandermeer",D,2,0.48469730046106396
8473459,"Arturs Kulda",D,1,0.48401766134085217
8459433,"Brendan Witt",D,2,0.4809492099614297
8473525,"Theo Peckham",D,1,0.4807542651900629
8472215,"Ryan Vesce",R,1,0.47187743950039024
8469472,"Shaone Morrisonn",D,2,0.470853848277478
8474153,"Michal Repik",R,1,0.4695768459260673
8473536,"James Sheppard",L,2,0.46615400789152683
8474291,"Jay Beagle",R,1,0.46392862636517473
8468674,"Deryk Engelland",D,1,0.4571428571428571
8471324,"Liam Reddox",L,2,0.45506756616465993
8468090,"Garnet Exelby",D,1,0.4496923076923076
8468513,"Nick Schultz",D,4,0.44749845078383327
8473466,"Ryan White",C,1,0.4412878787878788
8469755,"Brandon Segal",R,2,0.4381224810830053
8471268,"Victor Oreskovich",R,3,0.4275845660272444
8459001,"Kirk Maltby",L,1,0.4214189196611994
8467928,"Doug Janik",D,1,0.4205040795797474
8470713,"Paul Bissonnette",L,1,0.41969309462915605
8471419,"Mark Mancari",R,1,0.4184689728328127
8473510,"Jonas Junland",D,1,0.41666666666666663
8459443,"Anders Eriksson",D,1,0.41188815412024027
8474557,"Anssi Salmela",D,2,0.41108492020269777
8472263,"Chris Durno",L,2,0.40387829909611106
8474157,"Max Pacioretty",L,1,0.4037323405880108
8470383,"Chris Minard",L,1,0.40361155311249336
8471804,"Nathan Gerbe",L,2,0.4020855597559496
8470086,"Joe Callahan",D,1,0.40112289457267636
8473419,"Brad Marchand",L,1,0.3985086070439256
8473482,"Jiri Tlusty",L,1,0.3964341085271319
8470170,"Ole-Kristian Tollefsen",D,1,0.39593668792818326
8471671,"Dustin Kohn",D,2,0.39296157059314957
8470310,"Aaron Rome",D,1,0.3842331768388106
8469542,"Stephane Veilleux",L,2,0.37999958925069066
8474674,"James Wright",C,3,0.3745090082222931
8468523,"Matt Pettinger",L,2,0.37269086054132783
8465056,"Trent Whitfield",C,1,0.3708809067422285
8475381,"Mika Pyorala",C,1,0.36059791251048084
8470063,"Adam Burish",R,2,0.3587745301534029
8468778,"Colton Orr",R,1,0.35830312077912846
8470886,"Clayton Stoner",D,1,0.35605269404225015
8467977,"Brian McGrattan",R,1,0.35455497143897496
8468252,"Eric Godard",R,1,0.3495972382048331
8467304,"Andy Sutton",D,3,0.34742368889688774
8468478,"Mike Weaver",D,1,0.345873939210798
8471766,"Jared Boll",R,1,0.34408201020109874
8473924,"Cory Murphy",D,1,0.3421811762679755
8470575,"Tom Preissing",D,1,0.3419232099619509
8470619,"Brian Boyle",C,2,0.34170160330859434
8471436,"Matt Hunwick",D,2,0.33555386578451957
8471663,"Mike Blunden",R,1,0.3301855063670956
8469820,"Zenon Konopka",C,2,0.32781456953642396
8472370,"Jordan Hendry",D,1,0.3242639199300359
8468534,"Andreas Lilja",D,1,0.3216619981325864
8459547,"Scott Walker",R,1,0.3184175710957349
8469575,"Christoph Schubert",D,1,0.31629374354876305
8469477,"Lukas Krajicek",D,1,0.3132243278374496
8471232,"Lauri Korpikoski",L,1,0.3132243278374496
8471280,"Nick Johnson",R,1,0.3132088846880907
8471498,"Jannik Hansen",R,1,0.3121219820026553
8469779,"Keith Aucoin",C,1,0.30956937799043055
8470729,"Tyson Strachan",D,1,0.30812264065276895
8471352,"Jake Dowell",C,1,0.3065141864504922
8470896,"Steve MacIntyre",L,1,0.30646953464459853
8471331,"Kevin Porter",C,1,0.30071999511867714
8469531,"Jay Harrison",D,1,0.3005185505278104
8469647,"Derek Boogaard",L,1,0.3005185505278104
8466232,"Quintin Laing",L,2,0.2991094791930445
8471241,"Mark Fistric",D,1,0.29846503445885775
8471521,"Brad Staubitz",R,1,0.296027760537155
8473491,"Tomas Kana",C,1,0.29541237768458506
8462176,"Brent Sopel",D,3,0.29307586551681036
8471246,"Chris Bourque",L,2,0.2917795844625113
8471269,"Nicklas Grossmann",D,3,0.28984083099876
8460527,"Ryan Johnson",C,2,0.28220076788078186
8467915,"Mike Commodore",D,4,0.28075055873917365
8471976,"David Desharnais",C,1,0.27862903225806446
8469760,"Zbynek Michalek",D,5,0.2736396425092815
8473600,"Benn Ferriero",R,1,0.2666536050156739
8459628,"Hal Gill",D,3,0.25254651709488096
8470318,"Jonathan Ericsson",D,1,0.2509266928970802
8470876,"Nick Tarnasky",L,2,0.24360659556040368
8471482,"Grant Clitsome",D,1,0.22978892871365983
8471692,"Ryan Parent",D,1,0.21428073841866946
8469685,"Andrew Murray",C,2,0.20090569063742048
8460502,"Wade Belak",R,2,0.15156880322725236
8465026,"Mark Parrish",R,1,0.12331536388140163
8471371,"Mike Brown",R,1,0.12249979918065704
8470699,"Jan Hejda",D,4,0.0928602420643983
8471733,"Rich Clune",L,1,0.08129187081291885
8471483,"Kyle Wilson",C,1,0.07608695652173905
8473933,"Ben Lovejoy",D,1,0.07564102564102569
8471336,"David Laliberte",R,1,0.06200941915227645
8473465,"Jamie McGinn",L,1,0.05153893823590167
8470867,"Troy Bodie",R,1,0.04804804804804801
8471689,"Ryan O'Marra",C,1,0.023809523809523826
8458519,"Aaron Ward",D,1,0
8471266,"David Booth",L,2,0
8471705,"Brendan Mikkelson",D,1,0
8460533,"Dave Scatchard",C,1,0
8457261,"Brad May",L,1,0
8468510,"Jeff Taffe",L,1,0
8459450,"Shean Donovan",R,1,0
8467436,"Jay Leach",D,1,0
8459122,"Stephane Yelle",C,1,0
8473898,"Paul Szczechura",C,1,0
8474250,"Zack Smith",C,1,0
8471216,"Cam Barker",D,7,-0.135540438464952
8474009,"Nick Bonino",C,1,-0.22468354430379736
8470176,"Sean Bergenheim",L,8,-0.25410403559538897
8465166,"Craig Adams",R,5,-0.38711167380363665
8470187,"Johnny Boychuk",D,3,-1.648508575142406
8460626,"Bryce Salvador",D,2,-2
