Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Points,Points_w
123,194,-71,8469622,"Ryane Clowe",L,34,7.779
217,195,22,8474584,"Michael Del Zotto",D,23,7.769
174,196,-22,8468520,"Kurtis Foster",D,28,7.634
208,197,11,8469474,"Colby Armstrong",R,24,7.626
226,198,28,8475169,"Evander Kane",L,22,7.619
209,199,10,8465951,"Matt Cooke",L,24,7.558
245,200,45,8472382,"Andy Greene",D,20,7.415
210,201,9,8471311,"Tyler Kennedy",R,24,7.387
246,202,44,8471699,"Andrew Cogliano",C,20,7.387
192,203,-11,8460562,"Chris Drury",C,26,7.38
150,204,-54,8464989,"Matt Cullen",C,30,7.366
175,205,-30,8474574,"Tyler Myers",D,28,7.362
218,206,12,8469462,"Tuomo Ruutu",L,23,7.29
211,207,4,8471303,"Alexander Edler",D,24,7.24
237,208,29,8471842,"Tim Kennedy",L,21,7.235
193,209,-16,8459424,"Chris Pronger",D,26,7.178
219,210,9,8462823,"Glen Metropolit",C,23,7.165
263,211,52,8469470,"Carlo Colaiacovo",D,19,7.109
158,212,-54,8471260,"Blake Comeau",L,29,7.1
200,213,-13,8466149,"Daniel Cleary",R,25,7.08
227,214,13,8470640,"Matthew Carle",D,22,7.011
212,215,-3,8471185,"Curtis Glencross",L,24,7.001
220,216,4,8470105,"Scottie Upshall",L,23,6.932
247,217,30,8467493,"Chris Neil",R,20,6.867
248,218,30,8469623,"Marek Zidlicky",D,20,6.845
228,219,9,8471299,"Peter Regin",C,22,6.831
201,221,-20,8471220,"Rostislav Olesz",L,25,6.807
287,220,67,8467881,"Taylor Pyatt",L,17,6.807
249,222,27,8467466,"Trent Hunter",R,20,6.715
77,223,-146,8464975,"Daniel Briere",C,41,6.711
298,224,74,8467917,"Jordan Leopold",D,16,6.711
250,226,24,8468508,"Justin Williams",R,20,6.707
276,225,51,8470920,"David Clarkson",R,18,6.707
310,227,83,8471657,"Cody McLeod",L,15,6.663
213,228,-15,8467423,"Shawn Horcoff",C,24,6.641
238,229,9,8471274,"Alex Goligoski",D,21,6.64
221,230,-9,8466251,"Jason Chimera",L,23,6.591
214,231,-17,8469508,"Jay McClement",C,24,6.579
288,232,56,8470268,"Denis Grebeshkov",D,17,6.534
222,233,-11,8467334,"Manny Malhotra",C,23,6.511
176,234,-58,8464979,"Marco Sturm",L,28,6.5
229,235,-6,8466035,"Sergei Samsonov",L,22,6.474
299,236,63,8473492,"Matt Beleskey",L,16,6.435
277,237,40,8470151,"Jay Bouwmeester",D,18,6.402
202,238,-36,8449895,"Owen Nolan",R,25,6.355
264,239,25,8458938,"Roman Hamrlik",D,19,6.316
177,240,-63,8471682,"Devin Setoguchi",R,28,6.31
230,241,-11,8460492,"Ed Jovanovski",D,22,6.295
289,242,47,8470072,"Petr Prucha",R,17,6.276
239,243,-4,8468172,"Ruslan Fedotenko",L,21,6.271
203,244,-41,8462118,"Marc Savard",C,25,6.257
185,245,-60,8468208,"Joel Ward",R,27,6.229
240,246,-6,8464977,"Dainius Zubrus",L,21,6.226
223,247,-24,8467338,"Alex Tanguay",L,23,6.192
290,248,42,8469466,"Ales Hemsky",R,17,6.145
265,249,16,8473573,"Artem Anisimov",C,19,6.135
231,250,-19,8462041,"Radek Dvorak",R,22,6.04
194,251,-57,8474037,"James van Riemsdyk",L,26,6.024
142,252,-110,8450725,"Mark Recchi",R,31,5.992
266,253,13,8469581,"Kyle Wellwood",C,19,5.99
251,254,-3,8470309,"Ryan Whitney",D,20,5.964
252,255,-3,8468700,"Paul Gaustad",C,20,5.959
346,256,90,8475105,"Dan Sexton",R,13,5.928
278,257,21,8470054,"Keith Ballard",D,18,5.91
325,258,67,8468789,"Jason Williams",C,14,5.851
253,259,-6,8473446,"Erik Johnson",D,20,5.849
224,260,-36,8470834,"Dustin Byfuglien",R,23,5.84
365,261,104,8475179,"Dmitry Kulikov",D,12,5.837
311,262,49,8468635,"Travis Moen",L,15,5.83
254,263,-9,8469759,"Vernon Fiddler",C,20,5.818
267,264,3,8470104,"Tom Gilbert",D,19,5.809
312,265,47,8470110,"Trevor Daley",D,15,5.778
268,266,2,8473534,"Patrik Berglund",C,19,5.769
313,267,46,8459640,"Michael Grier",R,15,5.714
300,268,32,8469492,"Fedor Tyutin",D,16,5.667
291,269,22,8465210,"Pavel Kubina",D,17,5.654
279,270,9,8471450,"Brandon Yip",R,18,5.649
347,271,76,8464966,"Derek Morris",D,13,5.646
269,272,-3,8468575,"Dominic Moore",C,19,5.644
255,273,-18,8456966,"Robert Lang",C,20,5.64
301,274,27,8446485,"Kris Draper",C,16,5.632
292,275,17,8470622,"Patrick Eaves",R,17,5.602
225,276,-51,8468224,"Sean Avery",L,23,5.565
326,277,49,8471742,"Cody Franson",D,14,5.557
232,278,-46,8470602,"Dion Phaneuf",D,22,5.546
233,279,-46,8458517,"Scott Niedermayer",D,22,5.541
314,280,34,8465202,"Sami Salo",D,15,5.525
302,281,21,8465024,"Jon Sim",L,16,5.517
280,282,-2,8469765,"Marc-Andre Bergeron",D,18,5.481
270,283,-13,8459574,"Darcy Tucker",R,19,5.464
315,284,31,8467336,"Mike Rupp",L,15,5.448
303,285,18,8469619,"Dennis Seidenberg",D,16,5.442
256,286,-30,8459427,"Rob Niedermayer",C,20,5.409
293,287,6,8466285,"Brian Campbell",D,17,5.392
327,288,39,8475098,"Tyler Bozak",C,14,5.356
316,289,27,8467396,"Erik Cole",L,15,5.352
257,290,-33,8465025,"Arron Asham",R,20,5.288
328,291,37,8464956,"Chris Phillips",D,14,5.253
304,292,12,8459670,"Kimmo Timonen",D,16,5.228
348,293,55,8474569,"Colin Wilson",C,13,5.223
305,294,11,8471238,"Rob Schremp",C,16,5.187
306,295,11,8470299,"Erik Christensen",C,16,5.143
294,296,-2,8470600,"Ryan Suter",D,17,5.106
234,297,-63,8474573,"Josh Bailey",L,22,5.105
307,298,9,8466392,"Todd White",C,16,5.072
241,299,-58,8471691,"Martin Hanzal",C,21,5.07
366,300,66,8471729,"Kris Russell",D,12,5.067
329,301,28,8468498,"Brooks Orpik",D,14,5.026
258,302,-44,8462225,"Filip Kuba",D,20,5.023
271,303,-32,8469812,"Chad LaRose",R,19,5.003
330,304,26,8467502,"Ales Kotalik",R,14,4.978
281,305,-24,8470666,"Daniel Carcillo",L,18,4.977
349,306,43,8468493,"Ron Hainsey",D,13,4.974
282,307,-25,8469473,"Marcel Goc",C,18,4.969
242,308,-66,8473422,"Nick Foligno",L,21,4.963
308,309,-1,8470289,"Jim Slater",C,16,4.933
272,310,-38,8465059,"Matt Bradley",R,19,4.926
235,311,-76,8459462,"Bryan McCabe",D,22,4.919
204,312,-108,8467967,"Chris Kelly",C,25,4.892
331,313,18,8470724,"Kyle Quincey",D,14,4.802
309,314,-5,8456887,"Vyacheslav Kozlov",L,16,4.787
259,315,-56,8471677,"Jack Johnson",D,20,4.77
260,316,-56,8470966,"Mark Giordano",D,20,4.706
405,317,88,8469476,"Tim Gleason",D,10,4.671
283,318,-35,8467964,"Mike Comrie",C,18,4.648
273,319,-46,8471310,"Dustin Boyd",C,19,4.645
406,320,86,8474578,"Erik Karlsson",D,10,4.632
407,321,86,8466216,"Adam Mair",C,10,4.592
295,322,-27,8473504,"Cal Clutterbuck",R,17,4.584
390,323,67,8473537,"Viktor Stalberg",L,11,4.543
350,324,26,8464967,"Marty Reasoner",C,13,4.5
351,325,26,8471879,"Kyle Cumiskey",D,13,4.494
352,326,26,8470662,"Colin Fraser",C,13,4.474
261,327,-66,8468639,"John-Michael Liles",D,20,4.472
317,328,-11,8467831,"Jeff Halpern",C,15,4.402
332,329,3,8468611,"Matt Hendricks",L,14,4.346
333,330,3,8445735,"Rod Brind'Amour",C,14,4.289
274,331,-57,8470609,"Steve Bernier",R,19,4.271
408,332,76,8460661,"Shane Hnidy",D,10,4.256
334,333,1,8470207,"Joffrey Lupul",L,14,4.22
353,334,19,8470274,"Chris Higgins",L,13,4.189
391,335,56,8467400,"Francois Beauchemin",D,11,4.188
318,336,-18,8470877,"David Jones",R,15,4.164
296,337,-41,8471794,"Darren Helm",C,17,4.158
335,338,-3,8460504,"Ethan Moreau",L,14,4.135
284,339,-55,8475158,"Ryan O'Reilly",C,18,4.129
354,340,14,8469547,"Jordin Tootoo",R,13,4.122
215,341,-126,8467330,"David Legwand",C,24,4.097
355,342,13,8445550,"Rob Blake",D,13,4.094
367,343,24,8459053,"Adrian Aucoin",D,12,4.092
336,344,-8,8460567,"Chris Clark",R,14,4.062
285,345,-60,8468518,"Tomas Kopecky",R,18,4.028
432,346,86,8467439,"Jaroslav Spacek",D,9,4.021
319,347,-28,8466398,"Tom Kostopoulos",R,15,3.992
337,348,-11,8471724,"Kris Letang",D,14,3.96
433,349,84,8468927,"Steve Montador",D,9,3.942
409,350,59,8458361,"Doug Weight",C,10,3.921
410,351,59,8471266,"David Booth",L,10,3.906
356,352,4,8471686,"Marc Staal",D,13,3.892
392,353,39,8466142,"Eric Brewer",D,11,3.87
368,354,14,8469770,"Dennis Wideman",D,12,3.859
151,355,-204,8467346,"Simon Gagne",L,30,3.854
369,356,13,8474519,"Jack Hillen",D,12,3.838
434,357,77,8467331,"Brad Stuart",D,9,3.835
370,358,12,8471392,"Roman Polak",D,12,3.826
435,359,76,8471761,"Chris Butler",D,9,3.824
338,360,-22,8473473,"Milan Lucic",L,14,3.815
357,361,-4,8470230,"Daniel Paille",L,13,3.783
436,362,74,8467332,"Bryan Allen",D,9,3.769
393,363,30,8471245,"Dave Bolland",C,11,3.768
411,364,47,8465122,"Brett Clark",D,10,3.739
394,365,29,8471807,"Tom Wandell",C,11,3.7
460,366,94,8473546,"Michael Grabner",R,8,3.688
320,367,-47,8468509,"Niklas Kronwall",D,15,3.676
371,368,3,8470905,"Randy Jones",D,12,3.669
395,369,26,8471283,"Brandon Prust",L,11,3.655
372,370,2,8467543,"Toby Petersen",C,12,3.617
321,371,-50,8465012,"Tom Poti",D,15,3.602
412,372,40,8470700,"Byron Bitz",R,10,3.582
413,373,40,8470615,"Marc-Antoine Pouliot",C,10,3.563
373,374,-1,8470620,"Jeff Tambellini",L,12,3.558
374,375,-1,8470750,"John Mitchell",C,12,3.491
322,376,-54,8470607,"Brent Seabrook",D,15,3.481
236,377,-141,8467393,"Jarkko Ruutu",L,22,3.468
375,378,-3,8473682,"Andrew Ebbett",C,12,3.45
487,379,108,8470678,"Alexandre Picard",D,7,3.438
339,380,-41,8470601,"Braydon Coburn",D,14,3.411
414,381,33,8459514,"Jamal Mayers",R,10,3.364
340,382,-42,8471859,"Sergei Kostitsyn",L,14,3.363
358,383,-25,8474218,"Jason Demers",D,13,3.357
376,384,-8,8469543,"Evgeny Artyukhin",R,12,3.354
377,385,-8,8470654,"Maxim Lapierre",C,12,3.33
415,386,29,8471634,"Ryan Shannon",R,10,3.301
341,387,-46,8458536,"Dean McAmmond",C,14,3.298
378,389,-11,8469467,"Chuck Kobasew",R,12,3.291
488,388,100,8468501,"Anton Volchenkov",D,7,3.291
437,390,47,8473574,"Shawn Matthias",C,9,3.252
379,391,-12,8471236,"Andrej Meszaros",D,12,3.248
359,392,-33,8459587,"Todd Marchant",C,13,3.246
360,393,-33,8474567,"Zach Bogosian",D,13,3.235
380,394,-14,8475167,"Victor Hedman",D,12,3.19
361,395,-34,8470180,"Eric Nystrom",L,13,3.178
362,396,-34,8471388,"Patrick Kaleta",R,13,3.168
461,397,64,8462535,"Jody Shelley",L,8,3.146
396,399,-3,8470280,"Ben Eager",L,11,3.139
416,398,18,8470302,"Patrick Dwyer",R,10,3.139
417,400,17,8459024,"Jere Lehtinen",R,10,3.126
363,401,-38,8471873,"Anton Stralman",D,13,3.119
462,402,60,8474552,"Fabian Brunnstrom",L,8,3.108
364,403,-39,8467361,"Blair Betts",C,13,3.106
438,404,34,8467890,"Barret Jackman",D,9,3.084
381,405,-24,8470647,"B.J. Crombeen",R,12,3.08
439,406,33,8459648,"Pavol Demitra",R,9,3.075
382,407,-25,8455919,"Craig Conroy",C,12,3.074
383,409,-26,8460770,"Kim Johnsson",D,12,3.065
440,408,32,8465978,"Shawn Thornton",L,9,3.065
512,410,102,8471284,"Andrej Sekera",D,6,3.064
513,411,102,8471187,"Brett Lebda",D,6,3.051
441,412,29,8470687,"Zack Stortini",R,9,3.021
397,413,-16,8469670,"Marek Svatos",R,11,3.011
418,414,4,8460561,"Sheldon Souray",D,10,3.007
398,415,-17,8471476,"Daniel Winnik",C,11,3.003
419,416,3,8466309,"Mike Mottau",D,10,2.984
420,417,3,8469598,"Kevin Bieksa",D,10,2.979
384,418,-34,8470778,"Drew Miller",L,12,2.962
421,419,2,8467882,"Jamie Lundmark",C,10,2.957
463,420,43,8474053,"Logan Couture",C,8,2.933
399,421,-22,8471323,"Ryan Jones",L,11,2.932
442,422,20,8471743,"Vladimir Sobotka",L,9,2.91
422,423,-1,8467478,"Kent Huskins",D,10,2.895
464,424,40,8458637,"Sean O'Donnell",D,8,2.879
443,425,18,8470578,"Freddy Meyer",D,9,2.875
423,426,-3,8459534,"Miroslav Satan",R,10,2.871
400,427,-27,8469483,"David Steckel",C,11,2.837
489,428,61,8470324,"Josh Gorges",D,7,2.827
385,429,-44,8468162,"Jerred Smithson",C,12,2.821
297,430,-133,8466371,"John Madden",C,17,2.818
465,431,34,8469665,"Johnny Oduya",D,8,2.804
386,432,-46,8470222,"James Wisniewski",D,12,2.772
342,434,-92,8471958,"Dan Girardi",D,14,2.765
466,433,33,8471436,"Matt Hunwick",D,8,2.765
323,435,-112,8469664,"David Moss",R,15,2.73
324,436,-112,8459687,"Scott Nichol",C,15,2.73
514,437,77,8474125,"Carl Gunnarsson",D,6,2.713
424,438,-14,8471498,"Jannik Hansen",R,10,2.712
444,439,5,8469465,"Dan Hamhuis",D,9,2.698
467,440,27,8471240,"Jeff Schultz",D,8,2.667
445,441,4,8466215,"Joe Corvo",D,9,2.661
446,442,4,8473432,"Derek Dorsett",R,9,2.658
343,443,-100,8473932,"Darroll Powe",C,14,2.642
490,444,46,8459454,"Jay Pandolfo",L,7,2.615
468,445,23,8473618,"Mathieu Perreault",C,8,2.612
447,447,0,8475118,"Matt Gilroy",D,9,2.583
469,446,23,8465058,"Michal Rozsival",D,8,2.583
542,448,94,8470121,"Matt Greene",D,5,2.58
543,449,94,8475087,"Christian Hanson",C,5,2.541
448,450,-2,8470329,"Chris Campoli",D,9,2.519
470,451,19,8467519,"Karlis Skrastins",D,8,2.519
471,452,19,8473646,"Ryan Carter",C,8,2.516
449,453,-4,8471769,"Niklas Hjalmarsson",D,9,2.509
344,454,-110,8470580,"Jed Ortmeyer",R,14,2.508
450,455,-5,8474498,"Jesse Winchester",C,9,2.49
425,456,-31,8470774,"Bruno Gervais",D,10,2.474
472,457,15,8465185,"Willie Mitchell",D,8,2.469
451,458,-7,8465192,"Samuel Pahlsson",C,9,2.461
452,459,-7,8470854,"Tanner Glass",L,9,2.435
286,460,-174,8470176,"Sean Bergenheim",L,18,2.434
453,461,-8,8470192,"Steve Eminger",D,9,2.432
473,462,11,8471709,"Marc-Edouard Vlasic",D,8,2.418
401,463,-62,8471229,"Petteri Nokelainen",C,11,2.411
345,464,-119,8471309,"Johan Franzen",R,14,2.386
426,465,-39,8474568,"Luke Schenn",D,10,2.358
515,466,49,8470630,"Kevin Klein",D,6,2.341
454,467,-13,8468114,"Douglas Murray",D,9,2.337
455,468,-13,8459004,"Craig Rivet",D,9,2.329
491,469,22,8465914,"Francis Bouillon",D,7,2.32
516,470,46,8472263,"Chris Durno",L,6,2.301
474,471,3,8472355,"Rod Pelley",C,8,2.292
427,472,-45,8470613,"Brent Burns",D,10,2.29
402,473,-71,8469501,"Chris Thorburn",R,11,2.26
428,474,-46,8469464,"Fredrik Sjostrom",L,10,2.253
387,475,-88,8459094,"Ian Laperriere",R,12,2.247
475,476,-1,8469755,"Brandon Segal",R,8,2.239
492,477,15,8458541,"Steve Staios",D,7,2.219
517,478,39,8460507,"Wayne Primeau",C,6,2.216
493,479,14,8468515,"Brad Winchester",L,7,2.208
476,480,-4,8471628,"Rick Rypien",C,8,2.197
477,481,-4,8468506,"Brian Sutherby",C,8,2.19
494,482,12,8471702,"Matt Niskanen",D,7,2.188
544,483,61,8468213,"Jim Vandermeer",D,5,2.188
495,484,11,8471279,"Sami Lepisto",D,7,2.147
496,485,11,8466158,"Scott Hannan",D,7,2.141
518,486,32,8471385,"Adam Pardy",D,6,2.083
545,487,58,8471811,"Cal O'Reilly",C,5,2.08
597,488,109,8471222,"Ladislav Smid",D,3,2.039
478,489,-11,8460556,"Freddy Modin",L,8,2.021
497,490,7,8465170,"Fernando Pisani",R,7,2.013
388,491,-103,8466182,"Henrik Tallinder",D,12,2.011
498,492,6,8451224,"Mathieu Schneider",D,7,2.007
456,493,-37,8474551,"Ville Leino",L,9,1.995
