Rank_trad,Rank_w,Rank_diff,PlayerId,PlayerName,Position,Goals,Goals_w
542,494,48,8472355,"Rod Pelley",C,2,0.802
456,495,-39,8469666,"Brandon Bochenski",R,4,0.799
543,496,47,8475381,"Mika Pyorala",C,2,0.798
457,497,-40,8465170,"Fernando Pisani",R,4,0.797
378,498,-120,8471231,"Kyle Chipchura",C,6,0.796
496,499,-3,8467478,"Kent Huskins",D,3,0.793
544,500,44,8471390,"Mike Santorelli",C,2,0.793
604,501,103,8474150,"Mikael Backlund",C,1,0.793
497,502,-5,8474153,"Michal Repik",R,3,0.792
545,503,42,8470775,"Nate Thompson",C,2,0.791
546,504,42,8472368,"Chris Conner",R,2,0.788
547,505,42,8469820,"Zenon Konopka",C,2,0.786
458,506,-48,8468095,"George Parros",R,4,0.784
459,507,-48,8468427,"Brian Pothier",D,4,0.782
498,508,-10,8470613,"Brent Burns",D,3,0.778
548,509,39,8467890,"Barret Jackman",D,2,0.773
413,511,-98,8459547,"Scott Walker",R,5,0.763
605,510,95,8473385,"Ville Koistinen",D,1,0.763
499,512,-13,8470159,"Boyd Gordon",C,3,0.762
549,513,36,8474189,"Lars Eller",C,2,0.76
500,514,-14,8469665,"Johnny Oduya",D,3,0.759
460,515,-55,8470329,"Chris Campoli",D,4,0.747
606,516,90,8472394,"Peter Harrold",D,1,0.746
501,517,-16,8460533,"Dave Scatchard",C,3,0.742
461,518,-57,8466182,"Henrik Tallinder",D,4,0.734
550,519,31,8468101,"Radek Martinek",D,2,0.734
551,520,31,8470614,"Mark Stuart",D,2,0.733
552,521,31,8473571,"Jamie McBain",D,2,0.732
553,522,31,8460720,"Eric Boulton",L,2,0.732
414,523,-109,8467357,"Jonathan Cheechoo",R,5,0.724
554,524,30,8470798,"Dylan Reese",D,2,0.72
555,525,30,8471768,"Tom Pyatt",C,2,0.714
379,526,-147,8471958,"Dan Girardi",D,6,0.712
502,527,-25,8471748,"Mark Fraser",D,3,0.711
556,528,28,8473600,"Benn Ferriero",R,2,0.708
462,529,-67,8470318,"Jonathan Ericsson",D,4,0.704
503,530,-27,8471702,"Matt Niskanen",D,3,0.695
557,531,26,8466309,"Mike Mottau",D,2,0.687
558,532,26,8460661,"Shane Hnidy",D,2,0.681
504,533,-29,8470600,"Ryan Suter",D,3,0.678
505,534,-29,8459094,"Ian Laperriere",R,3,0.674
463,535,-72,8459001,"Kirk Maltby",L,4,0.673
559,536,23,8474674,"James Wright",C,2,0.67
464,538,-74,8469534,"Aaron Johnson",D,4,0.668
506,537,-31,8471709,"Marc-Edouard Vlasic",D,3,0.668
380,540,-160,8471263,"Enver Lisin",R,6,0.66
560,539,21,8460465,"Petr Sykora",R,2,0.66
507,541,-34,8467343,"Martin Skoula",D,3,0.659
561,542,19,8469488,"Mark Popovic",D,2,0.657
562,543,19,8474250,"Zack Smith",C,2,0.657
563,544,19,8467915,"Mike Commodore",D,2,0.654
508,545,-37,8465192,"Samuel Pahlsson",C,3,0.652
564,546,18,8467931,"Matt Carkner",D,2,0.651
565,547,18,8462535,"Jody Shelley",L,2,0.65
566,548,18,8470839,"Shane O'Brien",D,2,0.648
567,549,18,8471769,"Niklas Hjalmarsson",D,2,0.648
415,550,-135,8469483,"David Steckel",C,5,0.643
568,551,17,8470760,"Marc Methot",D,2,0.643
607,552,55,8474590,"John Carlson",D,1,0.634
569,553,16,8468846,"Tyler Sloan",D,2,0.632
381,554,-173,8471873,"Anton Stralman",D,6,0.629
570,555,15,8470171,"Maxime Talbot",C,2,0.619
465,557,-92,8460556,"Freddy Modin",L,4,0.614
571,556,15,8459628,"Hal Gill",D,2,0.614
572,558,14,8474566,"Nikita Filatov",L,2,0.613
573,559,14,8470324,"Josh Gorges",D,2,0.612
509,560,-51,8468515,"Brad Winchester",L,3,0.608
574,561,13,8459433,"Brendan Witt",D,2,0.608
510,562,-52,8474157,"Max Pacioretty",L,3,0.585
416,563,-147,8470867,"Troy Bodie",R,5,0.583
417,564,-147,8470601,"Braydon Coburn",D,5,0.582
575,565,10,8470996,"Danny Syvret",D,2,0.579
576,566,10,8468542,"Paul Martin",D,2,0.569
511,567,-56,8470713,"Paul Bissonnette",L,3,0.54
577,568,9,8471338,"Torrey Mitchell",C,2,0.525
512,569,-57,8470699,"Jan Hejda",D,3,0.524
578,570,8,8471804,"Nathan Gerbe",L,2,0.521
608,571,37,8470225,"Ilkka Pikkarainen",R,1,0.52
609,572,37,8460580,"Brad Lukowich",D,1,0.518
579,573,6,8467408,"Matt Walker",D,2,0.503
610,574,36,8470816,"Jay Rosehill",L,1,0.491
611,575,36,8473914,"Mark Letestu",C,1,0.491
612,576,36,8468090,"Garnet Exelby",D,1,0.489
580,577,3,8469575,"Christoph Schubert",D,2,0.487
581,578,3,8471385,"Adam Pardy",D,2,0.486
582,579,3,8466158,"Scott Hannan",D,2,0.451
613,580,33,8470085,"Paul Ranger",D,1,0.449
583,581,2,8451224,"Mathieu Schneider",D,2,0.448
614,582,32,8470058,"Staffan Kronwall",D,1,0.442
615,583,32,8471482,"Grant Clitsome",D,1,0.429
616,584,32,8475602,"Casey Wellman",C,1,0.429
584,585,-1,8471683,"Brian Lee",D,2,0.428
617,586,31,8460500,"Nolan Baumgartner",D,1,0.427
618,587,31,8473514,"Jesse Joensuu",L,1,0.424
619,588,31,8459004,"Craig Rivet",D,1,0.423
585,589,-4,8473924,"Cory Murphy",D,2,0.417
586,590,-4,8470607,"Brent Seabrook",D,2,0.414
587,591,-4,8468636,"Greg Zanon",D,2,0.41
620,592,28,8473673,"David Schlemko",D,1,0.407
513,593,-80,8474589,"Tyler Ennis",C,3,0.406
588,594,-6,8470169,"Gregory Campbell",C,2,0.4
621,595,26,8468887,"Warren Peters",C,1,0.4
622,596,26,8471761,"Chris Butler",D,1,0.398
589,597,-8,8459450,"Shean Donovan",R,2,0.394
623,598,25,8469472,"Shaone Morrisonn",D,1,0.39
624,599,25,8458361,"Doug Weight",C,1,0.385
625,600,25,8468626,"David Koci",L,1,0.38
514,601,-87,8470151,"Jay Bouwmeester",D,3,0.377
626,602,24,8471352,"Jake Dowell",C,1,0.377
590,604,-14,8465005,"Colin White",D,2,0.376
627,603,24,8473712,"Frazer McLaren",L,1,0.376
591,605,-14,8468113,"Jeff Finger",D,2,0.374
628,606,22,8471756,"Oskars Bartulis",D,1,0.373
629,607,22,8471241,"Mark Fistric",D,1,0.369
630,608,22,8471261,"Dane Byers",L,1,0.369
631,609,22,8470232,"Kris Newbury",C,1,0.363
632,610,22,8471187,"Brett Lebda",D,1,0.363
633,611,22,8468660,"Darcy Hordichuk",L,1,0.362
634,612,22,8469584,"Joel Perrault",C,1,0.359
635,613,22,8462045,"Jay McKee",D,1,0.353
515,614,-99,8467332,"Bryan Allen",D,3,0.341
516,615,-99,8462225,"Filip Kuba",D,3,0.339
636,616,20,8473482,"Jiri Tlusty",L,1,0.338
418,617,-199,8470631,"Kamil Kreps",C,5,0.337
637,618,19,8469509,"Nathan Paetsch",D,1,0.336
638,619,19,8470876,"Nick Tarnasky",L,1,0.335
639,620,19,8468001,"Derek MacKenzie",C,1,0.332
640,621,19,8475086,"Corey Elkins",C,1,0.331
641,622,19,8462176,"Brent Sopel",D,1,0.324
642,623,19,8470131,"Dwight Helminen",C,1,0.323
643,624,19,8458519,"Aaron Ward",D,1,0.323
644,625,19,8471717,"Adam McQuaid",D,1,0.318
517,626,-109,8471716,"Justin Abdelkader",L,3,0.317
645,627,18,8473722,"John Scott",L,1,0.314
646,628,18,8471681,"Jack Skille",R,1,0.31
647,629,18,8468086,"Alexandre Giroux",L,1,0.31
648,630,18,8468534,"Andreas Lilja",D,1,0.308
592,633,-41,8474520,"Jason Garrison",D,2,0.306
649,631,18,8468510,"Jeff Taffe",L,1,0.306
650,632,18,8471753,"T.J. Hensick",C,1,0.306
651,634,17,8470672,"Ryan O'Byrne",D,1,0.305
652,635,17,8468478,"Mike Weaver",D,1,0.301
653,636,17,8471419,"Mark Mancari",R,1,0.3
654,637,17,8458541,"Steve Staios",D,1,0.3
655,638,17,8471280,"Nick Johnson",R,1,0.299
593,639,-46,8471663,"Mike Blunden",R,2,0.295
656,640,16,8462060,"Georges Laraque",R,1,0.295
657,641,16,8474009,"Nick Bonino",C,1,0.29
658,642,16,8469684,"Milan Jurcina",D,1,0.282
659,643,16,8474291,"Jay Beagle",R,1,0.276
518,644,-126,8469760,"Zbynek Michalek",D,3,0.274
594,645,-51,8471336,"David Laliberte",R,2,0.266
595,646,-51,8474557,"Anssi Salmela",D,2,0.265
519,647,-128,8469598,"Kevin Bieksa",D,3,0.246
660,648,12,8464981,"Cory Sarich",D,1,0.241
661,649,12,8468523,"Matt Pettinger",L,1,0.231
596,650,-54,8467491,"Rickard Wallin",C,2,0.229
466,652,-186,8470854,"Tanner Glass",L,4,0.209
662,651,11,8468252,"Eric Godard",R,1,0.209
663,653,10,8460527,"Ryan Johnson",C,1,0.198
597,654,-57,8474498,"Jesse Winchester",C,2,0.182
664,655,9,8466145,"Nick Boynton",D,1,0.168
665,656,9,8474094,"Matt Halischuk",R,1,0.162
666,657,9,8473584,"Andrew MacDonald",D,1,0.16
598,658,-60,8474137,"Drayson Bowman",L,2,0.152
667,659,8,8464962,"Ruslan Salei",D,1,0.151
668,660,8,8474571,"Mikkel Boedker",L,1,0.148
669,661,8,8467365,"John Erskine",D,1,0.146
670,662,8,8471694,"Kenndal McArdle",L,1,0.14
671,663,8,8470223,"Yan Stastny",C,1,0.14
672,664,8,8470630,"Kevin Klein",D,1,0.13
673,665,8,8471692,"Ryan Parent",D,1,0.128
674,666,8,8474042,"Cody Almond",C,1,0.12
520,667,-147,8469464,"Fredrik Sjostrom",L,3,0.114
599,668,-69,8467344,"Robyn Regehr",D,2,0.106
675,669,6,8468513,"Nick Schultz",D,1,0.094
676,670,6,8474518,"Davis Drewiske",D,1,0.066
677,671,6,8471764,"Patrick Davis",R,1,0.066
678,672,6,8471279,"Sami Lepisto",D,1,0.066
679,673,6,8469477,"Lukas Krajicek",D,1,0.03
680,674,6,8470644,"Colin McDonald",R,1,0.024
295,675,-380,8467330,"David Legwand",C,9,0.022
681,676,5,8471829,"Justin Mercier",C,1,0.005
521,681,-160,8469672,"Aaron Voros",L,3,0
682,677,5,8465978,"Shawn Thornton",L,1,0
683,678,5,8469531,"Jay Harrison",D,1,0
684,679,5,8467977,"Brian McGrattan",R,1,0
685,680,5,8474565,"Alex Pietrangelo",D,1,0
686,682,4,8467436,"Jay Leach",D,1,0
687,683,4,8470063,"Adam Burish",R,1,0
688,684,4,8470988,"Bryan Rodney",D,1,-0.014
324,685,-361,8458536,"Dean McAmmond",C,8,-0.04
600,686,-86,8472370,"Jordan Hendry",D,2,-0.129
382,687,-305,8473962,"Teddy Purcell",R,6,-0.331
522,688,-166,8467580,"Mark Eaton",D,3,-0.357
